trip_id,0521,0529,0536,0539,0801,0806,0811,0816,0821,0826,0901,0906,2241G,2242F,2246F,2351F,2397F,2720F,2726F,2793F,2794F,3308F,3360F,3480,5200F,5205,5261,5264F,5265F,5266F,5267,5311,5312,5352,5407F,5413F,5414F,5415F,5416F,5451F,5459F,5460F,5461F,5462F,5468,5714,5762,6201F,6202,6204,6258,6260F,6419F
113481855238203501,,,22:13:00,22:12:00,,,,,,,,,,,,,,22:17:00,,,22:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,22:16:00,22:18:57,22:20:00,,,,
113481856238203501,,,22:28:00,22:27:00,,,,,,,,,,,,,,22:32:00,,,22:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,22:31:00,22:33:57,22:35:00,,,,
113481857238203501,,,22:43:00,22:42:00,,,,,,,,,,,,,,22:47:00,,,22:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,22:46:00,22:48:57,22:50:00,,,,
113481858238203501,,,22:58:00,22:57:00,,,,,,,,,,,,,,23:02:00,,,23:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,23:01:00,23:03:57,23:05:00,,,,
113481859238203501,,,23:13:00,23:12:00,,,,,,,,,,,,,,23:17:00,,,23:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,23:16:00,23:18:57,23:20:00,,,,
113481860238203501,,,23:28:00,23:27:00,,,,,,,,,,,,,,23:32:00,,,23:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,23:31:00,23:33:57,23:35:00,,,,
113481861238203501,,,23:43:00,23:42:00,,,,,,,,,,,,,,23:47:00,,,23:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,23:46:00,23:48:57,23:50:00,,,,
113481917238203501,22:52:00,,,22:54:00,,,,,,,,,,,,,,,22:48:00,,22:43:00,,,,,,,,,,,,,,,,,,,,,,,,,22:50:00,,,,,,22:46:03,22:45:00
113481918238203501,24:38:00,24:40:00,,,,,,,,,,,,,,,,,24:34:00,,24:29:00,,,,,,,,,,,,,,,,,,,,,,,,,24:36:00,,,,,,24:32:03,24:31:00
113481919238203501,24:55:00,24:57:00,,,,,,,,,,,,,,,,,24:51:00,,24:46:00,,,,,,,,,,,,,,,,,,,,,,,,,24:53:00,,,,,,24:49:03,24:48:00
113481920238203501,06:07:00,,,06:09:00,,,,,,,,,,,,,,,06:03:00,,05:58:00,,,,,,,,,,,,,,,,,,,,,,,,,06:05:00,,,,,,06:01:03,06:00:00
113481921238203501,06:48:00,,,06:50:00,,,,,,,,,,,,,,,06:44:00,,06:39:00,,,,,,,,,,,,,,,,,,,,,,,,,06:46:00,,,,,,06:42:03,06:41:00
113481922238203501,07:05:00,,,07:07:00,,,,,,,,,,,,,,,07:01:00,,06:56:00,,,,,,,,,,,,,,,,,,,,,,,,,07:03:00,,,,,,06:59:03,06:58:00
113481923238203501,07:20:00,,,07:22:00,,,,,,,,,,,,,,,07:16:00,,07:11:00,,,,,,,,,,,,,,,,,,,,,,,,,07:18:00,,,,,,07:14:03,07:13:00
113481924238203501,07:37:00,,,07:39:00,,,,,,,,,,,,,,,07:33:00,,07:28:00,,,,,,,,,,,,,,,,,,,,,,,,,07:35:00,,,,,,07:31:03,07:30:00
113481925238203501,07:50:00,,,07:52:00,,,,,,,,,,,,,,,07:46:00,,07:41:00,,,,,,,,,,,,,,,,,,,,,,,,,07:48:00,,,,,,07:44:03,07:43:00
113481926238203501,08:05:00,,,08:07:00,,,,,,,,,,,,,,,08:01:00,,07:56:00,,,,,,,,,,,,,,,,,,,,,,,,,08:03:00,,,,,,07:59:03,07:58:00
113481927238203501,08:20:00,,,08:22:00,,,,,,,,,,,,,,,08:16:00,,08:11:00,,,,,,,,,,,,,,,,,,,,,,,,,08:18:00,,,,,,08:14:03,08:13:00
113481928238203501,08:35:00,,,08:37:00,,,,,,,,,,,,,,,08:31:00,,08:26:00,,,,,,,,,,,,,,,,,,,,,,,,,08:33:00,,,,,,08:29:03,08:28:00
113481929238203501,08:50:00,,,08:52:00,,,,,,,,,,,,,,,08:46:00,,08:41:00,,,,,,,,,,,,,,,,,,,,,,,,,08:48:00,,,,,,08:44:03,08:43:00
113481930238203501,09:05:00,,,09:07:00,,,,,,,,,,,,,,,09:01:00,,08:56:00,,,,,,,,,,,,,,,,,,,,,,,,,09:03:00,,,,,,08:59:03,08:58:00
113481931238203501,09:20:00,,,09:22:00,,,,,,,,,,,,,,,09:16:00,,09:11:00,,,,,,,,,,,,,,,,,,,,,,,,,09:18:00,,,,,,09:14:03,09:13:00
113481932238203501,09:36:00,,,09:38:00,,,,,,,,,,,,,,,09:32:00,,09:27:00,,,,,,,,,,,,,,,,,,,,,,,,,09:34:00,,,,,,09:30:03,09:29:00
113481933238203501,09:49:00,,,09:51:00,,,,,,,,,,,,,,,09:45:00,,09:40:00,,,,,,,,,,,,,,,,,,,,,,,,,09:47:00,,,,,,09:43:03,09:42:00
113481934238203501,10:14:00,,,10:16:00,,,,,,,,,,,,,,,10:10:00,,10:05:00,,,,,,,,,,,,,,,,,,,,,,,,,10:12:00,,,,,,10:08:03,10:07:00
113481935238203501,10:26:00,,,10:28:00,,,,,,,,,,,,,,,10:22:00,,10:17:00,,,,,,,,,,,,,,,,,,,,,,,,,10:24:00,,,,,,10:20:03,10:19:00
113481936238203501,10:39:00,,,10:41:00,,,,,,,,,,,,,,,10:35:00,,10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,10:37:00,,,,,,10:33:03,10:32:00
113481937238203501,10:51:00,,,10:53:00,,,,,,,,,,,,,,,10:47:00,,10:42:00,,,,,,,,,,,,,,,,,,,,,,,,,10:49:00,,,,,,10:45:03,10:44:00
113481938238203501,11:03:00,,,11:05:00,,,,,,,,,,,,,,,10:59:00,,10:54:00,,,,,,,,,,,,,,,,,,,,,,,,,11:01:00,,,,,,10:57:03,10:56:00
113481939238203501,11:15:00,,,11:17:00,,,,,,,,,,,,,,,11:11:00,,11:06:00,,,,,,,,,,,,,,,,,,,,,,,,,11:13:00,,,,,,11:09:03,11:08:00
113481940238203501,11:27:00,,,11:29:00,,,,,,,,,,,,,,,11:23:00,,11:18:00,,,,,,,,,,,,,,,,,,,,,,,,,11:25:00,,,,,,11:21:03,11:20:00
113481941238203501,11:39:00,,,11:41:00,,,,,,,,,,,,,,,11:35:00,,11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,11:37:00,,,,,,11:33:03,11:32:00
113481942238203501,11:51:00,,,11:53:00,,,,,,,,,,,,,,,11:47:00,,11:42:00,,,,,,,,,,,,,,,,,,,,,,,,,11:49:00,,,,,,11:45:03,11:44:00
113481943238203501,12:03:00,,,12:05:00,,,,,,,,,,,,,,,11:59:00,,11:54:00,,,,,,,,,,,,,,,,,,,,,,,,,12:01:00,,,,,,11:57:03,11:56:00
113481944238203501,12:15:00,,,12:17:00,,,,,,,,,,,,,,,12:11:00,,12:06:00,,,,,,,,,,,,,,,,,,,,,,,,,12:13:00,,,,,,12:09:03,12:08:00
113481945238203501,12:27:00,,,12:29:00,,,,,,,,,,,,,,,12:23:00,,12:18:00,,,,,,,,,,,,,,,,,,,,,,,,,12:25:00,,,,,,12:21:03,12:20:00
113481946238203501,12:39:00,,,12:41:00,,,,,,,,,,,,,,,12:35:00,,12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,12:37:00,,,,,,12:33:03,12:32:00
113481947238203501,12:51:00,,,12:53:00,,,,,,,,,,,,,,,12:47:00,,12:42:00,,,,,,,,,,,,,,,,,,,,,,,,,12:49:00,,,,,,12:45:03,12:44:00
113481948238203501,13:03:00,,,13:05:00,,,,,,,,,,,,,,,12:59:00,,12:54:00,,,,,,,,,,,,,,,,,,,,,,,,,13:01:00,,,,,,12:57:03,12:56:00
113481949238203501,13:15:00,,,13:17:00,,,,,,,,,,,,,,,13:11:00,,13:06:00,,,,,,,,,,,,,,,,,,,,,,,,,13:13:00,,,,,,13:09:03,13:08:00
113481950238203501,13:27:00,,,13:29:00,,,,,,,,,,,,,,,13:23:00,,13:18:00,,,,,,,,,,,,,,,,,,,,,,,,,13:25:00,,,,,,13:21:03,13:20:00
113481951238203501,13:39:00,,,13:41:00,,,,,,,,,,,,,,,13:35:00,,13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,13:37:00,,,,,,13:33:03,13:32:00
113481952238203501,13:51:00,,,13:53:00,,,,,,,,,,,,,,,13:47:00,,13:42:00,,,,,,,,,,,,,,,,,,,,,,,,,13:49:00,,,,,,13:45:03,13:44:00
113481953238203501,14:02:00,,,14:04:00,,,,,,,,,,,,,,,13:58:00,,13:53:00,,,,,,,,,,,,,,,,,,,,,,,,,14:00:00,,,,,,13:56:03,13:55:00
113481954238203501,14:15:00,,,14:17:00,,,,,,,,,,,,,,,14:11:00,,14:05:00,,,,,,,,,,,,,,,,,,,,,,,,,14:13:00,,,,,,14:08:23,14:07:00
113481955238203501,14:27:00,,,14:29:00,,,,,,,,,,,,,,,14:23:00,,14:17:00,,,,,,,,,,,,,,,,,,,,,,,,,14:25:00,,,,,,14:20:23,14:19:00
113481956238203501,14:39:00,,,14:41:00,,,,,,,,,,,,,,,14:35:00,,14:29:00,,,,,,,,,,,,,,,,,,,,,,,,,14:37:00,,,,,,14:32:23,14:31:00
113481957238203501,14:51:00,,,14:53:00,,,,,,,,,,,,,,,14:47:00,,14:41:00,,,,,,,,,,,,,,,,,,,,,,,,,14:49:00,,,,,,14:44:23,14:43:00
113481958238203501,15:03:00,,,15:05:00,,,,,,,,,,,,,,,14:59:00,,14:53:00,,,,,,,,,,,,,,,,,,,,,,,,,15:01:00,,,,,,14:56:23,14:55:00
113481959238203501,15:15:00,,,15:17:00,,,,,,,,,,,,,,,15:11:00,,15:05:00,,,,,,,,,,,,,,,,,,,,,,,,,15:13:00,,,,,,15:08:23,15:07:00
113481960238203501,15:27:00,,,15:29:00,,,,,,,,,,,,,,,15:23:00,,15:17:00,,,,,,,,,,,,,,,,,,,,,,,,,15:25:00,,,,,,15:20:23,15:19:00
113481961238203501,15:39:00,,,15:41:00,,,,,,,,,,,,,,,15:35:00,,15:29:00,,,,,,,,,,,,,,,,,,,,,,,,,15:37:00,,,,,,15:32:23,15:31:00
113481962238203501,15:51:00,,,15:53:00,,,,,,,,,,,,,,,15:47:00,,15:41:00,,,,,,,,,,,,,,,,,,,,,,,,,15:49:00,,,,,,15:44:23,15:43:00
113481963238203501,16:04:00,,,16:06:00,,,,,,,,,,,,,,,16:00:00,,15:54:00,,,,,,,,,,,,,,,,,,,,,,,,,16:02:00,,,,,,15:57:23,15:56:00
113481964238203501,16:16:00,,,16:18:00,,,,,,,,,,,,,,,16:12:00,,16:06:00,,,,,,,,,,,,,,,,,,,,,,,,,16:14:00,,,,,,16:09:23,16:08:00
113481965238203501,16:28:00,,,16:30:00,,,,,,,,,,,,,,,16:24:00,,16:18:00,,,,,,,,,,,,,,,,,,,,,,,,,16:26:00,,,,,,16:21:23,16:20:00
113481966238203501,16:40:00,,,16:42:00,,,,,,,,,,,,,,,16:36:00,,16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,16:38:00,,,,,,16:33:23,16:32:00
113481967238203501,16:52:00,,,16:54:00,,,,,,,,,,,,,,,16:48:00,,16:42:00,,,,,,,,,,,,,,,,,,,,,,,,,16:50:00,,,,,,16:45:23,16:44:00
113481968238203501,17:04:00,,,17:06:00,,,,,,,,,,,,,,,17:00:00,,16:54:00,,,,,,,,,,,,,,,,,,,,,,,,,17:02:00,,,,,,16:57:23,16:56:00
113481969238203501,17:16:00,,,17:18:00,,,,,,,,,,,,,,,17:12:00,,17:06:00,,,,,,,,,,,,,,,,,,,,,,,,,17:14:00,,,,,,17:09:23,17:08:00
113481970238203501,17:28:00,,,17:30:00,,,,,,,,,,,,,,,17:24:00,,17:18:00,,,,,,,,,,,,,,,,,,,,,,,,,17:26:00,,,,,,17:21:23,17:20:00
113481971238203501,17:40:00,,,17:42:00,,,,,,,,,,,,,,,17:36:00,,17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,17:38:00,,,,,,17:33:23,17:32:00
113481972238203501,17:52:00,,,17:54:00,,,,,,,,,,,,,,,17:48:00,,17:42:00,,,,,,,,,,,,,,,,,,,,,,,,,17:50:00,,,,,,17:45:23,17:44:00
113481973238203501,18:04:00,,,18:06:00,,,,,,,,,,,,,,,18:00:00,,17:54:00,,,,,,,,,,,,,,,,,,,,,,,,,18:02:00,,,,,,17:57:23,17:56:00
113481974238203501,18:16:00,,,18:18:00,,,,,,,,,,,,,,,18:12:00,,18:06:00,,,,,,,,,,,,,,,,,,,,,,,,,18:14:00,,,,,,18:09:23,18:08:00
113481975238203501,18:28:00,,,18:30:00,,,,,,,,,,,,,,,18:24:00,,18:18:00,,,,,,,,,,,,,,,,,,,,,,,,,18:26:00,,,,,,18:21:23,18:20:00
113481976238203501,18:40:00,,,18:42:00,,,,,,,,,,,,,,,18:36:00,,18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,18:38:00,,,,,,18:33:23,18:32:00
113481977238203501,18:52:00,,,18:54:00,,,,,,,,,,,,,,,18:48:00,,18:42:00,,,,,,,,,,,,,,,,,,,,,,,,,18:50:00,,,,,,18:45:23,18:44:00
113481978238203501,19:04:00,,,19:06:00,,,,,,,,,,,,,,,19:00:00,,18:54:00,,,,,,,,,,,,,,,,,,,,,,,,,19:02:00,,,,,,18:57:23,18:56:00
113481979238203501,19:16:00,,,19:18:00,,,,,,,,,,,,,,,19:12:00,,19:06:00,,,,,,,,,,,,,,,,,,,,,,,,,19:14:00,,,,,,19:09:23,19:08:00
113481980238203501,19:28:00,,,19:30:00,,,,,,,,,,,,,,,19:24:00,,19:18:00,,,,,,,,,,,,,,,,,,,,,,,,,19:26:00,,,,,,19:21:23,19:20:00
113481981238203501,19:40:00,,,19:42:00,,,,,,,,,,,,,,,19:36:00,,19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,19:38:00,,,,,,19:33:23,19:32:00
113481982238203501,19:53:00,,,19:55:00,,,,,,,,,,,,,,,19:49:00,,19:43:00,,,,,,,,,,,,,,,,,,,,,,,,,19:51:00,,,,,,19:46:23,19:45:00
113481983238203501,20:05:00,,,20:07:00,,,,,,,,,,,,,,,20:01:00,,19:55:00,,,,,,,,,,,,,,,,,,,,,,,,,20:03:00,,,,,,19:58:23,19:57:00
113481984238203501,20:16:00,,,20:18:00,,,,,,,,,,,,,,,20:12:00,,20:07:00,,,,,,,,,,,,,,,,,,,,,,,,,20:14:00,,,,,,20:10:03,20:09:00
113481985238203501,20:27:00,,,20:29:00,,,,,,,,,,,,,,,20:23:00,,20:18:00,,,,,,,,,,,,,,,,,,,,,,,,,20:25:00,,,,,,20:21:03,20:20:00
113481986238203501,20:39:00,,,20:41:00,,,,,,,,,,,,,,,20:35:00,,20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,20:37:00,,,,,,20:33:03,20:32:00
113481987238203501,20:56:00,,,20:58:00,,,,,,,,,,,,,,,20:52:00,,20:47:00,,,,,,,,,,,,,,,,,,,,,,,,,20:54:00,,,,,,20:50:03,20:49:00
113481988238203501,21:09:00,21:11:00,,,,,,,,,,,,,,,,,21:05:00,,21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,21:07:00,,,,,,21:03:03,21:02:00
113481989238203501,21:22:00,,,21:24:00,,,,,,,,,,,,,,,21:18:00,,21:13:00,,,,,,,,,,,,,,,,,,,,,,,,,21:20:00,,,,,,21:16:03,21:15:00
113481990238203501,21:37:00,,,21:39:00,,,,,,,,,,,,,,,21:33:00,,21:28:00,,,,,,,,,,,,,,,,,,,,,,,,,21:35:00,,,,,,21:31:03,21:30:00
113481991238203501,21:52:00,,,21:54:00,,,,,,,,,,,,,,,21:48:00,,21:43:00,,,,,,,,,,,,,,,,,,,,,,,,,21:50:00,,,,,,21:46:03,21:45:00
113481992238203501,22:07:00,,,22:09:00,,,,,,,,,,,,,,,22:03:00,,21:58:00,,,,,,,,,,,,,,,,,,,,,,,,,22:05:00,,,,,,22:01:03,22:00:00
113481993238203501,22:22:00,,,22:24:00,,,,,,,,,,,,,,,22:18:00,,22:13:00,,,,,,,,,,,,,,,,,,,,,,,,,22:20:00,,,,,,22:16:03,22:15:00
113481994238203501,22:37:00,,,22:39:00,,,,,,,,,,,,,,,22:33:00,,22:28:00,,,,,,,,,,,,,,,,,,,,,,,,,22:35:00,,,,,,22:31:03,22:30:00
113481995238203501,23:07:00,,,23:09:00,,,,,,,,,,,,,,,23:03:00,,22:58:00,,,,,,,,,,,,,,,,,,,,,,,,,23:05:00,,,,,,23:01:03,23:00:00
113481996238203501,23:22:00,,,23:24:00,,,,,,,,,,,,,,,23:18:00,,23:13:00,,,,,,,,,,,,,,,,,,,,,,,,,23:20:00,,,,,,23:16:03,23:15:00
113481997238203501,23:37:00,,,23:39:00,,,,,,,,,,,,,,,23:33:00,,23:28:00,,,,,,,,,,,,,,,,,,,,,,,,,23:35:00,,,,,,23:31:03,23:30:00
113481998238203501,23:52:00,,,23:54:00,,,,,,,,,,,,,,,23:48:00,,23:43:00,,,,,,,,,,,,,,,,,,,,,,,,,23:50:00,,,,,,23:46:03,23:45:00
113481999238203501,24:07:00,,,24:09:00,,,,,,,,,,,,,,,24:03:00,,23:58:00,,,,,,,,,,,,,,,,,,,,,,,,,24:05:00,,,,,,24:01:03,24:00:00
113482000238203501,24:22:00,24:24:00,,,,,,,,,,,,,,,,,24:18:00,,24:13:00,,,,,,,,,,,,,,,,,,,,,,,,,24:20:00,,,,,,24:16:03,24:15:00
113482055238203501,,,24:13:00,24:12:00,,,,,,,,,,,,,,24:17:00,,,24:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,24:16:00,24:18:57,24:20:00,,,,
113482058238203501,,,,,20:41:00,,20:39:12,,20:37:37,,20:42:33,,,20:35:00,20:36:00,,20:53:00,,,20:30:00,,,20:32:00,,20:51:00,20:48:46,,,,20:47:09,,20:45:52,20:44:00,,20:54:00,20:55:24,20:57:00,20:58:17,20:59:00,,,,,,,,,,,20:33:39,,,
113482059238203501,,,,,,09:46:00,,09:47:58,,09:49:42,,09:45:03,09:52:00,,,,,,,09:56:00,,09:55:00,,09:37:00,,,09:39:45,09:38:00,09:41:11,,09:42:20,,,09:44:00,,,,,,09:30:00,09:30:41,09:32:00,09:33:11,09:34:00,09:34:52,,,,,,09:53:14,,
113482073238203501,05:27:00,,,05:29:00,,,,,,,,,,,,,,,05:23:00,,05:18:00,,,,,,,,,,,,,,,,,,,,,,,,,05:25:00,,,,,,05:21:03,05:20:00
113482074238203501,05:45:00,,,05:47:00,,,,,,,,,,,,,,,05:41:00,,05:36:00,,,,,,,,,,,,,,,,,,,,,,,,,05:43:00,,,,,,05:39:03,05:38:00
113482120238203501,10:02:00,,,10:04:00,,,,,,,,,,,,,,,09:58:00,,09:53:00,,,,,,,,,,,,,,,,,,,,,,,,,10:00:00,,,,,,09:56:03,09:55:00
113482135238203501,06:33:00,,,06:35:00,,,,,,,,,,,,,,,06:29:00,,06:24:00,,,,,,,,,,,,,,,,,,,,,,,,,06:31:00,,,,,,06:27:03,06:26:00
113482202238203501,,,24:31:00,24:30:00,,,,,,,,,,,,,,24:35:00,,,24:39:00,,,,,,,,,,,,,,,,,,,,,,,,,,24:34:00,24:36:57,24:38:00,,,,
113482203238203501,,,,,24:48:00,,24:46:12,,24:44:37,,24:49:02,,,24:42:00,24:43:00,,24:59:00,,,24:37:00,,,24:39:00,,24:57:00,24:54:46,,,,24:53:09,,24:51:52,24:50:00,,25:00:00,25:01:24,25:03:00,25:04:17,25:05:00,,,,,,,,,,,24:40:39,,,
113482204238203501,,,,,,24:33:00,,24:34:38,,24:36:05,,24:32:03,24:38:00,,,,,,,24:43:00,,24:42:00,,24:24:00,,,24:26:45,24:25:00,24:28:11,,24:29:20,,,24:31:00,,,,,,24:16:00,24:16:41,24:18:00,24:19:11,24:20:00,24:21:09,,,,,,24:39:39,,
113482208238203501,,,,,,,,,,,,,,,,25:22:00,,,,,,,,,,,,,,,,,,,,,,,,25:14:00,25:14:41,25:16:00,25:17:11,25:18:00,25:19:11,,,,,,,,
113482214238203501,,,,,,,,,,,,,,,,,,,,,,,,22:33:00,,,,,,,,,,,,,,,,22:25:00,22:25:41,22:27:00,22:28:11,22:29:00,22:30:09,,,,,,,,
113482216238203501,05:06:00,,,05:08:00,,,,,,,,,,,,,,,05:02:00,,04:57:00,,,,,,,,,,,,,,,,,,,,,,,,,05:04:00,,,,,,05:00:03,04:59:00
113482221238203501,,,,,,06:03:00,,06:04:38,,06:06:05,,06:02:03,06:08:00,,,,,,,06:12:00,,06:11:00,,05:54:00,,,05:56:45,05:55:00,05:58:11,,05:59:20,,,06:01:00,,,,,,05:47:00,05:47:41,05:49:00,05:50:11,05:51:00,05:51:52,,,,,,06:09:14,,
113482223238203501,06:20:00,,,06:22:00,,,,,,,,,,,,,,,06:16:00,,06:11:00,,,,,,,,,,,,,,,,,,,,,,,,,06:18:00,,,,,,06:14:03,06:13:00
113482228238203501,09:44:00,,,09:46:00,,,,,,,,,,,,,,,09:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,09:42:00,,,,,,,
113482230238203501,,,,,,,,,,,,,,,,,,04:46:00,,,04:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,04:47:57,04:49:00,,,,
113482234238203501,,,,,05:48:00,,05:46:12,,05:44:37,,05:49:02,,,05:42:00,05:43:00,,05:59:00,,,05:37:00,,,05:39:00,,05:57:00,05:54:46,,,,05:53:09,,05:51:52,05:50:00,,06:00:00,06:01:24,06:03:00,06:04:17,06:05:00,,,,,,,,,,,05:40:39,,,
113482235238203501,,,05:21:00,05:20:00,,,,,,,,,,,,,,05:25:00,,,05:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,05:24:00,05:26:57,05:28:00,,,,
113482239238203501,05:40:00,,,05:42:00,,,,,,,,,,,,,,,05:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,05:38:00,,,,,,,
113482242238203501,,,,,,,,,,,,,,,,,05:31:00,,,,,,,,,,,,,,,,,,05:32:00,05:33:24,05:35:00,05:36:17,05:37:00,,,,,,,,,,,,,,
113482246238203501,,,,,09:00:00,,08:58:12,,08:56:37,,09:01:02,,,,08:55:00,,09:11:00,,,,,,,,09:09:00,09:06:46,,,,09:05:09,,09:03:52,09:02:00,,09:12:00,09:13:24,09:15:00,09:16:17,09:17:00,,,,,,,,,,,,,,
113482247238203501,,,,,09:31:00,,09:29:12,,09:27:37,,09:32:02,,,,09:26:00,,09:42:00,,,,,,,,09:40:00,09:37:46,,,,09:36:09,,09:34:52,09:33:00,,09:43:00,09:44:24,09:46:00,09:47:17,09:48:00,,,,,,,,,,,,,,
113482252238203501,,,,,,05:52:00,,05:53:38,,05:55:05,,05:51:03,05:57:00,,,,,,,06:01:00,,06:00:00,,05:43:00,,,05:45:45,05:44:00,05:47:11,,05:48:20,,,05:50:00,,,,,,,,,,,,,,,,,05:58:14,,
113482322238203501,,,,,24:40:00,,24:38:12,,24:36:37,,24:41:02,,,24:34:00,24:35:00,24:51:00,,,,24:29:00,,,24:31:00,,24:49:00,24:46:46,,,,24:45:09,,24:43:52,24:42:00,,,,,,,,,,,,,,,,,24:32:39,,,
113482363238205601,,,,,,,,,,,,,,,,,05:07:00,,,,,,,,,,,,,,,,,,05:08:00,05:09:24,05:11:00,05:12:17,05:13:00,,,,,,,,,,,,,,
113482364238205601,,,,,20:12:00,,20:10:12,,20:08:37,,20:13:02,,,20:06:00,20:07:00,,20:23:00,,,20:01:00,,,20:03:00,,20:21:00,20:18:46,,,,20:17:09,,20:15:52,20:14:00,,20:24:00,20:25:24,20:27:00,20:28:17,20:29:00,,,,,,,,,,,20:04:39,,,
113482365238205601,,,,,20:26:00,,20:24:12,,20:22:37,,20:27:02,,,20:20:00,20:21:00,,20:37:00,,,20:15:00,,,20:17:00,,20:35:00,20:32:46,,,,20:31:09,,20:29:52,20:28:00,,20:38:00,20:39:24,20:41:00,20:42:17,20:43:00,,,,,,,,,,,20:18:39,,,
113482366238205601,,,,,18:43:00,,18:41:12,,18:39:37,,18:44:02,,,18:37:00,18:38:00,,18:54:00,,,18:31:00,,,18:33:00,,18:52:00,18:49:46,,,,18:48:09,,18:46:52,18:45:00,,18:55:00,18:56:24,18:58:00,18:59:17,19:00:00,,,,,,,,,,,18:35:12,,,
113482367238205601,,,,,19:42:00,,19:40:12,,19:38:37,,19:43:02,,,19:36:00,19:37:00,,19:53:00,,,19:31:00,,,19:33:00,,19:51:00,19:48:46,,,,19:47:09,,19:45:52,19:44:00,,19:54:00,19:55:24,19:57:00,19:58:17,19:59:00,,,,,,,,,,,19:34:39,,,
113482368238205601,,,,,18:58:00,,18:56:12,,18:54:37,,18:59:02,,,18:52:00,18:53:00,,19:09:00,,,18:46:00,,,18:48:00,,19:07:00,19:04:46,,,,19:03:09,,19:01:52,19:00:00,,19:10:00,19:11:24,19:13:00,19:14:17,19:15:00,,,,,,,,,,,18:50:12,,,
113482369238205601,,,,,18:28:00,,18:26:12,,18:24:37,,18:29:02,,,18:22:00,18:23:00,,18:39:00,,,18:16:00,,,18:18:00,,18:37:00,18:34:46,,,,18:33:09,,18:31:52,18:30:00,,18:40:00,18:41:24,18:43:00,18:44:17,18:45:00,,,,,,,,,,,18:20:12,,,
113482370238205601,,,,,19:27:00,,19:25:12,,19:23:37,,19:28:02,,,19:21:00,19:22:00,,19:38:00,,,19:16:00,,,19:18:00,,19:36:00,19:33:46,,,,19:32:09,,19:30:52,19:29:00,,19:39:00,19:40:24,19:42:00,19:43:17,19:44:00,,,,,,,,,,,19:19:39,,,
113482371238205601,,,,,19:12:00,,19:10:12,,19:08:37,,19:13:02,,,19:06:00,19:07:00,,19:23:00,,,19:01:00,,,19:03:00,,19:21:00,19:18:46,,,,19:17:09,,19:15:52,19:14:00,,19:24:00,19:25:24,19:27:00,19:28:17,19:29:00,,,,,,,,,,,19:04:39,,,
113482372238205601,,,,,19:57:00,,19:55:12,,19:53:37,,19:58:02,,,19:51:00,19:52:00,,20:08:00,,,19:46:00,,,19:48:00,,20:06:00,20:03:46,,,,20:02:09,,20:00:52,19:59:00,,20:09:00,20:10:24,20:12:00,20:13:17,20:14:00,,,,,,,,,,,19:49:39,,,
113482373238205601,,,,,,15:07:00,,15:08:38,,15:10:05,,15:06:03,15:12:00,,,,,,,15:17:00,,15:16:00,,14:57:00,,,15:00:02,14:58:00,15:01:43,,15:03:03,,,15:05:00,,,,,,14:49:00,14:49:41,14:51:00,14:52:11,14:53:00,14:54:09,,,,,,15:13:39,,
113482374238205601,,,,,,13:52:00,,13:53:38,,13:55:05,,13:51:03,13:57:00,,,,,,,14:02:00,,14:01:00,,13:42:00,,,13:45:02,13:43:00,13:46:43,,13:48:03,,,13:50:00,,,,,,13:34:00,13:34:41,13:36:00,13:37:11,13:38:00,13:39:09,,,,,,13:58:39,,
113482375238205601,,,,,,06:17:00,,06:18:38,,06:20:05,,06:16:03,06:22:00,,,,,,,06:26:00,,06:25:00,,06:08:00,,,06:10:45,06:09:00,06:12:11,,06:13:20,,,06:15:00,,,,,,06:01:00,06:01:41,06:03:00,06:04:11,06:05:00,06:05:52,,,,,,06:23:14,,
113482376238205601,,,,,,06:37:00,,06:38:38,,06:40:05,,06:36:03,06:42:00,,,,,,,06:46:00,,06:45:00,,06:28:00,,,06:30:45,06:29:00,06:32:11,,06:33:20,,,06:35:00,,,,,,06:21:00,06:21:41,06:23:00,06:24:11,06:25:00,06:25:52,,,,,,06:43:14,,
