trip_id,0521,0529,0536,0539,0801,0806,0811,0816,0821,0826,0901,0906,2241G,2242F,2246F,2351F,2397F,2720F,2726F,2793F,2794F,3308F,3360F,3480,5200F,5205,5261,5264F,5265F,5266F,5267,5311,5312,5352,5407F,5413F,5414F,5415F,5416F,5451F,5459F,5460F,5461F,5462F,5468,5714,5762,6201F,6202,6204,6258,6260F,6419F
113481033238202001,09:20:00,,,09:22:00,,,,,,,,,,,,,,,09:15:00,,09:08:00,,,,,,,,,,,,,,,,,,,,,,,,,09:17:00,,,,,,09:11:44,09:10:00
113481034238202001,09:26:00,,,09:28:00,,,,,,,,,,,,,,,09:21:00,,09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,09:23:00,,,,,,09:18:23,09:17:00
113481035238202001,09:13:00,,,09:15:00,,,,,,,,,,,,,,,09:08:00,,09:01:00,,,,,,,,,,,,,,,,,,,,,,,,,09:10:00,,,,,,09:04:44,09:03:00
113481036238202001,09:06:00,,,09:08:00,,,,,,,,,,,,,,,09:01:00,,08:54:00,,,,,,,,,,,,,,,,,,,,,,,,,09:03:00,,,,,,08:57:44,08:56:00
113481037238202001,08:59:00,,,09:01:00,,,,,,,,,,,,,,,08:54:00,,08:47:00,,,,,,,,,,,,,,,,,,,,,,,,,08:56:00,,,,,,08:50:44,08:49:00
113481038238202001,08:52:00,,,08:54:00,,,,,,,,,,,,,,,08:47:00,,08:40:00,,,,,,,,,,,,,,,,,,,,,,,,,08:49:00,,,,,,08:43:44,08:42:00
113481039238202001,08:45:00,,,08:47:00,,,,,,,,,,,,,,,08:40:00,,08:33:00,,,,,,,,,,,,,,,,,,,,,,,,,08:42:00,,,,,,08:36:44,08:35:00
113481040238202001,08:30:00,,,08:32:00,,,,,,,,,,,,,,,08:25:00,,08:19:00,,,,,,,,,,,,,,,,,,,,,,,,,08:27:00,,,,,,08:22:23,08:21:00
113481041238202001,08:37:00,,,08:39:00,,,,,,,,,,,,,,,08:32:00,,08:26:00,,,,,,,,,,,,,,,,,,,,,,,,,08:34:00,,,,,,08:29:23,08:28:00
113481042238202001,08:23:00,,,08:25:00,,,,,,,,,,,,,,,08:18:00,,08:12:00,,,,,,,,,,,,,,,,,,,,,,,,,08:20:00,,,,,,08:15:23,08:14:00
113481043238202001,08:17:00,,,08:19:00,,,,,,,,,,,,,,,08:12:00,,08:06:00,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,,,,,,08:09:23,08:08:00
113481044238202001,08:11:00,,,08:13:00,,,,,,,,,,,,,,,08:06:00,,08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,08:08:00,,,,,,08:03:23,08:02:00
113481045238202001,08:04:00,,,08:06:00,,,,,,,,,,,,,,,07:59:00,,07:54:00,,,,,,,,,,,,,,,,,,,,,,,,,08:01:00,,,,,,07:57:03,07:56:00
113481046238202001,07:51:00,,,07:53:00,,,,,,,,,,,,,,,07:46:00,,07:41:00,,,,,,,,,,,,,,,,,,,,,,,,,07:48:00,,,,,,07:44:03,07:43:00
113481047238202001,07:58:00,,,08:00:00,,,,,,,,,,,,,,,07:53:00,,07:48:00,,,,,,,,,,,,,,,,,,,,,,,,,07:55:00,,,,,,07:51:03,07:50:00
113481048238202001,07:44:00,,,07:46:00,,,,,,,,,,,,,,,07:39:00,,07:34:00,,,,,,,,,,,,,,,,,,,,,,,,,07:41:00,,,,,,07:37:03,07:36:00
113481049238202001,07:37:00,,,07:39:00,,,,,,,,,,,,,,,07:32:00,,07:27:00,,,,,,,,,,,,,,,,,,,,,,,,,07:34:00,,,,,,07:30:03,07:29:00
113481050238202001,05:49:00,,,05:51:00,,,,,,,,,,,,,,,05:45:00,,05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,05:47:00,,,,,,05:43:03,05:42:00
113481051238202001,07:09:00,,,07:11:00,,,,,,,,,,,,,,,07:04:00,,06:59:00,,,,,,,,,,,,,,,,,,,,,,,,,07:06:00,,,,,,07:02:03,07:01:00
113481052238202001,06:05:00,,,06:07:00,,,,,,,,,,,,,,,06:01:00,,05:56:00,,,,,,,,,,,,,,,,,,,,,,,,,06:03:00,,,,,,05:59:03,05:58:00
113481053238202001,06:28:00,,,06:30:00,,,,,,,,,,,,,,,06:24:00,,06:19:00,,,,,,,,,,,,,,,,,,,,,,,,,06:26:00,,,,,,06:22:03,06:21:00
113481054238202001,06:44:00,,,06:46:00,,,,,,,,,,,,,,,06:40:00,,06:35:00,,,,,,,,,,,,,,,,,,,,,,,,,06:42:00,,,,,,06:38:03,06:37:00
113481055238202001,06:52:00,,,06:54:00,,,,,,,,,,,,,,,06:48:00,,06:43:00,,,,,,,,,,,,,,,,,,,,,,,,,06:50:00,,,,,,06:46:03,06:45:00
113481056238202001,07:00:00,,,07:02:00,,,,,,,,,,,,,,,06:56:00,,06:51:00,,,,,,,,,,,,,,,,,,,,,,,,,06:58:00,,,,,,06:54:03,06:53:00
113481057238202001,,,19:48:00,19:47:00,,,,,,,,,,,,,,19:52:00,,,19:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,19:51:00,19:54:36,19:56:00,,,,
113481058238202001,,,05:41:00,05:40:00,,,,,,,,,,,,,,05:45:00,,,05:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,05:44:00,05:46:57,05:48:00,,,,
113481059238202001,,,05:22:00,05:21:00,,,,,,,,,,,,,,05:26:00,,,05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,05:25:00,05:27:57,05:29:00,,,,
113481060238202001,,,06:21:00,06:20:00,,,,,,,,,,,,,,06:25:00,,,06:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,06:24:00,06:26:57,06:28:00,,,,
113481061238202001,,,05:57:00,05:56:00,,,,,,,,,,,,,,06:01:00,,,06:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,06:00:00,06:02:57,06:04:00,,,,
113481062238202001,,,06:05:00,06:04:00,,,,,,,,,,,,,,06:09:00,,,06:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,06:08:00,06:10:57,06:12:00,,,,
113481063238202001,,,07:11:00,07:10:00,,,,,,,,,,,,,,07:15:00,,,07:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,07:14:00,07:17:36,07:19:00,,,,
113481064238202001,,,07:33:00,07:32:00,,,,,,,,,,,,,,07:37:00,,,07:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,07:36:00,07:39:36,07:41:00,,,,
113481065238202001,,,06:13:00,06:12:00,,,,,,,,,,,,,,06:17:00,,,06:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,06:16:00,06:18:57,06:20:00,,,,
113481066238202001,,,06:51:00,06:50:00,,,,,,,,,,,,,,06:55:00,,,07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,06:54:00,06:57:36,06:59:00,,,,
113481067238202001,,,05:49:00,05:48:00,,,,,,,,,,,,,,05:53:00,,,05:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,05:52:00,05:54:57,05:56:00,,,,
113481068238202001,,,06:59:00,06:58:00,,,,,,,,,,,,,,07:03:00,,,07:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,07:02:00,07:05:36,07:07:00,,,,
113481070238202001,,,06:28:00,06:27:00,,,,,,,,,,,,,,06:32:00,,,06:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,06:31:00,06:34:36,06:36:00,,,,
113481071238202001,,,07:05:00,07:04:00,,,,,,,,,,,,,,07:09:00,,,07:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,07:08:00,07:11:36,07:13:00,,,,
113481072238202001,,,07:19:00,07:18:00,,,,,,,,,,,,,,07:23:00,,,07:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,07:22:00,07:25:36,07:27:00,,,,
113481073238202001,,,06:36:00,06:35:00,,,,,,,,,,,,,,06:40:00,,,06:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,06:39:00,06:42:36,06:44:00,,,,
113481074238202001,,,06:43:00,06:42:00,,,,,,,,,,,,,,06:47:00,,,06:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,06:46:00,06:49:36,06:51:00,,,,
113481075238202001,,,07:26:00,07:25:00,,,,,,,,,,,,,,07:30:00,,,07:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,07:29:00,07:32:36,07:34:00,,,,
113481076238202001,,,08:32:00,08:31:00,,,,,,,,,,,,,,08:36:00,,,08:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,08:35:00,08:38:36,08:40:00,,,,
113481077238202001,,,07:51:00,07:50:00,,,,,,,,,,,,,,07:55:00,,,08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,07:54:00,07:57:36,07:59:00,,,,
113481078238202001,,,19:08:00,19:07:00,,,,,,,,,,,,,,19:12:00,,,19:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,19:11:00,19:14:36,19:16:00,,,,
113481079238202001,,,07:45:00,07:44:00,,,,,,,,,,,,,,07:49:00,,,07:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,07:48:00,07:51:36,07:53:00,,,,
113481080238202001,,,07:39:00,07:38:00,,,,,,,,,,,,,,07:43:00,,,07:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,07:42:00,07:45:36,07:47:00,,,,
113481081238202001,,,07:57:00,07:56:00,,,,,,,,,,,,,,08:01:00,,,08:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,08:00:00,08:03:36,08:05:00,,,,
113481082238202001,,,08:11:00,08:10:00,,,,,,,,,,,,,,08:15:00,,,08:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,08:17:36,08:19:00,,,,
113481083238202001,,,08:25:00,08:24:00,,,,,,,,,,,,,,08:29:00,,,08:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,08:28:00,08:31:36,08:33:00,,,,
113481084238202001,,,08:04:00,08:03:00,,,,,,,,,,,,,,08:08:00,,,08:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,08:07:00,08:10:36,08:12:00,,,,
113481085238202001,,,19:18:00,19:17:00,,,,,,,,,,,,,,19:22:00,,,19:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,19:21:00,19:24:36,19:26:00,,,,
113481086238202001,,,18:41:00,18:40:00,,,,,,,,,,,,,,18:45:00,,,18:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,18:44:00,18:47:36,18:49:00,,,,
113481087238202001,,,08:18:00,08:17:00,,,,,,,,,,,,,,08:22:00,,,08:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,08:21:00,08:24:36,08:26:00,,,,
113481088238202001,,,18:48:00,18:47:00,,,,,,,,,,,,,,18:52:00,,,18:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,18:51:00,18:54:36,18:56:00,,,,
113481089238202001,,,19:28:00,19:27:00,,,,,,,,,,,,,,19:32:00,,,19:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,19:31:00,19:34:36,19:36:00,,,,
113481090238202001,,,08:39:00,08:38:00,,,,,,,,,,,,,,08:43:00,,,08:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,08:42:00,08:45:36,08:47:00,,,,
113481091238202001,,,18:55:00,18:54:00,,,,,,,,,,,,,,18:59:00,,,19:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,18:58:00,19:01:36,19:03:00,,,,
113481092238202001,,,15:00:00,14:59:00,,,,,,,,,,,,,,15:04:00,,,15:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:03:00,15:06:36,15:08:00,,,,
113481093238202001,,,14:45:00,14:44:00,,,,,,,,,,,,,,14:49:00,,,14:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:48:00,14:51:36,14:53:00,,,,
113481094238202001,,,15:55:00,15:54:00,,,,,,,,,,,,,,15:59:00,,,16:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:58:00,16:02:14,16:04:00,,,,
113481095238202001,,,15:32:00,15:31:00,,,,,,,,,,,,,,15:36:00,,,15:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:35:00,15:38:36,15:40:00,,,,
113481096238202001,,,14:53:00,14:52:00,,,,,,,,,,,,,,14:57:00,,,15:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:56:00,14:59:36,15:01:00,,,,
113481097238202001,,,15:07:00,15:06:00,,,,,,,,,,,,,,15:11:00,,,15:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:10:00,15:13:36,15:15:00,,,,
113481098238202001,,,15:14:00,15:13:00,,,,,,,,,,,,,,15:18:00,,,15:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:17:00,15:20:36,15:22:00,,,,
113481099238202001,,,15:20:00,15:19:00,,,,,,,,,,,,,,15:24:00,,,15:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:23:00,15:26:36,15:28:00,,,,
113481100238202001,,,15:38:00,15:37:00,,,,,,,,,,,,,,15:42:00,,,15:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:41:00,15:44:36,15:46:00,,,,
113481101238202001,,,15:44:00,15:43:00,,,,,,,,,,,,,,15:48:00,,,15:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:47:00,15:50:36,15:52:00,,,,
113481102238202001,,,15:50:00,15:49:00,,,,,,,,,,,,,,15:54:00,,,15:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:53:00,15:56:36,15:58:00,,,,
113481103238202001,,,15:27:00,15:26:00,,,,,,,,,,,,,,15:31:00,,,15:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,15:30:00,15:33:36,15:35:00,,,,
113481104238202001,,,16:43:00,16:42:00,,,,,,,,,,,,,,16:47:00,,,16:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:46:00,16:50:14,16:52:00,,,,
113481105238202001,,,17:01:00,17:00:00,,,,,,,,,,,,,,17:05:00,,,17:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:04:00,17:08:14,17:10:00,,,,
113481106238202001,,,17:37:00,17:36:00,,,,,,,,,,,,,,17:41:00,,,17:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:40:00,17:44:14,17:46:00,,,,
113481107238202001,,,16:19:00,16:18:00,,,,,,,,,,,,,,16:23:00,,,16:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:22:00,16:26:14,16:28:00,,,,
113481108238202001,,,16:31:00,16:30:00,,,,,,,,,,,,,,16:35:00,,,16:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:34:00,16:38:14,16:40:00,,,,
113481109238202001,,,16:37:00,16:36:00,,,,,,,,,,,,,,16:41:00,,,16:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:40:00,16:44:14,16:46:00,,,,
113481110238202001,,,16:49:00,16:48:00,,,,,,,,,,,,,,16:53:00,,,16:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:52:00,16:56:14,16:58:00,,,,
113481111238202001,,,16:01:00,16:00:00,,,,,,,,,,,,,,16:05:00,,,16:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:04:00,16:08:14,16:10:00,,,,
113481112238202001,,,17:31:00,17:30:00,,,,,,,,,,,,,,17:35:00,,,17:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:34:00,17:38:14,17:40:00,,,,
113481113238202001,,,17:25:00,17:24:00,,,,,,,,,,,,,,17:29:00,,,17:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:28:00,17:32:14,17:34:00,,,,
113481114238202001,,,17:19:00,17:18:00,,,,,,,,,,,,,,17:23:00,,,17:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:22:00,17:26:14,17:28:00,,,,
113481115238202001,,,18:01:00,18:00:00,,,,,,,,,,,,,,18:05:00,,,18:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,18:04:00,18:08:14,18:10:00,,,,
113481116238202001,,,16:13:00,16:12:00,,,,,,,,,,,,,,16:17:00,,,16:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:16:00,16:20:14,16:22:00,,,,
113481117238202001,,,16:25:00,16:24:00,,,,,,,,,,,,,,16:29:00,,,16:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:28:00,16:32:14,16:34:00,,,,
113481118238202001,,,16:07:00,16:06:00,,,,,,,,,,,,,,16:11:00,,,16:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:10:00,16:14:14,16:16:00,,,,
113481119238202001,,,17:07:00,17:06:00,,,,,,,,,,,,,,17:11:00,,,17:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:10:00,17:14:14,17:16:00,,,,
113481120238202001,,,16:55:00,16:54:00,,,,,,,,,,,,,,16:59:00,,,17:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,16:58:00,17:02:14,17:04:00,,,,
113481121238202001,,,17:13:00,17:12:00,,,,,,,,,,,,,,17:17:00,,,17:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:16:00,17:20:14,17:22:00,,,,
113481122238202001,,,17:43:00,17:42:00,,,,,,,,,,,,,,17:47:00,,,17:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:46:00,17:50:14,17:52:00,,,,
113481123238202001,,,17:49:00,17:48:00,,,,,,,,,,,,,,17:53:00,,,17:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:52:00,17:56:14,17:58:00,,,,
113481124238202001,,,18:07:00,18:06:00,,,,,,,,,,,,,,18:11:00,,,18:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,18:10:00,18:14:14,18:16:00,,,,
113481125238202001,,,18:13:00,18:12:00,,,,,,,,,,,,,,18:17:00,,,18:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,18:16:00,18:20:14,18:22:00,,,,
113481126238202001,,,18:27:00,18:26:00,,,,,,,,,,,,,,18:31:00,,,18:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,18:30:00,18:33:36,18:35:00,,,,
113481127238202001,,,18:19:00,18:18:00,,,,,,,,,,,,,,18:23:00,,,18:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,18:22:00,18:26:14,18:28:00,,,,
113481128238202001,,,19:58:00,19:57:00,,,,,,,,,,,,,,20:02:00,,,20:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,20:01:00,20:04:36,20:06:00,,,,
113481129238202001,,,20:08:00,20:07:00,,,,,,,,,,,,,,20:12:00,,,20:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,20:11:00,20:14:36,20:16:00,,,,
113481130238202001,,,09:35:00,09:34:00,,,,,,,,,,,,,,09:39:00,,,09:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,09:38:00,09:41:36,09:43:00,,,,
113481131238202001,,,09:50:00,09:49:00,,,,,,,,,,,,,,09:54:00,,,09:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,09:53:00,09:56:36,09:58:00,,,,
113481132238202001,,,09:58:00,09:57:00,,,,,,,,,,,,,,10:02:00,,,10:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:01:00,10:04:36,10:06:00,,,,
113481133238202001,,,10:06:00,10:05:00,,,,,,,,,,,,,,10:10:00,,,10:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:09:00,10:12:36,10:14:00,,,,
113481134238202001,,,11:02:00,11:01:00,,,,,,,,,,,,,,11:06:00,,,11:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:05:00,11:08:36,11:10:00,,,,
113481135238202001,,,09:00:00,08:59:00,,,,,,,,,,,,,,09:04:00,,,09:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,09:03:00,09:06:36,09:08:00,,,,
113481136238202001,,,09:14:00,09:13:00,,,,,,,,,,,,,,09:18:00,,,09:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,09:17:00,09:20:36,09:22:00,,,,
113481137238202001,,,10:22:00,10:21:00,,,,,,,,,,,,,,10:26:00,,,10:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:25:00,10:28:36,10:30:00,,,,
113481138238202001,,,08:53:00,08:52:00,,,,,,,,,,,,,,08:57:00,,,09:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,08:56:00,08:59:36,09:01:00,,,,
113481139238202001,,,09:07:00,09:06:00,,,,,,,,,,,,,,09:11:00,,,09:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,09:10:00,09:13:36,09:15:00,,,,
113481140238202001,,,09:21:00,09:20:00,,,,,,,,,,,,,,09:25:00,,,09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,09:24:00,09:27:36,09:29:00,,,,
113481141238202001,,,09:28:00,09:27:00,,,,,,,,,,,,,,09:32:00,,,09:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,09:31:00,09:34:36,09:36:00,,,,
113481142238202001,,,09:42:00,09:41:00,,,,,,,,,,,,,,09:46:00,,,09:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,09:45:00,09:48:36,09:50:00,,,,
113481143238202001,,,10:14:00,10:13:00,,,,,,,,,,,,,,10:18:00,,,10:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:17:00,10:20:36,10:22:00,,,,
113481144238202001,,,10:30:00,10:29:00,,,,,,,,,,,,,,10:34:00,,,10:39:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:33:00,10:36:36,10:38:00,,,,
113481145238202001,,,10:38:00,10:37:00,,,,,,,,,,,,,,10:42:00,,,10:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:41:00,10:44:36,10:46:00,,,,
113481146238202001,,,10:46:00,10:45:00,,,,,,,,,,,,,,10:50:00,,,10:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:49:00,10:52:36,10:54:00,,,,
113481147238202001,,,10:54:00,10:53:00,,,,,,,,,,,,,,10:58:00,,,11:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:57:00,11:00:36,11:02:00,,,,
113481148238202001,,,11:50:00,11:49:00,,,,,,,,,,,,,,11:54:00,,,11:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:53:00,11:56:36,11:58:00,,,,
113481149238202001,,,12:45:00,12:44:00,,,,,,,,,,,,,,12:49:00,,,12:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:48:00,12:52:14,12:54:00,,,,
113481150238202001,,,11:34:00,11:33:00,,,,,,,,,,,,,,11:38:00,,,11:43:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:37:00,11:40:36,11:42:00,,,,
113481151238202001,,,13:26:00,13:25:00,,,,,,,,,,,,,,13:30:00,,,13:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,13:29:00,13:32:36,13:34:00,,,,
113481152238202001,,,13:42:00,13:41:00,,,,,,,,,,,,,,13:46:00,,,13:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,13:45:00,13:48:36,13:50:00,,,,
113481153238202001,,,11:18:00,11:17:00,,,,,,,,,,,,,,11:22:00,,,11:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:21:00,11:24:36,11:26:00,,,,
113481154238202001,,,12:13:00,12:12:00,,,,,,,,,,,,,,12:17:00,,,12:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:16:00,12:20:14,12:22:00,,,,
113481155238202001,,,12:29:00,12:28:00,,,,,,,,,,,,,,12:33:00,,,12:39:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:32:00,12:36:14,12:38:00,,,,
113481156238202001,,,12:21:00,12:20:00,,,,,,,,,,,,,,12:25:00,,,12:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:24:00,12:28:14,12:30:00,,,,
113481157238202001,,,12:53:00,12:52:00,,,,,,,,,,,,,,12:57:00,,,13:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:56:00,13:00:14,13:02:00,,,,
113481158238202001,,,11:58:00,11:57:00,,,,,,,,,,,,,,12:02:00,,,12:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:01:00,12:04:36,12:06:00,,,,
113481159238202001,,,11:26:00,11:25:00,,,,,,,,,,,,,,11:30:00,,,11:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:29:00,11:32:36,11:34:00,,,,
113481160238202001,,,11:10:00,11:09:00,,,,,,,,,,,,,,11:14:00,,,11:19:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:13:00,11:16:36,11:18:00,,,,
113481161238202001,,,13:01:00,13:00:00,,,,,,,,,,,,,,13:05:00,,,13:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,13:04:00,13:08:14,13:10:00,,,,
113481162238202001,,,12:06:00,12:05:00,,,,,,,,,,,,,,12:10:00,,,12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:09:00,12:12:36,12:14:00,,,,
113481163238202001,,,11:42:00,11:41:00,,,,,,,,,,,,,,11:46:00,,,11:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:45:00,11:48:36,11:50:00,,,,
113481164238202001,,,12:37:00,12:36:00,,,,,,,,,,,,,,12:41:00,,,12:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:40:00,12:44:14,12:46:00,,,,
113481165238202001,,,13:09:00,13:08:00,,,,,,,,,,,,,,13:13:00,,,13:19:00,,,,,,,,,,,,,,,,,,,,,,,,,,13:12:00,13:16:14,13:18:00,,,,
113481166238202001,,,13:17:00,13:16:00,,,,,,,,,,,,,,13:21:00,,,13:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,13:20:00,13:24:14,13:26:00,,,,
113481167238202001,,,13:34:00,13:33:00,,,,,,,,,,,,,,13:38:00,,,13:43:00,,,,,,,,,,,,,,,,,,,,,,,,,,13:37:00,13:40:36,13:42:00,,,,
113481168238202001,,,14:06:00,14:05:00,,,,,,,,,,,,,,14:10:00,,,14:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:09:00,14:12:36,14:14:00,,,,
113481169238202001,,,13:50:00,13:49:00,,,,,,,,,,,,,,13:54:00,,,13:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,13:53:00,13:56:36,13:58:00,,,,
113481170238202001,,,14:22:00,14:21:00,,,,,,,,,,,,,,14:26:00,,,14:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:25:00,14:28:36,14:30:00,,,,
113481171238202001,,,13:58:00,13:57:00,,,,,,,,,,,,,,14:02:00,,,14:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:01:00,14:04:36,14:06:00,,,,
113481172238202001,,,14:30:00,14:29:00,,,,,,,,,,,,,,14:34:00,,,14:39:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:33:00,14:36:36,14:38:00,,,,
113481173238202001,,,14:37:00,14:36:00,,,,,,,,,,,,,,14:41:00,,,14:46:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:40:00,14:43:36,14:45:00,,,,
113481174238202001,,,14:14:00,14:13:00,,,,,,,,,,,,,,14:18:00,,,14:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:17:00,14:20:36,14:22:00,,,,
113481175238202001,,,08:46:00,08:45:00,,,,,,,,,,,,,,08:50:00,,,08:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,08:49:00,08:52:36,08:54:00,,,,
113481176238202001,,,17:55:00,17:54:00,,,,,,,,,,,,,,17:59:00,,,18:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,17:58:00,18:02:14,18:04:00,,,,
113481177238202001,,,20:18:00,20:17:00,,,,,,,,,,,,,,20:22:00,,,20:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,20:21:00,20:24:36,20:26:00,,,,
113481196238202001,05:33:00,,,05:35:00,,,,,,,,,,,,,,,05:29:00,,05:24:00,,,,,,,,,,,,,,,,,,,,,,,,,05:31:00,,,,,,05:27:03,05:26:00
