trip_id,1382,1585,1586,1587,1639,1640B,2913,7831,7832
113643827238752500,19:36:00,,,,19:31:02,19:32:44,19:30:00,,19:26:00
113643828238752500,17:26:00,,,,17:21:02,17:22:44,17:20:00,,17:16:00
113643829238752500,18:01:00,,,,17:56:02,17:57:44,17:55:00,,17:51:00
113643830238752500,17:56:00,,,,17:51:02,17:52:44,17:50:00,,17:46:00
113643831238752500,17:46:00,,,,17:41:02,17:42:44,17:40:00,,17:36:00
113643832238752500,15:11:00,,,,15:06:02,15:07:44,15:05:00,,15:01:00
113643833238752500,18:41:00,,,,18:36:02,18:37:44,18:35:00,,18:31:00
113643834238752500,16:46:00,,,,16:41:02,16:42:44,16:40:00,,16:36:00
113643835238752500,16:31:00,,,,16:26:02,16:27:44,16:25:00,,16:21:00
113643836238752500,16:16:00,,,,16:11:02,16:12:44,16:10:00,,16:06:00
113643837238752500,19:46:00,,,,19:41:02,19:42:44,19:40:00,,19:36:00
113643838238752500,18:46:00,,,,18:41:02,18:42:44,18:40:00,,18:36:00
113643839238752500,18:36:00,,,,18:31:02,18:32:44,18:30:00,,18:26:00
113643840238752500,18:21:00,,,,18:16:02,18:17:44,18:15:00,,18:11:00
113643841238752500,15:06:00,,,,15:01:02,15:02:44,15:00:00,,14:56:00
113643842238752500,17:21:00,,,,17:16:02,17:17:44,17:15:00,,17:11:00
113643843238752500,17:01:00,,,,16:56:02,16:57:44,16:55:00,,16:51:00
113643844238752500,08:26:00,,,,08:21:02,08:22:44,08:20:00,,08:16:00
113643845238752500,08:31:00,,,,08:26:02,08:27:44,08:25:00,,08:21:00
113643846238752500,08:36:00,,,,08:31:02,08:32:44,08:30:00,,08:26:00
113643847238752500,08:41:00,,,,08:36:02,08:37:44,08:35:00,,08:31:00
113643848238752500,08:46:00,,,,08:41:02,08:42:44,08:40:00,,08:36:00
113643849238752500,08:51:00,,,,08:46:02,08:47:44,08:45:00,,08:41:00
113643850238752500,08:56:00,,,,08:51:02,08:52:44,08:50:00,,08:46:00
113643851238752500,09:01:00,,,,08:56:02,08:57:44,08:55:00,,08:51:00
113643852238752500,09:06:00,,,,09:01:02,09:02:44,09:00:00,,08:56:00
113643853238752500,09:11:00,,,,09:06:02,09:07:44,09:05:00,,09:01:00
113643854238752500,09:16:00,,,,09:11:02,09:12:44,09:10:00,,09:06:00
113643855238752500,09:21:00,,,,09:16:02,09:17:44,09:15:00,,09:11:00
113643856238752500,09:26:00,,,,09:21:02,09:22:44,09:20:00,,09:16:00
113643857238752500,09:31:00,,,,09:26:02,09:27:44,09:25:00,,09:21:00
113643858238752500,09:36:00,,,,09:31:02,09:32:44,09:30:00,,09:26:00
113643859238752500,09:41:00,,,,09:36:02,09:37:44,09:35:00,,09:31:00
113643860238752500,09:46:00,,,,09:41:02,09:42:44,09:40:00,,09:36:00
113643861238752500,09:51:00,,,,09:46:02,09:47:44,09:45:00,,09:41:00
113643862238752500,09:56:00,,,,09:51:02,09:52:44,09:50:00,,09:46:00
113643863238752500,10:01:00,,,,09:56:02,09:57:44,09:55:00,,09:51:00
113643864238752500,10:06:00,,,,10:01:02,10:02:44,10:00:00,,09:56:00
113643865238752500,10:11:00,,,,10:06:02,10:07:44,10:05:00,,10:01:00
113643866238752500,10:16:00,,,,10:11:02,10:12:44,10:10:00,,10:06:00
113643867238752500,10:21:00,,,,10:16:02,10:17:44,10:15:00,,10:11:00
113643868238752500,10:26:00,,,,10:21:02,10:22:44,10:20:00,,10:16:00
113643869238752500,10:31:00,,,,10:26:02,10:27:44,10:25:00,,10:21:00
113643870238752500,10:36:00,,,,10:31:02,10:32:44,10:30:00,,10:26:00
113643871238752500,10:41:00,,,,10:36:02,10:37:44,10:35:00,,10:31:00
113643872238752500,10:46:00,,,,10:41:02,10:42:44,10:40:00,,10:36:00
113643873238752500,10:51:00,,,,10:46:02,10:47:44,10:45:00,,10:41:00
113643874238752500,10:56:00,,,,10:51:02,10:52:44,10:50:00,,10:46:00
113643875238752500,11:01:00,,,,10:56:02,10:57:44,10:55:00,,10:51:00
113643876238752500,11:06:00,,,,11:01:02,11:02:44,11:00:00,,10:56:00
113643877238752500,11:11:00,,,,11:06:02,11:07:44,11:05:00,,11:01:00
113643878238752500,11:16:00,,,,11:11:02,11:12:44,11:10:00,,11:06:00
113643879238752500,11:21:00,,,,11:16:02,11:17:44,11:15:00,,11:11:00
113643880238752500,11:26:00,,,,11:21:02,11:22:44,11:20:00,,11:16:00
113643881238752500,11:31:00,,,,11:26:02,11:27:44,11:25:00,,11:21:00
113643882238752500,11:36:00,,,,11:31:02,11:32:44,11:30:00,,11:26:00
113643883238752500,11:41:00,,,,11:36:02,11:37:44,11:35:00,,11:31:00
113643884238752500,11:46:00,,,,11:41:02,11:42:44,11:40:00,,11:36:00
113643885238752500,11:51:00,,,,11:46:02,11:47:44,11:45:00,,11:41:00
113643886238752500,11:56:00,,,,11:51:02,11:52:44,11:50:00,,11:46:00
113643887238752500,12:01:00,,,,11:56:02,11:57:44,11:55:00,,11:51:00
113643888238752500,12:06:00,,,,12:01:02,12:02:44,12:00:00,,11:56:00
113643889238752500,12:11:00,,,,12:06:02,12:07:44,12:05:00,,12:01:00
113643890238752500,12:16:00,,,,12:11:02,12:12:44,12:10:00,,12:06:00
113643891238752500,12:21:00,,,,12:16:02,12:17:44,12:15:00,,12:11:00
113643892238752500,12:26:00,,,,12:21:02,12:22:44,12:20:00,,12:16:00
113643893238752500,12:31:00,,,,12:26:02,12:27:44,12:25:00,,12:21:00
113643894238752500,12:36:00,,,,12:31:02,12:32:44,12:30:00,,12:26:00
113643895238752500,12:41:00,,,,12:36:02,12:37:44,12:35:00,,12:31:00
113643896238752500,12:46:00,,,,12:41:02,12:42:44,12:40:00,,12:36:00
113643897238752500,12:51:00,,,,12:46:02,12:47:44,12:45:00,,12:41:00
113643898238752500,12:56:00,,,,12:51:02,12:52:44,12:50:00,,12:46:00
113643899238752500,13:01:00,,,,12:56:02,12:57:44,12:55:00,,12:51:00
113643900238752500,13:06:00,,,,13:01:02,13:02:44,13:00:00,,12:56:00
113643901238752500,13:11:00,,,,13:06:02,13:07:44,13:05:00,,13:01:00
113643902238752500,13:16:00,,,,13:11:02,13:12:44,13:10:00,,13:06:00
113643903238752500,13:21:00,,,,13:16:02,13:17:44,13:15:00,,13:11:00
113643904238752500,13:26:00,,,,13:21:02,13:22:44,13:20:00,,13:16:00
113643905238752500,13:31:00,,,,13:26:02,13:27:44,13:25:00,,13:21:00
113643906238752500,13:36:00,,,,13:31:02,13:32:44,13:30:00,,13:26:00
113643907238752500,13:41:00,,,,13:36:02,13:37:44,13:35:00,,13:31:00
113643908238752500,13:46:00,,,,13:41:02,13:42:44,13:40:00,,13:36:00
113643909238752500,13:51:00,,,,13:46:02,13:47:44,13:45:00,,13:41:00
113643910238752500,13:56:00,,,,13:51:02,13:52:44,13:50:00,,13:46:00
113643911238752500,14:01:00,,,,13:56:02,13:57:44,13:55:00,,13:51:00
113643912238752500,14:06:00,,,,14:01:02,14:02:44,14:00:00,,13:56:00
113643913238752500,14:11:00,,,,14:06:02,14:07:44,14:05:00,,14:01:00
113643914238752500,14:16:00,,,,14:11:02,14:12:44,14:10:00,,14:06:00
113643915238752500,14:21:00,,,,14:16:02,14:17:44,14:15:00,,14:11:00
113643916238752500,14:26:00,,,,14:21:02,14:22:44,14:20:00,,14:16:00
113643917238752500,14:31:00,,,,14:26:02,14:27:44,14:25:00,,14:21:00
113643918238752500,14:36:00,,,,14:31:02,14:32:44,14:30:00,,14:26:00
113643919238752500,14:41:00,,,,14:36:02,14:37:44,14:35:00,,14:31:00
113644141238752500,08:11:00,,,,08:06:02,08:07:44,08:05:00,,08:01:00
113644142238752500,08:21:00,,,,08:16:02,08:17:44,08:15:00,,08:11:00
113644145238753600,05:23:00,,,,05:18:52,05:20:17,05:18:00,,05:15:00
113644146238753600,05:33:00,,,,05:28:52,05:30:17,05:28:00,,05:25:00
113644147238753600,05:43:00,,,,05:38:52,05:40:17,05:38:00,,05:35:00
113644148238753600,05:53:00,,,,05:48:52,05:50:17,05:48:00,,05:45:00
113644149238753600,06:03:00,,,,05:58:52,06:00:17,05:58:00,,05:55:00
113644150238753600,06:13:00,,,,06:08:52,06:10:17,06:08:00,,06:05:00
113644151238753600,06:23:00,,,,06:18:52,06:20:17,06:18:00,,06:15:00
113644152238753600,06:33:00,,,,06:28:52,06:30:17,06:28:00,,06:25:00
113644153238753600,06:43:00,,,,06:38:52,06:40:17,06:38:00,,06:35:00
113644154238753600,06:52:00,,,,06:47:52,06:49:17,06:47:00,,06:44:00
113644155238753600,07:03:00,,,,06:58:52,07:00:17,06:58:00,,06:55:00
113644156238753600,07:13:00,,,,07:08:52,07:10:17,07:08:00,,07:05:00
113644157238753600,07:21:00,,,,07:16:52,07:18:17,07:16:00,,07:13:00
113644158238753600,07:28:00,,,,07:23:52,07:25:17,07:23:00,,07:20:00
113644159238753600,07:35:00,,,,07:30:52,07:32:17,07:30:00,,07:27:00
113644160238753600,07:43:00,,,,07:38:52,07:40:17,07:38:00,,07:35:00
113644161238753600,07:50:00,,,,07:45:52,07:47:17,07:45:00,,07:42:00
113644162238753600,07:58:00,,,,07:53:52,07:55:17,07:53:00,,07:50:00
113644163238753600,08:05:00,,,,08:00:52,08:02:17,08:00:00,,07:57:00
113644164238753600,08:13:00,,,,08:08:52,08:10:17,08:08:00,,08:05:00
113644165238753600,08:20:00,,,,08:15:52,08:17:17,08:15:00,,08:12:00
113644166238753600,08:28:00,,,,08:23:52,08:25:17,08:23:00,,08:20:00
113644167238753600,08:35:00,,,,08:30:52,08:32:17,08:30:00,,08:27:00
113644168238753600,08:41:00,,,,08:36:52,08:38:17,08:36:00,,08:33:00
113644169238753600,08:46:00,,,,08:41:52,08:43:17,08:41:00,,08:38:00
113644170238753600,08:51:00,,,,08:46:52,08:48:17,08:46:00,,08:43:00
113644171238753600,08:56:00,,,,08:51:52,08:53:17,08:51:00,,08:48:00
113644172238753600,09:01:00,,,,08:56:52,08:58:17,08:56:00,,08:53:00
113644173238753600,09:06:00,,,,09:01:02,09:02:44,09:00:00,,08:57:00
113644174238753600,09:16:00,,,,09:11:02,09:12:44,09:10:00,,09:06:00
113644175238753600,09:21:00,,,,09:16:02,09:17:44,09:15:00,,09:11:00
113644176238753600,09:26:00,,,,09:21:02,09:22:44,09:20:00,,09:16:00
113644177238753600,09:31:00,,,,09:26:02,09:27:44,09:25:00,,09:21:00
113644178238753600,09:36:00,,,,09:31:02,09:32:44,09:30:00,,09:26:00
113644179238753600,09:41:00,,,,09:36:02,09:37:44,09:35:00,,09:31:00
113644180238753600,09:46:00,,,,09:41:02,09:42:44,09:40:00,,09:36:00
113644181238753600,09:51:00,,,,09:46:02,09:47:44,09:45:00,,09:41:00
113644182238753600,09:56:00,,,,09:51:02,09:52:44,09:50:00,,09:46:00
113644183238753600,10:01:00,,,,09:56:02,09:57:44,09:55:00,,09:51:00
113644184238753600,20:06:00,,,,20:01:52,20:03:17,20:01:00,,19:57:00
113644185238753600,20:11:00,,,,20:06:52,20:08:17,20:06:00,,20:03:00
113644186238753600,20:16:00,,,,20:11:52,20:13:17,20:11:00,,20:08:00
113644187238753600,20:21:00,,,,20:16:52,20:18:17,20:16:00,,20:13:00
113644188238753600,20:26:00,,,,20:21:52,20:23:17,20:21:00,,20:18:00
113644189238753600,20:31:00,,,,20:26:52,20:28:17,20:26:00,,20:23:00
113644190238753600,20:36:00,,,,20:31:52,20:33:17,20:31:00,,20:28:00
113644191238753600,20:41:00,,,,20:36:52,20:38:17,20:36:00,,20:33:00
113644192238753600,20:46:00,,,,20:41:52,20:43:17,20:41:00,,20:38:00
113644193238753600,20:51:00,,,,20:46:52,20:48:17,20:46:00,,20:43:00
113644194238753600,20:56:00,,,,20:51:52,20:53:17,20:51:00,,20:48:00
113644195238753600,21:01:00,,,,20:56:52,20:58:17,20:56:00,,20:53:00
113644196238753600,21:06:00,,,,21:01:52,21:03:17,21:01:00,,20:58:00
113644197238753600,21:11:00,,,,21:06:52,21:08:17,21:06:00,,21:03:00
113644198238753600,21:16:00,,,,21:11:52,21:13:17,21:11:00,,21:08:00
113644199238753600,21:21:00,,,,21:16:52,21:18:17,21:16:00,,21:13:00
113644200238753600,21:26:00,,,,21:21:52,21:23:17,21:21:00,,21:18:00
113644201238753600,21:31:00,,,,21:26:52,21:28:17,21:26:00,,21:23:00
113644202238753600,21:36:00,,,,21:31:52,21:33:17,21:31:00,,21:28:00
113644203238753600,21:41:00,,,,21:36:52,21:38:17,21:36:00,,21:33:00
113644204238753600,21:46:00,,,,21:41:52,21:43:17,21:41:00,,21:38:00
113644205238753600,21:51:00,,,,21:46:52,21:48:17,21:46:00,,21:43:00
113644206238753600,21:56:00,,,,21:51:52,21:53:17,21:51:00,,21:48:00
113644207238753600,22:01:00,,,,21:56:52,21:58:17,21:56:00,,21:53:00
113644208238753600,22:06:00,,,,22:01:52,22:03:17,22:01:00,,21:58:00
113644209238753600,22:11:00,,,,22:06:52,22:08:17,22:06:00,,22:03:00
113644210238753600,22:16:00,,,,22:11:52,22:13:17,22:11:00,,22:08:00
113644211238753600,22:21:00,,,,22:16:52,22:18:17,22:16:00,,22:13:00
113644212238753600,22:26:00,,,,22:21:52,22:23:17,22:21:00,,22:18:00
113644213238753600,22:31:00,,,,22:26:52,22:28:17,22:26:00,,22:23:00
113644214238753600,22:36:00,,,,22:31:52,22:33:17,22:31:00,,22:28:00
113644215238753600,22:41:00,,,,22:36:52,22:38:17,22:36:00,,22:33:00
113644216238753600,22:46:00,,,,22:41:52,22:43:17,22:41:00,,22:38:00
113644217238753600,22:51:00,,,,22:46:52,22:48:17,22:46:00,,22:43:00
113644218238753600,22:56:00,,,,22:51:52,22:53:17,22:51:00,,22:48:00
113644219238753600,23:01:00,,,,22:56:52,22:58:17,22:56:00,,22:53:00
113644220238753600,23:06:00,,,,23:01:52,23:03:17,23:01:00,,22:58:00
113644221238753600,23:11:00,,,,23:06:52,23:08:17,23:06:00,,23:03:00
113644222238753600,23:16:00,,,,23:11:52,23:13:17,23:11:00,,23:08:00
113644223238753600,23:21:00,,,,23:16:52,23:18:17,23:16:00,,23:13:00
113644224238753600,23:26:00,,,,23:21:52,23:23:17,23:21:00,,23:18:00
113644225238753600,23:31:00,,,,23:26:52,23:28:17,23:26:00,,23:23:00
113644226238753600,23:36:00,,,,23:31:52,23:33:17,23:31:00,,23:28:00
113644227238753600,23:41:00,,,,23:36:52,23:38:17,23:36:00,,23:33:00
113644228238753600,23:46:00,,,,23:41:52,23:43:17,23:41:00,,23:38:00
113644229238753600,23:51:00,,,,23:46:52,23:48:17,23:46:00,,23:43:00
113644230238753600,23:56:00,,,,23:51:52,23:53:17,23:51:00,,23:48:00
113644231238753600,24:01:00,,,,23:56:52,23:58:17,23:56:00,,23:53:00
113644232238753600,24:06:00,,,,24:01:52,24:03:17,24:01:00,,23:58:00
113644233238753600,24:11:00,,,,24:06:52,24:08:17,24:06:00,,24:03:00
113644234238753600,24:16:00,,,,24:11:52,24:13:17,24:11:00,,24:08:00
113644235238753600,24:21:00,,,,24:16:52,24:18:17,24:16:00,,24:13:00
113644236238753600,05:28:00,05:31:12,05:33:10,05:34:00,,,,05:37:00,
113644237238753600,05:38:00,05:41:12,05:43:10,05:44:00,,,,05:47:00,
113644238238753600,05:48:00,05:51:12,05:53:10,05:54:00,,,,05:57:00,
113644239238753600,05:58:00,06:01:12,06:03:10,06:04:00,,,,06:07:00,
113644240238753600,06:08:00,06:11:12,06:13:10,06:14:00,,,,06:17:00,
113644241238753600,06:18:00,06:21:12,06:23:10,06:24:00,,,,06:27:00,
113644242238753600,06:28:00,06:31:12,06:33:10,06:34:00,,,,06:37:00,
113644243238753600,06:38:00,06:41:12,06:43:10,06:44:00,,,,06:47:00,
113644244238753600,06:48:00,06:51:12,06:53:10,06:54:00,,,,06:57:00,
113644245238753600,06:57:00,07:00:12,07:02:10,07:03:00,,,,07:06:00,
113644246238753600,07:03:00,07:06:12,07:08:10,07:09:00,,,,07:12:00,
113644247238753600,07:11:00,07:14:12,07:16:10,07:17:00,,,,07:20:00,
113644248238753600,07:18:00,07:21:12,07:23:10,07:24:00,,,,07:27:00,
113644249238753600,07:26:00,07:29:12,07:31:10,07:32:00,,,,07:35:00,
113644250238753600,07:33:00,07:36:12,07:38:10,07:39:00,,,,07:42:00,
113644251238753600,07:41:00,07:44:12,07:46:10,07:47:00,,,,07:50:00,
113644252238753600,07:48:00,07:51:12,07:53:10,07:54:00,,,,07:57:00,
113644253238753600,07:56:00,07:59:12,08:01:10,08:02:00,,,,08:05:00,
113644254238753600,08:03:00,08:06:12,08:08:10,08:09:00,,,,08:12:00,
113644255238753600,08:11:00,08:14:12,08:16:10,08:17:00,,,,08:20:00,
113644256238753600,08:18:00,08:21:12,08:23:10,08:24:00,,,,08:27:00,
113644257238753600,08:26:00,08:29:12,08:31:10,08:32:00,,,,08:35:00,
113644258238753600,08:31:00,08:34:12,08:36:10,08:37:00,,,,08:40:00,
113644259238753600,08:36:00,08:39:12,08:41:10,08:42:00,,,,08:45:00,
113644260238753600,08:41:00,08:44:12,08:46:10,08:47:00,,,,08:50:00,
113644261238753600,08:46:00,08:49:12,08:51:10,08:52:00,,,,08:55:00,
113644262238753600,08:51:00,08:54:12,08:56:10,08:57:00,,,,09:00:00,
113644263238753600,08:56:00,08:59:12,09:01:10,09:02:00,,,,09:06:00,
113644264238753600,09:01:00,09:04:12,09:06:10,09:07:00,,,,09:11:00,
113644265238753600,09:06:00,09:09:12,09:11:10,09:12:00,,,,09:16:00,
113644266238753600,09:11:00,09:14:12,09:16:10,09:17:00,,,,09:21:00,
113644267238753600,09:16:00,09:19:12,09:21:10,09:22:00,,,,09:26:00,
113644268238753600,09:21:00,09:24:12,09:26:10,09:27:00,,,,09:31:00,
113644269238753600,09:26:00,09:29:12,09:31:10,09:32:00,,,,09:36:00,
113644270238753600,09:31:00,09:34:12,09:36:10,09:37:00,,,,09:41:00,
113644271238753600,09:36:00,09:39:12,09:41:10,09:42:00,,,,09:46:00,
113644272238753600,09:41:00,09:44:12,09:46:10,09:47:00,,,,09:51:00,
113644273238753600,09:46:00,09:49:12,09:51:10,09:52:00,,,,09:56:00,
113644274238753600,09:51:00,09:54:12,09:56:10,09:57:00,,,,10:01:00,
113644275238753600,09:56:00,09:59:12,10:01:10,10:02:00,,,,10:06:00,
113644276238753600,10:01:00,10:04:12,10:06:10,10:07:00,,,,10:11:00,
113644277238753600,20:06:00,20:09:12,20:11:10,20:12:00,,,,20:16:00,
113644278238753600,20:11:00,20:14:12,20:16:10,20:17:00,,,,20:21:00,
113644279238753600,20:16:00,20:19:12,20:21:10,20:22:00,,,,20:26:00,
113644280238753600,20:21:00,20:24:12,20:26:10,20:27:00,,,,20:31:00,
113644281238753600,20:26:00,20:29:12,20:31:10,20:32:00,,,,20:36:00,
113644282238753600,20:31:00,20:34:12,20:36:10,20:37:00,,,,20:41:00,
113644283238753600,20:36:00,20:39:12,20:41:10,20:42:00,,,,20:46:00,
113644284238753600,20:41:00,20:44:12,20:46:10,20:47:00,,,,20:51:00,
113644285238753600,20:46:00,20:49:12,20:51:10,20:52:00,,,,20:56:00,
113644286238753600,20:51:00,20:54:12,20:56:10,20:57:00,,,,21:01:00,
113644287238753600,20:56:00,20:59:12,21:01:10,21:02:00,,,,21:06:00,
113644288238753600,21:01:00,21:04:12,21:06:10,21:07:00,,,,21:11:00,
113644289238753600,21:06:00,21:09:12,21:11:10,21:12:00,,,,21:16:00,
113644290238753600,21:11:00,21:14:12,21:16:10,21:17:00,,,,21:21:00,
113644291238753600,21:16:00,21:19:12,21:21:10,21:22:00,,,,21:26:00,
113644292238753600,21:21:00,21:24:12,21:26:10,21:27:00,,,,21:31:00,
113644293238753600,21:26:00,21:29:12,21:31:10,21:32:00,,,,21:36:00,
113644294238753600,21:31:00,21:34:12,21:36:10,21:37:00,,,,21:41:00,
113644295238753600,21:36:00,21:39:12,21:41:10,21:42:00,,,,21:46:00,
113644296238753600,21:41:00,21:44:12,21:46:10,21:47:00,,,,21:51:00,
113644297238753600,21:46:00,21:49:12,21:51:10,21:52:00,,,,21:56:00,
113644298238753600,21:51:00,21:54:12,21:56:10,21:57:00,,,,22:01:00,
113644299238753600,21:56:00,21:59:12,22:01:10,22:02:00,,,,22:06:00,
113644300238753600,22:01:00,22:04:12,22:06:10,22:07:00,,,,22:11:00,
113644301238753600,22:06:00,22:09:12,22:11:10,22:12:00,,,,22:16:00,
113644302238753600,22:11:00,22:14:12,22:16:10,22:17:00,,,,22:21:00,
113644303238753600,22:16:00,22:19:12,22:21:10,22:22:00,,,,22:26:00,
113644304238753600,22:21:00,22:24:12,22:26:10,22:27:00,,,,22:31:00,
113644305238753600,22:26:00,22:29:12,22:31:10,22:32:00,,,,22:36:00,
113644306238753600,22:31:00,22:34:12,22:36:10,22:37:00,,,,22:41:00,
113644307238753600,22:36:00,22:39:12,22:41:10,22:42:00,,,,22:46:00,
113644308238753600,22:41:00,22:44:12,22:46:10,22:47:00,,,,22:51:00,
113644309238753600,22:46:00,22:49:12,22:51:10,22:52:00,,,,22:56:00,
113644310238753600,22:51:00,22:54:12,22:56:10,22:57:00,,,,23:01:00,
113644311238753600,22:56:00,22:59:12,23:01:10,23:02:00,,,,23:05:00,
113644312238753600,23:01:00,23:04:12,23:06:10,23:07:00,,,,23:10:00,
113644313238753600,23:06:00,23:09:12,23:11:10,23:12:00,,,,23:15:00,
113644314238753600,23:11:00,23:14:12,23:16:10,23:17:00,,,,23:20:00,
113644315238753600,23:16:00,23:19:12,23:21:10,23:22:00,,,,23:25:00,
113644316238753600,23:21:00,23:24:12,23:26:10,23:27:00,,,,23:30:00,
113644317238753600,23:26:00,23:29:12,23:31:10,23:32:00,,,,23:35:00,
113644318238753600,23:31:00,23:34:12,23:36:10,23:37:00,,,,23:40:00,
113644319238753600,23:36:00,23:39:12,23:41:10,23:42:00,,,,23:45:00,
113644320238753600,23:41:00,23:44:12,23:46:10,23:47:00,,,,23:50:00,
113644321238753600,23:46:00,23:49:12,23:51:10,23:52:00,,,,23:55:00,
113644322238753600,23:51:00,23:54:12,23:56:10,23:57:00,,,,24:00:00,
113644323238753600,23:56:00,23:59:12,24:01:10,24:02:00,,,,24:05:00,
113644324238753600,24:01:00,24:04:12,24:06:10,24:07:00,,,,24:10:00,
113644325238753600,24:06:00,24:09:12,24:11:10,24:12:00,,,,24:15:00,
113644326238753600,24:11:00,24:14:12,24:16:10,24:17:00,,,,24:20:00,
113644327238753600,24:16:00,24:19:12,24:21:10,24:22:00,,,,24:25:00,
113644328238753600,24:21:00,24:24:12,24:26:10,24:27:00,,,,24:30:00,
113644329238753600,24:26:00,24:29:12,24:31:10,24:32:00,,,,24:35:00,
113644330238753600,24:31:00,24:34:12,24:36:10,24:37:00,,,,24:40:00,
113644331238753600,09:11:00,,,,09:06:02,09:07:44,09:05:00,,09:01:00
113644332238753600,24:38:00,24:41:12,24:43:10,24:44:00,,,,24:47:00,
113644333238753600,24:26:00,,,,24:21:52,24:23:17,24:21:00,,24:18:00
113644334238753600,24:31:00,,,,24:26:52,24:28:17,24:26:00,,24:23:00
113644335238753600,15:06:00,15:09:12,15:11:10,15:12:00,,,,15:16:00,
113644336238753600,16:41:00,16:44:12,16:46:10,16:47:00,,,,16:51:00,
113644337238753600,17:01:00,17:04:12,17:06:10,17:07:00,,,,17:11:00,
113644338238753600,16:01:00,16:04:12,16:06:10,16:07:00,,,,16:11:00,
113644339238753600,16:21:00,16:24:12,16:26:10,16:27:00,,,,16:31:00,
113644340238753600,17:41:00,17:44:12,17:46:10,17:47:00,,,,17:51:00,
113644341238753600,16:06:00,16:09:12,16:11:10,16:12:00,,,,16:16:00,
113644342238753600,17:06:00,17:09:12,17:11:10,17:12:00,,,,17:16:00,
113644343238753600,13:16:00,13:19:12,13:21:10,13:22:00,,,,13:26:00,
113644344238753600,13:21:00,13:24:12,13:26:10,13:27:00,,,,13:31:00,
113644345238753600,13:36:00,13:39:12,13:41:10,13:42:00,,,,13:46:00,
113644346238753600,13:06:00,13:09:12,13:11:10,13:12:00,,,,13:16:00,
113644347238753600,16:11:00,16:14:12,16:16:10,16:17:00,,,,16:21:00,
113644348238753600,19:51:00,19:54:12,19:56:10,19:57:00,,,,20:01:00,
113644349238753600,16:26:00,16:29:12,16:31:10,16:32:00,,,,16:36:00,
113644350238753600,14:26:00,14:29:12,14:31:10,14:32:00,,,,14:36:00,
113644351238753600,14:41:00,14:44:12,14:46:10,14:47:00,,,,14:51:00,
113644352238753600,14:56:00,14:59:12,15:01:10,15:02:00,,,,15:06:00,
113644353238753600,19:06:00,19:09:12,19:11:10,19:12:00,,,,19:16:00,
113644354238753600,18:21:00,18:24:12,18:26:10,18:27:00,,,,18:31:00,
113644355238753600,13:31:00,13:34:12,13:36:10,13:37:00,,,,13:41:00,
113644356238753600,15:01:00,15:04:12,15:06:10,15:07:00,,,,15:11:00,
113644357238753600,17:51:00,17:54:12,17:56:10,17:57:00,,,,18:01:00,
113644358238753600,15:41:00,15:44:12,15:46:10,15:47:00,,,,15:51:00,
113644359238753600,17:11:00,17:14:12,17:16:10,17:17:00,,,,17:21:00,
113644360238753600,15:56:00,15:59:12,16:01:10,16:02:00,,,,16:06:00,
113644361238753600,13:26:00,13:29:12,13:31:10,13:32:00,,,,13:36:00,
113644362238753600,18:01:00,18:04:12,18:06:10,18:07:00,,,,18:11:00,
113644363238753600,18:06:00,18:09:12,18:11:10,18:12:00,,,,18:16:00,
113644364238753600,19:56:00,19:59:12,20:01:10,20:02:00,,,,20:06:00,
113644365238753600,18:11:00,18:14:12,18:16:10,18:17:00,,,,18:21:00,
113644366238753600,14:01:00,14:04:12,14:06:10,14:07:00,,,,14:11:00,
113644367238753600,17:31:00,17:34:12,17:36:10,17:37:00,,,,17:41:00,
113644368238753600,17:46:00,17:49:12,17:51:10,17:52:00,,,,17:56:00,
113644369238753600,13:56:00,13:59:12,14:01:10,14:02:00,,,,14:06:00,
113644370238753600,14:11:00,14:14:12,14:16:10,14:17:00,,,,14:21:00,
113644371238753600,16:36:00,16:39:12,16:41:10,16:42:00,,,,16:46:00,
113644372238753600,15:21:00,15:24:12,15:26:10,15:27:00,,,,15:31:00,
113644373238753600,14:46:00,14:49:12,14:51:10,14:52:00,,,,14:56:00,
113644374238753600,16:46:00,16:49:12,16:51:10,16:52:00,,,,16:56:00,
113644375238753600,18:31:00,18:34:12,18:36:10,18:37:00,,,,18:41:00,
113644376238753600,17:21:00,17:24:12,17:26:10,17:27:00,,,,17:31:00,
113644377238753600,17:26:00,17:29:12,17:31:10,17:32:00,,,,17:36:00,
113644378238753600,18:51:00,18:54:12,18:56:10,18:57:00,,,,19:01:00,
113644379238753600,18:46:00,18:49:12,18:51:10,18:52:00,,,,18:56:00,
113644380238753600,19:01:00,19:04:12,19:06:10,19:07:00,,,,19:11:00,
113644381238753600,19:16:00,19:19:12,19:21:10,19:22:00,,,,19:26:00,
113644382238753600,19:21:00,19:24:12,19:26:10,19:27:00,,,,19:31:00,
113644383238753600,15:31:00,15:34:12,15:36:10,15:37:00,,,,15:41:00,
113644384238753600,15:36:00,15:39:12,15:41:10,15:42:00,,,,15:46:00,
113644385238753600,13:11:00,13:14:12,13:16:10,13:17:00,,,,13:21:00,
113644386238753600,17:36:00,17:39:12,17:41:10,17:42:00,,,,17:46:00,
113644387238753600,17:16:00,17:19:12,17:21:10,17:22:00,,,,17:26:00,
113644388238753600,16:56:00,16:59:12,17:01:10,17:02:00,,,,17:06:00,
113644389238753600,19:31:00,19:34:12,19:36:10,19:37:00,,,,19:41:00,
