trip_id,1632,1649,1650,1926B,1929,1931,1932,1933B,1935,1936,1937,1938,1939,1944,1951,1953,1954,1955,1957B,1958B,1959,1961B,1962,1963,1964,1965,1984B,1985B,2165,2166,2168,2355,2559,2657,2658,2934,2957,5058,5810,5811,5812,5813,5817,5856,5857,5858,5859
113326693237486001,,15:32:09,15:34:10,15:40:36,15:46:11,15:48:58,15:50:03,15:50:44,15:52:48,15:53:29,15:48:00,15:56:00,15:51:44,15:54:36,,,,,,,,,,,,,15:38:43,,15:43:18,,,15:36:00,,15:27:00,,,15:23:00,,15:24:34,15:25:48,15:30:00,15:31:18,15:45:00,,,,
113326694237486001,,15:55:09,15:57:10,16:03:36,16:09:34,16:13:13,16:14:34,16:15:25,16:18:00,16:18:51,16:12:00,16:22:00,16:16:40,16:20:15,,,,,,,,,,,,,16:01:43,,16:06:18,,,15:59:00,,15:50:00,,,15:46:00,,15:47:34,15:48:48,15:53:00,15:54:18,16:08:00,,,,
113326695237486001,,16:06:09,16:08:10,16:15:37,16:22:34,16:26:13,16:27:34,16:28:25,16:31:00,16:31:51,16:25:00,16:35:00,16:29:40,16:33:15,,,,,,,,,,,,,16:13:19,,16:18:55,,,16:10:00,,16:01:00,,,15:57:00,,15:58:34,15:59:48,16:04:00,16:05:18,16:21:00,,,,
113326696237486001,,16:19:09,16:21:10,16:28:37,16:35:34,16:39:13,16:40:34,16:41:25,16:44:00,16:44:51,16:38:00,16:48:00,16:42:40,16:46:15,,,,,,,,,,,,,16:26:19,,16:31:55,,,16:23:00,,16:14:00,,,16:10:00,,16:11:34,16:12:48,16:17:00,16:18:18,16:34:00,,,,
113326697237486001,,16:31:09,16:33:10,16:40:37,16:47:34,16:51:13,16:52:34,16:53:25,16:56:00,16:56:51,16:50:00,17:00:00,16:54:40,16:58:15,,,,,,,,,,,,,16:38:19,,16:43:55,,,16:35:00,,16:26:00,,,16:22:00,,16:23:34,16:24:48,16:29:00,16:30:18,16:46:00,,,,
113326698237486001,,16:44:09,16:46:10,16:53:37,17:00:34,17:04:06,17:05:18,17:06:05,17:08:24,17:09:10,17:03:00,17:12:00,17:07:12,17:10:25,,,,,,,,,,,,,16:51:19,,16:56:55,,,16:48:00,,16:39:00,,,16:35:00,,16:36:34,16:37:48,16:42:00,16:43:18,16:59:00,,,,
113326699237486001,,16:56:09,16:58:10,17:05:37,17:12:34,17:16:06,17:17:18,17:18:05,17:20:24,17:21:10,17:15:00,17:24:00,17:19:12,17:22:25,,,,,,,,,,,,,17:03:19,,17:08:55,,,17:00:00,,16:51:00,,,16:47:00,,16:48:34,16:49:48,16:54:00,16:55:18,17:11:00,,,,
113326700237486001,,17:08:09,17:10:10,17:17:37,17:24:34,17:28:06,17:29:18,17:30:05,17:32:24,17:33:10,17:27:00,17:36:00,17:31:12,17:34:25,,,,,,,,,,,,,17:15:19,,17:20:55,,,17:12:00,,17:03:00,,,16:59:00,,17:00:34,17:01:48,17:06:00,17:07:18,17:23:00,,,,
113326701237486001,,17:20:09,17:22:10,17:29:37,17:36:34,17:40:06,17:41:18,17:42:05,17:44:24,17:45:10,17:39:00,17:48:00,17:43:12,17:46:25,,,,,,,,,,,,,17:27:19,,17:32:55,,,17:24:00,,17:15:00,,,17:11:00,,17:12:34,17:13:48,17:18:00,17:19:18,17:35:00,,,,
113326702237486001,,17:32:48,17:34:28,17:41:37,17:48:34,17:52:06,17:53:18,17:54:05,17:56:24,17:57:10,17:51:00,18:00:00,17:55:12,17:58:25,,,,,,,,,,,,,17:39:19,,17:44:55,,,17:36:00,,17:28:00,,,17:24:00,,17:25:34,17:26:48,17:31:00,17:32:05,17:47:00,,,,
113326703237486001,,17:44:48,17:46:28,17:53:37,18:00:34,18:04:06,18:05:18,18:06:05,18:08:24,18:09:10,18:03:00,18:12:00,18:07:12,18:10:25,,,,,,,,,,,,,17:51:19,,17:56:55,,,17:48:00,,17:40:00,,,17:36:00,,17:37:34,17:38:48,17:43:00,17:44:05,17:59:00,,,,
113326704237486001,,17:57:48,17:59:28,18:05:36,18:11:11,18:14:06,18:15:18,18:16:05,18:18:24,18:19:10,18:13:00,18:22:00,18:17:12,18:20:25,,,,,,,,,,,,,18:03:43,,18:08:18,,,18:01:00,,17:53:00,,,17:49:00,,17:50:34,17:51:48,17:56:00,17:57:05,18:10:00,,,,
113326705237486001,,18:09:48,18:11:28,18:17:36,18:23:11,18:26:06,18:27:18,18:28:05,18:30:24,18:31:10,18:25:00,18:34:00,18:29:12,18:32:25,,,,,,,,,,,,,18:15:43,,18:20:18,,,18:13:00,,18:05:00,,,18:01:00,,18:02:34,18:03:48,18:08:00,18:09:05,18:22:00,,,,
113326706237486001,,18:22:48,18:24:28,18:30:05,18:35:11,18:38:06,18:39:18,18:40:05,18:42:24,18:43:10,18:37:00,18:46:00,18:41:12,18:44:25,,,,,,,,,,,,,18:28:25,,18:32:29,,,18:26:00,,18:18:00,,,18:14:00,,18:15:34,18:16:48,18:21:00,18:22:05,18:34:00,,,,
113326707237486001,,18:35:48,18:37:28,18:42:34,18:47:11,18:50:06,18:51:18,18:52:05,18:54:24,18:55:10,18:49:00,18:58:00,18:53:12,18:56:25,,,,,,,,,,,,,18:41:07,,18:44:41,,,18:39:00,,18:31:00,,,18:27:00,,18:28:34,18:29:48,18:34:00,18:35:05,18:46:00,,,,
113326708237486001,,18:47:48,18:49:28,18:54:34,18:59:11,19:01:58,19:03:03,19:03:44,19:05:48,19:06:29,19:01:00,19:09:00,19:04:44,19:07:36,,,,,,,,,,,,,18:53:07,,18:56:41,,,18:51:00,,18:43:00,,,18:39:00,,18:40:34,18:41:48,18:46:00,18:47:05,18:58:00,,,,
113326709237486001,,18:59:48,19:01:28,19:06:34,19:10:47,19:12:58,19:14:03,19:14:44,19:16:48,19:17:29,19:12:00,19:20:00,19:15:44,19:18:36,,,,,,,,,,,,,19:05:07,,19:08:41,,,19:03:00,,18:55:00,,,18:51:00,,18:52:34,18:53:48,18:58:00,18:59:05,19:10:00,,,,
113326710237486001,,19:11:48,19:13:28,19:18:34,19:22:47,19:24:58,19:26:03,19:26:44,19:28:48,19:29:29,19:24:00,19:32:00,19:27:44,19:30:36,,,,,,,,,,,,,19:17:07,,19:20:41,,,19:15:00,,19:07:00,,,19:03:00,,19:04:34,19:05:48,19:10:00,19:11:05,19:22:00,,,,
113326711237486001,,19:25:48,19:27:28,19:32:34,19:36:47,19:38:58,19:40:03,19:40:44,19:42:48,19:43:29,19:38:00,19:46:00,19:41:44,19:44:36,,,,,,,,,,,,,19:31:07,,19:34:41,,,19:29:00,,19:21:00,,,19:17:00,,19:18:34,19:19:48,19:24:00,19:25:05,19:36:00,,,,
113326712237486001,,19:43:48,19:45:28,19:50:34,19:54:47,19:56:58,19:58:03,19:58:44,20:00:48,20:01:29,19:56:00,20:04:00,19:59:44,20:02:36,,,,,,,,,,,,,19:49:07,,19:52:41,,,19:47:00,,19:39:00,,,19:35:00,,19:36:34,19:37:48,19:42:00,19:43:05,19:54:00,,,,
113326772237486001,,06:26:26,06:27:47,06:31:33,06:34:47,06:36:58,06:38:03,06:38:44,06:40:48,06:41:29,06:36:00,06:44:00,06:39:44,06:42:36,,,,,,,,,,,,,06:30:30,,06:33:03,,,06:29:00,,06:23:00,,,06:20:00,,06:21:11,06:22:06,06:25:00,06:25:52,06:34:00,,,,
113326773237486001,,07:32:48,07:34:28,07:40:05,07:45:11,07:47:58,07:49:03,07:49:44,07:51:48,07:52:29,07:47:00,07:55:00,07:50:44,07:53:36,,,,,,,,,,,,,07:38:25,,07:42:29,,,07:36:00,,07:28:00,,,07:24:00,,07:25:34,07:26:48,07:31:00,07:32:05,07:44:00,,,,
113326774237486001,,15:43:09,15:45:10,15:51:36,15:57:11,16:00:13,16:01:34,16:02:25,16:05:00,16:05:51,15:59:00,16:09:00,16:03:40,16:07:15,,,,,,,,,,,,,15:49:43,,15:54:18,,,15:47:00,,15:38:00,,,15:34:00,,15:35:34,15:36:48,15:41:00,15:42:18,15:56:00,,,,
113326784237486001,06:06:16,,,,,,,,,,,,,,,05:52:08,05:53:07,05:53:45,05:55:29,05:56:01,05:56:57,05:59:07,06:00:00,05:54:36,06:02:22,05:58:00,,06:03:28,,06:01:04,05:51:00,,06:07:49,,06:11:00,06:14:00,,06:05:00,,,,,,06:08:40,06:10:00,06:11:56,06:12:54
113326785237486001,06:28:16,,,,,,,,,,,,,,,06:14:08,06:15:07,06:15:45,06:17:29,06:18:01,06:18:57,06:21:07,06:22:00,06:16:36,06:24:22,06:20:00,,06:25:28,,06:23:04,06:13:00,,06:29:49,,06:34:00,06:37:00,,06:27:00,,,,,,06:30:40,06:32:00,06:34:56,06:35:54
113326786237486001,06:48:16,,,,,,,,,,,,,,,06:33:08,06:34:07,06:34:45,06:36:29,06:37:01,06:37:57,06:40:07,06:41:00,06:35:36,06:43:50,06:39:00,,06:45:10,,06:42:16,06:32:00,,06:49:49,,06:54:00,06:58:00,,06:47:00,,,,,,06:50:40,06:52:00,06:55:14,06:56:31
113326787237486001,07:06:16,,,,,,,,,,,,,,,06:50:18,06:51:25,06:52:09,06:54:08,06:54:44,06:55:48,06:58:07,06:59:00,06:53:07,07:01:50,06:57:00,,07:03:10,,07:00:16,06:49:00,,07:07:49,,07:12:00,07:17:00,,07:05:00,,,,,,07:08:40,07:10:00,07:13:33,07:15:09
113326788237486001,07:21:16,,,,,,,,,,,,,,,07:04:18,07:05:25,07:06:09,07:08:08,07:08:44,07:09:48,07:12:07,07:13:00,07:07:07,07:16:19,07:11:00,,07:17:52,,07:14:29,07:03:00,,07:22:49,,07:27:00,07:32:00,,07:20:00,,,,,,07:23:40,07:25:00,07:28:33,07:30:09
113326789237486001,07:35:31,,,,,,,,,,,,,,,07:17:18,07:18:25,07:19:09,07:21:08,07:21:44,07:22:48,07:25:41,07:27:00,07:20:07,07:30:19,07:24:00,,07:31:52,,07:28:29,07:16:00,,07:37:23,,07:42:00,07:47:00,,07:34:00,,,,,,07:38:24,07:40:00,07:43:33,07:45:09
113326790237486001,07:48:31,,,,,,,,,,,,,,,07:30:18,07:31:25,07:32:09,07:34:08,07:34:44,07:35:48,07:38:41,07:40:00,07:33:07,07:43:19,07:37:00,,07:44:52,,07:41:29,07:29:00,,07:50:23,,07:55:00,08:01:00,,07:47:00,,,,,,07:51:24,07:53:00,07:56:52,07:58:47
113326791237486001,08:02:46,,,,,,,,,,,,,,,07:42:37,07:44:01,07:44:56,07:47:25,07:48:11,07:49:30,07:52:41,07:54:00,07:46:09,07:57:19,07:51:00,,07:58:52,,07:55:29,07:41:00,,08:04:57,,08:10:00,08:16:00,,08:01:00,,,,,,08:06:08,08:08:00,08:11:52,08:13:47
113326792237486001,08:16:46,,,,,,,,,,,,,,,07:56:37,07:58:01,07:58:56,08:01:25,08:02:11,08:03:30,08:06:41,08:08:00,08:00:09,08:11:19,08:05:00,,08:12:52,,08:09:29,07:55:00,,08:18:57,,08:24:00,08:30:00,,08:15:00,,,,,,08:20:08,08:22:00,08:25:52,08:27:47
113326793237486001,08:31:46,,,,,,,,,,,,,,,08:10:47,08:12:19,08:13:20,08:16:03,08:16:54,08:18:21,08:21:41,08:23:00,08:14:40,08:26:19,08:20:00,,08:27:52,,08:24:29,08:09:00,,08:33:57,,08:39:00,08:45:00,,08:30:00,,,,,,08:35:08,08:37:00,08:40:52,08:42:47
113326794237486001,08:46:46,,,,,,,,,,,,,,,08:24:47,08:26:19,08:27:20,08:30:03,08:30:54,08:32:21,08:35:41,08:37:00,08:28:40,08:40:47,08:34:00,,08:42:33,,08:38:42,08:23:00,,08:48:57,,08:54:00,09:00:00,,08:45:00,,,,,,08:50:08,08:52:00,08:55:52,08:57:47
113326795237486001,08:59:46,,,,,,,,,,,,,,,08:37:47,08:39:19,08:40:20,08:43:03,08:43:54,08:45:21,08:48:41,08:50:00,08:41:40,08:53:47,08:47:00,,08:55:33,,08:51:42,08:36:00,,09:01:57,,09:07:00,09:12:00,,08:58:00,,,,,,09:03:08,09:05:00,09:08:33,09:10:09
113326796237486001,09:13:46,,,,,,,,,,,,,,,08:51:47,08:53:19,08:54:20,08:57:03,08:57:54,08:59:21,09:02:41,09:04:00,08:55:40,09:07:47,09:01:00,,09:09:33,,09:05:42,08:50:00,,09:15:57,,09:21:00,09:26:00,,09:12:00,,,,,,09:17:08,09:19:00,09:22:33,09:24:09
113326797237486001,09:25:46,,,,,,,,,,,,,,,09:05:27,09:06:43,09:07:33,09:09:46,09:10:28,09:11:39,09:14:41,09:16:00,09:08:38,09:19:47,09:13:00,,09:21:33,,09:17:42,09:04:00,,09:27:57,,09:33:00,09:38:00,,09:24:00,,,,,,09:29:08,09:31:00,09:34:33,09:36:09
113326798237486001,09:38:31,,,,,,,,,,,,,,,09:19:27,09:20:43,09:21:33,09:23:46,09:24:28,09:25:39,09:28:41,09:30:00,09:22:38,09:33:19,09:27:00,,09:34:52,,09:31:29,09:18:00,,09:40:23,,09:45:00,09:50:00,,09:37:00,,,,,,09:41:24,09:43:00,09:46:33,09:48:09
113326799237486001,09:51:31,,,,,,,,,,,,,,,09:33:27,09:34:43,09:35:33,09:37:46,09:38:28,09:39:39,09:42:07,09:43:00,09:36:38,09:46:19,09:41:00,,09:47:52,,09:44:29,09:32:00,,09:53:23,,09:58:00,10:03:00,,09:50:00,,,,,,09:54:24,09:56:00,09:59:33,10:01:09
113326800237486001,10:06:31,,,,,,,,,,,,,,,09:48:27,09:49:43,09:50:33,09:52:46,09:53:28,09:54:39,09:57:07,09:58:00,09:51:38,10:01:19,09:56:00,,10:02:52,,09:59:29,09:47:00,,10:08:23,,10:13:00,10:18:00,,10:05:00,,,,,,10:09:24,10:11:00,10:14:33,10:16:09
113326801237486001,10:21:31,,,,,,,,,,,,,,,10:05:18,10:06:25,10:07:09,10:09:08,10:09:44,10:10:48,10:13:07,10:14:00,10:08:07,10:16:50,10:12:00,,10:18:10,,10:15:16,10:04:00,,10:23:23,,10:28:00,10:33:00,,10:20:00,,,,,,10:24:24,10:26:00,10:29:33,10:31:09
113326802237486001,10:36:31,,,,,,,,,,,,,,,10:20:18,10:21:25,10:22:09,10:24:08,10:24:44,10:25:48,10:28:07,10:29:00,10:23:07,10:31:50,10:27:00,,10:33:10,,10:30:16,10:19:00,,10:38:23,,10:43:00,10:48:00,,10:35:00,,,,,,10:39:24,10:41:00,10:44:33,10:46:09
113326803237486001,10:51:31,,,,,,,,,,,,,,,10:35:18,10:36:25,10:37:09,10:39:08,10:39:44,10:40:48,10:43:07,10:44:00,10:38:07,10:46:50,10:42:00,,10:48:10,,10:45:16,10:34:00,,10:53:23,,10:58:00,11:03:00,,10:50:00,,,,,,10:54:24,10:56:00,10:59:33,11:01:09
113326804237486001,11:06:31,,,,,,,,,,,,,,,10:50:18,10:51:25,10:52:09,10:54:08,10:54:44,10:55:48,10:58:07,10:59:00,10:53:07,11:01:50,10:57:00,,11:03:10,,11:00:16,10:49:00,,11:08:23,,11:13:00,11:18:00,,11:05:00,,,,,,11:09:24,11:11:00,11:14:33,11:16:09
113326805237486001,11:22:31,,,,,,,,,,,,,,,11:04:27,11:05:43,11:06:33,11:08:46,11:09:28,11:10:39,11:13:07,11:14:00,11:07:38,11:17:19,11:12:00,,11:18:52,,11:15:29,11:03:00,,11:24:23,,11:29:00,11:34:00,,11:21:00,,,,,,11:25:24,11:27:00,11:30:33,11:32:09
113326806237486001,11:36:31,,,,,,,,,,,,,,,11:18:27,11:19:43,11:20:33,11:22:46,11:23:28,11:24:39,11:27:07,11:28:00,11:21:38,11:31:19,11:26:00,,11:32:52,,11:29:29,11:17:00,,11:38:23,,11:43:00,11:48:00,,11:35:00,,,,,,11:39:24,11:41:00,11:44:33,11:46:09
113326807237486001,11:52:31,,,,,,,,,,,,,,,11:34:27,11:35:43,11:36:33,11:38:46,11:39:28,11:40:39,11:43:07,11:44:00,11:37:38,11:47:19,11:42:00,,11:48:52,,11:45:29,11:33:00,,11:54:23,,11:59:00,12:04:00,,11:51:00,,,,,,11:55:24,11:57:00,12:00:33,12:02:09
113326808237486001,12:07:31,,,,,,,,,,,,,,,11:49:27,11:50:43,11:51:33,11:53:46,11:54:28,11:55:39,11:58:07,11:59:00,11:52:38,12:02:19,11:57:00,,12:03:52,,12:00:29,11:48:00,,12:09:23,,12:14:00,12:19:00,,12:06:00,,,,,,12:10:24,12:12:00,12:15:33,12:17:09
113326809237486001,12:22:31,,,,,,,,,,,,,,,12:04:27,12:05:43,12:06:33,12:08:46,12:09:28,12:10:39,12:13:07,12:14:00,12:07:38,12:17:19,12:12:00,,12:18:52,,12:15:29,12:03:00,,12:24:23,,12:29:00,12:34:00,,12:21:00,,,,,,12:25:24,12:27:00,12:30:33,12:32:09
113326810237486001,12:38:31,,,,,,,,,,,,,,,12:20:27,12:21:43,12:22:33,12:24:46,12:25:28,12:26:39,12:29:07,12:30:00,12:23:38,12:33:19,12:28:00,,12:34:52,,12:31:29,12:19:00,,12:40:23,,12:45:00,12:50:00,,12:37:00,,,,,,12:41:24,12:43:00,12:46:33,12:48:09
113326811237486001,12:54:31,,,,,,,,,,,,,,,12:36:27,12:37:43,12:38:33,12:40:46,12:41:28,12:42:39,12:45:07,12:46:00,12:39:38,12:49:19,12:44:00,,12:50:52,,12:47:29,12:35:00,,12:56:23,,13:01:00,13:06:00,,12:53:00,,,,,,12:57:24,12:59:00,13:02:33,13:04:09
113326812237486001,13:10:31,,,,,,,,,,,,,,,12:52:27,12:53:43,12:54:33,12:56:46,12:57:28,12:58:39,13:01:07,13:02:00,12:55:38,13:05:19,13:00:00,,13:06:52,,13:03:29,12:51:00,,13:12:23,,13:17:00,13:22:00,,13:09:00,,,,,,13:13:24,13:15:00,13:18:33,13:20:09
113326813237486001,13:25:31,,,,,,,,,,,,,,,13:07:27,13:08:43,13:09:33,13:11:46,13:12:28,13:13:39,13:16:07,13:17:00,13:10:38,13:20:19,13:15:00,,13:21:52,,13:18:29,13:06:00,,13:27:23,,13:32:00,13:37:00,,13:24:00,,,,,,13:28:24,13:30:00,13:33:33,13:35:09
113326814237486001,13:40:31,,,,,,,,,,,,,,,13:22:27,13:23:43,13:24:33,13:26:46,13:27:28,13:28:39,13:31:07,13:32:00,13:25:38,13:35:19,13:30:00,,13:36:52,,13:33:29,13:21:00,,13:42:23,,13:47:00,13:52:00,,13:39:00,,,,,,13:43:24,13:45:00,13:48:33,13:50:09
113326815237486001,13:56:31,,,,,,,,,,,,,,,13:38:27,13:39:43,13:40:33,13:42:46,13:43:28,13:44:39,13:47:07,13:48:00,13:41:38,13:51:19,13:46:00,,13:52:52,,13:49:29,13:37:00,,13:58:23,,14:03:00,14:08:00,,13:55:00,,,,,,13:59:24,14:01:00,14:04:33,14:06:09
113326816237486001,14:11:31,,,,,,,,,,,,,,,13:53:27,13:54:43,13:55:33,13:57:46,13:58:28,13:59:39,14:02:07,14:03:00,13:56:38,14:06:19,14:01:00,,14:07:52,,14:04:29,13:52:00,,14:13:23,,14:18:00,14:23:00,,14:10:00,,,,,,14:14:24,14:16:00,14:19:33,14:21:09
113326817237486001,14:27:31,,,,,,,,,,,,,,,14:09:27,14:10:43,14:11:33,14:13:46,14:14:28,14:15:39,14:18:07,14:19:00,14:12:38,14:22:19,14:17:00,,14:23:52,,14:20:29,14:08:00,,14:29:23,,14:34:00,14:39:00,,14:26:00,,,,,,14:30:24,14:32:00,14:35:33,14:37:09
113326818237486001,14:43:31,,,,,,,,,,,,,,,14:25:27,14:26:43,14:27:33,14:29:46,14:30:28,14:31:39,14:34:07,14:35:00,14:28:38,14:38:19,14:33:00,,14:39:52,,14:36:29,14:24:00,,14:45:23,,14:50:00,14:55:00,,14:42:00,,,,,,14:46:24,14:48:00,14:51:33,14:53:09
113326819237486001,14:58:31,,,,,,,,,,,,,,,14:40:27,14:41:43,14:42:33,14:44:46,14:45:28,14:46:39,14:49:07,14:50:00,14:43:38,14:53:19,14:48:00,,14:54:52,,14:51:29,14:39:00,,15:00:23,,15:05:00,15:10:00,,14:57:00,,,,,,15:01:24,15:03:00,15:06:33,15:08:09
113326820237486001,15:13:31,,,,,,,,,,,,,,,14:55:27,14:56:43,14:57:33,14:59:46,15:00:28,15:01:39,15:04:07,15:05:00,14:58:38,15:08:19,15:03:00,,15:09:52,,15:06:29,14:54:00,,15:15:23,,15:20:00,15:25:00,,15:12:00,,,,,,15:16:24,15:18:00,15:21:33,15:23:09
113326821237486001,15:26:31,,,,,,,,,,,,,,,15:08:27,15:09:43,15:10:33,15:12:46,15:13:28,15:14:39,15:17:07,15:18:00,15:11:38,15:21:19,15:16:00,,15:22:52,,15:19:29,15:07:00,,15:28:23,,15:33:00,15:38:00,,15:25:00,,,,,,15:29:24,15:31:00,15:34:33,15:36:09
113326822237486001,15:38:31,,,,,,,,,,,,,,,15:20:27,15:21:43,15:22:33,15:24:46,15:25:28,15:26:39,15:29:07,15:30:00,15:23:38,15:33:19,15:28:00,,15:34:52,,15:31:29,15:19:00,,15:40:23,,15:45:00,15:50:00,,15:37:00,,,,,,15:41:24,15:43:00,15:46:33,15:48:09
113326823237486001,15:49:31,,,,,,,,,,,,,,,15:31:27,15:32:43,15:33:33,15:35:46,15:36:28,15:37:39,15:40:07,15:41:00,15:34:38,15:44:19,15:39:00,,15:45:52,,15:42:29,15:30:00,,15:51:23,,15:56:00,16:01:00,,15:48:00,,,,,,15:52:24,15:54:00,15:57:33,15:59:09
113326824237486001,16:03:46,,,,,,,,,,,,,,,15:43:27,15:44:43,15:45:33,15:47:46,15:48:28,15:49:39,15:52:41,15:54:00,15:46:38,15:57:47,15:51:00,,15:59:33,,15:55:42,15:42:00,,16:05:57,,16:11:00,16:16:00,,16:02:00,,,,,,16:07:08,16:09:00,16:12:33,16:14:09
113326825237486001,16:15:46,,,,,,,,,,,,,,,15:55:27,15:56:43,15:57:33,15:59:46,16:00:28,16:01:39,16:04:41,16:06:00,15:58:38,16:09:47,16:03:00,,16:11:33,,16:07:42,15:54:00,,16:17:57,,16:23:00,16:28:00,,16:14:00,,,,,,16:19:08,16:21:00,16:24:33,16:26:09
113326826237486001,16:28:46,,,,,,,,,,,,,,,16:08:27,16:09:43,16:10:33,16:12:46,16:13:28,16:14:39,16:17:41,16:19:00,16:11:38,16:22:47,16:16:00,,16:24:33,,16:20:42,16:07:00,,16:30:57,,16:36:00,16:41:00,,16:27:00,,,,,,16:32:08,16:34:00,16:37:33,16:39:09
113326827237486001,16:41:46,,,,,,,,,,,,,,,16:21:27,16:22:43,16:23:33,16:25:46,16:26:28,16:27:39,16:30:41,16:32:00,16:24:38,16:35:47,16:29:00,,16:37:33,,16:33:42,16:20:00,,16:43:57,,16:49:00,16:54:00,,16:40:00,,,,,,16:45:08,16:47:00,16:50:33,16:52:09
113326828237486001,16:53:46,,,,,,,,,,,,,,,16:34:27,16:35:43,16:36:33,16:38:46,16:39:28,16:40:39,16:43:41,16:45:00,16:37:38,16:48:19,16:42:00,,16:49:52,,16:46:29,16:33:00,,16:55:57,,17:01:00,17:06:00,,16:52:00,,,,,,16:57:08,16:59:00,17:02:33,17:04:09
113326829237486001,17:06:46,,,,,,,,,,,,,,,16:47:27,16:48:43,16:49:33,16:51:46,16:52:28,16:53:39,16:56:41,16:58:00,16:50:38,17:01:19,16:55:00,,17:02:52,,16:59:29,16:46:00,,17:08:57,,17:14:00,17:19:00,,17:05:00,,,,,,17:10:08,17:12:00,17:15:33,17:17:09
113326830237486001,17:19:46,,,,,,,,,,,,,,,17:00:27,17:01:43,17:02:33,17:04:46,17:05:28,17:06:39,17:09:41,17:11:00,17:03:38,17:14:19,17:08:00,,17:15:52,,17:12:29,16:59:00,,17:21:57,,17:27:00,17:32:00,,17:18:00,,,,,,17:23:08,17:25:00,17:28:33,17:30:09
113326831237486001,17:31:46,,,,,,,,,,,,,,,17:12:27,17:13:43,17:14:33,17:16:46,17:17:28,17:18:39,17:21:41,17:23:00,17:15:38,17:26:19,17:20:00,,17:27:52,,17:24:29,17:11:00,,17:33:57,,17:39:00,17:44:00,,17:30:00,,,,,,17:35:08,17:37:00,17:40:33,17:42:09
113326832237486001,17:43:46,,,,,,,,,,,,,,,17:24:27,17:25:43,17:26:33,17:28:46,17:29:28,17:30:39,17:33:41,17:35:00,17:27:38,17:38:19,17:32:00,,17:39:52,,17:36:29,17:23:00,,17:45:57,,17:51:00,17:56:00,,17:42:00,,,,,,17:47:08,17:49:00,17:52:33,17:54:09
113326833237486001,17:55:46,,,,,,,,,,,,,,,17:36:27,17:37:43,17:38:33,17:40:46,17:41:28,17:42:39,17:45:41,17:47:00,17:39:38,17:50:19,17:44:00,,17:51:52,,17:48:29,17:35:00,,17:57:57,,18:03:00,18:08:00,,17:54:00,,,,,,17:59:08,18:01:00,18:04:33,18:06:09
113326834237486001,18:07:46,,,,,,,,,,,,,,,17:48:27,17:49:43,17:50:33,17:52:46,17:53:28,17:54:39,17:57:41,17:59:00,17:51:38,18:02:19,17:56:00,,18:03:52,,18:00:29,17:47:00,,18:09:57,,18:15:00,18:20:00,,18:06:00,,,,,,18:11:08,18:13:00,18:16:33,18:18:09
113326835237486001,18:19:46,,,,,,,,,,,,,,,18:00:27,18:01:43,18:02:33,18:04:46,18:05:28,18:06:39,18:09:41,18:11:00,18:03:38,18:14:19,18:08:00,,18:15:52,,18:12:29,17:59:00,,18:21:57,,18:27:00,18:32:00,,18:18:00,,,,,,18:23:08,18:25:00,18:28:33,18:30:09
113326836237486001,18:31:31,,,,,,,,,,,,,,,18:12:27,18:13:43,18:14:33,18:16:46,18:17:28,18:18:39,18:21:41,18:23:00,18:15:38,18:26:19,18:20:00,,18:27:52,,18:24:29,18:11:00,,18:33:23,,18:38:00,18:43:00,,18:30:00,,,,,,18:34:24,18:36:00,18:39:33,18:41:09
113326837237486001,18:42:31,,,,,,,,,,,,,,,18:24:27,18:25:43,18:26:33,18:28:46,18:29:28,18:30:39,18:33:07,18:34:00,18:27:38,18:37:19,18:32:00,,18:38:52,,18:35:29,18:23:00,,18:44:23,,18:49:00,18:54:00,,18:41:00,,,,,,18:45:24,18:47:00,18:50:33,18:52:09
113326838237486001,18:55:31,,,,,,,,,,,,,,,18:38:18,18:39:25,18:40:09,18:42:08,18:42:44,18:43:48,18:46:07,18:47:00,18:41:07,18:50:19,18:45:00,,18:51:52,,18:48:29,18:37:00,,18:57:23,,19:02:00,19:06:00,,18:54:00,,,,,,18:58:24,19:00:00,19:03:14,19:04:31
113326839237486001,19:08:16,,,,,,,,,,,,,,,18:52:18,18:53:25,18:54:09,18:56:08,18:56:44,18:57:48,19:00:07,19:01:00,18:55:07,19:03:50,18:59:00,,19:05:10,,19:02:16,18:51:00,,19:09:49,,19:14:00,19:18:00,,19:07:00,,,,,,19:10:40,19:12:00,19:15:14,19:16:31
113326840237486001,19:24:16,,,,,,,,,,,,,,,19:08:18,19:09:25,19:10:09,19:12:08,19:12:44,19:13:48,19:16:07,19:17:00,19:11:07,19:19:50,19:15:00,,19:21:10,,19:18:16,19:07:00,,19:25:49,,19:30:00,19:34:00,,19:23:00,,,,,,19:26:40,19:28:00,19:31:14,19:32:31
113326841237486001,19:39:16,,,,,,,,,,,,,,,19:24:18,19:25:25,19:26:09,19:28:08,19:28:44,19:29:48,19:32:07,19:33:00,19:27:07,19:35:22,19:31:00,,19:36:28,,19:34:04,19:23:00,,19:40:49,,19:45:00,19:49:00,,19:38:00,,,,,,19:41:40,19:43:00,19:46:14,19:47:31
