trip_id,1951,1984B,1985B,2382,2384,2610,2660,3810,3814,3815,3851,5058,5916,5917,5920C,5921B,5922,5923,5952,5953,5963,5964,9649B,9686B
113352882237580031,09:31:00,09:33:00,,09:52:00,,09:38:57,,,,09:45:46,09:46:32,,,,09:37:00,,09:38:23,,09:35:11,09:36:18,,09:43:52,,09:41:04
113352885237580031,08:06:00,08:08:00,,08:35:00,,08:15:51,,,,08:25:51,08:26:59,,,,08:13:00,,08:15:02,,08:10:43,08:12:07,,08:23:04,,08:18:58
113352890237580031,08:58:00,,08:54:00,,08:31:00,,08:46:31,08:38:11,08:39:16,,,08:57:18,08:49:55,08:51:22,,08:49:00,,08:48:01,,,08:41:23,,08:44:27,
113352896237580031,15:01:00,,14:58:00,,14:38:00,,14:50:56,14:43:59,14:44:53,,,15:00:28,14:53:55,14:55:22,,14:53:00,,14:52:11,,,14:46:39,,14:49:12,
113352897237580031,17:49:00,,17:45:00,,17:25:00,,17:38:48,17:31:23,17:32:21,,,17:48:18,17:41:44,17:42:53,,17:41:00,,17:40:07,,,17:34:14,,17:36:57,
113352898237580031,16:41:00,16:43:00,,17:05:00,,16:50:12,,,,16:57:56,16:58:48,,,,16:48:00,,16:49:34,,16:45:43,16:47:07,,16:55:47,,16:52:37
113352899237580031,16:24:00,,16:21:00,,16:00:00,,16:13:48,16:06:23,16:07:21,,,16:23:28,16:16:55,16:18:22,,16:16:00,,16:15:07,,,16:09:14,,16:11:57,
113352900237580031,18:11:00,18:13:00,,18:32:00,,18:19:49,,,,18:26:11,18:26:54,,,,18:18:00,,18:19:18,,18:15:43,18:17:07,,18:24:24,,18:21:48
113352901237580031,,,19:03:00,,18:44:00,,18:56:56,18:49:59,18:50:53,,,19:06:00,18:59:44,19:00:53,,18:59:00,,18:58:11,,,18:52:39,,18:55:12,
113352905237580031,14:25:00,,14:22:00,,14:02:00,,14:14:56,14:07:59,14:08:53,,,14:24:28,14:17:55,14:19:22,,14:17:00,,14:16:11,,,14:10:39,,14:13:12,
113352909237580031,12:07:00,12:09:00,,12:28:00,,12:15:49,,,,12:22:11,12:22:54,,,,12:14:00,,12:15:18,,12:11:43,12:13:07,,12:20:24,,12:17:48
113352910237580031,11:42:00,,11:39:00,,11:20:00,,11:32:04,11:25:36,11:26:26,,,11:41:28,11:34:55,11:36:22,,11:34:00,,11:33:14,,,11:28:05,,11:30:28,
113352912237580031,10:47:00,10:49:00,,11:09:00,,10:55:57,,,,11:02:46,11:03:32,,,,10:54:00,,10:55:23,,10:51:43,10:53:07,,11:00:52,,10:58:04
113352913237580031,10:22:00,,10:19:00,,10:00:00,,10:12:04,10:05:36,10:06:26,,,10:21:28,10:14:55,10:16:22,,10:14:00,,10:13:14,,,10:08:05,,10:10:28,
113352914237580031,13:05:00,,13:02:00,,12:43:00,,12:55:04,12:48:36,12:49:26,,,13:04:28,12:57:55,12:59:22,,12:57:00,,12:56:14,,,12:51:05,,12:53:28,
113352916237580031,13:30:00,13:32:00,,13:51:00,,13:38:49,,,,13:45:11,13:45:54,,,,13:37:00,,13:38:18,,13:34:43,13:36:07,,13:43:24,,13:40:48
113352924237580031,14:50:00,14:52:00,,15:11:00,,14:58:49,,,,15:05:11,15:05:54,,,,14:57:00,,14:58:18,,14:54:43,14:56:07,,15:03:24,,15:00:48
113352960237580031,10:42:00,,10:39:00,,10:20:00,,10:32:04,10:25:36,10:26:26,,,10:41:28,10:34:55,10:36:22,,10:34:00,,10:33:14,,,10:28:05,,10:30:28,
113352961237580031,11:07:00,11:09:00,,11:28:00,,11:15:49,,,,11:22:11,11:22:54,,,,11:14:00,,11:15:18,,11:11:43,11:13:07,,11:20:24,,11:17:48
113352962237580031,09:46:00,,09:43:00,,09:22:00,,09:35:48,09:28:23,09:29:21,,,09:45:28,09:38:55,09:40:22,,09:38:00,,09:37:07,,,09:31:14,,09:33:57,
113352963237580031,06:30:00,,06:27:00,,06:12:00,,06:22:21,06:16:48,06:17:31,,,06:29:28,06:24:33,06:25:25,,06:24:00,,06:23:21,,,06:18:55,,06:20:58,
113352966237580031,,,21:57:00,,21:42:00,,21:52:21,21:46:48,21:47:31,,,22:00:00,21:54:33,21:55:25,,21:54:00,,21:53:21,,,21:48:55,,21:50:58,
113352967237580031,21:02:00,,20:59:00,,20:43:00,,20:53:21,20:47:48,20:48:31,,,21:01:28,20:55:44,20:56:53,,20:55:00,,20:54:21,,,20:49:55,,20:51:58,
113352968237580031,18:44:00,,18:40:00,,18:21:00,,18:33:56,18:26:59,18:27:53,,,18:43:18,18:36:44,18:37:53,,18:36:00,,18:35:11,,,18:29:39,,18:32:12,
113352969237580031,21:10:00,21:12:00,,21:27:00,,21:16:33,,,,21:22:01,21:22:37,,,,21:15:00,,21:16:07,,21:13:38,21:14:28,,21:20:30,,21:18:15
113352970237580031,07:45:00,07:47:00,,08:13:00,,07:54:43,,,,08:04:16,08:05:20,,,,07:52:00,,07:53:57,,07:49:43,07:51:07,,08:01:37,,07:57:42
113352971237580031,08:39:00,,08:35:00,,08:12:00,,08:27:31,08:19:11,08:20:16,,,08:38:18,08:30:55,08:32:22,,08:30:00,,08:29:01,,,08:22:23,,08:25:27,
113352973237580031,20:10:00,20:12:00,,20:28:00,,20:17:33,,,,20:23:01,20:23:37,,,,20:16:00,,20:17:07,,20:14:11,20:15:18,,20:21:30,,20:19:15
113352974237580031,17:26:00,,17:23:00,,17:02:00,,17:15:48,17:08:23,17:09:21,,,17:25:28,17:18:55,17:20:22,,17:18:00,,17:17:07,,,17:11:14,,17:13:57,
113352975237580031,17:41:00,17:43:00,,18:03:00,,17:49:57,,,,17:56:46,17:57:32,,,,17:48:00,,17:49:23,,17:45:43,17:47:07,,17:54:52,,17:52:04
113352976237580031,19:09:00,19:11:00,,19:29:00,,19:16:49,,,,19:23:11,19:23:54,,,,19:15:00,,19:16:18,,19:13:11,19:14:18,,19:21:24,,19:18:48
113352977237580031,20:03:00,,20:00:00,,19:42:00,,19:54:04,19:47:36,19:48:26,,,20:02:28,19:56:44,19:57:53,,19:56:00,,19:55:14,,,19:50:05,,19:52:28,
113352978237580031,09:09:00,09:11:00,,09:32:00,,09:17:12,,,,09:24:56,09:25:48,,,,09:15:00,,09:16:34,,09:13:11,09:14:18,,09:22:47,,09:19:37
113352984237580031,09:30:00,,09:27:00,,09:05:00,,09:19:40,09:11:47,09:12:48,,,09:29:28,09:22:55,09:24:22,,09:22:00,,09:21:04,,,09:14:48,,09:17:42,
113354408237586501,19:31:00,,19:28:00,,19:12:00,,19:22:21,19:16:48,19:17:31,,,19:30:28,19:24:44,19:25:53,,19:24:00,,19:23:21,,,19:18:55,,19:20:58,
113354409237586501,21:30:00,,21:27:00,,21:12:00,,21:22:21,21:16:48,21:17:31,,,21:29:28,21:24:33,21:25:25,,21:24:00,,21:23:21,,,21:18:55,,21:20:58,
113354420237586501,21:40:00,21:42:00,,21:57:00,,21:46:33,,,,21:52:01,21:52:37,,,,21:45:00,,21:46:07,,21:43:38,21:44:28,,21:50:30,,21:48:15
113354422237586501,20:31:00,,20:28:00,,20:12:00,,20:22:21,20:16:48,20:17:31,,,20:30:28,20:24:44,20:25:53,,20:24:00,,20:23:21,,,20:18:55,,20:20:58,
113354423237586501,19:40:00,19:42:00,,19:57:00,,19:46:33,,,,19:52:01,19:52:37,,,,19:45:00,,19:46:07,,19:43:38,19:44:28,,19:50:30,,19:48:15
113354424237586501,,,22:27:00,,22:12:00,,22:22:21,22:16:48,22:17:31,,,22:30:00,22:24:33,22:25:25,,22:24:00,,22:23:21,,,22:18:55,,22:20:58,
113354433237586501,20:10:00,20:12:00,,20:27:00,,20:16:33,,,,20:22:01,20:22:37,,,,20:15:00,,20:16:07,,20:13:38,20:14:28,,20:20:30,,20:18:15
113354438237586501,12:38:00,12:40:00,,12:58:00,,12:45:49,,,,12:52:11,12:52:54,,,,12:44:00,,12:45:18,,12:42:11,12:43:18,,12:50:24,,12:47:48
113354440237586501,20:40:00,20:42:00,,20:57:00,,20:46:33,,,,20:52:01,20:52:37,,,,20:45:00,,20:46:07,,20:43:38,20:44:28,,20:50:30,,20:48:15
113354448237586501,12:08:00,12:10:00,,12:28:00,,12:15:49,,,,12:22:11,12:22:54,,,,12:14:00,,12:15:18,,12:12:11,12:13:18,,12:20:24,,12:17:48
113354452237586501,17:38:00,17:40:00,,17:58:00,,17:45:49,,,,17:52:11,17:52:54,,,,17:44:00,,17:45:18,,17:42:11,17:43:18,,17:50:24,,17:47:48
113354453237586501,17:08:00,17:10:00,,17:28:00,,17:15:49,,,,17:22:11,17:22:54,,,,17:14:00,,17:15:18,,17:12:11,17:13:18,,17:20:24,,17:17:48
113354456237586501,19:01:00,,18:58:00,,18:42:00,,18:52:21,18:46:48,18:47:31,,,19:00:28,18:54:44,18:55:53,,18:54:00,,18:53:21,,,18:48:55,,18:50:58,
113354458237586501,19:09:00,19:11:00,,19:27:00,,19:16:33,,,,19:22:01,19:22:37,,,,19:15:00,,19:16:07,,19:13:11,19:14:18,,19:20:30,,19:18:15
113354469237586501,16:08:00,16:10:00,,16:28:00,,16:15:49,,,,16:22:11,16:22:54,,,,16:14:00,,16:15:18,,16:12:11,16:13:18,,16:20:24,,16:17:48
113354471237586501,18:08:00,18:10:00,,18:28:00,,18:15:49,,,,18:22:11,18:22:54,,,,18:14:00,,18:15:18,,18:12:11,18:13:18,,18:20:24,,18:17:48
113354472237586501,15:03:00,,15:00:00,,14:42:00,,14:54:04,14:47:36,14:48:26,,,15:02:28,14:56:44,14:57:53,,14:56:00,,14:55:14,,,14:50:05,,14:52:28,
113354473237586501,15:09:00,15:11:00,,15:29:00,,15:16:49,,,,15:23:11,15:23:54,,,,15:15:00,,15:16:18,,15:13:11,15:14:18,,15:21:24,,15:18:48
113354480237586501,18:02:00,,17:59:00,,17:42:00,,17:53:13,17:47:12,17:47:58,,,18:01:28,17:55:44,17:56:53,,17:55:00,,17:54:17,,,17:49:30,,17:51:43,
113354482237586501,16:02:00,,15:59:00,,15:41:00,,15:53:04,15:46:36,15:47:26,,,16:01:28,15:55:44,15:56:53,,15:55:00,,15:54:14,,,15:49:05,,15:51:28,
113354485237586501,14:02:00,,13:59:00,,13:41:00,,13:53:04,13:46:36,13:47:26,,,14:01:28,13:55:44,13:56:53,,13:55:00,,13:54:14,,,13:49:05,,13:51:28,
113354486237586501,14:08:00,14:10:00,,14:28:00,,14:15:49,,,,14:22:11,14:22:54,,,,14:14:00,,14:15:18,,14:12:11,14:13:18,,14:20:24,,14:17:48
113354490237586501,14:37:00,14:39:00,,14:57:00,,14:44:49,,,,14:51:11,14:51:54,,,,14:43:00,,14:44:18,,14:41:11,14:42:18,,14:49:24,,14:46:48
113354491237586501,13:38:00,13:40:00,,13:58:00,,13:45:49,,,,13:52:11,13:52:54,,,,13:44:00,,13:45:18,,13:42:11,13:43:18,,13:50:24,,13:47:48
113354492237586501,21:00:00,,20:57:00,,20:42:00,,20:52:21,20:46:48,20:47:31,,,20:59:28,20:54:33,20:55:25,,20:54:00,,20:53:21,,,20:48:55,,20:50:58,
113354496237586501,14:31:00,,14:28:00,,14:10:00,,14:22:04,14:15:36,14:16:26,,,14:30:28,14:24:44,14:25:53,,14:24:00,,14:23:14,,,14:18:05,,14:20:28,
113354498237586501,17:02:00,,16:59:00,,16:42:00,,16:53:13,16:47:12,16:47:58,,,17:01:28,16:55:44,16:56:53,,16:55:00,,16:54:17,,,16:49:30,,16:51:43,
113354500237586501,13:32:00,,13:29:00,,13:11:00,,13:23:04,13:16:36,13:17:26,,,13:31:28,13:25:44,13:26:53,,13:25:00,,13:24:14,,,13:19:05,,13:21:28,
113354506237586501,13:02:00,,12:59:00,,12:41:00,,12:53:04,12:46:36,12:47:26,,,13:01:28,12:55:44,12:56:53,,12:55:00,,12:54:14,,,12:49:05,,12:51:28,
113354507237586501,,,21:57:00,,21:42:00,,21:52:21,21:46:48,21:47:31,,,22:00:00,21:54:33,21:55:25,,21:54:00,,21:53:21,,,21:48:55,,21:50:58,
113354509237586501,21:10:00,21:12:00,,21:27:00,,21:16:33,,,,21:22:01,21:22:37,,,,21:15:00,,21:16:07,,21:13:38,21:14:28,,21:20:30,,21:18:15
113354511237586501,13:08:00,13:10:00,,13:28:00,,13:15:49,,,,13:22:11,13:22:54,,,,13:14:00,,13:15:18,,13:12:11,13:13:18,,13:20:24,,13:17:48
113354513237586501,20:01:00,,19:58:00,,19:42:00,,19:52:21,19:46:48,19:47:31,,,20:00:28,19:54:44,19:55:53,,19:54:00,,19:53:21,,,19:48:55,,19:50:58,
113354514237586501,12:31:00,,12:28:00,,12:11:00,,12:22:13,12:16:12,12:16:58,,,12:30:28,12:24:44,12:25:53,,12:24:00,,12:23:17,,,12:18:30,,12:20:43,
113354515237586501,09:31:00,,09:28:00,,09:12:00,,09:22:21,09:16:48,09:17:31,,,09:30:28,09:24:44,09:25:53,,09:24:00,,09:23:21,,,09:18:55,,09:20:58,
113354516237586501,09:38:00,09:40:00,,09:56:00,,09:44:41,,,,09:50:36,09:51:16,,,,09:43:00,,09:44:12,,09:41:38,09:42:28,,09:48:57,,09:46:31
113354517237586501,09:08:00,09:10:00,,09:26:00,,09:14:41,,,,09:20:36,09:21:16,,,,09:13:00,,09:14:12,,09:11:38,09:12:28,,09:18:57,,09:16:31
113354518237586501,10:08:00,10:10:00,,10:28:00,,10:15:49,,,,10:22:11,10:22:54,,,,10:14:00,,10:15:18,,10:12:11,10:13:18,,10:20:24,,10:17:48
113354519237586501,11:08:00,11:10:00,,11:28:00,,11:15:49,,,,11:22:11,11:22:54,,,,11:14:00,,11:15:18,,11:12:11,11:13:18,,11:20:24,,11:17:48
113354520237586501,10:38:00,10:40:00,,10:58:00,,10:45:49,,,,10:52:11,10:52:54,,,,10:44:00,,10:45:18,,10:42:11,10:43:18,,10:50:24,,10:47:48
113354521237586501,08:38:00,08:40:00,,08:56:00,,08:44:41,,,,08:50:36,08:51:16,,,,08:43:00,,08:44:12,,08:41:38,08:42:28,,08:48:57,,08:46:31
113354523237586501,08:03:00,,08:00:00,,07:45:00,,07:55:21,07:49:48,07:50:31,,,08:02:28,07:57:33,07:58:25,,07:57:00,,07:56:21,,,07:51:55,,07:53:58,
113354524237586501,11:32:00,,11:29:00,,11:12:00,,11:23:13,11:17:12,11:17:58,,,11:31:28,11:25:44,11:26:53,,11:25:00,,11:24:17,,,11:19:30,,11:21:43,
113354525237586501,09:02:00,,08:59:00,,08:43:00,,08:53:21,08:47:48,08:48:31,,,09:01:28,08:55:44,08:56:53,,08:55:00,,08:54:21,,,08:49:55,,08:51:58,
113354526237586501,07:37:00,07:39:00,,07:54:00,,07:43:33,,,,07:49:01,07:49:37,,,,07:42:00,,07:43:07,,07:40:38,07:41:28,,07:47:30,,07:45:15
113354527237586501,11:38:00,11:40:00,,11:58:00,,11:45:49,,,,11:52:11,11:52:54,,,,11:44:00,,11:45:18,,11:42:11,11:43:18,,11:50:24,,11:47:48
113354528237586501,11:02:00,,10:59:00,,10:42:00,,10:53:13,10:47:12,10:47:58,,,11:01:28,10:55:44,10:56:53,,10:55:00,,10:54:17,,,10:49:30,,10:51:43,
113354529237586501,12:01:00,,11:58:00,,11:41:00,,11:52:13,11:46:12,11:46:58,,,12:00:28,11:54:44,11:55:53,,11:54:00,,11:53:17,,,11:48:30,,11:50:43,
113354530237586501,10:32:00,,10:29:00,,10:12:00,,10:23:13,10:17:12,10:17:58,,,10:31:28,10:25:44,10:26:53,,10:25:00,,10:24:17,,,10:19:30,,10:21:43,
113354531237586501,10:02:00,,09:59:00,,09:43:00,,09:53:21,09:47:48,09:48:31,,,10:01:28,09:55:44,09:56:53,,09:55:00,,09:54:21,,,09:49:55,,09:51:58,
113354532237586501,08:32:00,,08:29:00,,08:14:00,,08:24:21,08:18:48,08:19:31,,,08:31:28,08:26:33,08:27:25,,08:26:00,,08:25:21,,,08:20:55,,08:22:58,
113354533237586501,07:05:00,07:07:00,,07:22:00,,07:11:33,,,,07:17:01,07:17:37,,,,07:10:00,,07:11:07,,07:08:38,07:09:28,,07:15:30,,07:13:15
113354534237586501,08:09:00,08:11:00,,08:26:00,,08:15:33,,,,08:21:01,08:21:37,,,,08:14:00,,08:15:07,,08:12:38,08:13:28,,08:19:30,,08:17:15
113354536237586501,18:32:00,,18:29:00,,18:12:00,,18:23:13,18:17:12,18:17:58,,,18:31:28,18:25:44,18:26:53,,18:25:00,,18:24:17,,,18:19:30,,18:21:43,
113354538237586501,16:39:00,16:41:00,,16:59:00,,16:46:49,,,,16:53:11,16:53:54,,,,16:45:00,,16:46:18,,16:43:11,16:44:18,,16:51:24,,16:48:48
113354546237586501,16:33:00,,16:30:00,,16:12:00,,16:24:04,16:17:36,16:18:26,,,16:32:28,16:26:44,16:27:53,,16:26:00,,16:25:14,,,16:20:05,,16:22:28,
113354553237586501,17:32:00,,17:29:00,,17:12:00,,17:23:13,17:17:12,17:17:58,,,17:31:28,17:25:44,17:26:53,,17:25:00,,17:24:17,,,17:19:30,,17:21:43,
113354559237586501,18:39:00,18:41:00,,18:58:00,,18:46:41,,,,18:52:36,18:53:16,,,,18:45:00,,18:46:12,,18:43:11,18:44:18,,18:50:57,,18:48:31
113354564237586501,15:39:00,15:41:00,,15:59:00,,15:46:49,,,,15:53:11,15:53:54,,,,15:45:00,,15:46:18,,15:43:11,15:44:18,,15:51:24,,15:48:48
113354575237586501,15:33:00,,15:30:00,,15:12:00,,15:24:04,15:17:36,15:18:26,,,15:32:28,15:26:44,15:27:53,,15:26:00,,15:25:14,,,15:20:05,,15:22:28,
