trip_id,1136,1156,1900,1901,1904,1988,2283,2287,2289,3313,6017,6018,6019,6020,6021,6022B,6023,6024,6053,6054B,6055,6056,6058,6059,6060,6061,6062,6190,6191,6435,6436,9023B,9291,9296,9996
113356873237591501,,17:57:00,18:22:00,,,18:18:00,,17:55:00,17:54:00,18:13:48,,,,,,,,,17:58:45,17:59:47,18:01:00,18:02:17,18:05:56,18:07:29,18:08:47,18:10:51,18:12:47,18:04:00,,,18:15:00,,,18:04:42,
113356874237591501,,18:27:00,18:52:00,,,18:48:00,,18:25:00,18:24:00,18:43:48,,,,,,,,,18:28:45,18:29:47,18:31:00,18:32:17,18:35:56,18:37:29,18:38:47,18:40:51,18:42:47,18:34:00,,,18:45:00,,,18:34:42,
113356875237591501,,18:12:00,18:37:00,,,18:33:00,,18:10:00,18:09:00,18:28:48,,,,,,,,,18:13:45,18:14:47,18:16:00,18:17:17,18:20:56,18:22:29,18:23:47,18:25:51,18:27:47,18:19:00,,,18:30:00,,,18:19:42,
113356876237591501,,19:27:00,19:52:00,,,19:48:00,,19:25:00,19:24:00,19:43:48,,,,,,,,,19:28:45,19:29:47,19:31:00,19:32:17,19:35:56,19:37:29,19:38:47,19:40:51,19:42:47,19:34:00,,,19:45:00,,,19:34:42,
113356877237591501,20:41:00,,20:19:00,20:22:25,20:21:11,,,,,,20:27:48,20:29:41,20:31:15,20:32:21,20:36:28,20:38:42,20:38:00,20:39:33,,,,,,,,,,,20:35:00,20:24:00,,20:25:53,20:34:12,,20:43:00
113356878237591501,,14:12:00,14:38:00,,,14:33:25,,14:10:00,14:09:00,14:28:48,,,,,,,,,14:13:45,14:14:47,14:16:00,14:17:17,14:20:56,14:22:29,14:23:47,14:25:51,14:27:47,14:19:00,,,14:30:00,,,14:19:42,
113356879237591501,19:42:00,,19:18:00,19:21:25,19:20:11,,19:45:00,,19:46:00,,19:26:48,19:28:41,19:30:15,19:31:21,19:35:57,19:38:56,19:38:00,19:40:04,,,,,,,,,,,19:34:00,19:23:00,,19:24:53,19:33:12,,
113356880237591501,,13:27:00,13:52:00,,,13:48:00,,13:25:00,13:24:00,13:43:48,,,,,,,,,13:28:45,13:29:47,13:31:00,13:32:17,13:35:56,13:37:29,13:38:47,13:40:51,13:42:47,13:34:00,,,13:45:00,,,13:34:42,
113356881237591501,19:27:00,,19:03:00,19:06:25,19:05:11,,19:30:00,,19:31:00,,19:11:48,19:13:41,19:15:15,19:16:21,19:20:57,19:23:56,19:23:00,19:25:04,,,,,,,,,,,19:19:00,19:08:00,,19:09:53,19:18:12,,
113356882237591501,,13:57:00,14:23:00,,,14:18:25,,13:55:00,13:54:00,14:13:48,,,,,,,,,13:58:45,13:59:47,14:01:00,14:02:17,14:05:56,14:07:29,14:08:47,14:10:51,14:12:47,14:04:00,,,14:15:00,,,14:04:42,
113356883237591501,18:42:00,,18:18:00,18:21:25,18:20:11,,18:45:00,,18:46:00,,18:26:48,18:28:41,18:30:15,18:31:21,18:35:57,18:38:56,18:38:00,18:40:04,,,,,,,,,,,18:34:00,18:23:00,,18:24:53,18:33:12,,
113356884237591501,,23:27:00,23:47:00,,,23:43:34,,23:25:00,23:24:00,23:40:08,,,,,,,,,23:28:19,23:29:05,23:30:00,23:31:17,23:34:24,23:35:32,23:36:29,23:37:59,23:39:23,23:33:00,,,23:41:00,,,23:33:31,
113356885237591501,20:26:00,,20:04:00,20:07:25,20:06:11,,20:28:00,,20:29:00,,20:12:48,20:14:41,20:16:15,20:17:21,20:21:28,20:23:42,20:23:00,20:24:33,,,,,,,,,,,20:20:00,20:09:00,,20:10:53,20:19:12,,
113356886237591501,23:14:00,,22:54:00,22:57:25,22:56:11,,23:16:00,,23:17:00,,23:02:07,23:03:39,23:04:56,23:05:50,23:09:28,23:11:42,23:11:00,23:12:33,,,,,,,,,,,23:08:00,22:59:00,,23:00:33,23:07:21,,
113356887237591501,24:13:00,,23:55:00,23:57:44,23:56:44,,,,,,24:01:46,24:03:08,24:04:16,24:05:05,24:08:28,24:10:42,24:10:00,24:11:33,,,,,,,,,,,24:07:00,23:59:00,,24:00:23,24:06:25,,24:15:00
113356888237591501,,20:21:00,20:45:00,,,20:41:00,,20:19:00,20:18:00,20:36:48,,,,,,,,,20:22:19,20:23:05,20:24:00,20:25:17,20:28:56,20:30:29,20:31:47,20:33:51,20:35:47,20:27:00,,,20:38:00,,,20:27:42,
113356889237591501,09:42:00,,09:22:00,09:24:44,09:23:44,,09:44:00,,09:45:00,,09:29:07,09:30:39,09:31:56,09:32:50,09:36:28,09:38:56,09:38:00,09:40:04,,,,,,,,,,,09:35:00,09:26:00,,09:27:33,09:34:21,,
113356890237591501,,22:26:00,22:48:00,,,22:44:00,,22:24:00,22:23:00,22:40:01,,,,,,,,,22:27:19,22:28:05,22:29:00,22:30:17,22:33:35,22:34:51,22:35:55,22:37:36,22:39:11,22:32:00,,,22:41:00,,,22:32:34,
113356891237591501,22:14:00,,21:54:00,21:57:25,21:56:11,,22:16:00,,22:17:00,,22:02:07,22:03:39,22:04:56,22:05:50,22:09:28,22:11:42,22:11:00,22:12:33,,,,,,,,,,,22:08:00,21:59:00,,22:00:33,22:07:21,,
113356892237591501,,16:57:00,17:23:00,,,17:18:25,,16:55:00,16:54:00,17:13:48,,,,,,,,,16:58:45,16:59:47,17:01:00,17:02:17,17:05:56,17:07:29,17:08:47,17:10:51,17:12:47,17:04:00,,,17:15:00,,,17:04:42,
113356893237591501,,21:26:00,21:48:00,,,21:44:00,,21:24:00,21:23:00,21:40:01,,,,,,,,,21:27:19,21:28:05,21:29:00,21:30:17,21:33:35,21:34:51,21:35:55,21:37:36,21:39:11,21:32:00,,,21:41:00,,,21:32:34,
113356894237591501,,11:43:00,12:06:00,,,12:02:34,,11:41:00,11:40:00,11:58:48,,,,,,,,,11:44:19,11:45:05,11:46:00,11:47:17,11:50:56,11:52:29,11:53:47,11:55:51,11:57:47,11:49:00,,,12:00:00,,,11:49:42,
113356895237591501,,15:57:00,16:23:00,,,16:18:25,,15:55:00,15:54:00,16:13:48,,,,,,,,,15:58:45,15:59:47,16:01:00,16:02:17,16:05:56,16:07:29,16:08:47,16:10:51,16:12:47,16:04:00,,,16:15:00,,,16:04:42,
113356896237591501,,14:57:00,15:23:00,,,15:18:25,,14:55:00,14:54:00,15:13:48,,,,,,,,,14:58:45,14:59:47,15:01:00,15:02:17,15:05:56,15:07:29,15:08:47,15:10:51,15:12:47,15:04:00,,,15:15:00,,,15:04:42,
113356897237591501,13:12:00,,12:48:00,12:51:25,12:50:11,,13:15:00,,13:16:00,,12:56:48,12:58:41,13:00:15,13:01:21,13:05:57,13:08:56,13:08:00,13:10:04,,,,,,,,,,,13:04:00,12:53:00,,12:54:53,13:03:12,,
113356898237591501,18:57:00,,18:33:00,18:36:25,18:35:11,,19:00:00,,19:01:00,,18:41:48,18:43:41,18:45:15,18:46:21,18:50:57,18:53:56,18:53:00,18:55:04,,,,,,,,,,,18:49:00,18:38:00,,18:39:53,18:48:12,,
113356899237591501,17:27:00,,17:03:00,17:06:25,17:05:11,,17:30:00,,17:31:00,,17:11:48,17:13:41,17:15:15,17:16:21,17:20:57,17:23:56,17:23:00,17:25:04,,,,,,,,,,,17:19:00,17:08:00,,17:09:53,17:18:12,,
113356900237591501,,12:58:00,13:22:00,,,13:18:00,,12:56:00,12:55:00,13:13:48,,,,,,,,,12:59:19,13:00:05,13:01:00,13:02:17,13:05:56,13:07:29,13:08:47,13:10:51,13:12:47,13:04:00,,,13:15:00,,,13:04:42,
113356901237591501,14:27:00,,14:03:00,14:06:25,14:05:11,,14:30:00,,14:31:00,,14:11:48,14:13:41,14:15:15,14:16:21,14:20:57,14:23:56,14:23:00,14:25:04,,,,,,,,,,,14:19:00,14:08:00,,14:09:53,14:18:12,,
113356902237591501,15:27:00,,15:03:00,15:06:25,15:05:11,,15:30:00,,15:31:00,,15:11:48,15:13:41,15:15:15,15:16:21,15:20:57,15:23:56,15:23:00,15:25:04,,,,,,,,,,,15:19:00,15:08:00,,15:09:53,15:18:12,,
113356903237591501,23:33:00,,23:15:00,23:17:44,23:16:44,,,,,,23:21:46,23:23:08,23:24:16,23:25:05,23:28:28,23:30:42,23:30:00,23:31:33,,,,,,,,,,,23:27:00,23:19:00,,23:20:23,23:26:25,,23:35:00
113356904237591501,16:27:00,,16:03:00,16:06:25,16:05:11,,16:30:00,,16:31:00,,16:11:48,16:13:41,16:15:15,16:16:21,16:20:57,16:23:56,16:23:00,16:25:04,,,,,,,,,,,16:19:00,16:08:00,,16:09:53,16:18:12,,
113356905237591501,18:27:00,,18:03:00,18:06:25,18:05:11,,18:30:00,,18:31:00,,18:11:48,18:13:41,18:15:15,18:16:21,18:20:57,18:23:56,18:23:00,18:25:04,,,,,,,,,,,18:19:00,18:08:00,,18:09:53,18:18:12,,
113356906237591501,17:57:00,,17:33:00,17:36:25,17:35:11,,18:00:00,,18:01:00,,17:41:48,17:43:41,17:45:15,17:46:21,17:50:57,17:53:56,17:53:00,17:55:04,,,,,,,,,,,17:49:00,17:38:00,,17:39:53,17:48:12,,
113356907237591501,15:57:00,,15:33:00,15:36:25,15:35:11,,16:00:00,,16:01:00,,15:41:48,15:43:41,15:45:15,15:46:21,15:50:57,15:53:56,15:53:00,15:55:04,,,,,,,,,,,15:49:00,15:38:00,,15:39:53,15:48:12,,
113356908237591501,,12:28:00,12:51:00,,,12:47:34,,12:26:00,12:25:00,12:43:48,,,,,,,,,12:29:19,12:30:05,12:31:00,12:32:17,12:35:56,12:37:29,12:38:47,12:40:51,12:42:47,12:34:00,,,12:45:00,,,12:34:42,
113356909237591501,14:57:00,,14:33:00,14:36:25,14:35:11,,15:00:00,,15:01:00,,14:41:48,14:43:41,14:45:15,14:46:21,14:50:57,14:53:56,14:53:00,14:55:04,,,,,,,,,,,14:49:00,14:38:00,,14:39:53,14:48:12,,
113356910237591501,22:34:00,,22:14:00,22:17:25,22:16:11,,22:36:00,,22:37:00,,22:22:07,22:23:39,22:24:56,22:25:50,22:29:28,22:31:42,22:31:00,22:32:33,,,,,,,,,,,22:28:00,22:19:00,,22:20:33,22:27:21,,
113356911237591501,,21:46:00,22:08:00,,,22:04:00,,21:44:00,21:43:00,22:00:01,,,,,,,,,21:47:19,21:48:05,21:49:00,21:50:17,21:53:35,21:54:51,21:55:55,21:57:36,21:59:11,21:52:00,,,22:01:00,,,21:52:34,
113356912237591501,,20:44:00,21:07:00,,,21:03:00,,20:42:00,20:41:00,20:58:55,,,,,,,,,20:45:19,20:46:05,20:47:00,20:48:17,20:51:45,20:53:10,20:54:21,20:56:13,20:57:59,20:50:00,,,21:00:00,,,20:50:38,
113356913237591501,,19:43:00,20:08:00,,,20:04:00,,19:41:00,19:40:00,19:59:48,,,,,,,,,19:44:45,19:45:47,19:47:00,19:48:17,19:51:56,19:53:29,19:54:47,19:56:51,19:58:47,19:50:00,,,20:01:00,,,19:50:42,
113356914237591501,21:15:00,,20:55:00,20:58:25,20:57:11,,21:17:00,,21:18:00,,21:03:07,21:04:39,21:05:56,21:06:50,21:10:28,21:12:42,21:12:00,21:13:33,,,,,,,,,,,21:09:00,21:00:00,,21:01:33,21:08:21,,
113356915237591501,,15:27:00,15:53:00,,,15:48:25,,15:25:00,15:24:00,15:43:48,,,,,,,,,15:28:45,15:29:47,15:31:00,15:32:17,15:35:56,15:37:29,15:38:47,15:40:51,15:42:47,15:34:00,,,15:45:00,,,15:34:42,
113356916237591501,,14:27:00,14:53:00,,,14:48:25,,14:25:00,14:24:00,14:43:48,,,,,,,,,14:28:45,14:29:47,14:31:00,14:32:17,14:35:56,14:37:29,14:38:47,14:40:51,14:42:47,14:34:00,,,14:45:00,,,14:34:42,
113356917237591501,13:57:00,,13:33:00,13:36:25,13:35:11,,14:00:00,,14:01:00,,13:41:48,13:43:41,13:45:15,13:46:21,13:50:57,13:53:56,13:53:00,13:55:04,,,,,,,,,,,13:49:00,13:38:00,,13:39:53,13:48:12,,
113356918237591501,12:26:00,,12:03:00,12:06:25,12:05:11,,12:29:00,,12:30:00,,12:11:27,12:13:10,12:14:36,12:15:36,12:19:57,12:22:56,12:22:00,12:24:04,,,,,,,,,,,12:18:00,12:08:00,,12:09:43,12:17:17,,
113356919237591501,16:57:00,,16:33:00,16:36:25,16:35:11,,17:00:00,,17:01:00,,16:41:48,16:43:41,16:45:15,16:46:21,16:50:57,16:53:56,16:53:00,16:55:04,,,,,,,,,,,16:49:00,16:38:00,,16:39:53,16:48:12,,
113356920237591501,,18:42:00,19:07:00,,,19:03:00,,18:40:00,18:39:00,18:58:48,,,,,,,,,18:43:45,18:44:47,18:46:00,18:47:17,18:50:56,18:52:29,18:53:47,18:55:51,18:57:47,18:49:00,,,19:00:00,,,18:49:42,
113356921237591501,,22:46:00,23:07:00,,,23:03:34,,22:44:00,22:43:00,23:00:01,,,,,,,,,22:47:19,22:48:05,22:49:00,22:50:17,22:53:35,22:54:51,22:55:55,22:57:36,22:59:11,22:52:00,,,23:01:00,,,22:52:34,
113356922237591501,,16:27:00,16:53:00,,,16:48:25,,16:25:00,16:24:00,16:43:48,,,,,,,,,16:28:45,16:29:47,16:31:00,16:32:17,16:35:56,16:37:29,16:38:47,16:40:51,16:42:47,16:34:00,,,16:45:00,,,16:34:42,
113356923237591501,,10:58:00,11:21:00,,,11:17:34,,10:56:00,10:55:00,11:13:48,,,,,,,,,10:59:19,11:00:05,11:01:00,11:02:17,11:05:56,11:07:29,11:08:47,11:10:51,11:12:47,11:04:00,,,11:15:00,,,11:04:42,
113356924237591501,,09:06:00,09:28:00,,,09:24:34,,09:04:00,09:03:00,09:20:55,,,,,,,,,09:07:19,09:08:05,09:09:00,09:10:17,09:13:45,09:15:10,09:16:21,09:18:13,09:19:59,09:12:00,,,09:22:00,,,09:12:38,
113356925237591501,11:41:00,,11:18:00,11:21:25,11:20:11,,11:44:00,,11:45:00,,11:26:27,11:28:10,11:29:36,11:30:36,11:34:57,11:37:56,11:37:00,11:39:04,,,,,,,,,,,11:33:00,11:23:00,,11:24:43,11:32:17,,
113356926237591501,,09:58:00,10:21:00,,,10:17:34,,09:56:00,09:55:00,10:13:48,,,,,,,,,09:59:19,10:00:05,10:01:00,10:02:17,10:05:56,10:07:29,10:08:47,10:10:51,10:12:47,10:04:00,,,10:15:00,,,10:04:42,
113356927237591501,10:23:00,,10:02:00,10:04:44,10:03:44,,10:25:00,,10:26:00,,10:09:27,10:11:10,10:12:36,10:13:36,10:17:28,10:19:56,10:19:00,10:21:04,,,,,,,,,,,10:16:00,10:06:00,,10:07:43,10:15:17,,
113356928237591501,19:57:00,,19:33:00,19:36:25,19:35:11,,20:00:00,,20:01:00,,19:41:48,19:43:41,19:45:15,19:46:21,19:50:57,19:53:56,19:53:00,19:55:04,,,,,,,,,,,19:49:00,19:38:00,,19:39:53,19:48:12,,
113356929237591501,,19:12:00,19:37:00,,,19:33:00,,19:10:00,19:09:00,19:28:48,,,,,,,,,19:13:45,19:14:47,19:16:00,19:17:17,19:20:56,19:22:29,19:23:47,19:25:51,19:27:47,19:19:00,,,19:30:00,,,19:19:42,
113356930237591501,,11:58:00,12:21:00,,,12:17:34,,11:56:00,11:55:00,12:13:48,,,,,,,,,11:59:19,12:00:05,12:01:00,12:02:17,12:05:56,12:07:29,12:08:47,12:10:51,12:12:47,12:04:00,,,12:15:00,,,12:04:42,
113356931237591501,15:42:00,,15:18:00,15:21:25,15:20:11,,15:45:00,,15:46:00,,15:26:48,15:28:41,15:30:15,15:31:21,15:35:57,15:38:56,15:38:00,15:40:04,,,,,,,,,,,15:34:00,15:23:00,,15:24:53,15:33:12,,
113356932237591501,,16:12:00,16:38:00,,,16:33:25,,16:10:00,16:09:00,16:28:48,,,,,,,,,16:13:45,16:14:47,16:16:00,16:17:17,16:20:56,16:22:29,16:23:47,16:25:51,16:27:47,16:19:00,,,16:30:00,,,16:19:42,
113356933237591501,,10:43:00,11:06:00,,,11:02:34,,10:41:00,10:40:00,10:58:48,,,,,,,,,10:44:19,10:45:05,10:46:00,10:47:17,10:50:56,10:52:29,10:53:47,10:55:51,10:57:47,10:49:00,,,11:00:00,,,10:49:42,
113356934237591501,,15:12:00,15:38:00,,,15:33:25,,15:10:00,15:09:00,15:28:48,,,,,,,,,15:13:45,15:14:47,15:16:00,15:17:17,15:20:56,15:22:29,15:23:47,15:25:51,15:27:47,15:19:00,,,15:30:00,,,15:19:42,
113356935237591501,13:42:00,,13:18:00,13:21:25,13:20:11,,13:45:00,,13:46:00,,13:26:48,13:28:41,13:30:15,13:31:21,13:35:57,13:38:56,13:38:00,13:40:04,,,,,,,,,,,13:34:00,13:23:00,,13:24:53,13:33:12,,
113356936237591501,12:11:00,,11:48:00,11:51:25,11:50:11,,12:14:00,,12:15:00,,11:56:27,11:58:10,11:59:36,12:00:36,12:04:57,12:07:56,12:07:00,12:09:04,,,,,,,,,,,12:03:00,11:53:00,,11:54:43,12:02:17,,
113356937237591501,11:11:00,,10:49:00,10:51:44,10:50:44,,11:14:00,,11:15:00,,10:56:27,10:58:10,10:59:36,11:00:36,11:04:57,11:07:56,11:07:00,11:09:04,,,,,,,,,,,11:03:00,10:53:00,,10:54:43,11:02:17,,
113356938237591501,,17:12:00,17:38:00,,,17:33:25,,17:10:00,17:09:00,17:28:48,,,,,,,,,17:13:45,17:14:47,17:16:00,17:17:17,17:20:56,17:22:29,17:23:47,17:25:51,17:27:47,17:19:00,,,17:30:00,,,17:19:42,
113356939237591501,14:42:00,,14:18:00,14:21:25,14:20:11,,14:45:00,,14:46:00,,14:26:48,14:28:41,14:30:15,14:31:21,14:35:57,14:38:56,14:38:00,14:40:04,,,,,,,,,,,14:34:00,14:23:00,,14:24:53,14:33:12,,
113356940237591501,,13:42:00,14:08:00,,,14:03:25,,13:40:00,13:39:00,13:58:48,,,,,,,,,13:43:45,13:44:47,13:46:00,13:47:17,13:50:56,13:52:29,13:53:47,13:55:51,13:57:47,13:49:00,,,14:00:00,,,13:49:42,
113356941237591501,09:02:00,,08:42:00,08:44:44,08:43:44,,09:04:00,,09:05:00,,08:49:07,08:50:39,08:51:56,08:52:50,08:56:28,08:58:56,08:58:00,09:00:04,,,,,,,,,,,08:55:00,08:46:00,,08:47:33,08:54:21,,
113356942237591501,16:42:00,,16:18:00,16:21:25,16:20:11,,16:45:00,,16:46:00,,16:26:48,16:28:41,16:30:15,16:31:21,16:35:57,16:38:56,16:38:00,16:40:04,,,,,,,,,,,16:34:00,16:23:00,,16:24:53,16:33:12,,
113356943237591501,,09:44:00,10:06:00,,,10:02:34,,09:42:00,09:41:00,09:58:55,,,,,,,,,09:45:19,09:46:05,09:47:00,09:48:17,09:51:45,09:53:10,09:54:21,09:56:13,09:57:59,09:50:00,,,10:00:00,,,09:50:38,
113356944237591501,,08:48:00,09:08:00,,,09:04:34,,08:46:00,08:45:00,09:01:01,,,,,,,,,08:49:19,08:50:05,08:51:00,08:51:51,08:54:35,08:55:51,08:56:55,08:58:36,09:00:11,08:53:00,,,09:02:00,,,08:53:34,
113356945237591501,17:42:00,,17:18:00,17:21:25,17:20:11,,17:45:00,,17:46:00,,17:26:48,17:28:41,17:30:15,17:31:21,17:35:57,17:38:56,17:38:00,17:40:04,,,,,,,,,,,17:34:00,17:23:00,,17:24:53,17:33:12,,
113356946237591501,10:03:00,,09:42:00,09:44:44,09:43:44,,10:05:00,,10:06:00,,09:49:27,09:51:10,09:52:36,09:53:36,09:57:28,09:59:56,09:59:00,10:01:04,,,,,,,,,,,09:56:00,09:46:00,,09:47:43,09:55:17,,
113356948237591501,23:53:00,,23:35:00,23:37:44,23:36:44,,,,,,23:41:46,23:43:08,23:44:16,23:45:05,23:48:28,23:50:42,23:50:00,23:51:33,,,,,,,,,,,23:47:00,23:39:00,,23:40:23,23:46:25,,23:55:00
113356949237591501,,23:07:00,23:27:00,,,23:23:34,,23:05:00,23:04:00,23:20:08,,,,,,,,,23:08:19,23:09:05,23:10:00,23:11:17,23:14:24,23:15:32,23:16:29,23:17:59,23:19:23,23:13:00,,,23:21:00,,,23:13:31,
113356950237591501,20:10:00,,19:48:00,19:51:25,19:50:11,,20:12:00,,20:13:00,,19:56:48,19:58:41,20:00:15,20:01:21,20:05:28,20:07:42,20:07:00,20:08:33,,,,,,,,,,,20:04:00,19:53:00,,19:54:53,20:03:12,,
113356951237591501,,18:57:00,19:22:00,,,19:18:00,,18:55:00,18:54:00,19:13:48,,,,,,,,,18:58:45,18:59:47,19:01:00,19:02:17,19:05:56,19:07:29,19:08:47,19:10:51,19:12:47,19:04:00,,,19:15:00,,,19:04:42,
113356952237591501,16:12:00,,15:48:00,15:51:25,15:50:11,,16:15:00,,16:16:00,,15:56:48,15:58:41,16:00:15,16:01:21,16:05:57,16:08:56,16:08:00,16:10:04,,,,,,,,,,,16:04:00,15:53:00,,15:54:53,16:03:12,,
113356953237591501,22:54:00,,22:34:00,22:37:25,22:36:11,,22:56:00,,22:57:00,,22:42:07,22:43:39,22:44:56,22:45:50,22:49:28,22:51:42,22:51:00,22:52:33,,,,,,,,,,,22:48:00,22:39:00,,22:40:33,22:47:21,,
113356954237591501,21:54:00,,21:34:00,21:37:25,21:36:11,,21:56:00,,21:57:00,,21:42:07,21:43:39,21:44:56,21:45:50,21:49:28,21:51:42,21:51:00,21:52:33,,,,,,,,,,,21:48:00,21:39:00,,21:40:33,21:47:21,,
113356955237591501,,21:06:00,21:28:00,,,21:24:00,,21:04:00,21:03:00,21:20:01,,,,,,,,,21:07:19,21:08:05,21:09:00,21:10:17,21:13:35,21:14:51,21:15:55,21:17:36,21:19:11,21:12:00,,,21:21:00,,,21:12:34,
113356956237591501,,07:28:00,07:48:00,,,07:44:34,,07:26:00,07:25:00,07:41:01,,,,,,,,,07:29:19,07:30:05,07:31:00,07:31:51,07:34:35,07:35:51,07:36:55,07:38:36,07:40:11,07:33:00,,,07:42:00,,,07:33:34,
113356957237591501,18:12:00,,17:48:00,17:51:25,17:50:11,,18:15:00,,18:16:00,,17:56:48,17:58:41,18:00:15,18:01:21,18:05:57,18:08:56,18:08:00,18:10:04,,,,,,,,,,,18:04:00,17:53:00,,17:54:53,18:03:12,,
113356958237591501,,22:06:00,22:28:00,,,22:24:00,,22:04:00,22:03:00,22:20:01,,,,,,,,,22:07:19,22:08:05,22:09:00,22:10:17,22:13:35,22:14:51,22:15:55,22:17:36,22:19:11,22:12:00,,,22:21:00,,,22:12:34,
113356959237591501,,06:28:00,06:48:00,,,06:44:34,,06:26:00,06:25:00,06:41:01,,,,,,,,,06:29:19,06:30:05,06:31:00,06:31:51,06:34:35,06:35:51,06:36:55,06:38:36,06:40:11,06:33:00,,,06:42:00,,,06:33:34,
113356960237591501,,15:42:00,16:08:00,,,16:03:25,,15:40:00,15:39:00,15:58:48,,,,,,,,,15:43:45,15:44:47,15:46:00,15:47:17,15:50:56,15:52:29,15:53:47,15:55:51,15:57:47,15:49:00,,,16:00:00,,,15:49:42,
113356961237591501,17:12:00,,16:48:00,16:51:25,16:50:11,,17:15:00,,17:16:00,,16:56:48,16:58:41,17:00:15,17:01:21,17:05:57,17:08:56,17:08:00,17:10:04,,,,,,,,,,,17:04:00,16:53:00,,16:54:53,17:03:12,,
113356962237591501,,08:08:00,08:28:00,,,08:24:34,,08:06:00,08:05:00,08:21:01,,,,,,,,,08:09:19,08:10:05,08:11:00,08:11:51,08:14:35,08:15:51,08:16:55,08:18:36,08:20:11,08:13:00,,,08:22:00,,,08:13:34,
113356963237591501,07:15:00,,06:57:00,06:59:44,06:58:44,,07:17:00,,07:18:00,,07:03:46,07:05:08,07:06:16,07:07:05,07:10:28,07:12:42,07:12:00,07:13:33,,,,,,,,,,,07:09:00,07:01:00,,07:02:23,07:08:25,,
113356964237591501,,16:42:00,17:08:00,,,17:03:25,,16:40:00,16:39:00,16:58:48,,,,,,,,,16:43:45,16:44:47,16:46:00,16:47:17,16:50:56,16:52:29,16:53:47,16:55:51,16:57:47,16:49:00,,,17:00:00,,,16:49:42,
113356965237591501,15:12:00,,14:48:00,14:51:25,14:50:11,,15:15:00,,15:16:00,,14:56:48,14:58:41,15:00:15,15:01:21,15:05:57,15:08:56,15:08:00,15:10:04,,,,,,,,,,,15:04:00,14:53:00,,14:54:53,15:03:12,,
113356966237591501,,20:00:00,20:24:00,,,20:20:00,,19:58:00,19:57:00,20:15:48,,,,,,,,,20:01:19,20:02:05,20:03:00,20:04:17,20:07:56,20:09:29,20:10:47,20:12:51,20:14:47,20:06:00,,,20:17:00,,,20:06:42,
113356967237591501,14:12:00,,13:48:00,13:51:25,13:50:11,,14:15:00,,14:16:00,,13:56:48,13:58:41,14:00:15,14:01:21,14:05:57,14:08:56,14:08:00,14:10:04,,,,,,,,,,,14:04:00,13:53:00,,13:54:53,14:03:12,,
113356968237591501,,12:43:00,13:07:00,,,13:03:00,,12:41:00,12:40:00,12:58:48,,,,,,,,,12:44:19,12:45:05,12:46:00,12:47:17,12:50:56,12:52:29,12:53:47,12:55:51,12:57:47,12:49:00,,,13:00:00,,,12:49:42,
113356969237591501,11:56:00,,11:33:00,11:36:25,11:35:11,,11:59:00,,12:00:00,,11:41:27,11:43:10,11:44:36,11:45:36,11:49:57,11:52:56,11:52:00,11:54:04,,,,,,,,,,,11:48:00,11:38:00,,11:39:43,11:47:17,,
113356970237591501,10:55:00,,10:34:00,10:36:44,10:35:44,,10:57:00,,10:58:00,,10:41:27,10:43:10,10:44:36,10:45:36,10:49:28,10:51:56,10:51:00,10:53:04,,,,,,,,,,,10:48:00,10:38:00,,10:39:43,10:47:17,,
113356971237591501,,05:59:00,06:18:00,,,06:14:34,,05:57:00,05:56:00,06:11:08,,,,,,,,,06:00:19,06:01:05,06:02:00,06:02:51,06:05:24,06:06:32,06:07:29,06:08:59,06:10:23,06:04:00,,,06:12:00,,,06:04:31,
113356972237591501,,09:26:00,09:48:00,,,09:44:34,,09:24:00,09:23:00,09:40:55,,,,,,,,,09:27:19,09:28:05,09:29:00,09:30:17,09:33:45,09:35:10,09:36:21,09:38:13,09:39:59,09:32:00,,,09:42:00,,,09:32:38,
113356973237591501,09:22:00,,09:02:00,09:04:44,09:03:44,,09:24:00,,09:25:00,,09:09:07,09:10:39,09:11:56,09:12:50,09:16:28,09:18:56,09:18:00,09:20:04,,,,,,,,,,,09:15:00,09:06:00,,09:07:33,09:14:21,,
113356974237591501,,08:28:00,08:48:00,,,08:44:34,,08:26:00,08:25:00,08:41:01,,,,,,,,,08:29:19,08:30:05,08:31:00,08:31:51,08:34:35,08:35:51,08:36:55,08:38:36,08:40:11,08:33:00,,,08:42:00,,,08:33:34,
113356975237591501,07:45:00,,07:27:00,07:29:44,07:28:44,,07:47:00,,07:48:00,,07:33:46,07:35:08,07:36:16,07:37:05,07:40:28,07:42:42,07:42:00,07:43:33,,,,,,,,,,,07:39:00,07:31:00,,07:32:23,07:38:25,,
113356976237591501,08:41:00,,08:22:00,08:24:44,08:23:44,,08:43:00,,08:44:00,,08:28:46,08:30:08,08:31:16,08:32:05,08:35:28,08:37:56,08:37:00,08:39:04,,,,,,,,,,,08:34:00,08:26:00,,08:27:23,08:33:25,,
113356977237591501,,06:58:00,07:18:00,,,07:14:34,,06:56:00,06:55:00,07:11:01,,,,,,,,,06:59:19,07:00:05,07:01:00,07:01:51,07:04:35,07:05:51,07:06:55,07:08:36,07:10:11,07:03:00,,,07:12:00,,,07:03:34,
113356978237591501,12:57:00,,12:33:00,12:36:25,12:35:11,,13:00:00,,13:01:00,,12:41:48,12:43:41,12:45:15,12:46:21,12:50:57,12:53:56,12:53:00,12:55:04,,,,,,,,,,,12:49:00,12:38:00,,12:39:53,12:48:12,,
