trip_id,1229,1231,1232,1239,1240,1411,1413,1414,1790,2604,2608,2663,2667,2669,2735,2736,5101B,5111B,5121,5721,7360,7903
113713637239004002,16:49:26,16:50:34,,16:52:03,,16:59:00,,,,16:53:04,17:02:39,,,,,,16:47:26,,16:54:14,17:04:00,16:47:00,
113713638239004002,17:19:26,17:20:34,,17:22:03,,17:29:00,,,,17:23:04,17:32:39,,,,,,17:17:26,,17:24:14,17:34:00,17:17:00,
113713639239004002,16:34:26,16:35:34,,16:37:03,,16:44:00,,,,16:38:04,16:47:39,,,,,,16:32:26,,16:39:14,16:49:00,16:32:00,
113713640239004002,17:24:26,17:25:34,,17:27:03,,17:34:00,,,,17:28:04,17:37:39,,,,,,17:22:26,,17:29:14,17:39:00,17:22:00,
113713641239004002,17:50:26,17:51:34,,17:53:03,,18:00:00,,,,17:54:04,18:02:56,,,,,,17:48:26,,17:55:14,18:04:00,17:48:00,
113713642239004002,17:55:26,17:56:34,,17:58:03,,18:05:00,,,,17:59:04,18:07:56,,,,,,17:53:26,,18:00:14,18:09:00,17:53:00,
113713643239004002,18:05:14,18:06:16,,18:07:38,,18:14:00,,,,18:08:33,18:16:56,,,,,,18:03:24,,18:09:38,18:18:00,18:03:00,
113713644239004002,18:10:14,18:11:16,,18:12:38,,18:19:00,,,,18:13:33,18:21:56,,,,,,18:08:24,,18:14:38,18:23:00,18:08:00,
113713645239004002,18:16:14,18:17:16,,18:18:38,,18:25:00,,,,18:19:33,18:27:56,,,,,,18:14:24,,18:20:38,18:29:00,18:14:00,
113713646239004002,18:23:14,18:24:16,,18:25:38,,18:32:00,,,,18:26:33,18:34:56,,,,,,18:21:24,,18:27:38,18:36:00,18:21:00,
113713647239004002,18:28:14,18:29:16,,18:30:38,,18:37:00,,,,18:31:33,18:39:56,,,,,,18:26:24,,18:32:38,18:41:00,18:26:00,
113713648239004002,18:38:14,18:39:16,,18:40:38,,18:47:00,,,,18:41:33,18:49:56,,,,,,18:36:24,,18:42:38,18:51:00,18:36:00,
113713649239004002,18:33:14,18:34:16,,18:35:38,,18:42:00,,,,18:36:33,18:44:56,,,,,,18:31:24,,18:37:38,18:46:00,18:31:00,
113713650239004002,17:44:26,17:45:34,,17:47:03,,17:54:00,,,,17:48:04,17:57:39,,,,,,17:42:26,,17:49:14,17:59:00,17:42:00,
113713651239004002,,,10:56:43,,10:55:21,,10:48:00,10:52:44,10:44:00,,,10:45:00,10:54:11,10:46:03,10:58:15,10:59:30,,11:02:51,,,11:04:00,11:00:54
113713652239004002,,,10:46:43,,10:45:21,,10:38:00,10:42:44,10:34:00,,,10:35:00,10:44:11,10:36:03,10:48:15,10:49:30,,10:52:51,,,10:54:00,10:50:54
113713653239004002,,,10:51:43,,10:50:21,,10:43:00,10:47:44,10:39:00,,,10:40:00,10:49:11,10:41:03,10:53:15,10:54:30,,10:57:51,,,10:59:00,10:55:54
113713654239004002,,,10:41:43,,10:40:21,,10:33:00,10:37:44,10:29:00,,,10:30:00,10:39:11,10:31:03,10:43:15,10:44:30,,10:47:51,,,10:49:00,10:45:54
113713655239004002,,,11:36:43,,11:35:21,,11:28:00,11:32:44,11:24:00,,,11:25:00,11:34:11,11:26:03,11:38:15,11:39:30,,11:42:51,,,11:44:00,11:40:54
113713656239004002,,,11:41:43,,11:40:21,,11:33:00,11:37:44,11:29:00,,,11:30:00,11:39:11,11:31:03,11:43:15,11:44:30,,11:47:51,,,11:49:00,11:45:54
113713657239004002,,,11:46:43,,11:45:21,,11:38:00,11:42:44,11:34:00,,,11:35:00,11:44:11,11:36:03,11:48:15,11:49:30,,11:52:51,,,11:54:00,11:50:54
113713658239004002,,,11:51:43,,11:50:21,,11:43:00,11:47:44,11:39:00,,,11:40:00,11:49:11,11:41:03,11:53:15,11:54:30,,11:57:51,,,11:59:00,11:55:54
113713659239004002,,,12:36:43,,12:35:21,,12:28:00,12:32:44,12:24:00,,,12:25:00,12:34:11,12:26:03,12:38:15,12:39:30,,12:42:51,,,12:44:00,12:40:54
113713660239004002,,,13:26:43,,13:25:21,,13:18:00,13:22:44,13:14:00,,,13:15:00,13:24:11,13:16:03,13:28:15,13:29:30,,13:32:51,,,13:34:00,13:30:54
113713661239004002,,,12:46:43,,12:45:21,,12:38:00,12:42:44,12:34:00,,,12:35:00,12:44:11,12:36:03,12:48:15,12:49:30,,12:52:51,,,12:54:00,12:50:54
113713662239004002,,,12:31:43,,12:30:21,,12:23:00,12:27:44,12:19:00,,,12:20:00,12:29:11,12:21:03,12:33:15,12:34:30,,12:37:51,,,12:39:00,12:35:54
113713663239004002,,,12:41:43,,12:40:21,,12:33:00,12:37:44,12:29:00,,,12:30:00,12:39:11,12:31:03,12:43:15,12:44:30,,12:47:51,,,12:49:00,12:45:54
113713664239004002,,,14:36:43,,14:35:21,,14:28:00,14:32:44,14:24:00,,,14:25:00,14:34:11,14:26:03,14:38:15,14:39:30,,14:42:51,,,14:44:00,14:40:54
113713665239004002,,,13:31:43,,13:30:21,,13:23:00,13:27:44,13:19:00,,,13:20:00,13:29:11,13:21:03,13:33:15,13:34:30,,13:37:51,,,13:39:00,13:35:54
113713666239004002,,,15:18:21,,15:16:44,,15:08:00,15:13:37,15:04:00,,,15:05:00,15:15:20,15:06:03,15:20:11,15:21:40,,15:25:39,,,15:27:00,15:23:20
113713667239004002,,,14:26:43,,14:25:21,,14:18:00,14:22:44,14:14:00,,,14:15:00,14:24:11,14:16:03,14:28:15,14:29:30,,14:32:51,,,14:34:00,14:30:54
113713668239004002,,,14:31:43,,14:30:21,,14:23:00,14:27:44,14:19:00,,,14:20:00,14:29:11,14:21:03,14:33:15,14:34:30,,14:37:51,,,14:39:00,14:35:54
113713669239004002,,,13:36:43,,13:35:21,,13:28:00,13:32:44,13:24:00,,,13:25:00,13:34:11,13:26:03,13:38:15,13:39:30,,13:42:51,,,13:44:00,13:40:54
113713670239004002,,,13:41:43,,13:40:21,,13:33:00,13:37:44,13:29:00,,,13:30:00,13:39:11,13:31:03,13:43:15,13:44:30,,13:47:51,,,13:49:00,13:45:54
113713671239004002,,,14:21:43,,14:20:21,,14:13:00,14:17:44,14:09:00,,,14:10:00,14:19:11,14:11:03,14:23:15,14:24:30,,14:27:51,,,14:29:00,14:25:54
113713672239004002,,,16:08:21,,16:06:44,,15:58:00,16:03:37,15:54:00,,,15:55:00,16:05:20,15:56:03,16:10:11,16:11:40,,16:15:39,,,16:17:00,16:13:20
113713673239004002,,,16:13:21,,16:11:44,,16:03:00,16:08:37,15:59:00,,,16:00:00,16:10:20,16:01:03,16:15:11,16:16:40,,16:20:39,,,16:22:00,16:18:20
113713674239004002,,,15:43:21,,15:41:44,,15:33:00,15:38:37,15:29:00,,,15:30:00,15:40:20,15:31:03,15:45:11,15:46:40,,15:50:39,,,15:52:00,15:48:20
113713675239004002,,,15:27:21,,15:25:44,,15:17:00,15:22:37,15:13:00,,,15:14:00,15:24:20,15:15:03,15:29:11,15:30:40,,15:34:39,,,15:36:00,15:32:20
113713676239004002,,,15:22:21,,15:20:44,,15:12:00,15:17:37,15:08:00,,,15:09:00,15:19:20,15:10:03,15:24:11,15:25:40,,15:29:39,,,15:31:00,15:27:20
113713677239004002,,,15:53:21,,15:51:44,,15:43:00,15:48:37,15:39:00,,,15:40:00,15:50:20,15:41:03,15:55:11,15:56:40,,16:00:39,,,16:02:00,15:58:20
113713678239004002,,,15:33:21,,15:31:44,,15:23:00,15:28:37,15:19:00,,,15:20:00,15:30:20,15:21:03,15:35:11,15:36:40,,15:40:39,,,15:42:00,15:38:20
113713679239004002,,,15:48:21,,15:46:44,,15:38:00,15:43:37,15:34:00,,,15:35:00,15:45:20,15:36:03,15:50:11,15:51:40,,15:55:39,,,15:57:00,15:53:20
113713680239004002,,,15:58:21,,15:56:44,,15:48:00,15:53:37,15:44:00,,,15:45:00,15:55:20,15:46:03,16:00:11,16:01:40,,16:05:39,,,16:07:00,16:03:20
113713681239004002,,,16:03:21,,16:01:44,,15:53:00,15:58:37,15:49:00,,,15:50:00,16:00:20,15:51:03,16:05:11,16:06:40,,16:10:39,,,16:12:00,16:08:20
113713682239004002,,,17:23:21,,17:21:44,,17:13:00,17:18:37,17:09:00,,,17:10:00,17:20:20,17:11:03,17:25:11,17:26:40,,17:30:39,,,17:32:00,17:28:20
113713683239004002,,,17:33:21,,17:31:44,,17:23:00,17:28:37,17:19:00,,,17:20:00,17:30:20,17:21:03,17:35:11,17:36:40,,17:40:39,,,17:42:00,17:38:20
113713684239004002,,,17:13:21,,17:11:44,,17:03:00,17:08:37,16:59:00,,,17:00:00,17:10:20,17:01:03,17:15:11,17:16:40,,17:20:39,,,17:22:00,17:18:20
113713685239004002,,,16:58:21,,16:56:44,,16:48:00,16:53:37,16:44:00,,,16:45:00,16:55:20,16:46:03,17:00:11,17:01:40,,17:05:39,,,17:07:00,17:03:20
113713686239004002,,,16:23:21,,16:21:44,,16:13:00,16:18:37,16:09:00,,,16:10:00,16:20:20,16:11:03,16:25:11,16:26:40,,16:30:39,,,16:32:00,16:28:20
113713687239004002,,,16:28:21,,16:26:44,,16:18:00,16:23:37,16:14:00,,,16:15:00,16:25:20,16:16:03,16:30:11,16:31:40,,16:35:39,,,16:37:00,16:33:20
113713688239004002,,,17:18:21,,17:16:44,,17:08:00,17:13:37,17:04:00,,,17:05:00,17:15:20,17:06:03,17:20:11,17:21:40,,17:25:39,,,17:27:00,17:23:20
113713689239004002,,,16:48:21,,16:46:44,,16:38:00,16:43:37,16:34:00,,,16:35:00,16:45:20,16:36:03,16:50:11,16:51:40,,16:55:39,,,16:57:00,16:53:20
113713690239004002,,,16:33:21,,16:31:44,,16:23:00,16:28:37,16:19:00,,,16:20:00,16:30:20,16:21:03,16:35:11,16:36:40,,16:40:39,,,16:42:00,16:38:20
113713691239004002,,,17:03:21,,17:01:44,,16:53:00,16:58:37,16:49:00,,,16:50:00,17:00:20,16:51:03,17:05:11,17:06:40,,17:10:39,,,17:12:00,17:08:20
113713692239004002,,,16:18:21,,16:16:44,,16:08:00,16:13:37,16:04:00,,,16:05:00,16:15:20,16:06:03,16:20:11,16:21:40,,16:25:39,,,16:27:00,16:23:20
113713693239004002,,,16:53:21,,16:51:44,,16:43:00,16:48:37,16:39:00,,,16:40:00,16:50:20,16:41:03,16:55:11,16:56:40,,17:00:39,,,17:02:00,16:58:20
113713694239004002,,,17:08:21,,17:06:44,,16:58:00,17:03:37,16:54:00,,,16:55:00,17:05:20,16:56:03,17:10:11,17:11:40,,17:15:39,,,17:17:00,17:13:20
113713695239004002,,,16:43:21,,16:41:44,,16:33:00,16:38:37,16:29:00,,,16:30:00,16:40:20,16:31:03,16:45:11,16:46:40,,16:50:39,,,16:52:00,16:48:20
113713696239004002,,,17:28:21,,17:26:44,,17:18:00,17:23:37,17:14:00,,,17:15:00,17:25:20,17:16:03,17:30:11,17:31:40,,17:35:39,,,17:37:00,17:33:20
113713697239004002,,,18:02:21,,18:00:44,,17:52:00,17:57:37,17:48:00,,,17:49:00,17:59:20,17:50:03,18:04:11,18:05:40,,18:09:39,,,18:11:00,18:07:20
113713698239004002,,,17:44:21,,17:42:44,,17:34:00,17:39:37,17:30:00,,,17:31:00,17:41:20,17:32:03,17:46:11,17:47:40,,17:51:39,,,17:53:00,17:49:20
113713699239004002,,,18:23:16,,18:21:49,,18:14:00,18:19:01,18:10:00,,,18:11:00,18:20:34,18:12:03,18:24:54,18:26:13,,18:29:47,,,18:31:00,18:27:43
113713700239004002,,,18:33:16,,18:31:49,,18:24:00,18:29:01,18:20:00,,,18:21:00,18:30:34,18:22:03,18:34:54,18:36:13,,18:39:47,,,18:41:00,18:37:43
113713701239004002,,,18:57:43,,18:56:21,,18:49:00,18:53:44,18:45:00,,,18:46:00,18:55:11,18:47:03,18:59:15,19:00:30,,19:03:51,,,19:05:00,19:01:54
113713702239004002,,,17:49:21,,17:47:44,,17:39:00,17:44:37,17:35:00,,,17:36:00,17:46:20,17:37:03,17:51:11,17:52:40,,17:56:39,,,17:58:00,17:54:20
113713703239004002,,,19:02:43,,19:01:21,,18:54:00,18:58:44,18:50:00,,,18:51:00,19:00:11,18:52:03,19:04:15,19:05:30,,19:08:51,,,19:10:00,19:06:54
113713704239004002,,,18:07:21,,18:05:44,,17:57:00,18:02:37,17:53:00,,,17:54:00,18:04:20,17:55:03,18:09:11,18:10:40,,18:14:39,,,18:16:00,18:12:20
113713705239004002,,,18:52:43,,18:51:21,,18:44:00,18:48:44,18:40:00,,,18:41:00,18:50:11,18:42:03,18:54:15,18:55:30,,18:58:51,,,19:00:00,18:56:54
113713706239004002,,,19:22:43,,19:21:21,,19:14:00,19:18:44,19:10:00,,,19:11:00,19:20:11,19:12:03,19:24:15,19:25:30,,19:28:51,,,19:30:00,19:26:54
113713707239004002,,,19:27:43,,19:26:21,,19:19:00,19:23:44,19:15:00,,,19:16:00,19:25:11,19:17:03,19:29:15,19:30:30,,19:33:51,,,19:35:00,19:31:54
113713708239004002,,,18:47:43,,18:46:21,,18:39:00,18:43:44,18:35:00,,,18:36:00,18:45:11,18:37:03,18:49:15,18:50:30,,18:53:51,,,18:55:00,18:51:54
113713709239004002,,,17:59:21,,17:57:44,,17:49:00,17:54:37,17:45:00,,,17:46:00,17:56:20,17:47:03,18:01:11,18:02:40,,18:06:39,,,18:08:00,18:04:20
113713710239004002,,,17:54:21,,17:52:44,,17:44:00,17:49:37,17:40:00,,,17:41:00,17:51:20,17:42:03,17:56:11,17:57:40,,18:01:39,,,18:03:00,17:59:20
113713711239004002,,,18:13:16,,18:11:49,,18:04:00,18:09:01,18:00:00,,,18:01:00,18:10:34,18:02:03,18:14:54,18:16:13,,18:19:47,,,18:21:00,18:17:43
113713712239004002,,,18:18:16,,18:16:49,,18:09:00,18:14:01,18:05:00,,,18:06:00,18:15:34,18:07:03,18:19:54,18:21:13,,18:24:47,,,18:26:00,18:22:43
113713713239004002,,,18:28:16,,18:26:49,,18:19:00,18:24:01,18:15:00,,,18:16:00,18:25:34,18:17:03,18:29:54,18:31:13,,18:34:47,,,18:36:00,18:32:43
113713714239004002,,,18:42:43,,18:41:21,,18:34:00,18:38:44,18:30:00,,,18:31:00,18:40:11,18:32:03,18:44:15,18:45:30,,18:48:51,,,18:50:00,18:46:54
113713715239004002,,,19:07:43,,19:06:21,,18:59:00,19:03:44,18:55:00,,,18:56:00,19:05:11,18:57:03,19:09:15,19:10:30,,19:13:51,,,19:15:00,19:11:54
113713716239004002,,,19:12:43,,19:11:21,,19:04:00,19:08:44,19:00:00,,,19:01:00,19:10:11,19:02:03,19:14:15,19:15:30,,19:18:51,,,19:20:00,19:16:54
113713717239004002,,,19:17:43,,19:16:21,,19:09:00,19:13:44,19:05:00,,,19:06:00,19:15:11,19:07:03,19:19:15,19:20:30,,19:23:51,,,19:25:00,19:21:54
113713718239004002,10:11:14,10:12:16,,10:13:38,,10:20:00,,,,10:14:33,10:22:56,,,,,,10:09:24,,10:15:38,10:24:00,10:09:00,
113713719239004002,,,19:52:43,,19:51:21,,19:44:00,19:48:44,19:40:00,,,19:41:00,19:50:11,19:42:03,19:54:15,19:55:30,,19:58:51,,,20:00:00,19:56:54
113713720239004002,,,19:37:43,,19:36:21,,19:29:00,19:33:44,19:25:00,,,19:26:00,19:35:11,19:27:03,19:39:15,19:40:30,,19:43:51,,,19:45:00,19:41:54
113713721239004002,,,19:42:43,,19:41:21,,19:34:00,19:38:44,19:30:00,,,19:31:00,19:40:11,19:32:03,19:44:15,19:45:30,,19:48:51,,,19:50:00,19:46:54
113713722239004002,10:16:14,10:17:16,,10:18:38,,10:25:00,,,,10:19:33,10:27:56,,,,,,10:14:24,,10:20:38,10:29:00,10:14:00,
113713723239004002,,,19:47:43,,19:46:21,,19:39:00,19:43:44,19:35:00,,,19:36:00,19:45:11,19:37:03,19:49:15,19:50:30,,19:53:51,,,19:55:00,19:51:54
113713724239004002,10:06:14,10:07:16,,10:08:38,,10:15:00,,,,10:09:33,10:17:56,,,,,,10:04:24,,10:10:38,10:19:00,10:04:00,
113713725239004002,10:21:14,10:22:16,,10:23:38,,10:30:00,,,,10:24:33,10:32:56,,,,,,10:19:24,,10:25:38,10:34:00,10:19:00,
113713726239004002,,,19:57:43,,19:56:21,,19:49:00,19:53:44,19:45:00,,,19:46:00,19:55:11,19:47:03,19:59:15,20:00:30,,20:03:51,,,20:05:00,20:01:54
113713727239004002,11:11:14,11:12:16,,11:13:38,,11:20:00,,,,11:14:33,11:22:56,,,,,,11:09:24,,11:15:38,11:24:00,11:09:00,
113713728239004002,12:01:14,12:02:16,,12:03:38,,12:10:00,,,,12:04:33,12:12:56,,,,,,11:59:24,,12:05:38,12:14:00,11:59:00,
