trip_id,1015,1085,2225,2226,2252,2414,2415,2416,2417,2452,2453,2523,2550,2551,2555,2556,2598,2599,2600,2601,2602,2605,2606,2607,2612,2614,2616B,2617,2618,2619,2620,2621,2622,2623,2624,2625,2631,2632,2732,2939B,2952B,3046,3074,3681,3682,3856,5152,5161,5719,5915
113163868236916001,,10:48:00,,,10:55:47,,,,10:37:00,10:38:15,10:39:38,,10:54:19,10:49:43,,10:50:55,,,,,,,,,,,10:42:00,10:57:00,10:57:42,10:58:21,10:59:03,11:00:08,11:00:44,11:01:48,11:02:30,11:04:00,,10:40:44,,10:43:07,,11:05:36,11:08:00,10:52:00,,,10:44:24,10:44:57,,
113163869236916001,,08:25:00,,,08:34:32,,,,08:13:00,08:14:30,08:16:09,,08:32:47,08:27:09,,08:28:39,,,,,,,,,,,08:19:00,08:36:00,08:36:54,08:37:44,08:38:39,08:40:01,08:40:48,08:42:11,08:43:04,08:45:00,,08:17:28,,08:20:07,,08:46:36,08:49:00,08:30:00,,,08:21:24,08:21:57,,
113163870236916001,,07:04:00,,,07:11:02,,,,06:54:00,06:55:15,06:56:38,,07:09:51,07:05:43,,07:06:55,,,,,,,,,,,06:59:00,07:12:00,07:12:42,07:13:21,07:14:03,07:15:08,07:15:44,07:16:48,07:17:30,07:19:00,,06:57:44,,06:59:56,,07:20:36,07:23:00,07:08:00,,,07:01:00,07:01:28,,
113163871236916001,,06:50:00,,,06:57:02,,,,06:40:00,06:41:15,06:42:38,,06:55:51,06:51:43,,06:52:55,,,,,,,,,,,06:45:00,06:58:00,06:58:42,06:59:21,07:00:03,07:01:08,07:01:44,07:02:48,07:03:30,07:05:00,,06:43:44,,06:45:56,,07:06:12,07:08:00,06:54:00,,,06:47:00,06:47:28,,
113163872236916001,,06:35:00,,,06:42:02,,,,06:26:00,06:27:00,06:28:06,,06:40:51,06:36:43,,06:37:55,,,,,,,,,,,06:30:00,06:43:00,06:43:42,06:44:21,06:45:03,06:46:08,06:46:44,06:47:48,06:48:30,06:50:00,,06:28:59,,06:30:56,,06:51:12,06:53:00,06:39:00,,,06:32:00,06:32:28,,
113163873236916001,19:57:00,,19:48:14,19:49:39,,20:03:44,20:04:35,20:05:51,20:07:00,,,19:53:28,,,19:55:01,,19:38:00,19:40:44,19:41:59,19:42:47,19:44:24,19:44:48,19:46:09,19:47:00,20:02:00,19:39:24,,,,,,,,,,,20:02:43,,,,20:00:43,,19:36:00,,19:52:00,,,,19:59:49,19:58:53
113163874236916001,19:42:00,,19:33:14,19:34:39,,19:48:44,19:49:35,19:50:51,19:52:00,,,19:38:28,,,19:40:01,,19:23:00,19:25:44,19:26:59,19:27:47,19:29:24,19:29:48,19:31:09,19:32:00,19:47:00,19:24:24,,,,,,,,,,,19:47:43,,,,19:45:43,,19:21:00,,19:37:00,,,,19:44:49,19:43:53
113163875236916001,19:00:00,,18:50:28,18:52:11,,19:06:44,19:07:35,19:08:51,19:10:00,,,18:56:28,,,18:58:01,,18:40:00,18:42:44,18:43:59,18:44:47,18:46:24,18:46:48,18:48:09,18:49:00,19:05:00,18:41:24,,,,,,,,,,,19:05:43,,,,19:03:43,,18:38:00,,18:55:00,,,,19:02:49,19:01:53
113163876236916001,18:35:00,,18:25:28,18:27:11,,18:42:04,18:43:06,18:44:37,18:46:00,,,18:31:28,,,18:33:01,,18:15:00,18:17:44,18:18:59,18:19:47,18:21:24,18:21:48,18:23:09,18:24:00,18:40:00,18:16:24,,,,,,,,,,,18:40:52,,,,18:38:43,,18:13:00,,18:30:00,,,,18:37:49,18:36:53
113163877236916001,21:09:00,,21:01:59,21:03:07,,21:15:44,21:16:35,21:17:51,21:19:00,,,21:06:10,,,21:07:25,,20:53:00,20:55:26,20:56:33,20:57:15,20:58:41,20:59:02,21:00:15,21:01:00,21:14:00,20:54:15,,,,,,,,,,,21:14:43,,,,21:12:43,,20:51:00,,21:05:00,,,,21:11:49,21:10:53
113163878236916001,19:27:00,,19:18:14,19:19:39,,19:33:44,19:34:35,19:35:51,19:37:00,,,19:23:28,,,19:25:01,,19:08:00,19:10:44,19:11:59,19:12:47,19:14:24,19:14:48,19:16:09,19:17:00,19:32:00,19:09:24,,,,,,,,,,,19:32:43,,,,19:30:43,,19:06:00,,19:22:00,,,,19:29:49,19:28:53
113163879236916001,19:12:00,,19:03:14,19:04:39,,19:18:44,19:19:35,19:20:51,19:22:00,,,19:08:28,,,19:10:01,,18:53:00,18:55:44,18:56:59,18:57:47,18:59:24,18:59:48,19:01:09,19:02:00,19:17:00,18:54:24,,,,,,,,,,,19:17:43,,,,19:15:43,,18:51:00,,19:07:00,,,,19:14:49,19:13:53
113163880236916001,17:46:00,,17:35:28,17:37:11,,17:54:04,17:55:06,17:56:37,17:58:00,,,17:41:45,,,17:43:37,,17:24:00,17:27:03,17:28:26,17:29:19,17:31:06,17:31:33,17:33:04,17:34:00,17:52:00,17:25:34,,,,,,,,,,,17:52:52,,,,17:50:28,,17:21:00,,17:40:00,,,,17:49:23,17:48:16
113163881236916001,18:23:00,,18:12:28,18:14:11,,18:30:04,18:31:06,18:32:37,18:34:00,,,18:18:45,,,18:20:37,,18:02:00,18:04:44,18:05:59,18:06:47,18:08:24,18:08:48,18:10:09,18:11:00,18:28:00,18:03:24,,,,,,,,,,,18:28:52,,,,18:26:43,,18:00:00,,18:17:00,,,,18:25:49,18:24:53
113163882236916001,20:31:00,,20:22:59,20:24:07,,20:37:44,20:38:35,20:39:51,20:41:00,,,20:27:28,,,20:29:01,,20:14:00,20:16:26,20:17:33,20:18:15,20:19:41,20:20:02,20:21:15,20:22:00,20:36:00,20:15:15,,,,,,,,,,,20:36:43,,,,20:34:43,,20:12:00,,20:26:00,,,,20:33:49,20:32:53
113163883236916001,18:47:00,,18:37:28,18:39:11,,18:54:04,18:55:06,18:56:37,18:58:00,,,18:43:28,,,18:45:01,,18:27:00,18:29:44,18:30:59,18:31:47,18:33:24,18:33:48,18:35:09,18:36:00,18:52:00,18:28:24,,,,,,,,,,,18:52:52,,,,18:50:43,,18:25:00,,18:42:00,,,,18:49:49,18:48:53
113163884236916001,18:11:00,,18:00:28,18:02:11,,18:18:04,18:19:06,18:20:37,18:22:00,,,18:06:45,,,18:08:37,,17:49:00,17:52:03,17:53:26,17:54:19,17:56:06,17:56:33,17:58:04,17:59:00,18:16:00,17:50:34,,,,,,,,,,,18:16:52,,,,18:14:43,,17:46:00,,18:05:00,,,,18:13:49,18:12:53
113163885236916001,,07:18:00,,,07:25:02,,,,07:08:00,07:09:15,07:10:38,,07:23:51,07:19:43,,07:20:55,,,,,,,,,,,07:13:00,07:26:00,07:26:42,07:27:21,07:28:03,07:29:08,07:29:44,07:30:48,07:31:30,07:33:00,,07:11:44,,07:13:56,,07:34:36,07:37:00,07:22:00,,,07:15:00,07:15:28,,
113163886236916001,20:12:00,,20:03:59,20:05:07,,20:18:44,20:19:35,20:20:51,20:22:00,,,20:08:28,,,20:10:01,,19:54:00,19:56:44,19:57:59,19:58:47,20:00:24,20:00:48,20:02:09,20:03:00,20:17:00,19:55:24,,,,,,,,,,,20:17:43,,,,20:15:43,,19:52:00,,20:07:00,,,,20:14:49,20:13:53
113163887236916001,17:58:00,,17:47:28,17:49:11,,18:06:04,18:07:06,18:08:37,18:10:00,,,17:53:45,,,17:55:37,,17:36:00,17:39:03,17:40:26,17:41:19,17:43:06,17:43:33,17:45:04,17:46:00,18:04:00,17:37:34,,,,,,,,,,,18:04:52,,,,18:02:28,,17:33:00,,17:52:00,,,,18:01:23,18:00:16
113163888236916001,20:51:00,,20:42:59,20:44:07,,20:57:44,20:58:35,20:59:51,21:01:00,,,20:47:28,,,20:49:01,,20:34:00,20:36:26,20:37:33,20:38:15,20:39:41,20:40:02,20:41:15,20:42:00,20:56:00,20:35:15,,,,,,,,,,,20:56:43,,,,20:54:43,,20:32:00,,20:46:00,,,,20:53:49,20:52:53
113163889236916001,17:22:00,,17:11:28,17:13:11,,17:30:04,17:31:06,17:32:37,17:34:00,,,17:17:45,,,17:19:37,,17:00:00,17:03:03,17:04:26,17:05:19,17:07:06,17:07:33,17:09:04,17:10:00,17:28:00,17:01:34,,,,,,,,,,,17:28:52,,,,17:26:28,,16:57:00,,17:16:00,,,,17:25:23,17:24:16
113163890236916001,17:10:00,,16:59:28,17:01:11,,17:18:04,17:19:06,17:20:37,17:22:00,,,17:05:45,,,17:07:37,,16:48:00,16:51:03,16:52:26,16:53:19,16:55:06,16:55:33,16:57:04,16:58:00,17:16:00,16:49:34,,,,,,,,,,,17:16:52,,,,17:14:28,,16:45:00,,17:04:00,,,,17:13:23,17:12:16
113163891236916001,16:22:00,,16:11:28,16:13:11,,16:30:04,16:31:06,16:32:37,16:34:00,,,16:17:45,,,16:19:37,,16:00:00,16:03:03,16:04:26,16:05:19,16:07:06,16:07:33,16:09:04,16:10:00,16:28:00,16:01:34,,,,,,,,,,,16:28:52,,,,16:26:28,,15:57:00,,16:16:00,,,,16:25:23,16:24:16
113163892236916001,15:54:00,,15:44:28,15:46:11,,16:02:04,16:03:06,16:04:37,16:06:00,,,15:50:28,,,15:52:01,,15:33:00,15:36:03,15:37:26,15:38:19,15:40:06,15:40:33,15:42:04,15:43:00,16:00:00,15:34:34,,,,,,,,,,,16:00:52,,,,15:58:28,,15:30:00,,15:49:00,,,,15:57:23,15:56:16
113163893236916001,16:08:00,,15:57:28,15:59:11,,16:16:04,16:17:06,16:18:37,16:20:00,,,16:03:45,,,16:05:37,,15:46:00,15:49:03,15:50:26,15:51:19,15:53:06,15:53:33,15:55:04,15:56:00,16:14:00,15:47:34,,,,,,,,,,,16:14:52,,,,16:12:28,,15:43:00,,16:02:00,,,,16:11:23,16:10:16
113163894236916001,14:54:00,,14:45:14,14:46:39,,15:02:04,15:03:06,15:04:37,15:06:00,,,14:50:28,,,14:52:01,,14:35:00,14:37:44,14:38:59,14:39:47,14:41:24,14:41:48,14:43:09,14:44:00,15:00:00,14:36:24,,,,,,,,,,,15:00:52,,,,14:58:28,,14:33:00,,14:49:00,,,,14:57:23,14:56:16
113163895236916001,16:58:00,,16:47:28,16:49:11,,17:06:04,17:07:06,17:08:37,17:10:00,,,16:53:45,,,16:55:37,,16:36:00,16:39:03,16:40:26,16:41:19,16:43:06,16:43:33,16:45:04,16:46:00,17:04:00,16:37:34,,,,,,,,,,,17:04:52,,,,17:02:28,,16:33:00,,16:52:00,,,,17:01:23,17:00:16
113163896236916001,14:24:00,,14:15:14,14:16:39,,14:32:04,14:33:06,14:34:37,14:36:00,,,14:20:28,,,14:22:01,,14:05:00,14:07:44,14:08:59,14:09:47,14:11:24,14:11:48,14:13:09,14:14:00,14:30:00,14:06:24,,,,,,,,,,,14:30:52,,,,14:28:28,,14:03:00,,14:19:00,,,,14:27:23,14:26:16
113163897236916001,15:40:00,,15:30:28,15:32:11,,15:48:04,15:49:06,15:50:37,15:52:00,,,15:36:28,,,15:38:01,,15:20:00,15:22:44,15:23:59,15:24:47,15:26:24,15:26:48,15:28:09,15:29:00,15:46:00,15:21:24,,,,,,,,,,,15:46:52,,,,15:44:28,,15:18:00,,15:35:00,,,,15:43:23,15:42:16
113163898236916001,14:09:00,,14:00:14,14:01:39,,14:17:04,14:18:06,14:19:37,14:21:00,,,14:05:28,,,14:07:01,,13:50:00,13:52:44,13:53:59,13:54:47,13:56:24,13:56:48,13:58:09,13:59:00,14:15:00,13:51:24,,,,,,,,,,,14:15:52,,,,14:13:28,,13:48:00,,14:04:00,,,,14:12:23,14:11:16
113163899236916001,17:34:00,,17:23:28,17:25:11,,17:42:04,17:43:06,17:44:37,17:46:00,,,17:29:45,,,17:31:37,,17:12:00,17:15:03,17:16:26,17:17:19,17:19:06,17:19:33,17:21:04,17:22:00,17:40:00,17:13:34,,,,,,,,,,,17:40:52,,,,17:38:28,,17:09:00,,17:28:00,,,,17:37:23,17:36:16
113163900236916001,15:25:00,,15:15:28,15:17:11,,15:33:04,15:34:06,15:35:37,15:37:00,,,15:21:28,,,15:23:01,,15:05:00,15:07:44,15:08:59,15:09:47,15:11:24,15:11:48,15:13:09,15:14:00,15:31:00,15:06:24,,,,,,,,,,,15:31:52,,,,15:29:28,,15:03:00,,15:20:00,,,,15:28:23,15:27:16
113163901236916001,15:09:00,,15:00:14,15:01:39,,15:17:04,15:18:06,15:19:37,15:21:00,,,15:05:28,,,15:07:01,,14:50:00,14:52:44,14:53:59,14:54:47,14:56:24,14:56:48,14:58:09,14:59:00,15:15:00,14:51:24,,,,,,,,,,,15:15:52,,,,15:13:28,,14:48:00,,15:04:00,,,,15:12:23,15:11:16
113163902236916001,14:39:00,,14:30:14,14:31:39,,14:47:04,14:48:06,14:49:37,14:51:00,,,14:35:28,,,14:37:01,,14:20:00,14:22:44,14:23:59,14:24:47,14:26:24,14:26:48,14:28:09,14:29:00,14:45:00,14:21:24,,,,,,,,,,,14:45:52,,,,14:43:28,,14:18:00,,14:34:00,,,,14:42:23,14:41:16
113163903236916001,16:34:00,,16:23:28,16:25:11,,16:42:04,16:43:06,16:44:37,16:46:00,,,16:29:45,,,16:31:37,,16:12:00,16:15:03,16:16:26,16:17:19,16:19:06,16:19:33,16:21:04,16:22:00,16:40:00,16:13:34,,,,,,,,,,,16:40:52,,,,16:38:28,,16:09:00,,16:28:00,,,,16:37:23,16:36:16
113163904236916001,16:46:00,,16:35:28,16:37:11,,16:54:04,16:55:06,16:56:37,16:58:00,,,16:41:45,,,16:43:37,,16:24:00,16:27:03,16:28:26,16:29:19,16:31:06,16:31:33,16:33:04,16:34:00,16:52:00,16:25:34,,,,,,,,,,,16:52:52,,,,16:50:28,,16:21:00,,16:40:00,,,,16:49:23,16:48:16
113163905236916001,13:39:00,,13:30:14,13:31:39,,13:46:04,13:47:06,13:48:37,13:50:00,,,13:35:28,,,13:37:01,,13:20:00,13:22:44,13:23:59,13:24:47,13:26:24,13:26:48,13:28:09,13:29:00,13:44:00,13:21:24,,,,,,,,,,,13:44:52,,,,13:42:43,,13:18:00,,13:34:00,,,,13:41:49,13:40:53
113163906236916001,13:24:00,,13:15:14,13:16:39,,13:31:04,13:32:06,13:33:37,13:35:00,,,13:20:28,,,13:22:01,,13:05:00,13:07:44,13:08:59,13:09:47,13:11:24,13:11:48,13:13:09,13:14:00,13:29:00,13:06:24,,,,,,,,,,,13:29:52,,,,13:27:43,,13:03:00,,13:19:00,,,,13:26:49,13:25:53
113163907236916001,13:09:00,,13:00:14,13:01:39,,13:16:04,13:17:06,13:18:37,13:20:00,,,13:05:28,,,13:07:01,,12:50:00,12:52:44,12:53:59,12:54:47,12:56:24,12:56:48,12:58:09,12:59:00,13:14:00,12:51:24,,,,,,,,,,,13:14:52,,,,13:12:43,,12:48:00,,13:04:00,,,,13:11:49,13:10:53
113163908236916001,12:22:00,,12:13:14,12:14:39,,12:29:04,12:30:06,12:31:37,12:33:00,,,12:18:28,,,12:20:01,,12:03:00,12:05:44,12:06:59,12:07:47,12:09:24,12:09:48,12:11:09,12:12:00,12:27:00,12:04:24,,,,,,,,,,,12:27:52,,,,12:25:43,,12:01:00,,12:17:00,,,,12:24:49,12:23:53
113163909236916001,12:07:00,,11:58:14,11:59:39,,12:14:04,12:15:06,12:16:37,12:18:00,,,12:03:28,,,12:05:01,,11:48:00,11:50:44,11:51:59,11:52:47,11:54:24,11:54:48,11:56:09,11:57:00,12:12:00,11:49:24,,,,,,,,,,,12:12:52,,,,12:10:43,,11:46:00,,12:02:00,,,,12:09:49,12:08:53
113163910236916001,11:52:00,,11:43:14,11:44:39,,11:59:04,12:00:06,12:01:37,12:03:00,,,11:48:28,,,11:50:01,,11:33:00,11:35:44,11:36:59,11:37:47,11:39:24,11:39:48,11:41:09,11:42:00,11:57:00,11:34:24,,,,,,,,,,,11:57:52,,,,11:55:43,,11:31:00,,11:47:00,,,,11:54:49,11:53:53
113163911236916001,11:37:00,,11:28:14,11:29:39,,11:44:04,11:45:06,11:46:37,11:48:00,,,11:33:28,,,11:35:01,,11:18:00,11:20:44,11:21:59,11:22:47,11:24:24,11:24:48,11:26:09,11:27:00,11:42:00,11:19:24,,,,,,,,,,,11:42:52,,,,11:40:43,,11:16:00,,11:32:00,,,,11:39:49,11:38:53
113163912236916001,09:37:00,,09:28:14,09:29:39,,09:44:04,09:45:06,09:46:37,09:48:00,,,09:33:28,,,09:35:01,,09:18:00,09:20:44,09:21:59,09:22:47,09:24:24,09:24:48,09:26:09,09:27:00,09:42:00,09:19:24,,,,,,,,,,,09:42:52,,,,09:40:43,,09:16:00,,09:32:00,,,,09:39:49,09:38:53
113163913236916001,10:37:00,,10:28:14,10:29:39,,10:44:04,10:45:06,10:46:37,10:48:00,,,10:33:28,,,10:35:01,,10:18:00,10:20:44,10:21:59,10:22:47,10:24:24,10:24:48,10:26:09,10:27:00,10:42:00,10:19:24,,,,,,,,,,,10:42:52,,,,10:40:43,,10:16:00,,10:32:00,,,,10:39:49,10:38:53
113163914236916001,10:07:00,,09:58:14,09:59:39,,10:14:04,10:15:06,10:16:37,10:18:00,,,10:03:28,,,10:05:01,,09:48:00,09:50:44,09:51:59,09:52:47,09:54:24,09:54:48,09:56:09,09:57:00,10:12:00,09:49:24,,,,,,,,,,,10:12:52,,,,10:10:43,,09:46:00,,10:02:00,,,,10:09:49,10:08:53
113163915236916001,09:24:00,,09:15:14,09:16:39,,09:31:04,09:32:06,09:33:37,09:35:00,,,09:20:28,,,09:22:01,,09:05:00,09:07:44,09:08:59,09:09:47,09:11:24,09:11:48,09:13:09,09:14:00,09:29:00,09:06:24,,,,,,,,,,,09:29:52,,,,09:27:43,,09:03:00,,09:19:00,,,,09:26:49,09:25:53
113163916236916001,09:12:00,,09:03:14,09:04:39,,09:20:04,09:21:06,09:22:37,09:24:00,,,09:08:28,,,09:10:01,,08:52:00,08:55:03,08:56:26,08:57:19,08:59:06,08:59:33,09:01:04,09:02:00,09:18:00,08:53:34,,,,,,,,,,,09:18:52,,,,09:16:28,,08:50:00,,09:07:00,,,,09:15:23,09:14:16
113163917236916001,09:00:00,,08:49:28,08:51:11,,09:08:04,09:09:06,09:10:37,09:12:00,,,08:55:45,,,08:57:37,,08:38:00,08:41:03,08:42:26,08:43:19,08:45:06,08:45:33,08:47:04,08:48:00,09:06:00,08:39:34,,,,,,,,,,,09:06:52,,,,09:04:28,,08:35:00,,08:54:00,,,,09:03:23,09:02:16
113163918236916001,13:54:00,,13:45:14,13:46:39,,14:01:04,14:02:06,14:03:37,14:05:00,,,13:50:28,,,13:52:01,,13:35:00,13:37:44,13:38:59,13:39:47,13:41:24,13:41:48,13:43:09,13:44:00,13:59:00,13:36:24,,,,,,,,,,,13:59:52,,,,13:57:43,,13:33:00,,13:49:00,,,,13:56:49,13:55:53
113163919236916001,10:22:00,,10:13:14,10:14:39,,10:29:04,10:30:06,10:31:37,10:33:00,,,10:18:28,,,10:20:01,,10:03:00,10:05:44,10:06:59,10:07:47,10:09:24,10:09:48,10:11:09,10:12:00,10:27:00,10:04:24,,,,,,,,,,,10:27:52,,,,10:25:43,,10:01:00,,10:17:00,,,,10:24:49,10:23:53
113163920236916001,08:48:00,,08:37:28,08:39:11,,08:56:04,08:57:06,08:58:37,09:00:00,,,08:43:45,,,08:45:37,,08:27:00,08:29:44,08:30:59,08:31:47,08:33:24,08:33:48,08:35:09,08:36:00,08:54:00,08:28:24,,,,,,,,,,,08:54:52,,,,08:52:28,,08:24:00,,08:42:00,,,,08:51:23,08:50:16
113163921236916001,08:36:00,,08:25:28,08:27:11,,08:44:04,08:45:06,08:46:37,08:48:00,,,08:31:45,,,08:33:37,,08:15:00,08:17:44,08:18:59,08:19:47,08:21:24,08:21:48,08:23:09,08:24:00,08:42:00,08:16:24,,,,,,,,,,,08:42:52,,,,08:40:28,,08:12:00,,08:30:00,,,,08:39:23,08:38:16
113163922236916001,12:54:00,,12:45:14,12:46:39,,13:01:04,13:02:06,13:03:37,13:05:00,,,12:50:28,,,12:52:01,,12:35:00,12:37:44,12:38:59,12:39:47,12:41:24,12:41:48,12:43:09,12:44:00,12:59:00,12:36:24,,,,,,,,,,,12:59:52,,,,12:57:43,,12:33:00,,12:49:00,,,,12:56:49,12:55:53
113163923236916001,12:38:00,,12:29:14,12:30:39,,12:45:04,12:46:06,12:47:37,12:49:00,,,12:34:28,,,12:36:01,,12:19:00,12:21:44,12:22:59,12:23:47,12:25:24,12:25:48,12:27:09,12:28:00,12:43:00,12:20:24,,,,,,,,,,,12:43:52,,,,12:41:43,,12:17:00,,12:33:00,,,,12:40:49,12:39:53
113163924236916001,11:07:00,,10:58:14,10:59:39,,11:14:04,11:15:06,11:16:37,11:18:00,,,11:03:28,,,11:05:01,,10:48:00,10:50:44,10:51:59,10:52:47,10:54:24,10:54:48,10:56:09,10:57:00,11:12:00,10:49:24,,,,,,,,,,,11:12:52,,,,11:10:43,,10:46:00,,11:02:00,,,,11:09:49,11:08:53
113163925236916001,09:52:00,,09:43:14,09:44:39,,09:59:04,10:00:06,10:01:37,10:03:00,,,09:48:28,,,09:50:01,,09:33:00,09:35:44,09:36:59,09:37:47,09:39:24,09:39:48,09:41:09,09:42:00,09:57:00,09:34:24,,,,,,,,,,,09:57:52,,,,09:55:43,,09:31:00,,09:47:00,,,,09:54:49,09:53:53
113163926236916001,10:52:00,,10:43:14,10:44:39,,10:59:04,11:00:06,11:01:37,11:03:00,,,10:48:28,,,10:50:01,,10:33:00,10:35:44,10:36:59,10:37:47,10:39:24,10:39:48,10:41:09,10:42:00,10:57:00,10:34:24,,,,,,,,,,,10:57:52,,,,10:55:43,,10:31:00,,10:47:00,,,,10:54:49,10:53:53
113163927236916001,11:22:00,,11:13:14,11:14:39,,11:29:04,11:30:06,11:31:37,11:33:00,,,11:18:28,,,11:20:01,,11:03:00,11:05:44,11:06:59,11:07:47,11:09:24,11:09:48,11:11:09,11:12:00,11:27:00,11:04:24,,,,,,,,,,,11:27:52,,,,11:25:43,,11:01:00,,11:17:00,,,,11:24:49,11:23:53
113163928236916001,08:00:00,,07:50:14,07:51:39,,08:08:04,08:09:06,08:10:37,08:12:00,,,07:55:45,,,07:57:37,,07:41:00,07:43:26,07:44:33,07:45:15,07:46:41,07:47:02,07:48:15,07:49:00,08:06:00,07:42:15,,,,,,,,,,,08:06:52,,,,08:04:28,,07:38:00,,07:54:00,,,,08:03:23,08:02:16
113163929236916001,07:48:00,,07:38:14,07:39:39,,07:56:04,07:57:06,07:58:37,08:00:00,,,07:43:45,,,07:45:37,,07:29:00,07:31:26,07:32:33,07:33:15,07:34:41,07:35:02,07:36:15,07:37:00,07:54:00,07:30:15,,,,,,,,,,,07:54:52,,,,07:52:28,,07:27:00,,07:42:00,,,,07:51:23,07:50:16
113163930236916001,07:06:00,,06:56:59,06:58:07,,07:12:44,07:13:35,07:14:51,07:16:00,,,07:01:45,,,07:03:37,,06:49:00,06:51:08,06:52:06,06:52:43,06:53:58,06:54:17,06:55:21,06:56:00,07:11:00,06:50:06,,,,,,,,,,,07:11:43,,,,07:09:43,,06:47:00,,07:00:00,,,,07:08:49,07:07:53
113163931236916001,,06:19:00,,,06:26:02,,,,06:11:00,06:12:00,06:13:06,,06:24:51,06:20:43,,06:21:55,,,,,,,,,,,06:15:00,06:27:00,06:27:36,06:28:09,06:28:46,06:29:41,06:30:12,06:31:07,06:31:43,06:33:00,,06:13:59,,06:15:45,,06:34:12,06:36:00,06:23:00,,,06:16:36,06:16:58,,
113163932236916001,07:36:00,,07:26:14,07:27:39,,07:44:04,07:45:06,07:46:37,07:48:00,,,07:31:45,,,07:33:37,,07:17:00,07:19:26,07:20:33,07:21:15,07:22:41,07:23:02,07:24:15,07:25:00,07:42:00,07:18:15,,,,,,,,,,,07:42:52,,,,07:40:28,,07:15:00,,07:30:00,,,,07:39:23,07:38:16
113163933236916001,06:46:00,,06:37:59,06:39:07,,06:52:44,06:53:35,06:54:51,06:56:00,,,06:42:28,,,06:44:01,,06:30:00,06:32:08,06:33:06,06:33:43,06:34:58,06:35:17,06:36:21,06:37:00,06:51:00,06:31:06,,,,,,,,,,,06:51:43,,,,06:49:43,,06:28:00,,06:41:00,,,,06:48:49,06:47:53
113163934236916001,,,,,05:49:06,,,,,,,,05:48:00,,,,,,,,,,,,,,,05:50:00,05:50:36,05:51:09,05:51:46,05:52:41,05:53:12,05:54:07,05:54:43,05:56:00,,,,,,05:57:12,05:59:00,,,,,,,
113163935236916001,22:28:00,,22:20:59,22:22:07,,22:34:44,22:35:35,22:36:51,22:38:00,,,22:25:10,,,22:26:25,,22:13:00,22:15:08,22:16:06,22:16:43,22:17:58,22:18:17,22:19:21,22:20:00,22:33:00,22:14:06,,,,,,,,,,,22:33:43,,,,22:31:43,,22:11:00,,22:24:00,,,,22:30:49,22:29:53
113163936236916001,07:24:00,,07:14:14,07:15:39,,07:32:04,07:33:06,07:34:37,07:36:00,,,07:19:45,,,07:21:37,,07:05:00,07:07:26,07:08:33,07:09:15,07:10:41,07:11:02,07:12:15,07:13:00,07:30:00,07:06:15,,,,,,,,,,,07:30:52,,,,07:28:28,,07:03:00,,07:18:00,,,,07:27:23,07:26:16
113163937236916001,,05:58:00,,,06:05:02,,,,05:50:00,05:51:00,05:52:06,,06:03:51,05:59:43,,06:00:55,,,,,,,,,,,05:54:00,06:06:00,06:06:36,06:07:09,06:07:46,06:08:41,06:09:12,06:10:07,06:10:43,06:12:00,,05:52:59,,05:54:45,,06:13:12,06:15:00,06:02:00,,,05:55:36,05:55:58,,
113163938236916001,08:12:00,,08:01:28,08:03:11,,08:20:04,08:21:06,08:22:37,08:24:00,,,08:07:45,,,08:09:37,,07:51:00,07:53:44,07:54:59,07:55:47,07:57:24,07:57:48,07:59:09,08:00:00,08:18:00,07:52:24,,,,,,,,,,,08:18:52,,,,08:16:28,,07:48:00,,08:06:00,,,,08:15:23,08:14:16
113163939236916001,21:28:00,,21:20:59,21:22:07,,21:34:44,21:35:35,21:36:51,21:38:00,,,21:25:10,,,21:26:25,,21:13:00,21:15:08,21:16:06,21:16:43,21:17:58,21:18:17,21:19:21,21:20:00,21:33:00,21:14:06,,,,,,,,,,,21:33:43,,,,21:31:43,,21:11:00,,21:24:00,,,,21:30:49,21:29:53
113163940236916001,06:11:00,,,,,06:16:44,06:17:35,06:18:51,06:20:00,,,06:08:10,,,06:09:25,,,,,,,,,,06:15:00,,,,,,,,,,,,06:15:43,,,,06:13:59,,,,06:07:00,,,,06:13:15,06:12:30
113163941236916001,22:48:00,,22:40:59,22:42:07,,22:54:44,22:55:35,22:56:51,22:58:00,,,22:45:10,,,22:46:25,,22:33:00,22:35:08,22:36:06,22:36:43,22:37:58,22:38:17,22:39:21,22:40:00,22:53:00,22:34:06,,,,,,,,,,,22:53:43,,,,22:51:43,,22:31:00,,22:44:00,,,,22:50:49,22:49:53
113163942236916001,05:35:00,,,,,05:40:44,05:41:35,05:42:51,05:44:00,,,05:32:10,,,05:33:25,,,,,,,,,,05:39:00,,,,,,,,,,,,05:39:43,,,,05:37:59,,,,05:31:00,,,,05:37:15,05:36:30
113163943236916001,08:24:00,,08:13:28,08:15:11,,08:32:04,08:33:06,08:34:37,08:36:00,,,08:19:45,,,08:21:37,,08:03:00,08:05:44,08:06:59,08:07:47,08:09:24,08:09:48,08:11:09,08:12:00,08:30:00,08:04:24,,,,,,,,,,,08:30:52,,,,08:28:28,,08:00:00,,08:18:00,,,,08:27:23,08:26:16
113163944236916001,23:08:00,,23:00:59,23:02:07,,23:13:44,23:14:35,23:15:51,23:17:00,,,23:05:10,,,23:06:25,,22:53:00,22:55:08,22:56:06,22:56:43,22:57:58,22:58:17,22:59:21,23:00:00,23:12:00,22:54:06,,,,,,,,,,,23:12:43,,,,23:10:59,,22:51:00,,23:04:00,,,,23:10:15,23:09:30
