trip_id,0089,1042,5272F,5273F,5281G,5501,5502,5503,5504,5507,5508,5531,5555,5556,5559,5560,5561F,5562,5601,5602,5603,5604,5605,5655,5656,5657,5658,5659,9551,9552,9553,9556,9557,9575,9577,9578
112961723236300500,15:17:00,,,15:09:00,,,,,,,,,15:06:00,15:07:08,15:10:43,15:12:37,15:14:00,15:15:44,,,,,,15:00:00,15:01:21,15:02:49,15:03:50,15:04:45,,,,,14:54:00,14:55:23,14:56:36,14:58:59
112961724236300500,15:32:00,,,15:24:00,,,,,,,,,15:21:00,15:22:08,15:25:43,15:27:37,15:29:00,15:30:44,,,,,,15:15:00,15:16:21,15:17:49,15:18:50,15:19:45,,,,,15:09:00,15:10:23,15:11:36,15:13:59
112961725236300500,15:47:00,,,15:39:00,,,,,,,,,15:36:00,15:37:08,15:40:43,15:42:37,15:44:00,15:45:44,,,,,,15:30:00,15:31:21,15:32:49,15:33:50,15:34:45,,,,,15:24:00,15:25:23,15:26:36,15:28:59
112961726236300500,16:02:00,,,15:54:00,,,,,,,,,15:51:00,15:52:08,15:55:43,15:57:37,15:59:00,16:00:44,,,,,,15:45:00,15:46:21,15:47:49,15:48:50,15:49:45,,,,,15:39:00,15:40:23,15:41:36,15:43:59
112961727236300500,16:17:00,,,16:09:00,,,,,,,,,16:06:00,16:07:08,16:10:43,16:12:37,16:14:00,16:15:44,,,,,,16:00:00,16:01:21,16:02:49,16:03:50,16:04:45,,,,,15:54:00,15:55:23,15:56:36,15:58:59
112961728236300500,16:32:00,,,16:24:00,,,,,,,,,16:21:00,16:22:08,16:25:43,16:27:37,16:29:00,16:30:44,,,,,,16:15:00,16:16:21,16:17:49,16:18:50,16:19:45,,,,,16:09:00,16:10:23,16:11:36,16:13:59
112961729236300500,16:47:00,,,16:39:00,,,,,,,,,16:36:00,16:37:08,16:40:43,16:42:37,16:44:00,16:45:44,,,,,,16:30:00,16:31:21,16:32:49,16:33:50,16:34:45,,,,,16:24:00,16:25:23,16:26:36,16:28:59
112961730236300500,17:02:00,,,16:54:00,,,,,,,,,16:51:00,16:52:08,16:55:43,16:57:37,16:59:00,17:00:44,,,,,,16:45:00,16:46:21,16:47:49,16:48:50,16:49:45,,,,,16:39:00,16:40:23,16:41:36,16:43:59
112961731236300500,17:17:00,,,17:09:00,,,,,,,,,17:06:00,17:07:08,17:10:43,17:12:37,17:14:00,17:15:44,,,,,,17:00:00,17:01:21,17:02:49,17:03:50,17:04:45,,,,,16:54:00,16:55:23,16:56:36,16:58:59
112961732236300500,17:32:00,,,17:24:00,,,,,,,,,17:21:00,17:22:08,17:25:43,17:27:37,17:29:00,17:30:44,,,,,,17:15:00,17:16:21,17:17:49,17:18:50,17:19:45,,,,,17:09:00,17:10:23,17:11:36,17:13:59
112961733236300500,17:47:00,,,17:39:00,,,,,,,,,17:36:00,17:37:08,17:40:43,17:42:37,17:44:00,17:45:44,,,,,,17:30:00,17:31:21,17:32:49,17:33:50,17:34:45,,,,,17:24:00,17:25:23,17:26:36,17:28:59
112961734236300500,18:02:00,,,17:54:00,,,,,,,,,17:51:00,17:52:08,17:55:43,17:57:37,17:59:00,18:00:44,,,,,,17:45:00,17:46:21,17:47:49,17:48:50,17:49:45,,,,,17:39:00,17:40:23,17:41:36,17:43:59
112961735236300500,18:17:00,,,18:09:00,,,,,,,,,18:06:00,18:07:08,18:10:43,18:12:37,18:14:00,18:15:44,,,,,,18:00:00,18:01:21,18:02:49,18:03:50,18:04:45,,,,,17:54:00,17:55:23,17:56:36,17:58:59
112961736236300500,18:32:00,,,18:24:00,,,,,,,,,18:21:00,18:22:08,18:25:43,18:27:37,18:29:00,18:30:44,,,,,,18:15:00,18:16:21,18:17:49,18:18:50,18:19:45,,,,,18:09:00,18:10:23,18:11:36,18:13:59
112961737236300500,18:47:00,,,18:39:00,,,,,,,,,18:36:00,18:37:08,18:40:43,18:42:37,18:44:00,18:45:44,,,,,,18:30:00,18:31:21,18:32:49,18:33:50,18:34:45,,,,,18:24:00,18:25:23,18:26:36,18:28:59
112961738236300500,19:03:00,,,18:55:00,,,,,,,,,18:52:00,18:53:08,18:56:43,18:58:37,19:00:00,19:01:44,,,,,,18:46:00,18:47:21,18:48:49,18:49:50,18:50:45,,,,,18:40:00,18:41:23,18:42:36,18:44:59
112961739236300500,19:22:00,,,19:14:00,,,,,,,,,19:11:00,19:12:08,19:15:43,19:17:37,19:19:00,19:20:44,,,,,,19:05:00,19:06:21,19:07:49,19:08:50,19:09:45,,,,,18:59:00,19:00:23,19:01:36,19:03:59
112961740236300500,19:41:00,,,19:33:00,,,,,,,,,19:30:00,19:31:08,19:34:43,19:36:37,19:38:00,19:39:44,,,,,,19:24:00,19:25:21,19:26:49,19:27:50,19:28:45,,,,,19:18:00,19:19:23,19:20:36,19:22:59
112961741236300500,20:01:00,,,19:53:00,,,,,,,,,19:50:00,19:51:08,19:54:43,19:56:37,19:58:00,19:59:44,,,,,,19:44:00,19:45:21,19:46:49,19:47:50,19:48:45,,,,,19:38:00,19:39:23,19:40:36,19:42:59
112961742236300500,20:21:00,,,20:13:00,,,,,,,,,20:10:00,20:11:08,20:14:43,20:16:37,20:18:00,20:19:44,,,,,,20:04:00,20:05:21,20:06:49,20:07:50,20:08:45,,,,,19:58:00,19:59:23,20:00:36,20:02:59
112961743236300500,,,19:17:00,,,,,,,,,,19:14:00,19:15:08,,,,,,,,,,19:08:00,19:09:21,19:10:49,19:11:50,19:12:45,,,,,19:02:00,19:03:23,19:04:36,19:06:59
112961744236300500,,,24:23:00,,,,,,,,,,24:20:00,24:21:08,,,,,,,,,,24:15:00,24:16:07,24:17:21,24:18:11,24:18:58,,,,,24:09:00,24:10:23,24:11:36,24:13:59
112961745236300500,,,24:40:00,,,,,,,,,,24:37:00,24:38:08,,,,,,,,,,24:32:00,24:33:07,24:34:21,24:35:11,24:35:58,,,,,24:26:00,24:27:23,24:28:36,24:30:59
112961746236300500,,,25:01:00,,,,,,,,,,24:58:00,24:59:08,,,,,,,,,,24:53:00,24:54:07,24:55:21,24:56:11,24:56:58,,,,,24:47:00,24:48:23,24:49:36,24:51:59
112961747236300500,,,,,,,,,,06:54:00,06:55:00,,,,,,,,06:56:02,06:56:49,06:57:36,06:58:49,07:00:00,,,,,,07:01:01,07:04:42,07:03:28,07:06:00,,,,
112961748236300500,,,,,,,,,,09:17:00,09:18:00,,,,,,,,09:19:02,09:19:49,09:20:36,09:21:49,09:23:00,,,,,,09:24:01,09:27:42,09:26:28,09:29:00,,,,
112961885236300500,09:30:00,,,,09:37:00,09:31:02,09:32:00,09:33:41,09:35:11,09:39:00,09:40:00,,,,,,,,09:41:02,09:41:49,09:42:36,09:43:49,09:45:00,,,,,,09:46:01,09:49:42,09:48:28,09:51:00,,,,
112961887236300500,09:45:00,,,,09:52:00,09:46:02,09:47:00,09:48:41,09:50:11,09:54:00,09:55:00,,,,,,,,09:56:02,09:56:49,09:57:36,09:58:49,10:00:00,,,,,,10:01:01,10:04:42,10:03:28,10:06:00,,,,
112961889236300500,07:04:00,,,06:57:00,,,,,,,,07:03:00,,,06:58:43,07:00:37,07:02:00,,,,,,,,,,,,,,,,,,,
112961895236300500,07:55:00,,,07:48:00,,,,,,,,07:54:00,07:45:00,07:46:08,07:49:43,07:51:37,07:53:00,,,,,,,07:40:00,07:41:07,07:42:21,07:43:11,07:43:58,,,,,07:34:00,07:35:23,07:36:36,07:38:59
112961896236300500,07:30:00,,,,07:37:00,07:31:02,07:32:00,07:33:41,07:35:11,07:39:00,07:40:00,,,,,,,,07:41:02,07:41:49,07:42:36,07:43:49,07:45:00,,,,,,07:46:01,07:49:42,07:48:28,07:51:00,,,,
112961900236300500,07:10:00,,,,07:17:00,07:11:02,07:12:00,07:13:41,07:15:11,07:19:00,07:20:00,,,,,,,,07:21:02,07:21:49,07:22:36,07:23:49,07:25:00,,,,,,07:26:01,07:29:42,07:28:28,07:31:00,,,,
112961902236300500,07:35:00,,,07:28:00,,,,,,,,07:34:00,07:25:00,07:26:08,07:29:43,07:31:37,07:33:00,,,,,,,07:20:00,07:21:07,07:22:21,07:23:11,07:23:58,,,,,07:14:00,07:15:23,07:16:36,07:18:59
112961903236300500,08:15:00,,,08:08:00,,,,,,,,08:14:00,08:05:00,08:06:08,08:09:43,08:11:37,08:13:00,,,,,,,08:00:00,08:01:07,08:02:21,08:03:11,08:03:58,,,,,07:54:00,07:55:23,07:56:36,07:58:59
112961905236300500,07:50:00,,,,07:57:00,07:51:02,07:52:00,07:53:41,07:55:11,07:59:00,08:00:00,,,,,,,,08:01:02,08:01:49,08:02:36,08:03:49,08:05:00,,,,,,08:06:01,08:09:42,08:08:28,08:11:00,,,,
112961910236300500,08:35:00,,,08:28:00,,,,,,,,08:34:00,08:25:00,08:26:08,08:29:43,08:31:37,08:33:00,,,,,,,08:20:00,08:21:07,08:22:21,08:23:11,08:23:58,,,,,08:14:00,08:15:23,08:16:36,08:18:59
112961911236300500,08:55:00,,,08:48:00,,,,,,,,08:54:00,08:45:00,08:46:08,08:49:43,08:51:37,08:53:00,,,,,,,08:40:00,08:41:07,08:42:21,08:43:11,08:43:58,,,,,08:34:00,08:35:23,08:36:36,08:38:59
112961912236300500,09:15:00,,,09:08:00,,,,,,,,09:14:00,09:05:00,09:06:08,09:09:43,09:11:37,09:13:00,,,,,,,09:00:00,09:01:07,09:02:21,09:03:11,09:03:58,,,,,08:54:00,08:55:23,08:56:36,08:58:59
112961940236301600,24:20:00,,,,24:27:00,24:21:02,24:22:00,24:23:41,24:25:11,24:29:00,24:30:00,,,,,,,,24:31:02,24:31:49,24:32:36,24:33:49,24:35:00,,,,,,24:35:51,24:38:55,24:37:54,24:40:00,,,,
112961942236301600,24:24:00,,,24:17:00,,,,,,,,24:23:00,24:14:00,24:15:08,24:18:43,24:20:37,24:22:00,,,,,,,24:09:00,24:10:07,24:11:21,24:12:11,24:12:58,,,,,24:03:00,24:04:23,24:05:36,24:07:59
112961943236301600,24:00:00,,,,24:07:00,24:01:02,24:02:00,24:03:41,24:05:11,24:09:00,24:10:00,,,,,,,,24:11:02,24:11:49,24:12:36,24:13:49,24:15:00,,,,,,24:15:51,24:18:55,24:17:54,24:20:00,,,,
112961946236301600,24:04:00,,,23:57:00,,,,,,,,24:03:00,23:54:00,23:55:08,23:58:43,24:00:37,24:02:00,,,,,,,23:49:00,23:50:07,23:51:21,23:52:11,23:52:58,,,,,23:43:00,23:44:23,23:45:36,23:47:59
112961947236301600,23:40:00,,,,23:47:00,23:41:02,23:42:00,23:43:41,23:45:11,23:49:00,23:50:00,,,,,,,,23:51:02,23:51:49,23:52:36,23:53:49,23:55:00,,,,,,23:55:51,23:58:55,23:57:54,24:00:00,,,,
112961950236301600,23:20:00,,,,23:27:00,23:21:02,23:22:00,23:23:41,23:25:11,23:29:00,23:30:00,,,,,,,,23:31:02,23:31:49,23:32:36,23:33:49,23:35:00,,,,,,23:35:51,23:38:55,23:37:54,23:40:00,,,,
112961951236301600,23:44:00,,,23:37:00,,,,,,,,23:43:00,23:34:00,23:35:08,23:38:43,23:40:37,23:42:00,,,,,,,23:29:00,23:30:07,23:31:21,23:32:11,23:32:58,,,,,23:23:00,23:24:23,23:25:36,23:27:59
112961954236301600,23:24:00,,,23:17:00,,,,,,,,23:23:00,23:14:00,23:15:08,23:18:43,23:20:37,23:22:00,,,,,,,23:09:00,23:10:07,23:11:21,23:12:11,23:12:58,,,,,23:03:00,23:04:23,23:05:36,23:07:59
112961955236301600,22:59:00,,,,23:06:00,23:00:02,23:01:00,23:02:41,23:04:11,23:08:00,23:09:00,,,,,,,,23:10:02,23:10:49,23:11:36,23:12:49,23:14:00,,,,,,23:14:51,23:17:55,23:16:54,23:19:00,,,,
112961959236301600,22:39:00,,,,22:46:00,22:40:02,22:41:00,22:42:41,22:44:11,22:48:00,22:49:00,,,,,,,,22:50:02,22:50:49,22:51:36,22:52:49,22:54:00,,,,,,22:54:51,22:57:55,22:56:54,22:59:00,,,,
112961960236301600,23:03:00,,,22:56:00,,,,,,,,23:02:00,22:53:00,22:54:08,22:57:43,22:59:37,23:01:00,,,,,,,22:48:00,22:49:07,22:50:21,22:51:11,22:51:58,,,,,22:42:00,22:43:23,22:44:36,22:46:59
112961961236301600,22:43:00,,,22:36:00,,,,,,,,22:42:00,22:33:00,22:34:08,22:37:43,22:39:37,22:41:00,,,,,,,22:28:00,22:29:07,22:30:21,22:31:11,22:31:58,,,,,22:22:00,22:23:23,22:24:36,22:26:59
112961964236301600,22:19:00,,,,22:26:00,22:20:02,22:21:00,22:22:41,22:24:11,22:28:00,22:29:00,,,,,,,,22:30:02,22:30:49,22:31:36,22:32:49,22:34:00,,,,,,22:34:51,22:37:55,22:36:54,22:39:00,,,,
112961965236301600,22:23:00,,,22:16:00,,,,,,,,22:22:00,22:13:00,22:14:08,22:17:43,22:19:37,22:21:00,,,,,,,22:08:00,22:09:07,22:10:21,22:11:11,22:11:58,,,,,22:02:00,22:03:23,22:04:36,22:06:59
112961968236301600,21:59:00,,,,22:06:00,22:00:02,22:01:00,22:02:41,22:04:11,22:08:00,22:09:00,,,,,,,,22:10:02,22:10:49,22:11:36,22:12:49,22:14:00,,,,,,22:14:51,22:17:55,22:16:54,22:19:00,,,,
112961969236301600,21:39:00,,,,21:46:00,21:40:02,21:41:00,21:42:41,21:44:11,21:48:00,21:49:00,,,,,,,,21:50:02,21:50:49,21:51:36,21:52:49,21:54:00,,,,,,21:54:51,21:57:55,21:56:54,21:59:00,,,,
112961970236301600,22:03:00,,,21:56:00,,,,,,,,22:02:00,21:53:00,21:54:08,21:57:43,21:59:37,22:01:00,,,,,,,21:48:00,21:49:07,21:50:21,21:51:11,21:51:58,,,,,21:42:00,21:43:23,21:44:36,21:46:59
112961974236301600,21:19:00,,,,21:26:00,21:20:02,21:21:00,21:22:41,21:24:11,21:28:00,21:29:00,,,,,,,,21:30:02,21:30:49,21:31:36,21:32:49,21:34:00,,,,,,21:34:51,21:37:55,21:36:54,21:39:00,,,,
112961975236301600,21:43:00,,,21:36:00,,,,,,,,21:42:00,21:33:00,21:34:08,21:37:43,21:39:37,21:41:00,,,,,,,21:28:00,21:29:07,21:30:21,21:31:11,21:31:58,,,,,21:22:00,21:23:23,21:24:36,21:26:59
112961979236301600,20:59:00,,,,21:06:00,21:00:02,21:01:00,21:02:41,21:04:11,21:08:00,21:09:00,,,,,,,,21:10:02,21:10:49,21:11:36,21:12:49,21:14:00,,,,,,21:14:51,21:17:55,21:16:54,21:19:00,,,,
112961980236301600,21:23:00,,,21:16:00,,,,,,,,21:22:00,21:13:00,21:14:08,21:17:43,21:19:37,21:21:00,,,,,,,21:08:00,21:09:07,21:10:21,21:11:11,21:11:58,,,,,21:02:00,21:03:23,21:04:36,21:06:59
112961982236301600,20:39:00,,,,20:46:00,20:40:02,20:41:00,20:42:41,20:44:11,20:48:00,20:49:00,,,,,,,,20:50:02,20:50:49,20:51:36,20:52:49,20:54:00,,,,,,20:54:51,20:57:55,20:56:54,20:59:00,,,,
112961984236301600,21:03:00,,,20:56:00,,,,,,,,21:02:00,20:53:00,20:54:08,20:57:43,20:59:37,21:01:00,,,,,,,20:47:00,20:48:21,20:49:49,20:50:50,20:51:45,,,,,20:41:00,20:42:23,20:43:36,20:45:59
112961985236301600,20:18:00,,,,20:25:00,20:19:02,20:20:00,20:21:41,20:23:11,20:27:00,20:28:00,,,,,,,,20:29:02,20:29:49,20:30:36,20:31:49,20:33:00,,,,,,20:33:51,20:36:55,20:35:54,20:38:00,,,,
112961986236301600,20:43:00,,,20:36:00,,,,,,,,20:42:00,20:33:00,20:34:08,20:37:43,20:39:37,20:41:00,,,,,,,20:27:00,20:28:21,20:29:49,20:30:50,20:31:45,,,,,20:21:00,20:22:23,20:23:36,20:25:59
112961989236301600,20:21:00,,,20:13:00,,,,,,,,,20:10:00,20:11:08,20:14:43,20:16:37,20:18:00,20:19:44,,,,,,20:04:00,20:05:21,20:06:49,20:07:50,20:08:45,,,,,19:58:00,19:59:23,20:00:36,20:02:59
112961991236301600,19:58:00,,,,20:05:00,19:59:02,20:00:00,20:01:41,20:03:11,20:07:00,20:08:00,,,,,,,,20:09:02,20:09:49,20:10:36,20:11:49,20:13:00,,,,,,20:14:01,20:17:42,20:16:28,20:19:00,,,,
112961994236301600,19:38:00,,,,19:45:00,19:39:02,19:40:00,19:41:41,19:43:11,19:47:00,19:48:00,,,,,,,,19:49:02,19:49:49,19:50:36,19:51:49,19:53:00,,,,,,19:54:01,19:57:42,19:56:28,19:59:00,,,,
112961996236301600,20:01:00,,,19:53:00,,,,,,,,,19:50:00,19:51:08,19:54:43,19:56:37,19:58:00,19:59:44,,,,,,19:44:00,19:45:21,19:46:49,19:47:50,19:48:45,,,,,19:38:00,19:39:23,19:40:36,19:42:59
112961998236301600,19:18:00,,,,19:25:00,19:19:02,19:20:00,19:21:41,19:23:11,19:27:00,19:28:00,,,,,,,,19:29:02,19:29:49,19:30:36,19:31:49,19:33:00,,,,,,19:34:01,19:37:42,19:36:28,19:39:00,,,,
112962000236301600,19:41:00,,,19:33:00,,,,,,,,,19:30:00,19:31:08,19:34:43,19:36:37,19:38:00,19:39:44,,,,,,19:24:00,19:25:21,19:26:49,19:27:50,19:28:45,,,,,19:18:00,19:19:23,19:20:36,19:22:59
112962001236301600,18:58:00,,,,19:05:00,18:59:02,19:00:00,19:01:41,19:03:11,19:07:00,19:08:00,,,,,,,,19:09:02,19:09:49,19:10:36,19:11:49,19:13:00,,,,,,19:14:01,19:17:42,19:16:28,19:19:00,,,,
112962002236301600,19:21:00,,,19:13:00,,,,,,,,,19:10:00,19:11:08,19:14:43,19:16:37,19:18:00,19:19:44,,,,,,19:04:00,19:05:21,19:06:49,19:07:50,19:08:45,,,,,18:58:00,18:59:23,19:00:36,19:02:59
112962005236301600,19:01:00,,,18:53:00,,,,,,,,,18:50:00,18:51:08,18:54:43,18:56:37,18:58:00,18:59:44,,,,,,18:44:00,18:45:21,18:46:49,18:47:50,18:48:45,,,,,18:38:00,18:39:23,18:40:36,18:42:59
112962007236301600,18:38:00,,,,18:45:00,18:39:02,18:40:00,18:41:41,18:43:11,18:47:00,18:48:00,,,,,,,,18:49:02,18:49:49,18:50:36,18:51:49,18:53:00,,,,,,18:54:01,18:57:42,18:56:28,18:59:00,,,,
112962010236301600,18:18:00,,,,18:25:00,18:19:02,18:20:00,18:21:41,18:23:11,18:27:00,18:28:00,,,,,,,,18:29:02,18:29:49,18:30:36,18:31:49,18:33:00,,,,,,18:34:01,18:37:42,18:36:28,18:39:00,,,,
112962012236301600,18:41:00,,,18:33:00,,,,,,,,,18:30:00,18:31:08,18:34:43,18:36:37,18:38:00,18:39:44,,,,,,18:24:00,18:25:21,18:26:49,18:27:50,18:28:45,,,,,18:18:00,18:19:23,18:20:36,18:22:59
112962014236301600,17:58:00,,,,18:05:00,17:59:02,18:00:00,18:01:41,18:03:11,18:07:00,18:08:00,,,,,,,,18:09:02,18:09:49,18:10:36,18:11:49,18:13:00,,,,,,18:14:01,18:17:42,18:16:28,18:19:00,,,,
112962016236301600,18:21:00,,,18:13:00,,,,,,,,,18:10:00,18:11:08,18:14:43,18:16:37,18:18:00,18:19:44,,,,,,18:04:00,18:05:21,18:06:49,18:07:50,18:08:45,,,,,17:58:00,17:59:23,18:00:36,18:02:59
112962017236301600,17:38:00,,,,17:45:00,17:39:02,17:40:00,17:41:41,17:43:11,17:47:00,17:48:00,,,,,,,,17:49:02,17:49:49,17:50:36,17:51:49,17:53:00,,,,,,17:54:01,17:57:42,17:56:28,17:59:00,,,,
112962018236301600,18:01:00,,,17:53:00,,,,,,,,,17:50:00,17:51:08,17:54:43,17:56:37,17:58:00,17:59:44,,,,,,17:44:00,17:45:21,17:46:49,17:47:50,17:48:45,,,,,17:38:00,17:39:23,17:40:36,17:42:59
112962020236301600,17:41:00,,,17:33:00,,,,,,,,,17:30:00,17:31:08,17:34:43,17:36:37,17:38:00,17:39:44,,,,,,17:24:00,17:25:21,17:26:49,17:27:50,17:28:45,,,,,17:18:00,17:19:23,17:20:36,17:22:59
112962023236301600,17:18:00,,,,17:25:00,17:19:02,17:20:00,17:21:41,17:23:11,17:27:00,17:28:00,,,,,,,,17:29:02,17:29:49,17:30:36,17:31:49,17:33:00,,,,,,17:34:01,17:37:42,17:36:28,17:39:00,,,,
112962026236301600,16:58:00,,,,17:05:00,16:59:02,17:00:00,17:01:41,17:03:11,17:07:00,17:08:00,,,,,,,,17:09:02,17:09:49,17:10:36,17:11:49,17:13:00,,,,,,17:14:01,17:17:42,17:16:28,17:19:00,,,,
112962028236301600,17:21:00,,,17:13:00,,,,,,,,,17:10:00,17:11:08,17:14:43,17:16:37,17:18:00,17:19:44,,,,,,17:04:00,17:05:21,17:06:49,17:07:50,17:08:45,,,,,16:58:00,16:59:23,17:00:36,17:02:59
112962030236301600,16:38:00,,,,16:45:00,16:39:02,16:40:00,16:41:41,16:43:11,16:47:00,16:48:00,,,,,,,,16:49:15,16:50:10,16:51:07,16:52:34,16:54:00,,,,,,16:55:01,16:58:42,16:57:28,17:00:00,,,,
112962032236301600,17:01:00,,,16:53:00,,,,,,,,,16:50:00,16:51:08,16:54:43,16:56:37,16:58:00,16:59:44,,,,,,16:44:00,16:45:21,16:46:49,16:47:50,16:48:45,,,,,16:38:00,16:39:23,16:40:36,16:42:59
112962033236301600,16:18:00,,,,16:25:00,16:19:02,16:20:00,16:21:41,16:23:11,16:27:00,16:28:00,,,,,,,,16:29:15,16:30:10,16:31:07,16:32:34,16:34:00,,,,,,16:35:01,16:38:42,16:37:28,16:40:00,,,,
112962034236301600,16:41:00,,,16:33:00,,,,,,,,,16:30:00,16:31:08,16:34:43,16:36:37,16:38:00,16:39:44,,,,,,16:24:00,16:25:21,16:26:49,16:27:50,16:28:45,,,,,16:18:00,16:19:23,16:20:36,16:22:59
112962037236301600,16:21:00,,,16:13:00,,,,,,,,,16:10:00,16:11:08,16:14:43,16:16:37,16:18:00,16:19:44,,,,,,16:04:00,16:05:21,16:06:49,16:07:50,16:08:45,,,,,15:58:00,15:59:23,16:00:36,16:02:59
112962039236301600,15:58:00,,,,16:05:00,15:59:02,16:00:00,16:01:41,16:03:11,16:07:00,16:08:00,,,,,,,,16:09:15,16:10:10,16:11:07,16:12:34,16:14:00,,,,,,16:15:01,16:18:42,16:17:28,16:20:00,,,,
112962042236301600,15:38:00,,,,15:45:00,15:39:02,15:40:00,15:41:41,15:43:11,15:47:00,15:48:00,,,,,,,,15:49:15,15:50:10,15:51:07,15:52:34,15:54:00,,,,,,15:55:01,15:58:42,15:57:28,16:00:00,,,,
112962043236301600,16:01:00,,,15:53:00,,,,,,,,,15:50:00,15:51:08,15:54:43,15:56:37,15:58:00,15:59:44,,,,,,15:44:00,15:45:21,15:46:49,15:47:50,15:48:45,,,,,15:38:00,15:39:23,15:40:36,15:42:59
112962046236301600,15:18:00,,,,15:25:00,15:19:02,15:20:00,15:21:41,15:23:11,15:27:00,15:28:00,,,,,,,,15:29:15,15:30:10,15:31:07,15:32:34,15:34:00,,,,,,15:35:01,15:38:42,15:37:28,15:40:00,,,,
112962047236301600,15:41:00,,,15:33:00,,,,,,,,,15:30:00,15:31:08,15:34:43,15:36:37,15:38:00,15:39:44,,,,,,15:24:00,15:25:21,15:26:49,15:27:50,15:28:45,,,,,15:18:00,15:19:23,15:20:36,15:22:59
112962049236301600,14:58:00,,,,15:05:00,14:59:02,15:00:00,15:01:41,15:03:11,15:07:00,15:08:00,,,,,,,,15:09:15,15:10:10,15:11:07,15:12:34,15:14:00,,,,,,15:15:01,15:18:42,15:17:28,15:20:00,,,,
112962050236301600,15:21:00,,,15:13:00,,,,,,,,,15:10:00,15:11:08,15:14:43,15:16:37,15:18:00,15:19:44,,,,,,15:04:00,15:05:21,15:06:49,15:07:50,15:08:45,,,,,14:58:00,14:59:23,15:00:36,15:02:59
112962053236301600,14:38:00,,,,14:45:00,14:39:02,14:40:00,14:41:41,14:43:11,14:47:00,14:48:00,,,,,,,,14:49:15,14:50:10,14:51:07,14:52:34,14:54:00,,,,,,14:55:01,14:58:42,14:57:28,15:00:00,,,,
112962054236301600,15:01:00,,,14:53:00,,,,,,,,,14:50:00,14:51:08,14:54:43,14:56:37,14:58:00,14:59:44,,,,,,14:44:00,14:45:21,14:46:49,14:47:50,14:48:45,,,,,14:38:00,14:39:23,14:40:36,14:42:59
112962058236301600,14:18:00,,,,14:25:00,14:19:02,14:20:00,14:21:41,14:23:11,14:27:00,14:28:00,,,,,,,,14:29:15,14:30:10,14:31:07,14:32:34,14:34:00,,,,,,14:35:01,14:38:42,14:37:28,14:40:00,,,,
112962059236301600,14:41:00,,,14:33:00,,,,,,,,,14:30:00,14:31:08,14:34:43,14:36:37,14:38:00,14:39:44,,,,,,14:24:00,14:25:21,14:26:49,14:27:50,14:28:45,,,,,14:18:00,14:19:23,14:20:36,14:22:59
112962062236301600,13:58:00,,,,14:05:00,13:59:02,14:00:00,14:01:41,14:03:11,14:07:00,14:08:00,,,,,,,,14:09:15,14:10:10,14:11:07,14:12:34,14:14:00,,,,,,14:15:01,14:18:42,14:17:28,14:20:00,,,,
112962063236301600,14:20:00,,,14:12:00,,,,,,,,,14:09:00,14:10:08,14:13:43,14:15:37,14:17:00,14:18:44,,,,,,14:03:00,14:04:21,14:05:49,14:06:50,14:07:45,,,,,13:57:00,13:58:23,13:59:36,14:01:59
112962065236301600,13:38:00,,,,13:45:00,13:39:02,13:40:00,13:41:41,13:43:11,13:47:00,13:48:00,,,,,,,,13:49:15,13:50:10,13:51:07,13:52:34,13:54:00,,,,,,13:55:01,13:58:42,13:57:28,14:00:00,,,,
112962066236301600,14:01:00,,,13:53:00,,,,,,,,,13:50:00,13:51:08,13:54:43,13:56:37,13:58:00,13:59:44,,,,,,13:44:00,13:45:21,13:46:49,13:47:50,13:48:45,,,,,13:38:00,13:39:23,13:40:36,13:42:59
112962069236301600,13:18:00,,,,13:25:00,13:19:02,13:20:00,13:21:41,13:23:11,13:27:00,13:28:00,,,,,,,,13:29:15,13:30:10,13:31:07,13:32:34,13:34:00,,,,,,13:35:01,13:38:42,13:37:28,13:40:00,,,,
112962070236301600,13:41:00,,,13:33:00,,,,,,,,,13:30:00,13:31:08,13:34:43,13:36:37,13:38:00,13:39:44,,,,,,13:24:00,13:25:21,13:26:49,13:27:50,13:28:45,,,,,13:18:00,13:19:23,13:20:36,13:22:59
112962072236301600,13:21:00,,,13:13:00,,,,,,,,,13:10:00,13:11:08,13:14:43,13:16:37,13:18:00,13:19:44,,,,,,13:04:00,13:05:21,13:06:49,13:07:50,13:08:45,,,,,12:58:00,12:59:23,13:00:36,13:02:59
112962075236301600,12:58:00,,,,13:05:00,12:59:02,13:00:00,13:01:41,13:03:11,13:07:00,13:08:00,,,,,,,,13:09:15,13:10:10,13:11:07,13:12:34,13:14:00,,,,,,13:15:01,13:18:42,13:17:28,13:20:00,,,,
112962078236301600,12:38:00,,,,12:45:00,12:39:02,12:40:00,12:41:41,12:43:11,12:47:00,12:48:00,,,,,,,,12:49:15,12:50:10,12:51:07,12:52:34,12:54:00,,,,,,12:55:01,12:58:42,12:57:28,13:00:00,,,,
112962079236301600,13:01:00,,,12:53:00,,,,,,,,,12:50:00,12:51:08,12:54:43,12:56:37,12:58:00,12:59:44,,,,,,12:44:00,12:45:21,12:46:49,12:47:50,12:48:45,,,,,12:38:00,12:39:23,12:40:36,12:42:59
112962081236301600,12:18:00,,,,12:25:00,12:19:02,12:20:00,12:21:41,12:23:11,12:27:00,12:28:00,,,,,,,,12:29:15,12:30:10,12:31:07,12:32:34,12:34:00,,,,,,12:35:01,12:38:42,12:37:28,12:40:00,,,,
