trip_id,1016,1024,1051,1052,1082,1083,1089,1090,1349,1356,1827,1837,1838,1839,2305,2308,2315,2316,2317,2325,2326,2327,2352,2358,2359,2360,2370,2376,2868,2870,3001B,3003,3005,3007,3008,3014,3058,3059,3061,3063
113100341236763001,10:32:47,10:34:00,,,,10:36:00,10:17:39,,10:31:33,,10:13:00,10:13:31,,,,,,,,10:27:50,,,,10:14:00,10:14:55,10:16:00,10:30:00,10:24:00,,10:27:00,10:11:00,10:16:27,10:18:08,10:20:06,10:21:00,10:19:02,,,,
113100342236763001,10:12:47,10:14:00,,,,10:16:00,09:57:39,,10:11:33,,09:53:00,09:53:31,,,,,,,,10:07:50,,,,09:54:00,09:54:55,09:56:00,10:10:00,10:04:00,,10:07:00,09:51:00,09:56:27,09:58:08,10:00:06,10:01:00,09:59:02,,,,
113100343236763001,,,11:25:13,11:24:00,11:23:00,,,11:39:37,,11:26:45,,,11:43:30,11:44:00,11:28:00,11:34:00,11:41:00,11:42:05,11:43:00,,11:30:23,11:38:35,11:45:53,,,,,,11:31:00,,11:47:00,,,,,,11:37:00,11:37:40,11:39:13,11:40:38
113100344236763001,,,10:44:13,10:43:00,10:42:00,,,10:58:37,,10:45:45,,,11:02:30,11:03:00,10:47:00,10:53:00,11:00:00,11:01:05,11:02:00,,10:49:23,10:57:35,11:04:53,,,,,,10:50:00,,11:06:00,,,,,,10:56:00,10:56:40,10:58:13,10:59:38
113100345236763001,,,10:23:13,10:22:00,10:21:00,,,10:37:37,,10:24:45,,,10:41:30,10:42:00,10:26:00,10:32:00,10:39:00,10:40:05,10:41:00,,10:28:23,10:36:35,10:43:53,,,,,,10:29:00,,10:45:00,,,,,,10:35:00,10:35:40,10:37:13,10:38:38
113100346236763001,10:52:47,10:54:00,,,,10:56:00,10:37:39,,10:51:33,,10:33:00,10:33:31,,,,,,,,10:47:50,,,,10:34:00,10:34:55,10:36:00,10:50:00,10:44:00,,10:47:00,10:31:00,10:36:27,10:38:08,10:40:06,10:41:00,10:39:02,,,,
113100347236763001,,,09:42:31,09:41:00,09:40:00,,,09:57:37,,09:44:27,,,10:01:30,10:02:00,09:46:00,09:52:00,09:59:00,10:00:05,10:01:00,,09:48:23,09:56:35,10:03:53,,,,,,09:49:00,,10:05:00,,,,,,09:55:00,09:55:40,09:57:13,09:58:38
113100348236763001,,,11:05:13,11:04:00,11:03:00,,,11:19:37,,11:06:45,,,11:23:30,11:24:00,11:08:00,11:14:00,11:21:00,11:22:05,11:23:00,,11:10:23,11:18:35,11:25:53,,,,,,11:11:00,,11:27:00,,,,,,11:17:00,11:17:40,11:19:13,11:20:38
113100349236763001,,,09:53:31,09:52:00,09:51:00,,,10:08:37,,09:55:27,,,10:12:30,10:13:00,09:57:00,10:03:00,10:10:00,10:11:05,10:12:00,,09:59:23,10:07:35,10:14:53,,,,,,10:00:00,,10:16:00,,,,,,10:06:00,10:06:40,10:08:13,10:09:38
113100350236763001,06:30:47,06:32:00,,,,06:33:00,06:18:19,,06:29:33,,06:14:00,06:14:31,,,,,,,,06:25:50,,,,06:15:00,06:15:55,06:17:00,06:28:00,06:23:00,,06:25:00,06:13:00,06:17:22,06:18:43,06:20:17,06:21:00,06:19:26,,,,
113100351236763001,07:23:29,07:25:00,,,,07:27:00,07:06:39,,07:21:56,,07:02:00,07:02:31,,,,,,,,07:17:50,,,,07:03:00,07:03:55,07:05:00,07:20:00,07:14:00,,07:17:00,07:01:00,07:05:27,07:07:08,07:09:06,07:10:00,07:08:02,,,,
113100352236763001,05:32:47,05:34:00,,,,05:35:00,05:20:19,,05:31:33,,05:16:00,05:16:31,,,,,,,,05:27:50,,,,05:17:00,05:17:55,05:19:00,05:30:00,05:25:00,,05:27:00,,05:19:22,05:20:43,05:22:17,05:23:00,05:21:26,,,,
113100353236763001,05:52:47,05:54:00,,,,05:55:00,05:40:19,,05:51:33,,05:36:00,05:36:31,,,,,,,,05:47:50,,,,05:37:00,05:37:55,05:39:00,05:50:00,05:45:00,,05:47:00,,05:39:22,05:40:43,05:42:17,05:43:00,05:41:26,,,,
113100354236763001,06:59:29,07:01:00,,,,07:03:00,06:44:39,,06:57:56,,06:40:00,06:40:31,,,,,,,,06:53:50,,,,06:41:00,06:41:55,06:43:00,06:56:00,06:51:00,,06:53:00,,06:43:27,06:45:08,06:47:06,06:48:00,06:46:02,,,,
113100355236763001,,,19:07:13,19:06:00,19:05:00,,,19:19:37,,19:08:45,,,19:23:30,19:24:00,19:10:00,19:15:00,19:21:00,19:22:05,19:23:00,,19:12:23,19:18:35,19:25:53,,,,,,19:13:00,,19:27:00,,,,,,19:17:00,19:17:40,19:19:13,19:20:38
113100356236763001,07:15:29,07:17:00,,,,07:19:00,06:58:39,,07:13:56,,06:54:00,06:54:31,,,,,,,,07:09:50,,,,06:55:00,06:55:55,06:57:00,07:12:00,07:06:00,,07:09:00,06:53:00,06:57:27,06:59:08,07:01:06,07:02:00,07:00:02,,,,
113100357236763001,16:05:11,16:07:00,,,,16:09:00,15:47:39,,16:03:20,,15:43:00,15:43:31,,,,,,,,15:58:07,,,,15:44:00,15:44:55,15:46:00,16:01:00,15:54:00,,15:57:00,15:41:00,15:46:27,15:48:08,15:50:06,15:51:00,15:49:02,,,,
113100358236763001,,,20:18:55,20:18:00,20:17:00,,,20:30:37,,20:20:04,,,20:34:30,20:35:00,20:21:00,20:26:00,20:32:00,20:33:05,20:34:00,,20:23:23,20:29:35,20:36:53,,,,,,20:24:00,,20:38:00,,,,,,20:28:00,20:28:40,20:30:13,20:31:38
113100359236763001,,,07:16:13,07:15:00,07:14:00,,,07:33:17,,07:17:45,,,07:37:30,07:38:00,07:19:00,07:27:00,07:35:00,07:36:05,07:37:00,,07:22:10,07:31:59,07:39:53,,,,,,07:23:00,,07:41:00,,,,,,07:30:00,07:30:50,07:32:46,07:34:33
113100360236763001,,,07:08:13,07:07:00,07:06:00,,,07:25:17,,07:09:45,,,07:29:30,07:30:00,07:11:00,07:19:00,07:27:00,07:28:05,07:29:00,,07:14:10,07:23:59,07:31:53,,,,,,07:15:00,,07:33:00,,,,,,07:22:00,07:22:50,07:24:46,07:26:33
113100361236763001,15:46:11,15:48:00,,,,15:50:00,15:28:39,,15:44:20,,15:24:00,15:24:31,,,,,,,,15:39:07,,,,15:25:00,15:25:55,15:27:00,15:42:00,15:35:00,,15:38:00,15:22:00,15:27:27,15:29:08,15:31:06,15:32:00,15:30:02,,,,
113100362236763001,16:14:11,16:16:00,,,,16:18:00,15:56:39,,16:12:20,,15:52:00,15:52:31,,,,,,,,16:07:07,,,,15:53:00,15:53:55,15:55:00,16:10:00,16:03:00,,16:06:00,15:50:00,15:55:27,15:57:08,15:59:06,16:00:00,15:58:02,,,,
113100363236763001,,,09:23:31,09:22:00,09:21:00,,,09:40:17,,09:25:27,,,09:44:30,09:45:00,09:27:00,09:34:00,09:42:00,09:43:05,09:44:00,,09:30:10,09:38:59,09:46:53,,,,,,09:31:00,,09:48:00,,,,,,09:37:00,09:37:50,09:39:46,09:41:33
113100364236763001,,,09:32:31,09:31:00,09:30:00,,,09:48:37,,09:34:27,,,09:52:30,09:53:00,09:36:00,09:43:00,09:50:00,09:51:05,09:52:00,,09:39:10,09:47:35,09:54:53,,,,,,09:40:00,,09:56:00,,,,,,09:46:00,09:46:40,09:48:13,09:49:38
113100365236763001,,,06:32:13,06:31:00,06:30:00,,,06:46:17,,06:33:45,,,06:50:30,06:51:00,06:35:00,06:40:00,06:48:00,06:49:05,06:50:00,,06:37:23,06:44:59,06:52:53,,,,,,06:38:00,,06:54:00,,,,,,06:43:00,06:43:50,06:45:46,06:47:33
113100366236763001,,,06:54:13,06:53:00,06:52:00,,,07:09:17,,06:55:45,,,07:13:30,07:14:00,06:57:00,07:03:00,07:11:00,07:12:05,07:13:00,,06:59:23,07:07:59,07:15:53,,,,,,07:00:00,,07:17:00,,,,,,07:06:00,07:06:50,07:08:46,07:10:33
113100367236763001,15:12:29,15:14:00,,,,15:16:00,14:56:19,,15:10:56,,14:52:00,14:52:31,,,,,,,,15:06:07,,,,14:53:00,14:53:55,14:55:00,15:09:00,15:02:00,,15:05:00,14:50:00,14:55:22,14:56:43,14:58:17,14:59:00,14:57:26,,,,
113100368236763001,,,07:01:13,07:00:00,06:59:00,,,07:17:17,,07:02:45,,,07:21:30,07:22:00,07:04:00,07:11:00,07:19:00,07:20:05,07:21:00,,07:07:10,07:15:59,07:23:53,,,,,,07:08:00,,07:25:00,,,,,,07:14:00,07:14:50,07:16:46,07:18:33
113100369236763001,,,06:03:13,06:02:00,06:01:00,,,06:17:17,,06:04:45,,,06:21:30,06:22:00,06:06:00,06:11:00,06:19:00,06:20:05,06:21:00,,06:08:23,06:15:59,06:23:53,,,,,,06:09:00,,06:25:00,,,,,,06:14:00,06:14:50,06:16:46,06:18:33
113100370236763001,,,14:43:13,14:42:00,14:41:00,,,14:57:37,,14:44:45,,,15:01:30,15:02:00,14:46:00,14:53:00,14:59:00,15:00:05,15:01:00,,14:48:23,14:56:35,15:03:53,,,,,,14:49:00,,15:05:00,,,,,,14:55:00,14:55:40,14:57:13,14:58:38
113100371236763001,06:45:29,06:47:00,,,,06:49:00,06:31:39,,06:43:56,,06:27:00,06:27:31,,,,,,,,06:39:50,,,,06:28:00,06:28:55,06:30:00,06:42:00,06:37:00,,06:39:00,,06:30:27,06:32:08,06:34:06,06:35:00,06:33:02,,,,
113100372236763001,06:38:29,06:40:00,,,,06:41:00,06:25:19,,06:36:56,,06:21:00,06:21:31,,,,,,,,06:32:50,,,,06:22:00,06:22:55,06:24:00,06:35:00,06:30:00,,06:32:00,,06:24:22,06:25:43,06:27:17,06:28:00,06:26:26,,,,
113100373236763001,,,15:43:31,15:42:00,15:41:00,,,15:59:37,,15:45:27,,,16:03:30,16:04:00,15:47:00,15:54:00,16:01:00,16:02:05,16:03:00,,15:49:23,15:58:35,16:05:53,,,,,,15:50:00,,16:07:00,,,,,,15:57:00,15:57:40,15:59:13,16:00:38
113100374236763001,06:52:29,06:54:00,,,,06:56:00,06:38:39,,06:50:56,,06:34:00,06:34:31,,,,,,,,06:46:50,,,,06:35:00,06:35:55,06:37:00,06:49:00,06:44:00,,06:46:00,06:33:00,06:37:27,06:39:08,06:41:06,06:42:00,06:40:02,,,,
113100375236763001,06:20:47,06:22:00,,,,06:23:00,06:08:19,,06:19:33,,06:04:00,06:04:31,,,,,,,,06:15:50,,,,06:05:00,06:05:55,06:07:00,06:18:00,06:13:00,,06:15:00,,06:07:22,06:08:43,06:10:17,06:11:00,06:09:26,,,,
113100376236763001,,,18:30:31,18:29:00,18:28:00,,,18:43:37,,18:32:27,,,18:47:30,18:48:00,18:34:00,18:39:00,18:45:00,18:46:05,18:47:00,,18:36:23,18:42:35,18:49:53,,,,,,18:37:00,,18:51:00,,,,,,18:41:00,18:41:40,18:43:13,18:44:38
113100377236763001,18:14:29,18:16:00,,,,18:18:00,17:57:39,,18:12:56,,17:53:00,17:53:31,,,,,,,,18:08:07,,,,17:54:00,17:54:55,17:56:00,18:11:00,18:04:00,,18:07:00,17:51:00,17:56:27,17:58:08,18:00:06,18:01:00,17:59:02,,,,
113100378236763001,17:34:29,17:36:00,,,,17:38:00,17:17:39,,17:32:56,,17:13:00,17:13:31,,,,,,,,17:28:07,,,,17:14:00,17:14:55,17:16:00,17:31:00,17:24:00,,17:27:00,17:11:00,17:16:27,17:18:08,17:20:06,17:21:00,17:19:02,,,,
113100379236763001,17:58:29,18:00:00,,,,18:02:00,17:41:39,,17:56:56,,17:37:00,17:37:31,,,,,,,,17:52:07,,,,17:38:00,17:38:55,17:40:00,17:55:00,17:48:00,,17:51:00,17:35:00,17:40:27,17:42:08,17:44:06,17:45:00,17:43:02,,,,
113100380236763001,16:31:11,16:33:00,,,,16:35:00,16:13:39,,16:29:20,,16:09:00,16:09:31,,,,,,,,16:24:07,,,,16:10:00,16:10:55,16:12:00,16:27:00,16:20:00,,16:23:00,16:07:00,16:12:27,16:14:08,16:16:06,16:17:00,16:15:02,,,,
113100381236763001,,,18:53:31,18:52:00,18:51:00,,,19:06:37,,18:55:27,,,19:10:30,19:11:00,18:57:00,19:02:00,19:08:00,19:09:05,19:10:00,,18:59:23,19:05:35,19:12:53,,,,,,19:00:00,,19:14:00,,,,,,19:04:00,19:04:40,19:06:13,19:07:38
113100382236763001,16:55:11,16:57:00,,,,16:59:00,16:37:39,,16:53:20,,16:33:00,16:33:31,,,,,,,,16:48:07,,,,16:34:00,16:34:55,16:36:00,16:51:00,16:44:00,,16:47:00,16:31:00,16:36:27,16:38:08,16:40:06,16:41:00,16:39:02,,,,
113100383236763001,17:11:11,17:13:00,,,,17:15:00,16:53:39,,17:09:20,,16:49:00,16:49:31,,,,,,,,17:04:07,,,,16:50:00,16:50:55,16:52:00,17:07:00,17:00:00,,17:03:00,16:47:00,16:52:27,16:54:08,16:56:06,16:57:00,16:55:02,,,,
113100384236763001,17:27:11,17:29:00,,,,17:31:00,17:09:39,,17:25:20,,17:05:00,17:05:31,,,,,,,,17:20:07,,,,17:06:00,17:06:55,17:08:00,17:23:00,17:16:00,,17:19:00,17:03:00,17:08:27,17:10:08,17:12:06,17:13:00,17:11:02,,,,
113100385236763001,17:42:29,17:44:00,,,,17:46:00,17:25:39,,17:40:56,,17:21:00,17:21:31,,,,,,,,17:36:07,,,,17:22:00,17:22:55,17:24:00,17:39:00,17:32:00,,17:35:00,17:19:00,17:24:27,17:26:08,17:28:06,17:29:00,17:27:02,,,,
113100386236763001,16:47:11,16:49:00,,,,16:51:00,16:29:39,,16:45:20,,16:25:00,16:25:31,,,,,,,,16:40:07,,,,16:26:00,16:26:55,16:28:00,16:43:00,16:36:00,,16:39:00,16:23:00,16:28:27,16:30:08,16:32:06,16:33:00,16:31:02,,,,
113100387236763001,18:06:29,18:08:00,,,,18:10:00,17:49:39,,18:04:56,,17:45:00,17:45:31,,,,,,,,18:00:07,,,,17:46:00,17:46:55,17:48:00,18:03:00,17:56:00,,17:59:00,17:43:00,17:48:27,17:50:08,17:52:06,17:53:00,17:51:02,,,,
113100388236763001,16:39:11,16:41:00,,,,16:43:00,16:21:39,,16:37:20,,16:17:00,16:17:31,,,,,,,,16:32:07,,,,16:18:00,16:18:55,16:20:00,16:35:00,16:28:00,,16:31:00,16:15:00,16:20:27,16:22:08,16:24:06,16:25:00,16:23:02,,,,
113100389236763001,17:03:11,17:05:00,,,,17:07:00,16:45:39,,17:01:20,,16:41:00,16:41:31,,,,,,,,16:56:07,,,,16:42:00,16:42:55,16:44:00,16:59:00,16:52:00,,16:55:00,16:39:00,16:44:27,16:46:08,16:48:06,16:49:00,16:47:02,,,,
113100390236763001,17:19:11,17:21:00,,,,17:23:00,17:01:39,,17:17:20,,16:57:00,16:57:31,,,,,,,,17:12:07,,,,16:58:00,16:58:55,17:00:00,17:15:00,17:08:00,,17:11:00,16:55:00,17:00:27,17:02:08,17:04:06,17:05:00,17:03:02,,,,
113100391236763001,17:50:29,17:52:00,,,,17:54:00,17:33:39,,17:48:56,,17:29:00,17:29:31,,,,,,,,17:44:07,,,,17:30:00,17:30:55,17:32:00,17:47:00,17:40:00,,17:43:00,17:27:00,17:32:27,17:34:08,17:36:06,17:37:00,17:35:02,,,,
113100392236763001,,,16:14:49,16:13:00,16:12:00,,,16:31:37,,16:17:08,,,16:35:30,16:36:00,16:19:00,16:26:00,16:33:00,16:34:05,16:35:00,,16:22:10,16:30:35,16:37:53,,,,,,16:23:00,,16:39:00,,,,,,16:29:00,16:29:40,16:31:13,16:32:38
113100393236763001,,,16:22:49,16:21:00,16:20:00,,,16:39:37,,16:25:08,,,16:43:30,16:44:00,16:27:00,16:34:00,16:41:00,16:42:05,16:43:00,,16:30:10,16:38:35,16:45:53,,,,,,16:31:00,,16:47:00,,,,,,16:37:00,16:37:40,16:39:13,16:40:38
113100394236763001,,,16:30:49,16:29:00,16:28:00,,,16:47:37,,16:33:08,,,16:51:30,16:52:00,16:35:00,16:42:00,16:49:00,16:50:05,16:51:00,,16:38:10,16:46:35,16:53:53,,,,,,16:39:00,,16:55:00,,,,,,16:45:00,16:45:40,16:47:13,16:48:38
113100395236763001,,,16:38:49,16:37:00,16:36:00,,,16:55:37,,16:41:08,,,16:59:30,17:00:00,16:43:00,16:50:00,16:57:00,16:58:05,16:59:00,,16:46:10,16:54:35,17:01:53,,,,,,16:47:00,,17:03:00,,,,,,16:53:00,16:53:40,16:55:13,16:56:38
113100396236763001,,,16:46:49,16:45:00,16:44:00,,,17:03:37,,16:49:08,,,17:07:30,17:08:00,16:51:00,16:58:00,17:05:00,17:06:05,17:07:00,,16:54:10,17:02:35,17:09:53,,,,,,16:55:00,,17:11:00,,,,,,17:01:00,17:01:40,17:03:13,17:04:38
113100397236763001,,,16:54:49,16:53:00,16:52:00,,,17:11:37,,16:57:08,,,17:15:30,17:16:00,16:59:00,17:06:00,17:13:00,17:14:05,17:15:00,,17:02:10,17:10:35,17:17:53,,,,,,17:03:00,,17:19:00,,,,,,17:09:00,17:09:40,17:11:13,17:12:38
