trip_id,1131B,1162C,1270B,1418B,1780,2247,2250,2695,3017,3018,4556,5044,5048,6432,6433,9600B
113275751237259001,,11:23:00,11:16:00,,11:28:00,,11:09:00,11:04:28,10:57:38,,,,11:00:00,11:26:00,,10:50:00
113275752237259001,,11:12:00,11:05:00,,11:17:00,,10:58:00,10:52:58,10:45:38,,,,10:48:00,11:15:00,,10:38:00
113275753237259001,,11:00:00,10:53:00,,11:05:00,,10:46:00,10:40:58,10:33:38,,,,10:36:00,11:03:00,,10:26:00
113275754237259001,,10:48:00,10:41:00,,10:53:00,,10:34:00,10:28:58,10:21:38,,,,10:24:00,10:51:00,,10:14:00
113275755237259001,,10:36:00,10:29:00,,10:41:00,,10:22:00,10:16:58,10:09:38,,,,10:12:00,10:39:00,,10:02:00
113275756237259001,,10:28:00,10:21:00,,10:33:00,,10:14:00,10:08:58,10:01:10,,,,10:04:00,10:31:00,,09:52:00
113275757237259001,,10:18:00,10:11:00,,10:23:00,,10:04:00,09:58:58,09:51:10,,,,09:54:00,10:21:00,,09:42:00
113275758237259001,,10:09:00,10:02:00,,10:14:00,,09:54:00,09:48:58,09:41:10,,,,09:44:00,10:12:00,,09:32:00
113275759237259001,,10:02:00,09:53:00,,10:07:00,,09:44:00,09:38:58,09:31:10,,,,09:34:00,10:05:00,,09:22:00
113275760237259001,,09:53:00,09:43:00,,09:59:00,,09:34:00,09:28:58,09:21:10,,,,09:24:00,09:57:00,,09:12:00
113275761237259001,,09:45:00,09:35:00,,09:51:00,,09:25:00,09:19:28,09:11:10,,,,09:14:00,09:49:00,,09:02:00
113275762237259001,,09:35:00,09:25:00,,09:41:00,,09:15:00,09:09:28,09:01:10,,,,09:04:00,09:39:00,,08:52:00
113275763237259001,,09:23:00,09:13:00,,09:29:00,,09:03:00,08:57:28,08:49:10,,,,08:52:00,09:27:00,,08:40:00
113275764237259001,,09:11:00,09:01:00,,09:17:00,,08:51:00,08:45:28,08:37:10,,,,08:40:00,09:15:00,,08:28:00
113275765237259001,,08:59:00,08:49:00,,09:05:00,,08:39:00,08:33:28,08:25:10,,,,08:28:00,09:03:00,,08:16:00
113275766237259001,,08:46:00,08:36:00,,08:52:00,,08:26:00,08:20:28,08:12:24,,,,08:15:00,08:50:00,,08:04:00
113275767237259001,,08:31:00,08:21:00,,08:37:00,,08:11:00,08:05:28,07:57:38,,,,08:00:00,08:35:00,,07:50:00
113275768237259001,,08:15:00,08:05:00,,08:21:00,,07:56:00,07:50:28,07:42:38,,,,07:45:00,08:19:00,,07:35:00
113275769237259001,,07:56:00,07:47:00,,08:01:00,,07:39:00,07:33:58,07:26:53,,,,07:29:00,07:59:00,,07:20:00
113275770237259001,,07:38:00,07:30:00,,07:43:00,,07:23:00,07:18:28,07:11:53,,,,07:14:00,07:41:00,,07:05:00
113275771237259001,,06:38:00,06:32:00,,06:42:00,,06:27:00,06:22:58,06:16:53,,,,06:19:00,06:41:00,,06:10:00
113275772237259001,,07:10:00,07:03:00,,07:15:00,,06:57:00,06:52:58,06:46:53,,,,06:49:00,07:13:00,,06:40:00
113275773237259001,,18:50:00,18:43:00,,18:56:00,,18:35:00,18:28:57,18:20:10,,,,18:23:00,18:54:00,,18:11:00
113276561237259001,22:32:00,,,22:37:00,22:29:00,22:42:00,,,,22:52:03,22:45:32,22:50:00,,,22:30:00,23:00:00
113276562237259001,22:12:00,,,22:17:00,22:09:00,22:22:00,,,,22:32:03,22:25:32,22:30:00,,,22:10:00,22:40:00
113276563237259001,21:52:00,,,21:57:00,21:49:00,22:02:00,,,,22:12:03,22:05:32,22:10:00,,,21:50:00,22:20:00
113276564237259001,21:32:00,,,21:37:00,21:29:00,21:42:00,,,,21:52:03,21:45:32,21:50:00,,,21:30:00,22:00:00
113276565237259001,21:12:00,,,21:17:00,21:09:00,21:22:00,,,,21:32:03,21:25:32,21:30:00,,,21:10:00,21:40:00
113276566237259001,20:51:00,,,20:56:00,20:47:00,21:02:00,,,,21:12:03,21:05:32,21:10:00,,,20:49:00,21:20:00
113276567237259001,20:35:00,,,20:40:00,20:31:00,20:46:00,,,,20:57:03,20:49:59,20:55:00,,,20:33:00,21:05:00
113276568237259001,20:20:00,,,20:25:00,20:16:00,20:31:00,,,,20:42:03,20:34:59,20:40:00,,,20:18:00,20:50:00
113276569237259001,20:08:00,,,20:13:00,20:04:00,20:19:00,,,,20:30:03,20:22:59,20:28:00,,,20:06:00,20:38:00
113276570237259001,19:55:00,,,20:01:00,19:50:00,20:07:00,,,,20:18:03,20:10:59,20:16:00,,,19:52:00,20:26:00
113276571237259001,19:42:00,,,19:48:00,19:37:00,19:54:00,,,,20:06:03,19:58:25,20:04:00,,,19:39:00,20:14:00
113276572237259001,19:30:00,,,19:36:00,19:25:00,19:42:00,,,,19:54:03,19:46:25,19:52:00,,,19:27:00,20:02:00
113276573237259001,19:20:00,,,19:26:00,19:15:00,19:32:00,,,,19:44:03,19:36:25,19:42:00,,,19:17:00,19:52:00
113276574237259001,19:10:00,,,19:16:00,19:05:00,19:22:00,,,,19:34:03,19:26:25,19:32:00,,,19:07:00,19:42:00
113276575237259001,19:00:00,,,19:06:00,18:55:00,19:12:00,,,,19:24:03,19:16:25,19:22:00,,,18:57:00,19:32:00
113276576237259001,18:49:00,,,18:55:00,18:44:00,19:02:00,,,,19:14:03,19:06:25,19:12:00,,,18:46:00,19:22:00
113276577237259001,18:38:00,,,18:44:00,18:33:00,18:51:00,,,,19:04:03,18:55:52,19:02:00,,,18:35:00,19:12:00
113276578237259001,18:27:00,,,18:34:00,18:22:00,18:41:00,,,,18:54:03,18:45:52,18:52:00,,,18:24:00,19:02:00
113276579237259001,18:16:00,,,18:23:00,18:11:00,18:31:00,,,,18:44:03,18:35:52,18:42:00,,,18:13:00,18:52:00
113276580237259001,18:06:00,,,18:13:00,18:01:00,18:21:00,,,,18:34:03,18:25:52,18:32:00,,,18:03:00,18:42:00
113276581237259001,17:56:00,,,18:03:00,17:51:00,18:11:00,,,,18:24:03,18:15:52,18:22:00,,,17:53:00,18:32:00
113276582237259001,17:46:00,,,17:53:00,17:41:00,18:01:00,,,,18:14:03,18:05:52,18:12:00,,,17:43:00,18:22:00
113276583237259001,17:35:00,,,17:42:00,17:30:00,17:50:00,,,,18:04:03,17:55:18,18:02:00,,,17:32:00,18:12:00
113276584237259001,17:25:00,,,17:32:00,17:20:00,17:40:00,,,,17:54:03,17:45:18,17:52:00,,,17:22:00,18:02:00
113276585237259001,17:15:00,,,17:22:00,17:10:00,17:30:00,,,,17:44:03,17:35:18,17:42:00,,,17:12:00,17:52:00
113276586237259001,17:06:00,,,17:13:00,17:01:00,17:21:00,,,,17:34:03,17:25:52,17:32:00,,,17:03:00,17:42:00
113276587237259001,16:54:00,,,17:01:00,16:49:00,17:09:00,,,,17:22:03,17:13:52,17:20:00,,,16:51:00,17:30:00
113276588237259001,16:43:00,,,16:50:00,16:38:00,16:57:00,,,,17:10:03,17:01:52,17:08:00,,,16:40:00,17:18:00
113276589237259001,16:31:00,,,16:38:00,16:26:00,16:45:00,,,,16:58:03,16:49:52,16:56:00,,,16:28:00,17:06:00
113276590237259001,16:19:00,,,16:26:00,16:14:00,16:33:00,,,,16:46:03,16:37:52,16:44:00,,,16:16:00,16:54:00
113276591237259001,16:07:00,,,16:14:00,16:02:00,16:21:00,,,,16:34:03,16:25:52,16:32:00,,,16:04:00,16:42:00
113276592237259001,15:55:00,,,16:02:00,15:50:00,16:09:00,,,,16:22:03,16:13:52,16:20:00,,,15:52:00,16:30:00
113276593237259001,15:41:00,,,15:48:00,15:36:00,15:55:00,,,,16:08:03,15:59:52,16:06:00,,,15:38:00,16:16:00
113276594237259001,15:26:00,,,15:33:00,15:21:00,15:40:00,,,,15:53:03,15:44:52,15:51:00,,,15:23:00,16:01:00
113276595237259001,15:11:00,,,15:18:00,15:06:00,15:25:00,,,,15:38:03,15:29:52,15:36:00,,,15:08:00,15:46:00
113276596237259001,14:56:00,,,15:03:00,14:51:00,15:10:00,,,,15:23:03,15:14:52,15:21:00,,,14:53:00,15:31:00
113276597237259001,14:43:00,,,14:50:00,14:38:00,14:56:00,,,,15:08:03,15:00:25,15:06:00,,,14:40:00,15:16:00
113276598237259001,14:28:00,,,14:35:00,14:23:00,14:41:00,,,,14:53:03,14:45:25,14:51:00,,,14:25:00,15:01:00
113276599237259001,14:13:00,,,14:20:00,14:08:00,14:26:00,,,,14:38:03,14:30:25,14:36:00,,,14:10:00,14:46:00
113276600237259001,13:59:00,,,14:05:00,13:54:00,14:11:00,,,,14:23:03,14:15:25,14:21:00,,,13:56:00,14:31:00
113276601237259001,13:44:00,,,13:50:00,13:39:00,13:56:00,,,,14:08:03,14:00:25,14:06:00,,,13:41:00,14:16:00
113276602237259001,13:29:00,,,13:35:00,13:24:00,13:41:00,,,,13:53:03,13:45:25,13:51:00,,,13:26:00,14:01:00
113276603237259001,13:14:00,,,13:20:00,13:09:00,13:26:00,,,,13:38:03,13:30:25,13:36:00,,,13:11:00,13:46:00
113276604237259001,12:59:00,,,13:05:00,12:54:00,13:11:00,,,,13:23:03,13:15:25,13:21:00,,,12:56:00,13:31:00
113276605237259001,12:44:00,,,12:50:00,12:39:00,12:56:00,,,,13:08:03,13:00:25,13:06:00,,,12:41:00,13:16:00
113276606237259001,12:29:00,,,12:35:00,12:24:00,12:41:00,,,,12:53:03,12:45:25,12:51:00,,,12:26:00,13:01:00
113276607237259001,12:14:00,,,12:20:00,12:09:00,12:26:00,,,,12:38:03,12:30:25,12:36:00,,,12:11:00,12:46:00
113276608237259001,11:59:00,,,12:05:00,11:54:00,12:11:00,,,,12:23:03,12:15:25,12:21:00,,,11:56:00,12:31:00
113276609237259001,11:44:00,,,11:50:00,11:39:00,11:56:00,,,,12:08:03,12:00:25,12:06:00,,,11:41:00,12:16:00
113276610237259001,11:29:00,,,11:35:00,11:24:00,11:41:00,,,,11:53:03,11:45:25,11:51:00,,,11:26:00,12:01:00
113276611237259001,11:14:00,,,11:20:00,11:09:00,11:26:00,,,,11:38:03,11:30:25,11:36:00,,,11:11:00,11:46:00
113276612237259001,11:00:00,,,11:06:00,10:55:00,11:12:00,,,,11:24:03,11:16:25,11:22:00,,,10:57:00,11:32:00
113276613237259001,10:36:00,,,10:42:00,10:31:00,10:48:00,,,,11:00:03,10:52:25,10:58:00,,,10:33:00,11:08:00
113276614237259001,10:24:00,,,10:30:00,10:19:00,10:36:00,,,,10:48:03,10:40:25,10:46:00,,,10:21:00,10:56:00
113276615237259001,10:12:00,,,10:18:00,10:07:00,10:24:00,,,,10:36:03,10:28:25,10:34:00,,,10:09:00,10:44:00
113276616237259001,10:00:00,,,10:06:00,09:55:00,10:12:00,,,,10:24:03,10:16:25,10:22:00,,,09:57:00,10:32:00
113276617237259001,09:46:00,,,09:54:00,09:41:00,10:01:00,,,,10:13:03,10:05:25,10:11:00,,,09:43:00,10:21:00
113276618237259001,09:34:00,,,09:42:00,09:29:00,09:49:00,,,,10:01:03,09:53:25,09:59:00,,,09:31:00,10:09:00
113276619237259001,09:23:00,,,09:32:00,09:18:00,09:39:00,,,,09:51:03,09:43:25,09:49:00,,,09:20:00,09:59:00
113276620237259001,09:12:00,,,09:21:00,09:07:00,09:28:00,,,,09:41:03,09:32:52,09:39:00,,,09:09:00,09:49:00
113276621237259001,09:01:00,,,09:10:00,08:57:00,09:17:00,,,,09:30:15,09:21:52,09:28:00,,,08:59:00,09:39:00
113276622237259001,08:51:00,,,09:00:00,08:47:00,09:07:00,,,,09:20:15,09:11:52,09:18:00,,,08:49:00,09:29:00
113276623237259001,08:39:00,,,08:48:00,08:35:00,08:56:00,,,,09:10:15,09:01:18,09:08:00,,,08:37:00,09:19:00
113276624237259001,08:29:00,,,08:38:00,08:25:00,08:46:00,,,,09:00:15,08:51:18,08:58:00,,,08:27:00,09:09:00
113276625237259001,08:19:00,,,08:28:00,08:15:00,08:36:00,,,,08:50:15,08:41:18,08:48:00,,,08:17:00,08:59:00
113276626237259001,08:09:00,,,08:18:00,08:05:00,08:26:00,,,,08:40:15,08:31:18,08:38:00,,,08:07:00,08:49:00
113276627237259001,07:59:00,,,08:06:00,07:55:00,08:14:00,,,,08:28:15,08:19:18,08:26:00,,,07:57:00,08:37:00
113276628237259001,07:48:00,,,07:55:00,07:44:00,08:02:00,,,,08:16:15,08:07:18,08:14:00,,,07:46:00,08:25:00
113276629237259001,07:37:00,,,07:44:00,07:33:00,07:51:00,,,,08:04:15,07:55:52,08:02:00,,,07:35:00,08:13:00
113276630237259001,07:26:00,,,07:33:00,07:22:00,07:40:00,,,,07:53:03,07:44:52,07:51:00,,,07:24:00,08:01:00
113276631237259001,07:15:00,,,07:22:00,07:11:00,07:29:00,,,,07:41:03,07:33:25,07:39:00,,,07:13:00,07:49:00
113276632237259001,07:00:00,,,07:07:00,06:56:00,07:14:00,,,,07:26:03,07:18:25,07:24:00,,,06:58:00,07:34:00
113276633237259001,06:43:00,,,06:49:00,06:39:00,06:55:00,,,,07:06:03,06:58:59,07:04:00,,,06:41:00,07:14:00
113276634237259001,06:25:00,,,06:30:00,06:22:00,06:36:00,,,,06:46:03,06:39:32,06:44:00,,,06:23:00,06:54:00
113276635237259001,06:00:00,,,06:05:00,05:57:00,06:10:00,,,,06:20:03,06:13:32,06:18:00,,,05:58:00,06:28:00
113279454237259001,,06:14:00,06:09:00,,06:17:00,,06:04:00,05:59:58,,,,,05:56:00,06:16:00,,
113279455237259001,,06:47:00,06:41:00,,06:51:00,,06:35:00,06:30:58,,,,,06:27:00,06:50:00,,
113279456237259001,,07:12:00,07:05:00,,07:17:00,,06:59:00,06:54:58,,,,,06:51:00,07:15:00,,
113279457237259001,,07:32:00,07:25:00,,07:37:00,,07:18:00,07:13:28,,,,,07:09:00,07:35:00,,
113279458237259001,,07:53:00,07:44:00,,07:58:00,,07:36:00,07:30:58,,,,,07:26:00,07:56:00,,
113279459237259001,,08:12:00,08:02:00,,08:18:00,,07:53:00,07:47:28,,,,,07:42:00,08:16:00,,
113279460237259001,,08:44:00,08:34:00,,08:50:00,,08:24:00,08:18:28,,,,,08:13:00,08:48:00,,
113279461237259001,,14:27:00,14:20:00,,14:32:00,,14:13:00,14:08:28,,,,,14:04:00,14:30:00,,
113279462237259001,10:48:00,,,10:54:00,10:43:00,11:00:00,,,,11:12:03,11:04:25,11:10:00,,,10:45:00,11:20:00
113279463237259001,,,,,,,,,,06:27:03,,06:25:00,,,,06:35:00
113279464237259001,,,,,,,,,,14:33:03,,14:31:00,,,,14:41:00
113279465237259001,,,,,,,,,,16:06:03,,16:04:00,,,,16:14:00
113279466237259001,,,,,,,,,,16:44:03,,16:42:00,,,,16:52:00
113279499237259001,10:03:00,,,10:09:00,09:58:00,10:15:00,,,,,,,,,10:00:00,
113279500237259001,10:26:00,,,10:32:00,10:21:00,10:38:00,,,,,,,,,10:23:00,
113279501237259001,11:29:00,,,11:35:00,11:24:00,11:41:00,,,,,,,,,11:26:00,
113279502237259001,12:16:00,,,12:22:00,12:11:00,12:28:00,,,,,,,,,12:13:00,
113279503237259001,20:38:00,,,20:43:00,20:34:00,20:49:00,,,,,,,,,20:36:00,
113279504237259001,22:08:00,,,22:13:00,22:05:00,22:18:00,,,,,,,,,22:06:00,
113401795237259001,11:05:00,,,11:11:00,11:00:00,11:17:00,,,,,,,,,11:02:00,
113401796237259001,12:28:00,,,12:34:00,12:23:00,12:40:00,,,,,,,,,12:25:00,
113401797237259001,19:08:00,,,19:14:00,19:03:00,19:20:00,,,,,,,,,19:05:00,
113401798237259001,19:32:00,,,19:38:00,19:27:00,19:44:00,,,,,,,,,19:29:00,
113401799237259001,19:45:00,,,19:51:00,19:40:00,19:57:00,,,,,,,,,19:42:00,
113401800237259001,20:12:00,,,20:17:00,20:08:00,20:23:00,,,,,,,,,20:10:00,
113401801237259001,20:25:00,,,20:30:00,20:21:00,20:36:00,,,,,,,,,20:23:00,
113401809237259001,,,,,,,,,,10:13:03,,10:11:00,,,,10:21:00
113401810237259001,,,,,,,,,,11:01:03,,10:59:00,,,,11:09:00
113401811237259001,,,,,,,,,,11:13:03,,11:11:00,,,,11:21:00
113401812237259001,,,,,,,,,,11:37:03,,11:35:00,,,,11:45:00
113401813237259001,,,,,,,,,,12:18:03,,12:16:00,,,,12:26:00
113401814237259001,,,,,,,,,,12:33:03,,12:31:00,,,,12:41:00
113401815237259001,,,,,,,,,,12:48:03,,12:46:00,,,,12:56:00
113401816237259001,,,,,,,,,,13:18:03,,13:16:00,,,,13:26:00
113401817237259001,,,,,,,,,,13:32:03,,13:30:00,,,,13:40:00
113401818237259001,,,,,,,,,,13:47:03,,13:45:00,,,,13:55:00
113401819237259001,,,,,,,,,,14:02:03,,14:00:00,,,,14:10:00
113401820237259001,,,,,,,,,,14:17:03,,14:15:00,,,,14:25:00
113401821237259001,,,,,,,,,,18:52:03,,18:50:00,,,,19:00:00
113401822237259001,,10:59:00,10:52:00,,11:04:00,,10:45:00,10:39:58,,,,,10:35:00,11:02:00,,
113401823237259001,,12:14:00,12:07:00,,12:19:00,,12:00:00,11:55:28,,,,,11:51:00,12:17:00,,
113401824237259001,,19:04:00,18:57:00,,19:10:00,,18:49:00,18:42:57,,,,,18:37:00,19:08:00,,
113401825237259001,,19:26:00,19:19:00,,19:32:00,,19:12:00,19:06:28,,,,,19:01:00,19:30:00,,
113401826237259001,,19:39:00,19:32:00,,19:45:00,,19:25:00,19:19:28,,,,,19:14:00,19:43:00,,
113401827237259001,,20:07:00,20:01:00,,20:11:00,,19:54:00,19:48:58,,,,,19:44:00,20:10:00,,
113401828237259001,,20:22:00,20:16:00,,20:26:00,,20:10:00,20:05:28,,,,,20:01:00,20:25:00,,
113411203236755601,,,,,,,,,,10:57:03,,10:55:00,,,,11:05:00
113411204236755601,,,,,,,,,,11:12:03,,11:10:00,,,,11:20:00
113411205236755601,,,,,,,,,,11:27:03,,11:25:00,,,,11:35:00
113411206236755601,,,,,,,,,,11:42:03,,11:40:00,,,,11:50:00
113411207236755601,,,,,,,,,,11:57:03,,11:55:00,,,,12:05:00
113411208236755601,,,,,,,,,,15:42:03,,15:40:00,,,,15:50:00
113411209236755601,,,,,,,,,,17:27:03,,17:25:00,,,,17:35:00
113411210236755601,,,,,,,,,,17:42:03,,17:40:00,,,,17:50:00
113411211236755601,,,,,,,,,,17:58:03,,17:56:00,,,,18:06:00
113411212236755601,,,,,,,,,,18:13:03,,18:11:00,,,,18:21:00
113427691236917501,,,,,,,,,,18:37:03,,18:35:00,,,,18:45:00
113427692236917501,,,,,,,,,,10:37:03,,10:35:00,,,,10:45:00
113427693236917501,,,,,,,,,,11:37:03,,11:35:00,,,,11:45:00
113427694236917501,,,,,,,,,,11:57:03,,11:55:00,,,,12:05:00
113427695236917501,,,,,,,,,,12:37:03,,12:35:00,,,,12:45:00
113427696236917501,,,,,,,,,,17:17:03,,17:15:00,,,,17:25:00
113427697236917501,,,,,,,,,,17:37:03,,17:35:00,,,,17:45:00
113427698236917501,,,,,,,,,,17:57:03,,17:55:00,,,,18:05:00
113427699236917501,,,,,,,,,,18:17:03,,18:15:00,,,,18:25:00
