trip_id,1043,1383,1385,1525,1531,1540,1550,1551,1553,1554,2015,2017,2022,2025,2027,2028,2029,2069,2071,2078,2084,2085,2087,9851,9853,9876
113687631238913602,,,15:25:00,,,,15:23:33,,15:22:00,15:22:51,15:12:00,15:13:19,,15:14:08,15:17:33,15:20:49,15:12:51,15:17:00,,,,,,15:15:27,15:19:28,
113687632238913602,,,15:05:00,,,,15:03:33,,15:02:00,15:02:51,14:52:00,14:53:19,,14:54:08,14:57:33,15:00:49,14:52:51,14:57:00,,,,,,14:55:27,14:59:28,
113687633238913602,,,14:45:00,,,,14:43:33,,14:42:00,14:42:51,14:32:00,14:33:19,,14:34:08,14:37:33,14:40:49,14:32:51,14:37:00,,,,,,14:35:27,14:39:28,
113687634238913602,,,14:25:00,,,,14:23:33,,14:22:00,14:22:51,14:12:00,14:13:19,,14:14:08,14:17:33,14:20:49,14:12:51,14:17:00,,,,,,14:15:27,14:19:28,
113687635238913602,,,14:05:00,,,,14:03:33,,14:02:00,14:02:51,13:52:00,13:53:19,,13:54:08,13:57:33,14:00:49,13:52:51,13:57:00,,,,,,13:55:27,13:59:28,
113687636238913602,,,13:45:00,,,,13:43:33,,13:42:00,13:42:51,13:32:00,13:33:19,,13:34:08,13:37:33,13:40:49,13:32:51,13:37:00,,,,,,13:35:27,13:39:28,
113687637238913602,,,13:25:00,,,,13:23:33,,13:22:00,13:22:51,13:12:00,13:13:19,,13:14:08,13:17:33,13:20:49,13:12:51,13:17:00,,,,,,13:15:27,13:19:28,
113687638238913602,,,13:05:00,,,,13:03:33,,13:02:00,13:02:51,12:52:00,12:53:19,,12:54:08,12:57:33,13:00:49,12:52:51,12:57:00,,,,,,12:55:27,12:59:28,
113687639238913602,,,12:45:00,,,,12:43:33,,12:42:00,12:42:51,12:32:00,12:33:19,,12:34:08,12:37:33,12:40:49,12:32:51,12:37:00,,,,,,12:35:27,12:39:28,
113687640238913602,,,12:26:00,,,,12:24:33,,12:23:00,12:23:51,12:13:00,12:14:19,,12:15:08,12:18:33,12:21:49,12:13:51,12:18:00,,,,,,12:16:27,12:20:28,
113687641238913602,,,12:06:00,,,,12:04:33,,12:03:00,12:03:51,11:53:00,11:54:19,,11:55:08,11:58:33,12:01:49,11:53:51,11:58:00,,,,,,11:56:27,12:00:28,
113687642238913602,,,11:46:00,,,,11:44:33,,11:43:00,11:43:51,11:33:00,11:34:19,,11:35:08,11:38:33,11:41:49,11:33:51,11:38:00,,,,,,11:36:27,11:40:28,
113687643238913602,,,11:26:00,,,,11:24:33,,11:23:00,11:23:51,11:13:00,11:14:19,,11:15:08,11:18:33,11:21:49,11:13:51,11:18:00,,,,,,11:16:27,11:20:28,
113687644238913602,,,11:06:00,,,,11:04:33,,11:03:00,11:03:51,10:53:00,10:54:19,,10:55:08,10:58:33,11:01:49,10:53:51,10:58:00,,,,,,10:56:27,11:00:28,
113687645238913602,,,10:46:00,,,,10:44:33,,10:43:00,10:43:51,10:33:00,10:34:19,,10:35:08,10:38:33,10:41:49,10:33:51,10:38:00,,,,,,10:36:27,10:40:28,
113687646238913602,,,10:26:00,,,,10:24:33,,10:23:00,10:23:51,10:13:00,10:14:19,,10:15:08,10:18:33,10:21:49,10:13:51,10:18:00,,,,,,10:16:27,10:20:28,
113687647238913602,,,10:06:00,,,,10:04:33,,10:03:00,10:03:51,09:53:00,09:54:19,,09:55:08,09:58:33,10:01:49,09:53:51,09:58:00,,,,,,09:56:27,10:00:28,
113687648238913602,,,09:45:00,,,,09:43:33,,09:42:00,09:42:51,09:32:00,09:33:19,,09:34:08,09:37:33,09:40:49,09:32:51,09:37:00,,,,,,09:35:27,09:39:28,
113687649238913602,,,09:25:00,,,,09:23:33,,09:22:00,09:22:51,09:12:00,09:13:19,,09:14:08,09:17:33,09:20:49,09:12:51,09:17:00,,,,,,09:15:27,09:19:28,
113687650238913602,,,09:05:00,,,,09:03:33,,09:02:00,09:02:51,08:52:00,08:53:19,,08:54:08,08:57:33,09:00:49,08:52:51,08:57:00,,,,,,08:55:27,08:59:28,
113687651238913602,,,08:43:00,,,,08:41:33,,08:40:00,08:40:51,08:30:00,08:31:19,,08:32:08,08:35:33,08:38:49,08:30:51,08:35:00,,,,,,08:33:27,08:37:28,
113687652238913602,,,08:20:00,,,,08:18:33,,08:17:00,08:17:51,08:07:00,08:08:19,,08:09:08,08:12:33,08:15:49,08:07:51,08:12:00,,,,,,08:10:27,08:14:28,
113687653238913602,,,08:08:00,,,,08:06:33,,08:05:00,08:05:51,07:55:00,07:56:19,,07:57:08,08:00:33,08:03:49,07:55:51,08:00:00,,,,,,07:58:27,08:02:28,
113687655238913602,,,07:40:00,,,,07:38:33,,07:37:00,07:37:51,07:27:00,07:28:19,,07:29:08,07:32:33,07:35:49,07:27:51,07:32:00,,,,,,07:30:27,07:34:28,
113687656238913602,,,07:10:00,,,,07:08:33,,07:07:00,07:07:51,06:58:00,06:59:19,,07:00:08,07:03:26,07:06:04,06:58:51,07:03:00,,,,,,07:01:27,07:04:58,
113687657238913602,,,06:40:00,,,,06:38:33,,06:37:00,06:37:51,06:28:00,06:29:19,,06:30:08,06:33:26,06:36:04,06:28:51,06:33:00,,,,,,06:31:27,06:34:58,
113687658238913602,,,06:10:00,,,,06:08:33,,06:07:00,06:07:51,05:58:00,05:59:19,,06:00:08,06:03:26,06:06:04,05:58:51,06:03:00,,,,,,06:01:27,06:04:58,
113687659238913602,,,05:30:00,,,,05:28:33,,05:27:00,05:27:51,05:18:00,05:19:19,,05:20:08,05:23:26,05:26:04,05:18:51,05:23:00,,,,,,05:21:27,05:24:58,
113687660238913602,,,05:17:00,,,,05:15:33,,05:14:00,05:14:51,05:05:00,05:06:19,,05:07:08,05:10:26,05:13:04,05:05:51,05:10:00,,,,,,05:08:27,05:11:58,
113687661238913602,05:40:57,05:36:00,,05:38:06,,05:37:09,,05:39:00,,,05:48:00,,05:40:14,,,,,,05:45:47,05:46:48,05:42:00,05:42:27,05:47:23,,,05:44:34
113687662238913602,05:27:57,05:23:00,,05:25:06,,05:24:09,,05:26:00,,,05:35:00,,05:27:14,,,,,,05:32:47,05:33:48,05:29:00,05:29:27,05:34:23,,,05:31:34
113690122238913602,08:34:57,08:30:00,,08:32:06,,08:31:09,,08:33:00,,,08:42:00,,08:34:14,,,,,,08:39:47,08:40:48,08:36:00,08:36:27,08:41:23,,,08:38:34
113690123238913602,,,23:20:00,,,,23:18:33,,23:17:00,23:17:51,23:08:00,23:09:19,,23:10:08,23:13:26,23:16:04,23:08:51,23:13:00,,,,,,23:11:27,23:14:58,
113690265238926502,,,19:16:00,,,,19:14:33,,19:13:00,19:13:51,19:02:00,19:03:35,,19:04:34,19:08:33,19:11:49,19:03:01,19:08:00,,,,,,19:06:09,19:10:28,
113690292238926502,,,07:39:00,,,,07:37:33,,07:36:00,07:36:51,07:26:00,07:27:19,,07:28:08,07:31:33,07:34:49,07:26:51,07:31:00,,,,,,07:29:27,07:33:28,
113690293238926502,,,07:50:00,,,,07:48:33,,07:47:00,07:47:51,07:37:00,07:38:19,,07:39:08,07:42:33,07:45:49,07:37:51,07:42:00,,,,,,07:40:27,07:44:28,
113690294238926502,,,08:15:00,,,,08:13:33,,08:12:00,08:12:51,08:02:00,08:03:19,,08:04:08,08:07:33,08:10:49,08:02:51,08:07:00,,,,,,08:05:27,08:09:28,
113690295238926502,,,08:35:00,,,,08:33:33,,08:32:00,08:32:51,08:22:00,08:23:19,,08:24:08,08:27:33,08:30:49,08:22:51,08:27:00,,,,,,08:25:27,08:29:28,
113690296238926502,,,08:45:00,,,,08:43:33,,08:42:00,08:42:51,08:32:00,08:33:19,,08:34:08,08:37:33,08:40:49,08:32:51,08:37:00,,,,,,08:35:27,08:39:28,
113690309238926502,,,07:10:00,,,,07:08:33,,07:07:00,07:07:51,06:58:00,06:59:19,,07:00:08,07:03:26,07:06:04,06:58:51,07:03:00,,,,,,07:01:27,07:04:58,
113690339238926502,19:15:57,19:11:00,,19:13:06,,19:12:09,,19:14:00,,,19:24:00,,19:15:14,,,,,,19:21:24,19:22:36,19:17:00,19:17:31,19:23:17,,,19:19:59
113690342238926502,07:44:57,07:40:00,,07:42:06,,07:41:09,,07:43:00,,,07:52:00,,07:44:14,,,,,,07:49:47,07:50:48,07:46:00,07:46:27,07:51:23,,,07:48:34
113690343238926502,08:14:57,08:10:00,,08:12:06,,08:11:09,,08:13:00,,,08:22:00,,08:14:14,,,,,,08:19:47,08:20:48,08:16:00,08:16:27,08:21:23,,,08:18:34
113690344238926502,08:28:57,08:24:00,,08:26:06,,08:25:09,,08:27:00,,,08:36:00,,08:28:14,,,,,,08:33:47,08:34:48,08:30:00,08:30:27,08:35:23,,,08:32:34
113690345238926502,08:55:57,08:51:00,,08:53:06,,08:52:09,,08:54:00,,,09:03:00,,08:55:14,,,,,,09:00:47,09:01:48,08:57:00,08:57:27,09:02:23,,,08:59:34
113690346238926502,09:19:57,09:14:00,,09:16:48,,09:15:32,,09:18:00,,,09:27:00,,09:19:14,,,,,,09:24:47,09:25:48,09:21:00,09:21:27,09:26:23,,,09:23:34
113690347238926502,09:29:57,09:24:00,,09:26:48,,09:25:32,,09:28:00,,,09:37:00,,09:29:14,,,,,,09:34:47,09:35:48,09:31:00,09:31:27,09:36:23,,,09:33:34
113690348238926502,09:39:57,09:34:00,,09:36:48,,09:35:32,,09:38:00,,,09:47:00,,09:39:14,,,,,,09:44:47,09:45:48,09:41:00,09:41:27,09:46:23,,,09:43:34
113690349238926502,09:48:57,09:43:00,,09:45:48,,09:44:32,,09:47:00,,,09:56:00,,09:48:14,,,,,,09:53:47,09:54:48,09:50:00,09:50:27,09:55:23,,,09:52:34
113690358238926502,06:41:57,06:37:00,,06:39:06,,06:38:09,,06:40:00,,,06:49:00,,06:41:14,,,,,,06:46:47,06:47:48,06:43:00,06:43:27,06:48:23,,,06:45:34
113690359238926502,07:29:57,07:25:00,,07:27:06,,07:26:09,,07:28:00,,,07:37:00,,07:29:14,,,,,,07:34:47,07:35:48,07:31:00,07:31:27,07:36:23,,,07:33:34
113690360238926502,,,06:55:00,,,,06:53:33,,06:52:00,06:52:51,06:43:00,06:44:19,,06:45:08,06:48:26,06:51:04,06:43:51,06:48:00,,,,,,06:46:27,06:49:58,
113690388238926502,07:14:57,07:10:00,,07:12:06,,07:11:09,,07:13:00,,,07:22:00,,07:14:14,,,,,,07:19:47,07:20:48,07:16:00,07:16:27,07:21:23,,,07:18:34
113690630238926502,,,19:35:00,,,,19:33:33,,19:32:00,19:32:51,19:21:00,19:22:35,,19:23:34,19:27:33,19:30:49,19:22:01,19:27:00,,,,,,19:25:09,19:29:28,
113690631238926502,19:39:57,19:35:00,,19:37:06,,19:36:09,,19:38:00,,,19:48:00,,19:39:14,,,,,,19:45:24,19:46:36,19:41:00,19:41:31,19:47:17,,,19:43:59
113690632238926502,19:29:57,19:25:00,,19:27:06,,19:26:09,,19:28:00,,,19:38:00,,19:29:14,,,,,,19:35:24,19:36:36,19:31:00,19:31:31,19:37:17,,,19:33:59
113690633238926502,11:46:57,11:41:00,,11:43:48,,11:42:32,,11:45:00,,,11:54:00,,11:46:14,,,,,,11:51:47,11:52:48,11:48:00,11:48:27,11:53:23,,,11:50:34
113690634238926502,,,10:12:00,,,,10:10:33,,10:09:00,10:09:51,09:59:00,10:00:19,,10:01:08,10:04:33,10:07:49,09:59:51,10:04:00,,,,,,10:02:27,10:06:28,
113690635238926502,,,09:56:00,,,,09:54:33,,09:53:00,09:53:51,09:43:00,09:44:19,,09:45:08,09:48:33,09:51:49,09:43:51,09:48:00,,,,,,09:46:27,09:50:28,
113690636238926502,,,09:42:00,,,,09:40:33,,09:39:00,09:39:51,09:29:00,09:30:19,,09:31:08,09:34:33,09:37:49,09:29:51,09:34:00,,,,,,09:32:27,09:36:28,
113690637238926502,,,09:25:00,,,,09:23:33,,09:22:00,09:22:51,09:12:00,09:13:19,,09:14:08,09:17:33,09:20:49,09:12:51,09:17:00,,,,,,09:15:27,09:19:28,
113690638238926502,,,09:15:00,,,,09:13:33,,09:12:00,09:12:51,09:02:00,09:03:19,,09:04:08,09:07:33,09:10:49,09:02:51,09:07:00,,,,,,09:05:27,09:09:28,
113690639238926502,,,09:05:00,,,,09:03:33,,09:02:00,09:02:51,08:52:00,08:53:19,,08:54:08,08:57:33,09:00:49,08:52:51,08:57:00,,,,,,08:55:27,08:59:28,
113690640238926502,,,08:55:00,,,,08:53:33,,08:52:00,08:52:51,08:42:00,08:43:19,,08:44:08,08:47:33,08:50:49,08:42:51,08:47:00,,,,,,08:45:27,08:49:28,
113690641238926502,19:21:57,19:17:00,,19:19:06,,19:18:09,,19:20:00,,,19:30:00,,19:21:14,,,,,,19:27:24,19:28:36,19:23:00,19:23:31,19:29:17,,,19:25:59
113690642238926502,11:54:57,11:49:00,,11:51:48,,11:50:32,,11:53:00,,,12:02:00,,11:54:14,,,,,,11:59:47,12:00:48,11:56:00,11:56:27,12:01:23,,,11:58:34
113690643238926502,11:39:57,11:34:00,,11:36:48,,11:35:32,,11:38:00,,,11:47:00,,11:39:14,,,,,,11:44:47,11:45:48,11:41:00,11:41:27,11:46:23,,,11:43:34
113690644238926502,11:16:57,11:11:00,,11:13:48,,11:12:32,,11:15:00,,,11:24:00,,11:16:14,,,,,,11:21:47,11:22:48,11:18:00,11:18:27,11:23:23,,,11:20:34
113690645238926502,,,19:46:00,,,,19:44:33,,19:43:00,19:43:51,19:32:00,19:33:35,,19:34:34,19:38:33,19:41:49,19:33:01,19:38:00,,,,,,19:36:09,19:40:28,
113690646238926502,,,19:56:00,,,,19:54:33,,19:53:00,19:53:51,19:42:00,19:43:35,,19:44:34,19:48:33,19:51:49,19:43:01,19:48:00,,,,,,19:46:09,19:50:28,
113690647238926502,11:09:57,11:04:00,,11:06:48,,11:05:32,,11:08:00,,,11:17:00,,11:09:14,,,,,,11:14:47,11:15:48,11:11:00,11:11:27,11:16:23,,,11:13:34
113690648238926502,11:24:57,11:19:00,,11:21:48,,11:20:32,,11:23:00,,,11:32:00,,11:24:14,,,,,,11:29:47,11:30:48,11:26:00,11:26:27,11:31:23,,,11:28:34
113690649238926502,,,09:33:00,,,,09:31:33,,09:30:00,09:30:51,09:20:00,09:21:19,,09:22:08,09:25:33,09:28:49,09:20:51,09:25:00,,,,,,09:23:27,09:27:28,
113690650238926502,,,08:03:00,,,,08:01:33,,08:00:00,08:00:51,07:50:00,07:51:19,,07:52:08,07:55:33,07:58:49,07:50:51,07:55:00,,,,,,07:53:27,07:57:28,
113690651238926502,11:31:57,11:26:00,,11:28:48,,11:27:32,,11:30:00,,,11:39:00,,11:31:14,,,,,,11:36:47,11:37:48,11:33:00,11:33:27,11:38:23,,,11:35:34
113690652238926502,,,09:48:00,,,,09:46:33,,09:45:00,09:45:51,09:35:00,09:36:19,,09:37:08,09:40:33,09:43:49,09:35:51,09:40:00,,,,,,09:38:27,09:42:28,
113690653238926502,,,19:25:00,,,,19:23:33,,19:22:00,19:22:51,19:11:00,19:12:35,,19:13:34,19:17:33,19:20:49,19:12:01,19:17:00,,,,,,19:15:09,19:19:28,
113690654238926502,,,10:03:00,,,,10:01:33,,10:00:00,10:00:51,09:50:00,09:51:19,,09:52:08,09:55:33,09:58:49,09:50:51,09:55:00,,,,,,09:53:27,09:57:28,
113690655238926502,24:40:57,24:36:00,,24:38:06,,24:37:09,,24:39:00,,,24:48:00,,24:40:14,,,,,,24:45:47,24:46:48,24:42:00,24:42:27,24:47:23,,,24:44:34
113690656238926502,24:20:57,24:16:00,,24:18:06,,24:17:09,,24:19:00,,,24:28:00,,24:20:14,,,,,,24:25:47,24:26:48,24:22:00,24:22:27,24:27:23,,,24:24:34
113690657238926502,,,24:27:00,,,,24:25:33,,24:24:00,24:24:51,24:15:00,24:16:19,,24:17:08,24:20:26,24:23:04,24:15:51,24:20:00,,,,,,24:18:27,24:21:58,
113690658238926502,24:00:57,23:56:00,,23:58:06,,23:57:09,,23:59:00,,,24:08:00,,24:00:14,,,,,,24:05:47,24:06:48,24:02:00,24:02:27,24:07:23,,,24:04:34
113690659238926502,,,24:10:00,,,,24:08:33,,24:07:00,24:07:51,23:58:00,23:59:19,,24:00:08,24:03:26,24:06:04,23:58:51,24:03:00,,,,,,24:01:27,24:04:58,
113690660238926502,,,23:50:00,,,,23:48:33,,23:47:00,23:47:51,23:38:00,23:39:19,,23:40:08,23:43:26,23:46:04,23:38:51,23:43:00,,,,,,23:41:27,23:44:58,
113690661238926502,23:40:57,23:36:00,,23:38:06,,23:37:09,,23:39:00,,,23:48:00,,23:40:14,,,,,,23:45:47,23:46:48,23:42:00,23:42:27,23:47:23,,,23:44:34
113690662238926502,23:30:57,23:26:00,,23:28:06,,23:27:09,,23:29:00,,,23:38:00,,23:30:14,,,,,,23:35:47,23:36:48,23:32:00,23:32:27,23:37:23,,,23:34:34
113690663238926502,23:20:57,23:16:00,,23:18:06,,23:17:09,,23:19:00,,,23:28:00,,23:20:14,,,,,,23:25:47,23:26:48,23:22:00,23:22:27,23:27:23,,,23:24:34
113690664238926502,,,23:30:00,,,,23:28:33,,23:27:00,23:27:51,23:18:00,23:19:19,,23:20:08,23:23:26,23:26:04,23:18:51,23:23:00,,,,,,23:21:27,23:24:58,
113690665238926502,,,23:17:00,,,,23:15:33,,23:14:00,23:14:51,23:05:00,23:06:19,,23:07:08,23:10:26,23:13:04,23:05:51,23:10:00,,,,,,23:08:27,23:11:58,
113690666238926502,23:10:57,23:06:00,,23:08:06,,23:07:09,,23:09:00,,,23:18:00,,23:10:14,,,,,,23:15:47,23:16:48,23:12:00,23:12:27,23:17:23,,,23:14:34
113690667238926502,23:00:57,22:56:00,,22:58:06,,22:57:09,,22:59:00,,,23:08:00,,23:00:14,,,,,,23:05:47,23:06:48,23:02:00,23:02:27,23:07:23,,,23:04:34
113690668238926502,,,23:07:00,,,,23:05:33,,23:04:00,23:04:51,22:55:00,22:56:19,,22:57:08,23:00:26,23:03:04,22:55:51,23:00:00,,,,,,22:58:27,23:01:58,
113690669238926502,22:50:57,22:46:00,,22:48:06,,22:47:09,,22:49:00,,,22:58:00,,22:50:14,,,,,,22:55:47,22:56:48,22:52:00,22:52:27,22:57:23,,,22:54:34
113690670238926502,,,22:56:00,,,,22:54:33,,22:53:00,22:53:51,22:44:00,22:45:19,,22:46:08,22:49:26,22:52:04,22:44:51,22:49:00,,,,,,22:47:27,22:50:58,
113690671238926502,22:40:57,22:36:00,,22:38:06,,22:37:09,,22:39:00,,,22:48:00,,22:40:14,,,,,,22:45:47,22:46:48,22:42:00,22:42:27,22:47:23,,,22:44:34
113690672238926502,,,22:46:00,,,,22:44:33,,22:43:00,22:43:51,22:34:00,22:35:19,,22:36:08,22:39:26,22:42:04,22:34:51,22:39:00,,,,,,22:37:27,22:40:58,
113690673238926502,22:29:57,22:25:00,,22:27:06,,22:26:09,,22:28:00,,,22:37:00,,22:29:14,,,,,,22:34:47,22:35:48,22:31:00,22:31:27,22:36:23,,,22:33:34
113690674238926502,,,22:36:00,,,,22:34:33,,22:33:00,22:33:51,22:24:00,22:25:19,,22:26:08,22:29:26,22:32:04,22:24:51,22:29:00,,,,,,22:27:27,22:30:58,
113690675238926502,22:19:57,22:15:00,,22:17:06,,22:16:09,,22:18:00,,,22:27:00,,22:19:14,,,,,,22:24:47,22:25:48,22:21:00,22:21:27,22:26:23,,,22:23:34
113690676238926502,,,22:26:00,,,,22:24:33,,22:23:00,22:23:51,22:14:00,22:15:19,,22:16:08,22:19:26,22:22:04,22:14:51,22:19:00,,,,,,22:17:27,22:20:58,
113690677238926502,22:09:57,22:05:00,,22:07:06,,22:06:09,,22:08:00,,,22:17:00,,22:09:14,,,,,,22:14:47,22:15:48,22:11:00,22:11:27,22:16:23,,,22:13:34
113690678238926502,,,22:16:00,,,,22:14:33,,22:13:00,22:13:51,22:04:00,22:05:19,,22:06:08,22:09:26,22:12:04,22:04:51,22:09:00,,,,,,22:07:27,22:10:58,
113690679238926502,21:59:57,21:55:00,,21:57:06,,21:56:09,,21:58:00,,,22:07:00,,21:59:14,,,,,,22:04:47,22:05:48,22:01:00,22:01:27,22:06:23,,,22:03:34
113690680238926502,,,22:06:00,,,,22:04:33,,22:03:00,22:03:51,21:54:00,21:55:19,,21:56:08,21:59:26,22:02:04,21:54:51,21:59:00,,,,,,21:57:27,22:00:58,
113690681238926502,21:49:57,21:45:00,,21:47:06,,21:46:09,,21:48:00,,,21:57:00,,21:49:14,,,,,,21:54:47,21:55:48,21:51:00,21:51:27,21:56:23,,,21:53:34
113690682238926502,,,21:56:00,,,,21:54:33,,21:53:00,21:53:51,21:44:00,21:45:19,,21:46:08,21:49:26,21:52:04,21:44:51,21:49:00,,,,,,21:47:27,21:50:58,
113690683238926502,21:39:57,21:35:00,,21:37:06,,21:36:09,,21:38:00,,,21:47:00,,21:39:14,,,,,,21:44:47,21:45:48,21:41:00,21:41:27,21:46:23,,,21:43:34
113690684238926502,,,21:46:00,,,,21:44:33,,21:43:00,21:43:51,21:34:00,21:35:19,,21:36:08,21:39:26,21:42:04,21:34:51,21:39:00,,,,,,21:37:27,21:40:58,
113690685238926502,21:29:57,21:25:00,,21:27:06,,21:26:09,,21:28:00,,,21:37:00,,21:29:14,,,,,,21:34:47,21:35:48,21:31:00,21:31:27,21:36:23,,,21:33:34
113690686238926502,,,21:36:00,,,,21:34:33,,21:33:00,21:33:51,21:24:00,21:25:19,,21:26:08,21:29:26,21:32:04,21:24:51,21:29:00,,,,,,21:27:27,21:30:58,
113690687238926502,21:19:57,21:15:00,,21:17:06,,21:16:09,,21:18:00,,,21:27:00,,21:19:14,,,,,,21:24:47,21:25:48,21:21:00,21:21:27,21:26:23,,,21:23:34
113690688238926502,21:09:57,21:05:00,,21:07:06,,21:06:09,,21:08:00,,,21:17:00,,21:09:14,,,,,,21:14:47,21:15:48,21:11:00,21:11:27,21:16:23,,,21:13:34
113690689238926502,,,21:16:00,,,,21:14:33,,21:13:00,21:13:51,21:04:00,21:05:19,,21:06:08,21:09:26,21:12:04,21:04:51,21:09:00,,,,,,21:07:27,21:10:58,
113690690238926502,,,21:26:00,,,,21:24:33,,21:23:00,21:23:51,21:14:00,21:15:19,,21:16:08,21:19:26,21:22:04,21:14:51,21:19:00,,,,,,21:17:27,21:20:58,
113690691238926502,20:59:57,20:55:00,,20:57:06,,20:56:09,,20:58:00,,,21:07:00,,20:59:14,,,,,,21:04:47,21:05:48,21:01:00,21:01:27,21:06:23,,,21:03:34
113690692238926502,,,21:06:00,,,,21:04:33,,21:03:00,21:03:51,20:54:00,20:55:19,,20:56:08,20:59:26,21:02:04,20:54:51,20:59:00,,,,,,20:57:27,21:00:58,
113690693238926502,20:50:57,20:46:00,,20:48:06,,20:47:09,,20:49:00,,,20:58:00,,20:50:14,,,,,,20:55:47,20:56:48,20:52:00,20:52:27,20:57:23,,,20:54:34
113690694238926502,,,20:56:00,,,,20:54:33,,20:53:00,20:53:51,20:44:00,20:45:19,,20:46:08,20:49:26,20:52:04,20:44:51,20:49:00,,,,,,20:47:27,20:50:58,
113690695238926502,20:40:57,20:36:00,,20:38:06,,20:37:09,,20:39:00,,,20:48:00,,20:40:14,,,,,,20:45:47,20:46:48,20:42:00,20:42:27,20:47:23,,,20:44:34
113690696238926502,,,20:46:00,,,,20:44:33,,20:43:00,20:43:51,20:33:00,20:34:19,,20:35:08,20:38:33,20:41:49,20:33:51,20:38:00,,,,,,20:36:27,20:40:28,
113690697238926502,20:30:57,20:26:00,,20:28:06,,20:27:09,,20:29:00,,,20:38:00,,20:30:14,,,,,,20:35:47,20:36:48,20:32:00,20:32:27,20:37:23,,,20:34:34
113690698238926502,,,20:36:00,,,,20:34:33,,20:33:00,20:33:51,20:23:00,20:24:19,,20:25:08,20:28:33,20:31:49,20:23:51,20:28:00,,,,,,20:26:27,20:30:28,
113690699238926502,20:10:57,20:06:00,,20:08:06,,20:07:09,,20:09:00,,,20:19:00,,20:10:14,,,,,,20:16:24,20:17:36,20:12:00,20:12:31,20:18:17,,,20:14:59
113690700238926502,,,20:16:00,,,,20:14:33,,20:13:00,20:13:51,20:03:00,20:04:19,,20:05:08,20:08:33,20:11:49,20:03:51,20:08:00,,,,,,20:06:27,20:10:28,
113690701238926502,20:20:57,20:16:00,,20:18:06,,20:17:09,,20:19:00,,,20:29:00,,20:20:14,,,,,,20:26:24,20:27:36,20:22:00,20:22:31,20:28:17,,,20:24:59
113690702238926502,,,20:26:00,,,,20:24:33,,20:23:00,20:23:51,20:13:00,20:14:19,,20:15:08,20:18:33,20:21:49,20:13:51,20:18:00,,,,,,20:16:27,20:20:28,
113690703238926502,20:00:57,19:56:00,,19:58:06,,19:57:09,,19:59:00,,,20:09:00,,20:00:14,,,,,,20:06:24,20:07:36,20:02:00,20:02:31,20:08:17,,,20:04:59
113690704238926502,,,20:06:00,,,,20:04:33,,20:03:00,20:03:51,19:53:00,19:54:19,,19:55:08,19:58:33,20:01:49,19:53:51,19:58:00,,,,,,19:56:27,20:00:28,
113690705238926502,19:50:57,19:46:00,,19:48:06,,19:47:09,,19:49:00,,,19:59:00,,19:50:14,,,,,,19:56:24,19:57:36,19:52:00,19:52:31,19:58:17,,,19:54:59
113690706238926502,06:01:57,05:57:00,,05:59:06,,05:58:09,,06:00:00,,,06:09:00,,06:01:14,,,,,,06:06:47,06:07:48,06:03:00,06:03:27,06:08:23,,,06:05:34
113690707238926502,,,06:10:00,,,,06:08:33,,06:07:00,06:07:51,05:58:00,05:59:19,,06:00:08,06:03:26,06:06:04,05:58:51,06:03:00,,,,,,06:01:27,06:04:58,
113690708238926502,,,05:51:00,,,,05:49:33,,05:48:00,05:48:51,05:39:00,05:40:19,,05:41:08,05:44:26,05:47:04,05:39:51,05:44:00,,,,,,05:42:27,05:45:58,
113690709238926502,05:40:57,05:36:00,,05:38:06,,05:37:09,,05:39:00,,,05:48:00,,05:40:14,,,,,,05:45:47,05:46:48,05:42:00,05:42:27,05:47:23,,,05:44:34
113690710238926502,05:27:57,05:23:00,,05:25:06,,05:24:09,,05:26:00,,,05:35:00,,05:27:14,,,,,,05:32:47,05:33:48,05:29:00,05:29:27,05:34:23,,,05:31:34
113690711238926502,,,05:30:00,,,,05:28:33,,05:27:00,05:27:51,05:18:00,05:19:19,,05:20:08,05:23:26,05:26:04,05:18:51,05:23:00,,,,,,05:21:27,05:24:58,
113690712238926502,,,05:17:00,,,,05:15:33,,05:14:00,05:14:51,05:05:00,05:06:19,,05:07:08,05:10:26,05:13:04,05:05:51,05:10:00,,,,,,05:08:27,05:11:58,
113690713238926502,06:22:57,06:18:00,,06:20:06,,06:19:09,,06:21:00,,,06:30:00,,06:22:14,,,,,,06:27:47,06:28:48,06:24:00,06:24:27,06:29:23,,,06:26:34
113690714238926502,,,06:25:00,,,,06:23:33,,06:22:00,06:22:51,06:13:00,06:14:19,,06:15:08,06:18:26,06:21:04,06:13:51,06:18:00,,,,,,06:16:27,06:19:58,
113690715238926502,,,06:40:00,,,,06:38:33,,06:37:00,06:37:51,06:28:00,06:29:19,,06:30:08,06:33:26,06:36:04,06:28:51,06:33:00,,,,,,06:31:27,06:34:58,
113690717238926502,,,19:05:00,,,,19:03:33,,19:02:00,19:02:51,18:51:00,18:52:35,,18:53:34,18:57:33,19:00:49,18:52:01,18:57:00,,,,,,18:55:09,18:59:28,
113690718238926502,,,18:55:00,,,,18:53:33,,18:52:00,18:52:51,18:41:00,18:42:35,,18:43:34,18:47:33,18:50:49,18:42:01,18:47:00,,,,,,18:45:09,18:49:28,
113690719238926502,19:08:57,19:04:00,,19:06:06,,19:05:09,,19:07:00,,,19:17:00,,19:08:14,,,,,,19:14:24,19:15:36,19:10:00,19:10:31,19:16:17,,,19:12:59
