trip_id,1030,1083,1904,2088,2089,2207,2237,2238,2239,2269,2271,2587,2831,2898,5740,5741,5742B,5760,5761,5905,5906,5908,5910,5911B,5913,5958C,5959,5961,5965,5967,5968,6123,6459,6461,9025,9751,9753,9754B,9755,9756,9776,9777,9778,9779,9780
113365125237620601,08:25:00,,,08:27:22,,,08:28:48,08:29:55,08:30:45,08:22:22,08:26:34,08:23:11,08:21:00,08:32:00,,,,08:34:39,,,,,,,,08:36:00,08:37:46,08:39:12,08:36:52,08:40:29,08:41:00,,08:33:00,,,08:48:00,,,,,08:41:47,08:43:00,08:43:51,08:45:00,08:46:46
113365126237620601,08:45:00,,,08:47:22,,,08:48:48,08:49:55,08:50:45,08:42:22,08:46:34,08:43:11,08:41:00,08:52:00,,,,08:54:39,,,,,,,,08:56:00,08:57:46,08:59:12,08:56:52,09:00:29,09:01:00,,08:53:00,,,09:08:00,,,,,09:01:47,09:03:00,09:03:51,09:05:00,09:06:46
113365127237620601,09:05:00,,,09:07:42,,,09:09:20,09:10:37,09:11:35,09:02:22,09:06:48,09:03:11,09:01:00,09:13:00,,,,09:15:39,,,,,,,,09:17:00,09:18:46,09:20:12,09:17:52,09:21:29,09:22:00,,09:14:00,,,09:29:00,,,,,09:22:47,09:24:00,09:24:51,09:26:00,09:27:46
113365128237620601,09:25:00,,,09:27:42,,,09:29:20,09:30:37,09:31:35,09:22:22,09:26:48,09:23:11,09:21:00,09:33:00,,,,09:35:39,,,,,,,,09:37:00,09:38:46,09:40:12,09:37:52,09:41:29,09:42:00,,09:34:00,,,09:49:00,,,,,09:42:47,09:44:00,09:44:51,09:46:00,09:47:46
113365129237620601,09:45:00,,,09:47:42,,,09:49:20,09:50:37,09:51:35,09:42:22,09:46:48,09:43:11,09:41:00,09:53:00,,,,09:55:39,,,,,,,,09:57:00,09:58:46,10:00:12,09:57:52,10:01:29,10:02:00,,09:54:00,,,10:09:00,,,,,10:02:47,10:04:00,10:04:51,10:06:00,10:07:46
113365130237620601,11:25:00,,,11:28:02,,,11:29:53,11:31:19,11:32:24,11:22:22,11:27:01,11:23:11,11:21:00,11:34:00,,,,11:36:39,,,,,,,,11:38:00,11:39:46,11:41:12,11:38:52,11:42:29,11:43:00,,11:35:00,,,11:51:00,,,,,11:43:59,11:45:30,11:46:34,11:48:00,11:49:46
113365131237620601,10:05:00,,,10:07:42,,,10:09:20,10:10:37,10:11:35,10:02:22,10:06:48,10:03:11,10:01:00,10:13:00,,,,10:15:39,,,,,,,,10:17:00,10:18:46,10:20:12,10:17:52,10:21:29,10:22:00,,10:14:00,,,10:29:00,,,,,10:22:47,10:24:00,10:24:51,10:26:00,10:27:46
113365132237620601,13:46:00,,,13:49:22,,,13:51:25,13:53:01,13:54:13,13:43:22,13:48:14,13:44:11,13:42:00,13:56:00,,,,13:58:39,,,,,,,,14:00:00,14:01:46,14:03:12,14:00:52,14:04:29,14:05:00,,13:57:00,,,14:13:00,,,,,14:05:59,14:07:30,14:08:34,14:10:00,14:11:46
113365133237620601,12:25:00,,,12:28:02,,,12:29:53,12:31:19,12:32:24,12:22:22,12:27:01,12:23:11,12:21:00,12:34:00,,,,12:36:39,,,,,,,,12:38:00,12:39:46,12:41:12,12:38:52,12:42:29,12:43:00,,12:35:00,,,12:51:00,,,,,12:43:59,12:45:30,12:46:34,12:48:00,12:49:46
113365134237620601,13:26:00,,,13:29:22,,,13:31:25,13:33:01,13:34:13,13:23:22,13:28:14,13:24:11,13:22:00,13:36:00,,,,13:38:39,,,,,,,,13:40:00,13:41:46,13:43:12,13:40:52,13:44:29,13:45:00,,13:37:00,,,13:53:00,,,,,13:45:59,13:47:30,13:48:34,13:50:00,13:51:46
113365135237620601,16:45:00,,,16:48:42,,,16:50:58,16:52:43,16:54:03,16:42:22,16:47:28,16:43:11,16:41:00,16:56:00,,,,16:59:12,,,,,,,,17:01:00,17:02:46,17:04:12,17:01:52,17:05:29,17:06:00,,16:57:00,,,17:14:00,,,,,17:06:59,17:08:30,17:09:34,17:11:00,17:12:46
113365136237620601,10:25:00,,,10:27:42,,,10:29:20,10:30:37,10:31:35,10:22:22,10:26:48,10:23:11,10:21:00,10:33:00,,,,10:35:39,,,,,,,,10:37:00,10:38:46,10:40:12,10:37:52,10:41:29,10:42:00,,10:34:00,,,10:49:00,,,,,10:42:47,10:44:00,10:44:51,10:46:00,10:47:46
113365137237620601,12:45:00,,,12:48:02,,,12:49:53,12:51:19,12:52:24,12:42:22,12:47:01,12:43:11,12:41:00,12:54:00,,,,12:56:39,,,,,,,,12:58:00,12:59:46,13:01:12,12:58:52,13:02:29,13:03:00,,12:55:00,,,13:11:00,,,,,13:03:59,13:05:30,13:06:34,13:08:00,13:09:46
113365138237620601,15:06:00,,,15:09:42,,,15:11:58,15:13:43,15:15:03,15:03:22,15:08:28,15:04:11,15:02:00,15:17:00,,,,15:19:39,,,,,,,,15:21:00,15:22:46,15:24:12,15:21:52,15:25:29,15:26:00,,15:18:00,,,15:34:00,,,,,15:26:59,15:28:30,15:29:34,15:31:00,15:32:46
113365139237620601,11:05:00,,,11:08:02,,,11:09:53,11:11:19,11:12:24,11:02:22,11:07:01,11:03:11,11:01:00,11:14:00,,,,11:16:39,,,,,,,,11:18:00,11:19:46,11:21:12,11:18:52,11:22:29,11:23:00,,11:15:00,,,11:31:00,,,,,11:23:59,11:25:30,11:26:34,11:28:00,11:29:46
113365140237620601,12:05:00,,,12:08:02,,,12:09:53,12:11:19,12:12:24,12:02:22,12:07:01,12:03:11,12:01:00,12:14:00,,,,12:16:39,,,,,,,,12:18:00,12:19:46,12:21:12,12:18:52,12:22:29,12:23:00,,12:15:00,,,12:31:00,,,,,12:23:59,12:25:30,12:26:34,12:28:00,12:29:46
113365141237620601,14:26:00,,,14:29:42,,,14:31:58,14:33:43,14:35:03,14:23:22,14:28:28,14:24:11,14:22:00,14:37:00,,,,14:39:39,,,,,,,,14:41:00,14:42:46,14:44:12,14:41:52,14:45:29,14:46:00,,14:38:00,,,14:54:00,,,,,14:46:59,14:48:30,14:49:34,14:51:00,14:52:46
113365142237620601,15:26:00,,,15:29:42,,,15:31:58,15:33:43,15:35:03,15:23:22,15:28:28,15:24:11,15:22:00,15:37:00,,,,15:39:39,,,,,,,,15:41:00,15:42:46,15:44:12,15:41:52,15:45:29,15:46:00,,15:38:00,,,15:54:00,,,,,15:46:59,15:48:30,15:49:34,15:51:00,15:52:46
113365143237620601,13:06:00,,,13:09:22,,,13:11:25,13:13:01,13:14:13,13:03:22,13:08:14,13:04:11,13:02:00,13:16:00,,,,13:18:39,,,,,,,,13:20:00,13:21:46,13:23:12,13:20:52,13:24:29,13:25:00,,13:17:00,,,13:33:00,,,,,13:25:59,13:27:30,13:28:34,13:30:00,13:31:46
113365144237620601,15:45:00,,,15:48:42,,,15:50:58,15:52:43,15:54:03,15:42:22,15:47:28,15:43:11,15:41:00,15:56:00,,,,15:58:39,,,,,,,,16:00:00,16:01:46,16:03:12,16:00:52,16:04:29,16:05:00,,15:57:00,,,16:13:00,,,,,16:05:59,16:07:30,16:08:34,16:10:00,16:11:46
113365145237620601,10:45:00,,,10:47:42,,,10:49:20,10:50:37,10:51:35,10:42:22,10:46:48,10:43:11,10:41:00,10:53:00,,,,10:55:39,,,,,,,,10:57:00,10:58:46,11:00:12,10:57:52,11:01:29,11:02:00,,10:54:00,,,11:10:00,,,,,11:02:59,11:04:30,11:05:34,11:07:00,11:08:46
113365146237620601,11:45:00,,,11:48:02,,,11:49:53,11:51:19,11:52:24,11:42:22,11:47:01,11:43:11,11:41:00,11:54:00,,,,11:56:39,,,,,,,,11:58:00,11:59:46,12:01:12,11:58:52,12:02:29,12:03:00,,11:55:00,,,12:11:00,,,,,12:03:59,12:05:30,12:06:34,12:08:00,12:09:46
113365147237620601,14:06:00,,,14:09:42,,,14:11:58,14:13:43,14:15:03,14:03:22,14:08:28,14:04:11,14:02:00,14:17:00,,,,14:19:39,,,,,,,,14:21:00,14:22:46,14:24:12,14:21:52,14:25:29,14:26:00,,14:18:00,,,14:34:00,,,,,14:26:59,14:28:30,14:29:34,14:31:00,14:32:46
113365148237620601,14:46:00,,,14:49:42,,,14:51:58,14:53:43,14:55:03,14:43:22,14:48:28,14:44:11,14:42:00,14:57:00,,,,14:59:39,,,,,,,,15:01:00,15:02:46,15:04:12,15:01:52,15:05:29,15:06:00,,14:58:00,,,15:14:00,,,,,15:06:59,15:08:30,15:09:34,15:11:00,15:12:46
113365149237620601,16:05:00,,,16:08:42,,,16:10:58,16:12:43,16:14:03,16:02:22,16:07:28,16:03:11,16:01:00,16:16:00,,,,16:19:12,,,,,,,,16:21:00,16:22:46,16:24:12,16:21:52,16:25:29,16:26:00,,16:17:00,,,16:34:00,,,,,16:26:59,16:28:30,16:29:34,16:31:00,16:32:46
113365150237620601,16:25:00,,,16:28:42,,,16:30:58,16:32:43,16:34:03,16:22:22,16:27:28,16:23:11,16:21:00,16:36:00,,,,16:39:12,,,,,,,,16:41:00,16:42:46,16:44:12,16:41:52,16:45:29,16:46:00,,16:37:00,,,16:54:00,,,,,16:46:59,16:48:30,16:49:34,16:51:00,16:52:46
113365151237620601,20:25:00,,,20:28:22,,,20:30:25,20:32:01,20:33:13,20:22:22,20:27:14,20:23:11,20:21:00,20:35:00,,,,20:38:12,,,,,,,,20:40:00,20:41:46,20:43:12,20:40:52,20:44:29,20:45:00,,20:36:00,,,20:52:00,,,,,20:45:47,20:47:00,20:47:51,20:49:00,20:50:46
113365152237620601,18:45:00,,,18:48:22,,,18:50:25,18:52:01,18:53:13,18:42:22,18:47:14,18:43:11,18:41:00,18:55:00,,,,18:58:12,,,,,,,,19:00:00,19:01:46,19:03:12,19:00:52,19:04:29,19:05:00,,18:56:00,,,19:13:00,,,,,19:05:59,19:07:30,19:08:34,19:10:00,19:11:46
113365153237620601,17:45:00,,,17:48:42,,,17:50:58,17:52:43,17:54:03,17:42:22,17:47:28,17:43:11,17:41:00,17:56:00,,,,17:59:12,,,,,,,,18:01:00,18:02:46,18:04:12,18:01:52,18:05:29,18:06:00,,17:57:00,,,18:14:00,,,,,18:06:59,18:08:30,18:09:34,18:11:00,18:12:46
113365154237620601,18:05:00,,,18:08:42,,,18:10:58,18:12:43,18:14:03,18:02:22,18:07:28,18:03:11,18:01:00,18:16:00,,,,18:19:12,,,,,,,,18:21:00,18:22:46,18:24:12,18:21:52,18:25:29,18:26:00,,18:17:00,,,18:34:00,,,,,18:26:59,18:28:30,18:29:34,18:31:00,18:32:46
113365155237620601,18:25:00,,,18:28:42,,,18:30:58,18:32:43,18:34:03,18:22:22,18:27:28,18:23:11,18:21:00,18:36:00,,,,18:39:12,,,,,,,,18:41:00,18:42:46,18:44:12,18:41:52,18:45:29,18:46:00,,18:37:00,,,18:54:00,,,,,18:46:59,18:48:30,18:49:34,18:51:00,18:52:46
113369733237620601,,05:50:00,05:52:30,,05:47:27,05:48:08,,,,,,,05:54:00,,05:43:00,05:43:57,05:44:53,,,,,,,,,,,,,,,05:46:15,,05:42:00,05:49:00,,,,,,,,,,
113369743237620601,15:36:00,,,15:39:42,,,15:41:58,15:43:43,15:45:03,15:33:22,15:38:28,15:34:11,15:32:00,15:47:00,,,,,,,,,,,,,,,,,,,15:48:00,,,,,,,,,,,,
113369745237620601,21:19:00,,,21:21:42,,,21:23:20,21:24:37,21:25:35,21:17:02,21:20:48,21:17:38,21:16:00,21:27:00,,,,,,,,,,,,,,,,,,,21:28:00,,,,,,,,,,,,
113369748237620601,,20:01:00,20:03:30,,19:57:56,19:58:51,,,,,,,20:05:00,,19:52:00,19:53:15,19:54:31,,,,,,,,,,,,,,,19:56:21,,19:51:00,20:00:00,,,,,,,,,,
113369754237619501,,05:50:00,05:52:30,,05:47:27,05:48:08,,,,,,,05:54:00,,05:43:00,05:43:57,05:44:53,,,,,,,,,,,,,,,05:46:15,,05:42:00,05:49:00,,,,,,,,,,
113406645237587001,,09:41:00,09:44:07,,09:36:41,09:37:43,,,,,,,09:46:00,,09:30:00,09:31:25,09:32:50,,,,,,,,,,,,,,,09:34:53,,09:29:00,09:39:00,,,,,,,,,,
113406646237587001,,12:40:00,12:43:07,,12:35:41,12:36:43,,,,,,,12:45:00,,12:29:00,12:30:25,12:31:50,,,,,,,,,,,,,,,12:33:53,,12:28:00,12:38:00,,,,,,,,,,
113406649237587001,09:50:00,,,09:53:22,,,09:55:25,09:57:01,09:58:13,09:46:43,09:52:14,09:47:44,09:45:00,10:00:00,,,,,,,,,,,,,,,,,,,10:02:00,,,,,,,,,,,,
113406650237587001,12:55:00,,,12:58:22,,,13:00:25,13:02:01,13:03:13,12:51:43,12:57:14,12:52:44,12:50:00,13:05:00,,,,,,,,,,,,,,,,,,,13:07:00,,,,,,,,,,,,
113422658238074051,11:40:00,,,11:43:22,,,11:45:25,11:47:01,11:48:13,11:36:43,11:42:14,11:37:44,11:35:00,11:50:00,,,,11:54:46,,,,,,,,11:57:00,11:58:46,12:00:12,11:57:52,12:01:29,12:02:00,,11:52:00,,,12:11:00,,,,,12:02:59,12:04:30,12:05:34,12:07:00,12:09:21
113422659238074051,10:25:00,,,10:28:22,,,10:30:25,10:32:01,10:33:13,10:21:43,10:27:14,10:22:44,10:20:00,10:35:00,,,,10:39:46,,,,,,,,10:42:00,10:43:46,10:45:12,10:42:52,10:46:29,10:47:00,,10:37:00,,,10:56:00,,,,,10:47:59,10:49:30,10:50:34,10:52:00,10:54:21
113422660238074051,,,,,,,,,,,,,,05:10:00,,,,05:12:39,,,,,,,,05:14:00,05:15:46,05:17:12,05:14:52,05:18:29,05:19:00,,05:11:00,,,05:26:00,,,,,05:19:47,05:21:00,05:21:51,05:23:00,05:24:46
113422661238074051,08:31:00,,,08:34:42,,,08:36:58,08:38:43,08:40:03,08:28:22,08:33:28,08:29:11,08:27:00,08:42:00,,,,08:46:12,,,,,,,,08:48:00,08:49:46,08:51:12,08:48:52,08:52:29,08:53:00,,08:44:00,,,09:03:00,,,,,08:54:11,08:56:00,08:57:17,08:59:00,09:01:21
113422662238074051,,22:28:00,22:29:52,,22:25:12,22:26:00,,,,,,,22:31:00,,22:20:00,22:21:06,22:22:12,,22:16:24,22:10:00,22:10:32,22:11:46,22:12:58,22:15:00,22:13:58,,,,,,,22:23:48,,22:19:00,22:27:00,22:05:00,22:06:00,22:07:24,22:08:16,22:09:15,,,,,
113422663238074051,22:05:00,,,22:07:42,,,22:09:20,22:10:37,22:11:35,22:03:02,22:06:48,22:03:38,22:02:00,22:13:00,,,,22:16:12,,,,,,,,22:18:00,22:19:46,22:21:12,22:18:52,22:22:29,22:23:00,,22:14:00,,,22:30:00,,,,,22:23:47,22:25:00,22:25:51,22:27:00,22:28:46
113422664238074051,,22:08:00,22:09:52,,22:05:12,22:06:00,,,,,,,22:11:00,,22:00:00,22:01:06,22:02:12,,21:56:24,21:50:00,21:50:32,21:51:46,21:52:58,21:55:00,21:53:58,,,,,,,22:03:48,,21:59:00,22:07:00,21:45:00,21:46:00,21:47:24,21:48:16,21:49:15,,,,,
113422665238074051,21:45:00,,,21:47:42,,,21:49:20,21:50:37,21:51:35,21:43:02,21:46:48,21:43:38,21:42:00,21:53:00,,,,21:56:12,,,,,,,,21:58:00,21:59:46,22:01:12,21:58:52,22:02:29,22:03:00,,21:54:00,,,22:10:00,,,,,22:03:47,22:05:00,22:05:51,22:07:00,22:08:46
113422666238074051,,21:48:00,21:49:52,,21:45:12,21:46:00,,,,,,,21:51:00,,21:40:00,21:41:06,21:42:12,,21:36:24,21:30:00,21:30:32,21:31:46,21:32:58,21:35:00,21:33:58,,,,,,,21:43:48,,21:39:00,21:47:00,21:25:00,21:26:00,21:27:24,21:28:16,21:29:15,,,,,
113422667238074051,10:55:00,,,10:58:22,,,11:00:25,11:02:01,11:03:13,10:51:43,10:57:14,10:52:44,10:50:00,11:05:00,,,,11:09:46,,,,,,,,11:12:00,11:13:46,11:15:12,11:12:52,11:16:29,11:17:00,,11:07:00,,,11:26:00,,,,,11:17:59,11:19:30,11:20:34,11:22:00,11:24:21
113422668238074051,,21:28:00,21:29:52,,21:25:12,21:26:00,,,,,,,21:31:00,,21:20:00,21:21:06,21:22:12,,21:16:24,21:10:00,21:10:32,21:11:46,21:12:58,21:15:00,21:13:58,,,,,,,21:23:48,,21:19:00,21:27:00,21:05:00,21:06:00,21:07:24,21:08:16,21:09:15,,,,,
113422669238074051,09:25:00,,,09:28:22,,,09:30:25,09:32:01,09:33:13,09:21:43,09:27:14,09:22:44,09:20:00,09:35:00,,,,09:39:12,,,,,,,,09:41:00,09:42:46,09:44:12,09:41:52,09:45:29,09:46:00,,09:37:00,,,09:56:00,,,,,09:47:11,09:49:00,09:50:17,09:52:00,09:54:21
113422670238074051,,21:08:00,21:09:52,,21:05:12,21:06:00,,,,,,,21:11:00,,21:00:00,21:01:06,21:02:12,,20:56:24,20:50:00,20:50:32,20:51:46,20:52:58,20:55:00,20:53:58,,,,,,,21:03:48,,20:59:00,21:07:00,20:45:00,20:46:00,20:47:24,20:48:16,20:49:15,,,,,
113422671238074051,13:54:00,,,13:57:22,,,13:59:25,14:01:01,14:02:13,13:50:43,13:56:14,13:51:44,13:49:00,14:04:00,,,,14:08:46,,,,,,,,14:11:00,14:12:46,14:14:12,14:11:52,14:15:29,14:16:00,,14:06:00,,,14:25:00,,,,,14:16:59,14:18:30,14:19:34,14:21:00,14:23:21
113422672238074051,17:48:00,,,17:52:03,,,17:54:30,17:56:25,17:57:52,17:44:03,17:50:41,17:45:17,17:42:00,18:00:00,,,,18:04:19,,,,,,,,18:07:00,18:08:46,18:10:12,18:07:52,18:11:29,18:12:00,,18:01:00,,,18:22:00,,,,,18:12:59,18:14:30,18:15:34,18:17:00,18:19:57
113422673238074051,16:37:00,,,16:40:42,,,16:42:58,16:44:43,16:46:03,16:33:03,16:39:28,16:34:17,16:31:00,16:48:00,,,,16:52:46,,,,,,,,16:55:00,16:56:46,16:58:12,16:55:52,16:59:29,17:00:00,,16:50:00,,,17:11:00,,,,,17:01:11,17:03:00,17:04:17,17:06:00,17:08:57
113422674238074051,14:39:00,,,14:42:22,,,14:44:25,14:46:01,14:47:13,14:35:43,14:41:14,14:36:44,14:34:00,14:49:00,,,,14:53:46,,,,,,,,14:56:00,14:57:46,14:59:12,14:56:52,15:00:29,15:01:00,,14:51:00,,,15:11:00,,,,,15:01:59,15:03:30,15:04:34,15:06:00,15:08:57
113422675238074051,08:11:00,,,08:14:42,,,08:16:58,08:18:43,08:20:03,08:08:22,08:13:28,08:09:11,08:07:00,08:22:00,,,,08:26:12,,,,,,,,08:28:00,08:29:46,08:31:12,08:28:52,08:32:29,08:33:00,,08:24:00,,,08:43:00,,,,,08:34:11,08:36:00,08:37:17,08:39:00,08:41:21
113422676238074051,15:49:00,,,15:52:42,,,15:54:58,15:56:43,15:58:03,15:45:43,15:51:28,15:46:44,15:44:00,16:00:00,,,,16:04:46,,,,,,,,16:07:00,16:08:46,16:10:12,16:07:52,16:11:29,16:12:00,,16:02:00,,,16:23:00,,,,,16:13:11,16:15:00,16:16:17,16:18:00,16:20:57
113422677238074051,17:24:00,,,17:28:03,,,17:30:30,17:32:25,17:33:52,17:20:03,17:26:41,17:21:17,17:18:00,17:36:00,,,,17:40:46,,,,,,,,17:43:00,17:44:46,17:46:12,17:43:52,17:47:29,17:48:00,,17:38:00,,,17:59:00,,,,,17:49:11,17:51:00,17:52:17,17:54:00,17:56:57
113422678238074051,16:13:00,,,16:16:42,,,16:18:58,16:20:43,16:22:03,16:09:03,16:15:28,16:10:17,16:07:00,16:24:00,,,,16:28:46,,,,,,,,16:31:00,16:32:46,16:34:12,16:31:52,16:35:29,16:36:00,,16:26:00,,,16:47:00,,,,,16:37:11,16:39:00,16:40:17,16:42:00,16:44:57
113422679238074051,11:10:00,,,11:13:22,,,11:15:25,11:17:01,11:18:13,11:06:43,11:12:14,11:07:44,11:05:00,11:20:00,,,,11:24:46,,,,,,,,11:27:00,11:28:46,11:30:12,11:27:52,11:31:29,11:32:00,,11:22:00,,,11:41:00,,,,,11:32:59,11:34:30,11:35:34,11:37:00,11:39:21
113422680238074051,14:09:00,,,14:12:22,,,14:14:25,14:16:01,14:17:13,14:05:43,14:11:14,14:06:44,14:04:00,14:19:00,,,,14:23:46,,,,,,,,14:26:00,14:27:46,14:29:12,14:26:52,14:30:29,14:31:00,,14:21:00,,,14:40:00,,,,,14:31:59,14:33:30,14:34:34,14:36:00,14:38:21
113422681238074051,08:43:00,,,08:46:42,,,08:48:58,08:50:43,08:52:03,08:40:22,08:45:28,08:41:11,08:39:00,08:54:00,,,,08:58:12,,,,,,,,09:00:00,09:01:46,09:03:12,09:00:52,09:04:29,09:05:00,,08:56:00,,,09:15:00,,,,,09:06:11,09:08:00,09:09:17,09:11:00,09:13:21
113422682238074051,14:24:00,,,14:27:22,,,14:29:25,14:31:01,14:32:13,14:20:43,14:26:14,14:21:44,14:19:00,14:34:00,,,,14:38:46,,,,,,,,14:41:00,14:42:46,14:44:12,14:41:52,14:45:29,14:46:00,,14:36:00,,,14:55:00,,,,,14:46:59,14:48:30,14:49:34,14:51:00,14:53:21
113422683238074051,13:26:00,,,13:29:22,,,13:31:25,13:33:01,13:34:13,13:22:43,13:28:14,13:23:44,13:21:00,13:36:00,,,,13:40:46,,,,,,,,13:43:00,13:44:46,13:46:12,13:43:52,13:47:29,13:48:00,,13:38:00,,,13:57:00,,,,,13:48:59,13:50:30,13:51:34,13:53:00,13:55:21
113422684238074051,13:40:00,,,13:43:22,,,13:45:25,13:47:01,13:48:13,13:36:43,13:42:14,13:37:44,13:35:00,13:50:00,,,,13:54:46,,,,,,,,13:57:00,13:58:46,14:00:12,13:57:52,14:01:29,14:02:00,,13:52:00,,,14:11:00,,,,,14:02:59,14:04:30,14:05:34,14:07:00,14:09:21
113422685238074051,14:54:00,,,14:57:22,,,14:59:25,15:01:01,15:02:13,14:50:43,14:56:14,14:51:44,14:49:00,15:04:00,,,,15:08:46,,,,,,,,15:11:00,15:12:46,15:14:12,15:11:52,15:15:29,15:16:00,,15:06:00,,,15:26:00,,,,,15:16:59,15:18:30,15:19:34,15:21:00,15:23:57
113422686238074051,10:40:00,,,10:43:22,,,10:45:25,10:47:01,10:48:13,10:36:43,10:42:14,10:37:44,10:35:00,10:50:00,,,,10:54:46,,,,,,,,10:57:00,10:58:46,11:00:12,10:57:52,11:01:29,11:02:00,,10:52:00,,,11:11:00,,,,,11:02:59,11:04:30,11:05:34,11:07:00,11:09:21
113422687238074051,17:12:00,,,17:16:03,,,17:18:30,17:20:25,17:21:52,17:08:03,17:14:41,17:09:17,17:06:00,17:24:00,,,,17:28:46,,,,,,,,17:31:00,17:32:46,17:34:12,17:31:52,17:35:29,17:36:00,,17:26:00,,,17:47:00,,,,,17:37:11,17:39:00,17:40:17,17:42:00,17:44:57
113422688238074051,10:11:00,,,10:14:22,,,10:16:25,10:18:01,10:19:13,10:07:43,10:13:14,10:08:44,10:06:00,10:21:00,,,,10:25:12,,,,,,,,10:27:00,10:28:46,10:30:12,10:27:52,10:31:29,10:32:00,,10:23:00,,,10:41:00,,,,,10:32:59,10:34:30,10:35:34,10:37:00,10:39:21
113422689238074051,16:25:00,,,16:28:42,,,16:30:58,16:32:43,16:34:03,16:21:03,16:27:28,16:22:17,16:19:00,16:36:00,,,,16:40:46,,,,,,,,16:43:00,16:44:46,16:46:12,16:43:52,16:47:29,16:48:00,,16:38:00,,,16:59:00,,,,,16:49:11,16:51:00,16:52:17,16:54:00,16:56:57
113422690238074051,16:49:00,,,16:52:42,,,16:54:58,16:56:43,16:58:03,16:45:03,16:51:28,16:46:17,16:43:00,17:00:00,,,,17:04:46,,,,,,,,17:07:00,17:08:46,17:10:12,17:07:52,17:11:29,17:12:00,,17:02:00,,,17:23:00,,,,,17:13:11,17:15:00,17:16:17,17:18:00,17:20:57
113422691238074051,15:24:00,,,15:27:42,,,15:29:58,15:31:43,15:33:03,15:20:43,15:26:28,15:21:44,15:19:00,15:35:00,,,,15:39:46,,,,,,,,15:42:00,15:43:46,15:45:12,15:42:52,15:46:29,15:47:00,,15:37:00,,,15:58:00,,,,,15:48:11,15:50:00,15:51:17,15:53:00,15:55:57
113422692238074051,15:37:00,,,15:40:42,,,15:42:58,15:44:43,15:46:03,15:33:43,15:39:28,15:34:44,15:32:00,15:48:00,,,,15:52:46,,,,,,,,15:55:00,15:56:46,15:58:12,15:55:52,15:59:29,16:00:00,,15:50:00,,,16:11:00,,,,,16:01:11,16:03:00,16:04:17,16:06:00,16:08:57
113422693238074051,15:09:00,,,15:12:42,,,15:14:58,15:16:43,15:18:03,15:05:43,15:11:28,15:06:44,15:04:00,15:20:00,,,,15:24:46,,,,,,,,15:27:00,15:28:46,15:30:12,15:27:52,15:31:29,15:32:00,,15:22:00,,,15:43:00,,,,,15:33:11,15:35:00,15:36:17,15:38:00,15:40:57
113422694238074051,17:00:00,,,17:04:03,,,17:06:30,17:08:25,17:09:52,16:56:03,17:02:41,16:57:17,16:54:00,17:12:00,,,,17:16:46,,,,,,,,17:19:00,17:20:46,17:22:12,17:19:52,17:23:29,17:24:00,,17:14:00,,,17:35:00,,,,,17:25:11,17:27:00,17:28:17,17:30:00,17:32:57
113422695238074051,16:01:00,,,16:04:42,,,16:06:58,16:08:43,16:10:03,15:57:03,16:03:28,15:58:17,15:55:00,16:12:00,,,,16:16:46,,,,,,,,16:19:00,16:20:46,16:22:12,16:19:52,16:23:29,16:24:00,,16:14:00,,,16:35:00,,,,,16:25:11,16:27:00,16:28:17,16:30:00,16:32:57
113422696238074051,12:55:00,,,12:58:22,,,13:00:25,13:02:01,13:03:13,12:51:43,12:57:14,12:52:44,12:50:00,13:05:00,,,,13:09:46,,,,,,,,13:12:00,13:13:46,13:15:12,13:12:52,13:16:29,13:17:00,,13:07:00,,,13:26:00,,,,,13:17:59,13:19:30,13:20:34,13:22:00,13:24:21
113422697238074051,12:40:00,,,12:43:22,,,12:45:25,12:47:01,12:48:13,12:36:43,12:42:14,12:37:44,12:35:00,12:50:00,,,,12:55:19,,,,,,,,12:58:00,12:59:46,13:01:12,12:58:52,13:02:29,13:03:00,,12:52:00,,,13:12:00,,,,,13:03:59,13:05:30,13:06:34,13:08:00,13:10:21
113422698238074051,,,,,,,,,,,,,,05:25:00,,,,05:27:39,,,,,,,,05:29:00,05:30:46,05:32:12,05:29:52,05:33:29,05:34:00,,05:26:00,,,05:41:00,,,,,05:34:47,05:36:00,05:36:51,05:38:00,05:39:46
113422699238074051,12:25:00,,,12:28:22,,,12:30:25,12:32:01,12:33:13,12:21:43,12:27:14,12:22:44,12:20:00,12:35:00,,,,12:40:19,,,,,,,,12:43:00,12:44:46,12:46:12,12:43:52,12:47:29,12:48:00,,12:37:00,,,12:57:00,,,,,12:48:59,12:50:30,12:51:34,12:53:00,12:55:21
113422700238074051,13:10:00,,,13:13:22,,,13:15:25,13:17:01,13:18:13,13:06:43,13:12:14,13:07:44,13:05:00,13:20:00,,,,13:24:46,,,,,,,,13:27:00,13:28:46,13:30:12,13:27:52,13:31:29,13:32:00,,13:22:00,,,13:41:00,,,,,13:32:59,13:34:30,13:35:34,13:37:00,13:39:21
113422701238074051,,20:49:00,20:51:30,,20:45:56,20:46:51,,,,,,,20:53:00,,20:40:00,20:41:15,20:42:31,,20:36:24,20:30:00,20:30:32,20:31:46,20:32:58,20:35:00,20:33:58,,,,,,,20:44:21,,20:39:00,20:48:00,20:24:00,20:25:00,20:26:45,20:27:50,20:29:03,,,,,
