trip_id,1585,1586,1587,1601,1602,1605,1614B,1615,1617,1620B,1627,1629,1631,1638B,1639,1640B,1656B,1657,1659,1660B,1668,1669,1673,2424,2425,2911,2913,9164
113302366237401500,,,,16:50:42,16:58:07,16:55:54,16:53:43,16:54:38,16:57:06,16:59:13,17:00:14,17:02:00,,16:49:00,,,,,,,,,,16:52:00,,,,17:01:13
113302367237401500,,,,17:10:42,17:18:07,17:15:54,17:13:43,17:14:38,17:17:06,17:19:13,17:20:14,17:22:00,,17:09:00,,,,,,,,,,17:12:00,,,,17:21:13
113302368237401500,,,,17:30:42,17:38:07,17:35:54,17:33:43,17:34:38,17:37:06,17:39:13,17:40:14,17:42:00,,17:29:00,,,,,,,,,,17:32:00,,,,17:41:13
113302369237401500,,,,17:50:42,17:58:07,17:55:54,17:53:43,17:54:38,17:57:06,17:59:13,18:00:14,18:02:00,,17:49:00,,,,,,,,,,17:52:00,,,,18:01:13
113302370237401500,,,,18:10:08,18:17:07,18:14:54,18:12:43,18:13:38,18:16:06,18:18:13,18:19:14,18:21:00,,18:09:00,,,,,,,,,,18:11:00,,,,18:20:13
113302371237401500,,,,18:30:08,18:37:07,18:34:54,18:32:43,18:33:38,18:36:06,18:38:13,18:39:14,18:41:00,,18:29:00,,,,,,,,,,18:31:00,,,,18:40:13
113302372237401500,,,,18:50:08,18:57:07,18:54:54,18:52:43,18:53:38,18:56:06,18:58:13,18:59:14,19:01:00,,18:49:00,,,,,,,,,,18:51:00,,,,19:00:13
113302373237401500,,,,19:10:08,19:17:07,19:14:54,19:12:43,19:13:38,19:16:06,19:18:13,19:19:14,19:21:00,,19:09:00,,,,,,,,,,19:11:00,,,,19:20:13
113302374237401500,,,,19:30:08,19:36:31,19:34:30,19:32:33,19:33:22,19:35:35,19:37:30,19:38:25,19:40:00,,19:29:00,,,,,,,,,,19:31:00,,,,19:39:18
113302375237401500,,,,19:50:08,19:56:31,19:54:30,19:52:33,19:53:22,19:55:35,19:57:30,19:58:25,20:00:00,,19:49:00,,,,,,,,,,19:51:00,,,,19:59:18
113302376237401500,,,,20:21:08,20:27:31,20:25:30,20:23:33,20:24:22,20:26:35,20:28:30,20:29:25,20:31:00,,20:20:00,,,,,,,,,,20:22:00,,,,20:30:18
113302377237401500,,,,,,,,,,,,05:56:00,05:57:06,06:07:00,,,05:58:02,05:59:26,06:01:52,06:02:24,05:58:36,06:00:33,06:05:17,,06:04:00,,,
113302378237401500,,,,,,,,,,,,06:34:00,06:35:14,06:46:00,,,06:36:18,06:37:52,06:40:36,06:41:12,06:36:56,06:39:07,06:44:17,,06:43:00,,,
113302379237401500,,,,,,,,,,,,07:08:00,07:09:14,07:20:00,,,07:10:18,07:11:52,07:14:36,07:15:12,07:10:56,07:13:07,07:18:17,,07:17:00,,,
113302380237401500,,,,,,,,,,,,07:42:00,07:43:14,07:54:00,,,07:44:18,07:45:52,07:48:36,07:49:12,07:44:56,07:47:07,07:52:17,,07:51:00,,,
113302381237401500,,,,,,,,,,,,08:16:00,08:17:14,08:28:00,,,08:18:18,08:19:52,08:22:36,08:23:12,08:18:56,08:21:07,08:26:17,,08:25:00,,,
113302382237401500,,,,,,,,,,,,08:44:00,08:45:14,08:56:00,,,08:46:18,08:47:52,08:50:36,08:51:12,08:46:56,08:49:07,08:54:17,,08:53:00,,,
113302383237401500,,,,,,,,,,,,09:09:00,09:10:14,09:21:00,,,09:11:18,09:12:52,09:15:36,09:16:12,09:11:56,09:14:07,09:19:17,,09:18:00,,,
113302384237401500,,,,,,,,,,,,09:29:00,09:30:14,09:41:00,,,09:31:18,09:32:52,09:35:36,09:36:12,09:31:56,09:34:07,09:39:17,,09:38:00,,,
113302385237401500,,,,,,,,,,,,09:49:00,09:50:14,10:01:00,,,09:51:18,09:52:52,09:55:36,09:56:12,09:51:56,09:54:07,09:59:17,,09:58:00,,,
113302386237401500,,,,,,,,,,,,10:09:00,10:10:14,10:21:00,,,10:11:18,10:12:52,10:15:36,10:16:12,10:11:56,10:14:07,10:19:17,,10:18:00,,,
113302387237401500,,,,,,,,,,,,10:29:00,10:30:14,10:41:00,,,10:31:18,10:32:52,10:35:36,10:36:12,10:31:56,10:34:07,10:39:17,,10:38:00,,,
113302388237401500,,,,,,,,,,,,10:49:00,10:50:14,11:01:00,,,10:51:18,10:52:52,10:55:36,10:56:12,10:51:56,10:54:07,10:59:17,,10:58:00,,,
113302389237401500,,,,,,,,,,,,11:08:00,11:09:22,11:22:00,,,11:10:33,11:12:18,11:15:20,11:16:00,11:11:15,11:13:42,11:19:43,,11:18:00,,,
113302390237401500,,,,,,,,,,,,11:28:00,11:29:22,11:42:00,,,11:30:33,11:32:18,11:35:20,11:36:00,11:31:15,11:33:42,11:39:43,,11:38:00,,,
113302391237401500,,,,,,,,,,,,11:48:00,11:49:22,12:02:00,,,11:50:33,11:52:18,11:55:20,11:56:00,11:51:15,11:53:42,11:59:43,,11:58:00,,,
113302392237401500,,,,,,,,,,,,12:08:00,12:09:22,12:22:00,,,12:10:33,12:12:18,12:15:20,12:16:00,12:11:15,12:13:42,12:19:43,,12:18:00,,,
113302393237401500,,,,,,,,,,,,12:28:00,12:29:22,12:42:00,,,12:30:33,12:32:18,12:35:20,12:36:00,12:31:15,12:33:42,12:39:43,,12:38:00,,,
113302394237401500,,,,,,,,,,,,12:48:00,12:49:22,13:02:00,,,12:50:33,12:52:18,12:55:20,12:56:00,12:51:15,12:53:42,12:59:43,,12:58:00,,,
113302395237401500,,,,,,,,,,,,13:08:00,13:09:22,13:22:00,,,13:10:33,13:12:18,13:15:20,13:16:00,13:11:15,13:13:42,13:19:43,,13:18:00,,,
113302396237401500,,,,,,,,,,,,13:28:00,13:29:22,13:42:00,,,13:30:33,13:32:18,13:35:20,13:36:00,13:31:15,13:33:42,13:39:43,,13:38:00,,,
113302397237401500,,,,,,,,,,,,13:48:00,13:49:22,14:02:00,,,13:50:33,13:52:18,13:55:20,13:56:00,13:51:15,13:53:42,13:59:43,,13:58:00,,,
113302398237401500,,,,,,,,,,,,14:08:00,14:09:22,14:22:00,,,14:10:33,14:12:18,14:15:20,14:16:00,14:11:15,14:13:42,14:19:43,,14:18:00,,,
113302399237401500,,,,,,,,,,,,14:28:00,14:29:22,14:42:00,,,14:30:33,14:32:18,14:35:20,14:36:00,14:31:15,14:33:42,14:39:43,,14:38:00,,,
113302400237401500,,,,,,,,,,,,14:48:00,14:49:22,15:02:00,,,14:50:33,14:52:18,14:55:20,14:56:00,14:51:15,14:53:42,14:59:43,,14:58:00,,,
113302401237401500,,,,,,,,,,,,15:08:00,15:09:22,15:22:00,,,15:10:33,15:12:18,15:15:20,15:16:00,15:11:15,15:13:42,15:19:43,,15:18:00,,,
113302402237401500,,,,,,,,,,,,15:30:00,15:31:14,15:42:00,,,15:32:18,15:33:52,15:36:36,15:37:12,15:32:56,15:35:07,15:40:17,,15:39:00,,,
113302403237401500,,,,,,,,,,,,15:50:00,15:51:14,16:02:00,,,15:52:18,15:53:52,15:56:36,15:57:12,15:52:56,15:55:07,16:00:17,,15:59:00,,,
113302404237401500,,,,,,,,,,,,16:10:00,16:11:14,16:22:00,,,16:12:18,16:13:52,16:16:36,16:17:12,16:12:56,16:15:07,16:20:17,,16:19:00,,,
113302405237401500,,,,,,,,,,,,16:30:00,16:31:14,16:42:00,,,16:32:18,16:33:52,16:36:36,16:37:12,16:32:56,16:35:07,16:40:17,,16:39:00,,,
113302406237401500,,,,,,,,,,,,16:50:00,16:51:14,17:02:00,,,16:52:18,16:53:52,16:56:36,16:57:12,16:52:56,16:55:07,17:00:17,,16:59:00,,,
113302407237401500,,,,,,,,,,,,17:10:00,17:11:14,17:22:00,,,17:12:18,17:13:52,17:16:36,17:17:12,17:12:56,17:15:07,17:20:17,,17:19:00,,,
113302408237401500,,,,,,,,,,,,17:30:00,17:31:14,17:42:00,,,17:32:18,17:33:52,17:36:36,17:37:12,17:32:56,17:35:07,17:40:17,,17:39:00,,,
113302409237401500,,,,,,,,,,,,17:50:00,17:51:14,18:02:00,,,17:52:18,17:53:52,17:56:36,17:57:12,17:52:56,17:55:07,18:00:17,,17:59:00,,,
113302410237401500,,,,,,,,,,,,18:10:00,18:11:14,18:22:00,,,18:12:18,18:13:52,18:16:36,18:17:12,18:12:56,18:15:07,18:20:17,,18:19:00,,,
113302411237401500,,,,,,,,,,,,18:30:00,18:31:14,18:42:00,,,18:32:18,18:33:52,18:36:36,18:37:12,18:32:56,18:35:07,18:40:17,,18:39:00,,,
113302412237401500,,,,,,,,,,,,18:50:00,18:51:14,19:02:00,,,18:52:18,18:53:52,18:56:36,18:57:12,18:52:56,18:55:07,19:00:17,,18:59:00,,,
113302413237401500,,,,,,,,,,,,19:10:00,19:11:14,19:22:00,,,19:12:18,19:13:52,19:16:36,19:17:12,19:12:56,19:15:07,19:20:17,,19:19:00,,,
113302414237401500,,,,,,,,,,,,19:30:00,19:31:14,19:42:00,,,19:32:18,19:33:52,19:36:36,19:37:12,19:32:56,19:35:07,19:40:17,,19:39:00,,,
113302415237401500,,,,,,,,,,,,19:50:00,19:51:14,20:02:00,,,19:52:18,19:53:52,19:56:36,19:57:12,19:52:56,19:55:07,20:00:17,,19:59:00,,,
113302416237401500,,,,,,,,,,,,20:37:00,20:38:06,20:48:00,,,20:39:02,20:40:26,20:42:52,20:43:24,20:39:36,20:41:33,20:46:17,,20:45:00,,,
113302417237401500,,,,,,,,,,,,20:10:00,20:11:06,20:21:00,,,20:12:02,20:13:26,20:15:52,20:16:24,20:12:36,20:14:33,20:19:17,,20:18:00,,,
113302418237401500,,,,08:50:08,08:56:31,08:54:30,08:52:33,08:53:22,08:55:35,08:57:30,08:58:25,09:00:00,,08:49:00,,,,,,,,,,08:51:00,,,,08:59:18
113302419237401500,,,,21:01:08,21:07:31,21:05:30,21:03:33,21:04:22,21:06:35,21:08:30,21:09:25,21:11:00,,21:00:00,,,,,,,,,,21:02:00,,,,21:10:18
113698695238954501,06:14:13,06:16:10,06:17:00,06:18:03,06:24:31,06:22:30,06:20:33,06:21:22,06:23:35,06:25:30,06:26:25,06:28:00,,,,,,,,,,,,06:19:00,,06:11:00,,06:27:18
113698696238954501,06:48:13,06:50:10,06:51:00,06:52:03,06:58:31,06:56:30,06:54:33,06:55:22,06:57:35,06:59:30,07:00:25,07:02:00,,,,,,,,,,,,06:53:00,,06:45:00,,07:01:18
113698697238954501,07:22:13,07:24:10,07:25:00,07:26:03,07:32:31,07:30:30,07:28:33,07:29:22,07:31:35,07:33:30,07:34:25,07:36:00,,,,,,,,,,,,07:27:00,,07:19:00,,07:35:18
113698698238954501,07:56:13,07:58:10,07:59:00,08:00:03,08:06:31,08:04:30,08:02:33,08:03:22,08:05:35,08:07:30,08:08:25,08:10:00,,,,,,,,,,,,08:01:00,,07:53:00,,08:09:18
113698699238954501,08:24:13,08:26:10,08:27:00,08:28:03,08:34:31,08:32:30,08:30:33,08:31:22,08:33:35,08:35:30,08:36:25,08:38:00,,,,,,,,,,,,08:29:00,,08:21:00,,08:37:18
113698700238954501,09:05:45,09:08:01,09:09:00,09:10:03,09:17:07,09:14:54,09:12:43,09:13:38,09:16:06,09:18:13,09:19:14,09:21:00,,,,,,,,,,,,09:11:00,,09:02:00,,09:20:13
113698701238954501,09:25:45,09:28:01,09:29:00,09:30:03,09:37:07,09:34:54,09:32:43,09:33:38,09:36:06,09:38:13,09:39:14,09:41:00,,,,,,,,,,,,09:31:00,,09:22:00,,09:40:13
113698702238954501,09:45:45,09:48:01,09:49:00,09:50:03,09:57:07,09:54:54,09:52:43,09:53:38,09:56:06,09:58:13,09:59:14,10:01:00,,,,,,,,,,,,09:51:00,,09:42:00,,10:00:13
113698703238954501,10:05:45,10:08:01,10:09:00,10:10:03,10:17:07,10:14:54,10:12:43,10:13:38,10:16:06,10:18:13,10:19:14,10:21:00,,,,,,,,,,,,10:11:00,,10:02:00,,10:20:13
113698704238954501,10:25:45,10:28:01,10:29:00,10:30:03,10:37:07,10:34:54,10:32:43,10:33:38,10:36:06,10:38:13,10:39:14,10:41:00,,,,,,,,,,,,10:31:00,,10:22:00,,10:40:13
113698705238954501,10:45:45,10:48:01,10:49:00,10:50:03,10:57:07,10:54:54,10:52:43,10:53:38,10:56:06,10:58:13,10:59:14,11:01:00,,,,,,,,,,,,10:51:00,,10:42:00,,11:00:13
113698706238954501,11:05:45,11:08:01,11:09:00,11:10:03,11:17:07,11:14:54,11:12:43,11:13:38,11:16:06,11:18:13,11:19:14,11:21:00,,,,,,,,,,,,11:11:00,,11:02:00,,11:20:13
113698707238954501,11:25:45,11:28:01,11:29:00,11:30:03,11:37:07,11:34:54,11:32:43,11:33:38,11:36:06,11:38:13,11:39:14,11:41:00,,,,,,,,,,,,11:31:00,,11:22:00,,11:40:13
113698708238954501,11:45:45,11:48:01,11:49:00,11:50:03,11:57:07,11:54:54,11:52:43,11:53:38,11:56:06,11:58:13,11:59:14,12:01:00,,,,,,,,,,,,11:51:00,,11:42:00,,12:00:13
113698709238954501,12:05:45,12:08:01,12:09:00,12:10:35,12:18:07,12:15:54,12:13:43,12:14:38,12:17:06,12:19:13,12:20:14,12:22:00,,,,,,,,,,,,12:12:00,,12:02:00,,12:21:13
113698710238954501,12:25:45,12:28:01,12:29:00,12:30:35,12:38:07,12:35:54,12:33:43,12:34:38,12:37:06,12:39:13,12:40:14,12:42:00,,,,,,,,,,,,12:32:00,,12:22:00,,12:41:13
113698711238954501,12:45:45,12:48:01,12:49:00,12:50:35,12:58:07,12:55:54,12:53:43,12:54:38,12:57:06,12:59:13,13:00:14,13:02:00,,,,,,,,,,,,12:52:00,,12:42:00,,13:01:13
113698712238954501,13:05:45,13:08:01,13:09:00,13:10:35,13:18:07,13:15:54,13:13:43,13:14:38,13:17:06,13:19:13,13:20:14,13:22:00,,,,,,,,,,,,13:12:00,,13:02:00,,13:21:13
113698713238954501,13:25:45,13:28:01,13:29:00,13:30:35,13:38:07,13:35:54,13:33:43,13:34:38,13:37:06,13:39:13,13:40:14,13:42:00,,,,,,,,,,,,13:32:00,,13:22:00,,13:41:13
113698714238954501,13:45:45,13:48:01,13:49:00,13:50:35,13:58:07,13:55:54,13:53:43,13:54:38,13:57:06,13:59:13,14:00:14,14:02:00,,,,,,,,,,,,13:52:00,,13:42:00,,14:01:13
113698715238954501,14:05:45,14:08:01,14:09:00,14:10:35,14:18:07,14:15:54,14:13:43,14:14:38,14:17:06,14:19:13,14:20:14,14:22:00,,,,,,,,,,,,14:12:00,,14:02:00,,14:21:13
113698716238954501,14:25:45,14:28:01,14:29:00,14:30:35,14:38:07,14:35:54,14:33:43,14:34:38,14:37:06,14:39:13,14:40:14,14:42:00,,,,,,,,,,,,14:32:00,,14:22:00,,14:41:13
113698717238954501,14:45:45,14:48:01,14:49:00,14:50:35,14:58:07,14:55:54,14:53:43,14:54:38,14:57:06,14:59:13,15:00:14,15:02:00,,,,,,,,,,,,14:52:00,,14:42:00,,15:01:13
113698718238954501,15:05:45,15:08:01,15:09:00,15:10:35,15:18:07,15:15:54,15:13:43,15:14:38,15:17:06,15:19:13,15:20:14,15:22:00,,,,,,,,,,,,15:12:00,,15:02:00,,15:21:13
113698719238954501,15:25:45,15:28:01,15:29:00,15:30:35,15:38:07,15:35:54,15:33:43,15:34:38,15:37:06,15:39:13,15:40:14,15:42:00,,,,,,,,,,,,15:32:00,,15:22:00,,15:41:13
113698720238954501,15:45:45,15:48:01,15:49:00,15:50:35,15:58:07,15:55:54,15:53:43,15:54:38,15:57:06,15:59:13,16:00:14,16:02:00,,,,,,,,,,,,15:52:00,,15:42:00,,16:01:13
113698721238954501,16:05:45,16:08:01,16:09:00,16:10:35,16:18:07,16:15:54,16:13:43,16:14:38,16:17:06,16:19:13,16:20:14,16:22:00,,,,,,,,,,,,16:12:00,,16:02:00,,16:21:13
113698722238954501,16:25:45,16:28:01,16:29:00,16:30:35,16:38:07,16:35:54,16:33:43,16:34:38,16:37:06,16:39:13,16:40:14,16:42:00,,,,,,,,,,,,16:32:00,,16:22:00,,16:41:13
113698723238954501,16:45:45,16:48:01,16:49:00,16:50:35,16:58:07,16:55:54,16:53:43,16:54:38,16:57:06,16:59:13,17:00:14,17:02:00,,,,,,,,,,,,16:52:00,,16:42:00,,17:01:13
113698724238954501,17:05:45,17:08:01,17:09:00,17:10:35,17:18:07,17:15:54,17:13:43,17:14:38,17:17:06,17:19:13,17:20:14,17:22:00,,,,,,,,,,,,17:12:00,,17:02:00,,17:21:13
113698725238954501,17:25:45,17:28:01,17:29:00,17:30:35,17:38:07,17:35:54,17:33:43,17:34:38,17:37:06,17:39:13,17:40:14,17:42:00,,,,,,,,,,,,17:32:00,,17:22:00,,17:41:13
113698726238954501,17:45:45,17:48:01,17:49:00,17:50:35,17:58:07,17:55:54,17:53:43,17:54:38,17:57:06,17:59:13,18:00:14,18:02:00,,,,,,,,,,,,17:52:00,,17:42:00,,18:01:13
113698727238954501,18:05:45,18:08:01,18:09:00,18:10:03,18:17:07,18:14:54,18:12:43,18:13:38,18:16:06,18:18:13,18:19:14,18:21:00,,,,,,,,,,,,18:11:00,,18:02:00,,18:20:13
113698728238954501,18:25:45,18:28:01,18:29:00,18:30:03,18:37:07,18:34:54,18:32:43,18:33:38,18:36:06,18:38:13,18:39:14,18:41:00,,,,,,,,,,,,18:31:00,,18:22:00,,18:40:13
113698729238954501,18:45:45,18:48:01,18:49:00,18:50:03,18:57:07,18:54:54,18:52:43,18:53:38,18:56:06,18:58:13,18:59:14,19:01:00,,,,,,,,,,,,18:51:00,,18:42:00,,19:00:13
113698730238954501,19:05:45,19:08:01,19:09:00,19:10:03,19:17:07,19:14:54,19:12:43,19:13:38,19:16:06,19:18:13,19:19:14,19:21:00,,,,,,,,,,,,19:11:00,,19:02:00,,19:20:13
113698731238954501,19:25:45,19:28:01,19:29:00,19:30:03,19:36:31,19:34:30,19:32:33,19:33:22,19:35:35,19:37:30,19:38:25,19:40:00,,,,,,,,,,,,19:31:00,,19:22:00,,19:39:18
113698732238954501,19:46:13,19:48:10,19:49:00,19:50:03,19:56:31,19:54:30,19:52:33,19:53:22,19:55:35,19:57:30,19:58:25,20:00:00,,,,,,,,,,,,19:51:00,,19:43:00,,19:59:18
113698733238954501,20:17:13,20:19:10,20:20:00,20:21:03,20:27:31,20:25:30,20:23:33,20:24:22,20:26:35,20:28:30,20:29:25,20:31:00,,,,,,,,,,,,20:22:00,,20:14:00,,20:30:18
113698734238954501,,,,,,,,,,,,05:56:00,05:57:06,,06:08:02,06:09:43,05:58:02,05:59:26,06:01:52,06:02:24,05:58:36,06:00:33,06:05:25,,06:04:00,06:13:00,06:07:00,
113698735238954501,,,,,,,,,,,,06:35:00,06:36:14,,06:48:02,06:49:43,06:37:18,06:38:52,06:41:36,06:42:12,06:37:56,06:40:07,06:45:25,,06:44:00,06:53:00,06:47:00,
113698736238954501,,,,,,,,,,,,07:08:00,07:09:14,,07:21:02,07:22:43,07:10:18,07:11:52,07:14:36,07:15:12,07:10:56,07:13:07,07:18:25,,07:17:00,07:26:00,07:20:00,
113698737238954501,,,,,,,,,,,,07:46:00,07:47:14,,07:59:02,08:00:43,07:48:18,07:49:52,07:52:36,07:53:12,07:48:56,07:51:07,07:56:25,,07:55:00,08:04:00,07:58:00,
113698738238954501,,,,,,,,,,,,08:16:00,08:17:14,,08:29:02,08:30:43,08:18:18,08:19:52,08:22:36,08:23:12,08:18:56,08:21:07,08:26:25,,08:25:00,08:34:00,08:28:00,
113698739238954501,,,,,,,,,,,,08:46:00,08:47:14,,08:59:02,09:00:43,08:48:18,08:49:52,08:52:36,08:53:12,08:48:56,08:51:07,08:56:25,,08:55:00,09:04:00,08:58:00,
113698740238954501,,,,,,,,,,,,09:08:00,09:09:14,,09:21:02,09:22:43,09:10:18,09:11:52,09:14:36,09:15:12,09:10:56,09:13:07,09:18:25,,09:17:00,09:26:00,09:20:00,
113698741238954501,,,,,,,,,,,,09:29:00,09:30:14,,09:42:02,09:43:43,09:31:18,09:32:52,09:35:36,09:36:12,09:31:56,09:34:07,09:39:25,,09:38:00,09:47:00,09:41:00,
113698742238954501,,,,,,,,,,,,09:49:00,09:50:14,,10:02:02,10:03:43,09:51:18,09:52:52,09:55:36,09:56:12,09:51:56,09:54:07,09:59:25,,09:58:00,10:07:00,10:01:00,
113698743238954501,,,,,,,,,,,,10:09:00,10:10:14,,10:22:02,10:23:43,10:11:18,10:12:52,10:15:36,10:16:12,10:11:56,10:14:07,10:19:25,,10:18:00,10:27:00,10:21:00,
113698744238954501,,,,,,,,,,,,10:29:00,10:30:14,,10:42:02,10:43:43,10:31:18,10:32:52,10:35:36,10:36:12,10:31:56,10:34:07,10:39:25,,10:38:00,10:47:00,10:41:00,
113698745238954501,,,,,,,,,,,,10:49:00,10:50:14,,11:02:02,11:03:43,10:51:18,10:52:52,10:55:36,10:56:12,10:51:56,10:54:07,10:59:25,,10:58:00,11:07:00,11:01:00,
113698746238954501,,,,,,,,,,,,11:08:00,11:09:22,,11:23:02,11:24:43,11:10:33,11:12:18,11:15:20,11:16:00,11:11:15,11:13:42,11:19:53,,11:18:00,11:28:00,11:22:00,
113698747238954501,,,,,,,,,,,,11:28:00,11:29:22,,11:43:02,11:44:43,11:30:33,11:32:18,11:35:20,11:36:00,11:31:15,11:33:42,11:39:53,,11:38:00,11:48:00,11:42:00,
113698748238954501,,,,,,,,,,,,11:48:00,11:49:22,,12:03:02,12:04:43,11:50:33,11:52:18,11:55:20,11:56:00,11:51:15,11:53:42,11:59:53,,11:58:00,12:08:00,12:02:00,
113698749238954501,,,,,,,,,,,,12:08:00,12:09:22,,12:23:02,12:24:43,12:10:33,12:12:18,12:15:20,12:16:00,12:11:15,12:13:42,12:19:53,,12:18:00,12:28:00,12:22:00,
113698750238954501,,,,,,,,,,,,12:28:00,12:29:22,,12:43:02,12:44:43,12:30:33,12:32:18,12:35:20,12:36:00,12:31:15,12:33:42,12:39:53,,12:38:00,12:48:00,12:42:00,
113698751238954501,,,,,,,,,,,,12:48:00,12:49:22,,13:03:02,13:04:43,12:50:33,12:52:18,12:55:20,12:56:00,12:51:15,12:53:42,12:59:53,,12:58:00,13:08:00,13:02:00,
113698752238954501,,,,,,,,,,,,13:08:00,13:09:22,,13:23:02,13:24:43,13:10:33,13:12:18,13:15:20,13:16:00,13:11:15,13:13:42,13:19:53,,13:18:00,13:28:00,13:22:00,
113698753238954501,,,,,,,,,,,,13:28:00,13:29:22,,13:43:02,13:44:43,13:30:33,13:32:18,13:35:20,13:36:00,13:31:15,13:33:42,13:39:53,,13:38:00,13:48:00,13:42:00,
113698754238954501,,,,,,,,,,,,13:48:00,13:49:22,,14:03:02,14:04:43,13:50:33,13:52:18,13:55:20,13:56:00,13:51:15,13:53:42,13:59:53,,13:58:00,14:08:00,14:02:00,
113698755238954501,,,,,,,,,,,,14:08:00,14:09:22,,14:23:02,14:24:43,14:10:33,14:12:18,14:15:20,14:16:00,14:11:15,14:13:42,14:19:53,,14:18:00,14:28:00,14:22:00,
113698756238954501,,,,,,,,,,,,14:28:00,14:29:22,,14:43:02,14:44:43,14:30:33,14:32:18,14:35:20,14:36:00,14:31:15,14:33:42,14:39:53,,14:38:00,14:48:00,14:42:00,
113698757238954501,,,,,,,,,,,,14:48:00,14:49:22,,15:03:02,15:04:43,14:50:33,14:52:18,14:55:20,14:56:00,14:51:15,14:53:42,14:59:53,,14:58:00,15:08:00,15:02:00,
113698758238954501,,,,,,,,,,,,15:08:00,15:09:22,,15:23:02,15:24:43,15:10:33,15:12:18,15:15:20,15:16:00,15:11:15,15:13:42,15:19:53,,15:18:00,15:28:00,15:22:00,
113698759238954501,,,,,,,,,,,,15:30:00,15:31:14,,15:43:02,15:44:43,15:32:18,15:33:52,15:36:36,15:37:12,15:32:56,15:35:07,15:40:25,,15:39:00,15:48:00,15:42:00,
113698760238954501,,,,,,,,,,,,15:50:00,15:51:14,,16:03:02,16:04:43,15:52:18,15:53:52,15:56:36,15:57:12,15:52:56,15:55:07,16:00:25,,15:59:00,16:08:00,16:02:00,
113698761238954501,,,,,,,,,,,,16:10:00,16:11:14,,16:23:02,16:24:43,16:12:18,16:13:52,16:16:36,16:17:12,16:12:56,16:15:07,16:20:25,,16:19:00,16:28:00,16:22:00,
113698762238954501,,,,,,,,,,,,16:30:00,16:31:14,,16:43:02,16:44:43,16:32:18,16:33:52,16:36:36,16:37:12,16:32:56,16:35:07,16:40:25,,16:39:00,16:48:00,16:42:00,
113698763238954501,,,,,,,,,,,,16:50:00,16:51:14,,17:03:02,17:04:43,16:52:18,16:53:52,16:56:36,16:57:12,16:52:56,16:55:07,17:00:25,,16:59:00,17:08:00,17:02:00,
113698764238954501,,,,,,,,,,,,17:10:00,17:11:14,,17:23:02,17:24:43,17:12:18,17:13:52,17:16:36,17:17:12,17:12:56,17:15:07,17:20:25,,17:19:00,17:28:00,17:22:00,
113698765238954501,,,,,,,,,,,,17:30:00,17:31:14,,17:43:02,17:44:43,17:32:18,17:33:52,17:36:36,17:37:12,17:32:56,17:35:07,17:40:25,,17:39:00,17:48:00,17:42:00,
113698766238954501,,,,,,,,,,,,17:50:00,17:51:14,,18:03:02,18:04:43,17:52:18,17:53:52,17:56:36,17:57:12,17:52:56,17:55:07,18:00:25,,17:59:00,18:08:00,18:02:00,
113698767238954501,,,,,,,,,,,,18:10:00,18:11:14,,18:23:02,18:24:43,18:12:18,18:13:52,18:16:36,18:17:12,18:12:56,18:15:07,18:20:25,,18:19:00,18:28:00,18:22:00,
113698768238954501,,,,,,,,,,,,18:30:00,18:31:14,,18:43:02,18:44:43,18:32:18,18:33:52,18:36:36,18:37:12,18:32:56,18:35:07,18:40:25,,18:39:00,18:48:00,18:42:00,
113698769238954501,,,,,,,,,,,,18:49:00,18:50:14,,19:02:02,19:03:43,18:51:18,18:52:52,18:55:36,18:56:12,18:51:56,18:54:07,18:59:25,,18:58:00,19:07:00,19:01:00,
113698770238954501,,,,,,,,,,,,19:09:00,19:10:14,,19:22:02,19:23:43,19:11:18,19:12:52,19:15:36,19:16:12,19:11:56,19:14:07,19:19:25,,19:18:00,19:27:00,19:21:00,
113698771238954501,,,,,,,,,,,,19:29:00,19:30:14,,19:42:02,19:43:43,19:31:18,19:32:52,19:35:36,19:36:12,19:31:56,19:34:07,19:39:25,,19:38:00,19:47:00,19:41:00,
113698772238954501,,,,,,,,,,,,19:49:00,19:50:14,,20:02:02,20:03:43,19:51:18,19:52:52,19:55:36,19:56:12,19:51:56,19:54:07,19:59:25,,19:58:00,20:07:00,20:01:00,
113698773238954501,,,,,,,,,,,,20:38:00,20:39:06,,20:50:02,20:51:43,20:40:02,20:41:26,20:43:52,20:44:24,20:40:36,20:42:33,20:47:25,,20:46:00,20:55:00,20:49:00,
113698774238954501,,,,,,,,,,,,20:18:00,20:19:06,,20:30:02,20:31:43,20:20:02,20:21:26,20:23:52,20:24:24,20:20:36,20:22:33,20:27:25,,20:26:00,20:35:00,20:29:00,
113698775238954501,08:46:13,08:48:10,08:49:00,08:50:03,08:56:31,08:54:30,08:52:33,08:53:22,08:55:35,08:57:30,08:58:25,09:00:00,,,,,,,,,,,,08:51:00,,08:43:00,,08:59:18
113698776238954501,20:57:13,20:59:10,21:00:00,21:01:03,21:07:31,21:05:30,21:03:33,21:04:22,21:06:35,21:08:30,21:09:25,21:11:00,,,,,,,,,,,,21:02:00,,20:54:00,,21:10:18
