trip_id,1063,1127,1128,1376B,1707,1781,2177,2212,2392,2578,3221,3320B,3505,3629,3630,3633C,6353,6354B
113275537237252601,,,,,07:38:17,07:36:00,07:31:00,,07:37:00,,07:41:00,07:39:40,,07:31:56,07:34:00,,07:32:32,
113275538237252601,08:55:00,08:56:30,08:57:59,08:57:00,,,09:03:00,08:52:00,,08:53:24,,,09:01:00,,,08:50:00,,08:59:00
113275539237252601,07:35:00,07:36:30,07:37:59,07:37:00,,,07:43:00,07:32:00,,07:33:24,,,07:41:00,,,07:30:00,,07:39:00
113275540237252601,08:15:00,08:16:30,08:17:59,08:17:00,,,08:23:00,08:12:00,,08:13:24,,,08:21:00,,,08:10:00,,08:19:00
113275541237252601,,,,,14:35:17,14:33:00,14:27:00,,14:34:00,,14:38:00,14:36:40,,14:28:15,14:31:00,,14:29:02,
113279307237251501,21:55:00,21:56:30,21:57:59,21:57:00,,,22:03:00,21:52:00,,21:53:24,,,22:01:00,,,21:50:00,,21:59:00
113279308237251501,,,,,21:59:17,21:57:00,21:52:00,,21:58:00,,22:02:00,22:00:40,,21:52:56,21:55:00,,21:53:32,
113279309237251501,22:55:00,22:56:30,22:57:59,22:57:00,,,23:03:00,22:52:00,,22:53:24,,,23:01:00,,,22:50:00,,22:59:00
113279310237251501,22:15:00,22:16:30,22:17:59,22:17:00,,,22:23:00,22:12:00,,22:13:24,,,22:21:00,,,22:10:00,,22:19:00
113279312237251501,22:35:00,22:36:30,22:37:59,22:37:00,,,22:43:00,22:32:00,,22:33:24,,,22:41:00,,,22:30:00,,22:39:00
113279313237251501,,,,,07:57:17,07:55:00,07:49:00,,07:56:00,,08:00:00,07:58:40,,07:50:15,07:53:00,,07:51:02,
113279314237251501,,,,,22:39:17,22:37:00,22:32:00,,22:38:00,,22:42:00,22:40:40,,22:32:56,22:35:00,,22:33:32,
113279315237251501,,,,,21:39:17,21:37:00,21:32:00,,21:38:00,,21:42:00,21:40:40,,21:32:56,21:35:00,,21:33:32,
113279316237251501,07:55:00,07:56:30,07:57:59,07:57:00,,,08:03:00,07:52:00,,07:53:24,,,08:01:00,,,07:50:00,,07:59:00
113279317237251501,,,,,08:36:17,08:34:00,08:28:00,,08:35:00,,08:39:00,08:37:40,,08:29:15,08:32:00,,08:30:02,
113279318237251501,,,,,08:16:17,08:14:00,08:08:00,,08:15:00,,08:19:00,08:17:40,,08:09:15,08:12:00,,08:10:02,
113279319237251501,,,,,07:39:17,07:37:00,07:31:00,,07:38:00,,07:42:00,07:40:40,,07:32:15,07:35:00,,07:33:02,
113279320237251501,08:35:00,08:36:30,08:37:59,08:37:00,,,08:43:00,08:32:00,,08:33:24,,,08:41:00,,,08:30:00,,08:39:00
113279321237251501,07:35:00,07:36:30,07:37:59,07:37:00,,,07:43:00,07:32:00,,07:33:24,,,07:41:00,,,07:30:00,,07:39:00
113279322237251501,08:15:00,08:16:30,08:17:59,08:17:00,,,08:23:00,08:12:00,,08:13:24,,,08:21:00,,,08:10:00,,08:19:00
113279323237251501,,,,,21:19:17,21:17:00,21:12:00,,21:18:00,,21:22:00,21:20:40,,21:12:56,21:15:00,,21:13:32,
113279324237251501,21:35:00,21:36:30,21:37:59,21:37:00,,,21:43:00,21:32:00,,21:33:24,,,21:41:00,,,21:30:00,,21:39:00
113279325237251501,,,,,22:19:17,22:17:00,22:12:00,,22:18:00,,22:22:00,22:20:40,,22:12:56,22:15:00,,22:13:32,
113279327237251501,21:15:00,21:16:30,21:17:59,21:17:00,,,21:23:00,21:12:00,,21:13:24,,,21:21:00,,,21:10:00,,21:19:00
113279328237251501,,,,,09:36:17,09:34:00,09:28:00,,09:35:00,,09:39:00,09:37:40,,09:29:15,09:32:00,,09:30:02,
113279329237251501,,,,,09:57:17,09:55:00,09:49:00,,09:56:00,,10:00:00,09:58:40,,09:50:15,09:53:00,,09:51:02,
113279330237251501,,,,,10:17:17,10:15:00,10:09:00,,10:16:00,,10:20:00,10:18:40,,10:10:15,10:13:00,,10:11:02,
113279331237251501,09:55:00,09:56:30,09:58:28,09:57:00,,,10:04:00,09:52:00,,09:53:24,,,10:02:00,,,09:50:00,,10:00:00
113279332237251501,09:15:00,09:16:30,09:18:28,09:17:00,,,09:24:00,09:12:00,,09:13:24,,,09:22:00,,,09:10:00,,09:20:00
113279333237251501,10:15:00,10:16:30,10:18:28,10:17:00,,,10:24:00,10:12:00,,10:13:24,,,10:22:00,,,10:10:00,,10:20:00
113279334237251501,09:35:00,09:36:30,09:38:28,09:37:00,,,09:44:00,09:32:00,,09:33:24,,,09:42:00,,,09:30:00,,09:40:00
113279335237251501,,,,,09:16:17,09:14:00,09:08:00,,09:15:00,,09:19:00,09:17:40,,09:09:15,09:12:00,,09:10:02,
113279336237251501,,,,,08:56:17,08:54:00,08:48:00,,08:55:00,,08:59:00,08:57:40,,08:49:15,08:52:00,,08:50:02,
113279337237251501,08:55:00,08:56:30,08:57:59,08:57:00,,,09:03:00,08:52:00,,08:53:24,,,09:01:00,,,08:50:00,,08:59:00
113279338237251501,19:55:00,19:56:30,19:58:28,19:57:00,,,20:05:00,19:51:00,,19:52:52,,,20:02:00,,,19:48:00,,20:00:00
113279339237251501,,,,,19:57:36,19:55:00,19:49:00,,19:56:00,,20:01:00,19:59:19,,19:50:15,19:53:00,,19:51:02,
113279340237251501,20:37:00,20:38:30,20:39:59,20:39:00,,,20:46:00,20:33:00,,20:34:52,,,20:43:00,,,20:30:00,,20:41:00
113279342237251501,,,,,20:38:36,20:36:00,20:30:00,,20:37:00,,20:42:00,20:40:19,,20:31:15,20:34:00,,20:32:02,
113279343237251501,20:16:00,20:17:30,20:18:59,20:18:00,,,20:25:00,20:12:00,,20:13:52,,,20:22:00,,,20:09:00,,20:20:00
113279345237251501,,,,,10:37:17,10:35:00,10:29:00,,10:36:00,,10:40:00,10:38:40,,10:30:15,10:33:00,,10:31:02,
113279346237251501,10:55:00,10:56:30,10:58:28,10:57:00,,,11:04:00,10:52:00,,10:53:24,,,11:02:00,,,10:50:00,,11:00:00
113279347237251501,10:35:00,10:36:30,10:38:28,10:37:00,,,10:44:00,10:32:00,,10:33:24,,,10:42:00,,,10:30:00,,10:40:00
113279348237251501,,,,,11:37:17,11:35:00,11:29:00,,11:36:00,,11:40:00,11:38:40,,11:30:15,11:33:00,,11:31:02,
113279349237251501,11:15:00,11:16:30,11:18:28,11:17:00,,,11:24:00,11:12:00,,11:13:24,,,11:22:00,,,11:10:00,,11:20:00
113279350237251501,,,,,10:57:17,10:55:00,10:49:00,,10:56:00,,11:00:00,10:58:40,,10:50:15,10:53:00,,10:51:02,
113279351237251501,,,,,11:17:17,11:15:00,11:09:00,,11:16:00,,11:20:00,11:18:40,,11:10:15,11:13:00,,11:11:02,
113279352237251501,11:35:00,11:36:30,11:38:28,11:37:00,,,11:44:00,11:32:00,,11:33:24,,,11:42:00,,,11:30:00,,11:40:00
113279353237251501,,,,,20:18:36,20:16:00,20:10:00,,20:17:00,,20:22:00,20:20:19,,20:11:15,20:14:00,,20:12:02,
113279354237251501,,,,,20:59:17,20:57:00,20:51:00,,20:58:00,,21:02:00,21:00:40,,20:52:15,20:55:00,,20:53:02,
113279355237251501,,,,,23:19:17,23:17:00,23:12:00,,23:18:00,,23:22:00,23:20:40,,23:12:56,23:15:00,,23:13:32,
113279356237251501,20:57:00,20:58:30,20:59:59,20:59:00,,,21:05:00,20:53:00,,20:54:52,,,21:03:00,,,20:50:00,,21:01:00
113279357237251501,12:56:00,12:57:30,12:59:28,12:58:00,,,13:06:00,12:52:00,,12:53:52,,,13:03:00,,,12:50:00,,13:01:00
113279358237251501,,,,,12:37:17,12:35:00,12:28:00,,12:36:00,,12:40:00,12:38:40,,12:29:33,12:33:00,,12:30:33,
113279359237251501,11:55:00,11:56:30,11:58:28,11:57:00,,,12:04:00,11:52:00,,11:53:24,,,12:02:00,,,11:50:00,,12:00:00
113279360237251501,13:16:00,13:18:15,13:20:28,13:19:00,,,13:27:00,13:12:00,,13:13:52,,,13:24:00,,,13:10:00,,13:22:00
113279361237251501,,,,,11:57:17,11:55:00,11:49:00,,11:56:00,,12:00:00,11:58:40,,11:50:15,11:53:00,,11:51:02,
113279362237251501,,,,,12:56:17,12:54:00,12:47:00,,12:55:00,,12:59:00,12:57:40,,12:48:33,12:52:00,,12:49:33,
113279363237251501,12:16:00,12:17:30,12:19:28,12:18:00,,,12:25:00,12:12:00,,12:13:52,,,12:23:00,,,12:10:00,,12:21:00
113279364237251501,,,,,13:16:36,13:14:00,13:07:00,,13:15:00,,13:20:00,13:18:19,,13:08:33,13:12:00,,13:09:33,
113279365237251501,,,,,12:17:17,12:15:00,12:08:00,,12:16:00,,12:20:00,12:18:40,,12:09:33,12:13:00,,12:10:33,
113279366237251501,12:36:00,12:37:30,12:39:28,12:38:00,,,12:45:00,12:32:00,,12:33:52,,,12:43:00,,,12:30:00,,12:41:00
113279367237251501,,,,,19:16:36,19:14:00,19:08:00,,19:15:00,,19:20:00,19:18:19,,19:09:15,19:12:00,,19:10:02,
113279368237251501,23:15:00,23:16:30,23:17:59,23:17:00,,,23:23:00,23:12:00,,23:13:24,,,23:21:00,,,23:10:00,,23:19:00
113279369237251501,,,,,13:36:36,13:34:00,13:27:00,,13:35:00,,13:40:00,13:38:19,,13:28:33,13:32:00,,13:29:33,
113279370237251501,13:36:00,13:38:15,13:40:28,13:39:00,,,13:47:00,13:32:00,,13:33:52,,,13:44:00,,,13:30:00,,13:42:00
113279371237251501,19:16:00,19:17:30,19:19:28,19:18:00,,,19:26:00,19:12:00,,19:13:52,,,19:23:00,,,19:09:00,,19:21:00
113279372237251501,,,,,19:36:36,19:34:00,19:28:00,,19:35:00,,19:40:00,19:38:19,,19:29:15,19:32:00,,19:30:02,
113279373237251501,19:35:00,19:36:30,19:38:28,19:37:00,,,19:45:00,19:31:00,,19:32:52,,,19:42:00,,,19:28:00,,19:40:00
113279374237251501,,,,,23:39:17,23:37:00,23:32:00,,23:38:00,,23:42:00,23:40:40,,23:32:56,23:35:00,,23:33:32,
113279376237251501,23:35:00,23:36:30,23:37:59,23:37:00,,,23:43:00,23:32:00,,23:33:24,,,23:41:00,,,23:30:00,,23:39:00
113279378237251501,,,,,22:59:17,22:57:00,22:52:00,,22:58:00,,23:02:00,23:00:40,,22:52:56,22:55:00,,22:53:32,
113279379237251501,14:37:00,14:39:15,14:41:28,14:40:00,,,14:49:00,14:33:00,,14:34:52,,,14:45:00,,,14:30:00,,14:43:00
113279380237251501,13:56:00,13:58:15,14:00:28,13:59:00,,,14:07:00,13:52:00,,13:53:52,,,14:04:00,,,13:50:00,,14:02:00
113279381237251501,14:17:00,14:19:15,14:21:28,14:20:00,,,14:28:00,14:13:00,,14:14:52,,,14:25:00,,,14:10:00,,14:23:00
113279382237251501,,,,,15:16:36,15:14:00,15:07:00,,15:15:00,,15:20:00,15:18:19,,15:08:33,15:12:00,,15:09:33,
113279383237251501,,,,,14:56:36,14:54:00,14:47:00,,14:55:00,,15:00:00,14:58:19,,14:48:33,14:52:00,,14:49:33,
113279384237251501,,,,,14:16:36,14:14:00,14:07:00,,14:15:00,,14:20:00,14:18:19,,14:08:33,14:12:00,,14:09:33,
113279385237251501,15:17:00,15:19:15,15:21:28,15:20:00,,,15:29:00,15:13:00,,15:14:52,,,15:25:00,,,15:10:00,,15:23:00
113279386237251501,14:57:00,14:59:15,15:01:28,15:00:00,,,15:09:00,14:53:00,,14:54:52,,,15:05:00,,,14:50:00,,15:03:00
113279387237251501,,,,,13:56:36,13:54:00,13:47:00,,13:55:00,,14:00:00,13:58:19,,13:48:33,13:52:00,,13:49:33,
113279388237251501,,,,,14:36:36,14:34:00,14:27:00,,14:35:00,,14:40:00,14:38:19,,14:28:33,14:32:00,,14:29:33,
113279390237251501,17:58:00,17:59:30,18:01:28,18:00:00,,,18:09:00,17:54:00,,17:55:52,,,18:05:00,,,17:50:00,,18:03:00
113279392237251501,,,,,15:55:55,15:53:00,15:46:00,,15:54:00,,16:00:00,15:57:59,,15:47:33,15:51:00,,15:48:33,
113279393237251501,,,,,16:15:55,16:13:00,16:05:00,,16:14:00,,16:20:00,16:17:59,,16:06:33,16:10:00,,16:07:33,
113279394237251501,16:18:00,16:20:15,16:22:58,16:21:00,,,16:32:00,16:13:00,,16:15:19,,,16:28:00,,,16:10:00,,16:25:00
113279395237251501,15:38:00,15:40:15,15:42:28,15:41:00,,,15:50:00,15:33:00,,15:35:19,,,15:46:00,,,15:30:00,,15:44:00
113279396237251501,,,,,15:36:36,15:34:00,15:27:00,,15:35:00,,15:40:00,15:38:19,,15:28:33,15:32:00,,15:29:33,
113279397237251501,15:58:00,16:00:15,16:02:58,16:01:00,,,16:12:00,15:53:00,,15:55:19,,,16:08:00,,,15:50:00,,16:05:00
113279398237251501,,,,,18:38:36,18:36:00,18:29:00,,18:37:00,,18:42:00,18:40:19,,18:30:33,18:34:00,,18:31:33,
113279400237251501,,,,,18:57:36,18:55:00,18:48:00,,18:56:00,,19:01:00,18:59:19,,18:49:33,18:53:00,,18:50:33,
113279402237251501,18:37:00,18:38:30,18:40:28,18:39:00,,,18:47:00,18:33:00,,18:34:52,,,18:44:00,,,18:30:00,,18:42:00
113279403237251501,,,,,16:56:55,16:54:00,16:45:00,,16:55:00,,17:01:00,16:58:59,,16:46:52,16:51:00,,16:48:03,
113279404237251501,17:01:00,17:03:15,17:05:58,17:04:00,,,17:15:00,16:56:00,,16:58:19,,,17:11:00,,,16:52:00,,17:08:00
113279405237251501,16:40:00,16:42:15,16:44:58,16:43:00,,,16:54:00,16:35:00,,16:37:19,,,16:50:00,,,16:31:00,,16:47:00
113279406237251501,,,,,16:35:55,16:33:00,16:24:00,,16:34:00,,16:40:00,16:37:59,,16:25:52,16:30:00,,16:27:03,
113279407237251501,,,,,18:18:36,18:16:00,18:08:00,,18:17:00,,18:22:00,18:20:19,,18:09:33,18:13:00,,18:10:33,
113279408237251501,18:57:00,18:58:30,19:00:28,18:59:00,,,19:07:00,18:53:00,,18:54:52,,,19:04:00,,,18:50:00,,19:02:00
113279409237251501,17:20:00,17:22:15,17:24:58,17:23:00,,,17:34:00,17:15:00,,17:17:19,,,17:30:00,,,17:11:00,,17:27:00
113279410237251501,17:39:00,17:40:30,17:42:58,17:41:00,,,17:51:00,17:34:00,,17:36:19,,,17:47:00,,,17:30:00,,17:45:00
113279411237251501,,,,,17:17:55,17:15:00,17:07:00,,17:16:00,,17:22:00,17:19:59,,17:08:33,17:12:00,,17:09:33,
113279412237251501,,,,,17:37:55,17:35:00,17:27:00,,17:36:00,,17:42:00,17:39:59,,17:28:33,17:32:00,,17:29:33,
113279413237251501,18:17:00,18:18:30,18:20:28,18:19:00,,,18:27:00,18:13:00,,18:14:52,,,18:24:00,,,18:10:00,,18:22:00
113279414237251501,,,,,17:57:55,17:55:00,17:47:00,,17:56:00,,18:02:00,17:59:59,,17:48:33,17:52:00,,17:49:33,
