trip_id,2241G,2242F,2246F,2793F,3308F,3317,3321,3330F,3334F,3334G,3335F,3337F,3338F,3360F,5039,5040,5041F,5042,5274F,5275F,5277F,5278F,5279F,5308F,5354H,5874F,6204,6258
113562874238547602,12:33:00,,,,12:37:00,12:24:07,,12:21:52,,,12:21:00,,,,,,,12:26:00,12:29:00,12:27:45,,,,12:31:00,,12:26:58,,12:34:39
113562875238547602,13:13:00,,,,13:17:00,13:04:07,,13:01:52,,,13:01:00,,,,,,,13:06:00,13:09:00,13:07:45,,,,13:11:00,,13:06:58,,13:14:39
113562876238547602,13:32:00,,,,13:36:00,13:23:07,,13:20:52,,,13:20:00,,,,,,,13:25:00,13:28:00,13:26:45,,,,13:30:00,,13:25:58,,13:33:39
113562877238547602,13:51:00,,,,13:55:00,13:42:07,,13:39:52,,,13:39:00,,,,,,,13:44:00,13:47:00,13:45:45,,,,13:49:00,,13:44:58,,13:52:39
113562878238547602,14:13:00,,,,14:17:00,14:04:07,,14:01:52,,,14:01:00,,,,,,,14:06:00,14:09:00,14:07:45,,,,14:11:00,,14:06:58,,14:14:39
113562879238547602,14:33:00,,,,14:37:00,14:24:07,,14:21:52,,,14:21:00,,,,,,,14:26:00,14:29:00,14:27:45,,,,14:31:00,,14:26:58,,14:34:39
113562880238547602,12:51:00,,,,12:55:00,12:42:07,,12:39:52,,,12:39:00,,,,,,,12:44:00,12:47:00,12:45:45,,,,12:49:00,,12:44:58,,12:52:39
113562881238547602,14:51:00,,,,14:55:00,14:42:07,,14:39:52,,,14:39:00,,,,,,,14:44:00,14:47:00,14:45:45,,,,14:49:00,,14:44:58,,14:52:39
113562882238547602,16:12:00,,,,16:16:00,16:03:07,,16:00:52,,,16:00:00,,,,,,,16:05:00,16:08:00,16:06:45,,,,16:10:00,,16:05:58,,16:13:39
113562883238547602,20:13:00,,,,20:17:00,20:04:07,,20:01:52,,,20:01:00,,,,,,,20:06:00,20:09:00,20:07:45,,,,20:11:00,,20:06:58,,20:14:39
113562884238547602,17:51:00,,,,17:55:00,17:42:07,,17:39:52,,,17:39:00,,,,,,,17:44:00,17:47:00,17:45:45,,,,17:49:00,,17:44:58,,17:52:39
113562885238547602,16:32:00,,,,16:36:00,16:23:07,,16:20:52,,,16:20:00,,,,,,,16:25:00,16:28:00,16:26:45,,,,16:30:00,,16:25:58,,16:33:39
113562886238547602,17:12:00,,,,17:16:00,17:03:07,,17:00:52,,,17:00:00,,,,,,,17:05:00,17:08:00,17:06:45,,,,17:10:00,,17:05:58,,17:13:39
113562887238547602,18:13:00,,,,18:17:00,18:04:07,,18:01:52,,,18:01:00,,,,,,,18:06:00,18:09:00,18:07:45,,,,18:11:00,,18:06:58,,18:14:39
113562888238547602,18:33:00,,,,18:37:00,18:24:07,,18:21:52,,,18:21:00,,,,,,,18:26:00,18:29:00,18:27:45,,,,18:31:00,,18:26:58,,18:34:39
113562889238547602,18:51:00,,,,18:55:00,18:42:07,,18:39:52,,,18:39:00,,,,,,,18:44:00,18:47:00,18:45:45,,,,18:49:00,,18:44:58,,18:52:39
113562890238547602,19:33:00,,,,19:37:00,19:24:07,,19:21:52,,,19:21:00,,,,,,,19:26:00,19:29:00,19:27:45,,,,19:31:00,,19:26:58,,19:34:39
113562891238547602,19:51:00,,,,19:55:00,19:42:07,,19:39:52,,,19:39:00,,,,,,,19:44:00,19:47:00,19:45:45,,,,19:49:00,,19:44:58,,19:52:39
113562892238547602,19:13:00,,,,19:17:00,19:04:07,,19:01:52,,,19:01:00,,,,,,,19:06:00,19:09:00,19:07:45,,,,19:11:00,,19:06:58,,19:14:39
113562893238547602,16:52:00,,,,16:56:00,16:43:07,,16:40:52,,,16:40:00,,,,,,,16:45:00,16:48:00,16:46:45,,,,16:50:00,,16:45:58,,16:53:39
113562894238547602,15:32:00,,,,15:36:00,15:23:07,,15:20:52,,,15:20:00,,,,,,,15:25:00,15:28:00,15:26:45,,,,15:30:00,,15:25:58,,15:33:39
113562895238547602,15:52:00,,,,15:56:00,15:43:07,,15:40:52,,,15:40:00,,,,,,,15:45:00,15:48:00,15:46:45,,,,15:50:00,,15:45:58,,15:53:39
113562896238547602,,10:40:00,,,,,10:49:33,,10:52:00,,,10:51:19,,10:37:00,10:48:00,,,,,,10:46:18,10:44:43,10:43:00,,10:41:00,,10:38:39,
113562897238547602,17:32:00,,,,17:36:00,17:23:07,,17:20:52,,,17:20:00,,,,,,,17:25:00,17:28:00,17:26:45,,,,17:30:00,,17:25:58,,17:33:39
113562903238547602,,,,,,,09:23:33,,09:26:00,,,09:25:19,,,09:22:00,,,,,,,,,,,,,
113562905238547602,,08:47:00,,,,,08:56:33,,08:59:00,,,08:58:19,,08:44:00,08:55:00,,,,,,08:53:18,08:51:43,08:50:00,,08:48:00,,08:45:39,
113562906238547602,,09:17:00,,,,,09:26:33,,09:29:00,,,09:28:19,,09:14:00,09:25:00,,,,,,09:23:18,09:21:43,09:20:00,,09:18:00,,09:15:39,
113562907238547602,,08:17:00,,,,,08:26:33,,08:29:00,,,08:28:19,,08:14:00,08:25:00,,,,,,08:23:18,08:21:43,08:20:00,,08:18:00,,08:15:39,
113562908238547602,,09:41:00,,,,,09:50:33,,09:53:00,,,09:52:19,,09:38:00,09:49:00,,,,,,09:47:18,09:45:43,09:44:00,,09:42:00,,09:39:39,
113562909238547602,,09:58:00,,,,,10:07:33,,10:10:00,,,10:09:19,,09:55:00,10:06:00,,,,,,10:04:18,10:02:43,10:01:00,,09:59:00,,09:56:39,
113562910238547602,,10:20:00,,,,,10:29:33,,10:32:00,,,10:31:19,,10:17:00,10:28:00,,,,,,10:26:18,10:24:43,10:23:00,,10:21:00,,10:18:39,
113562911238547602,,11:41:00,,,,,11:51:33,,11:54:00,,,11:53:19,,11:38:00,11:50:00,,,,,,11:48:18,11:46:43,11:45:00,,11:43:00,,11:39:39,
113562912238547602,,12:21:00,,,,,12:31:33,,12:34:00,,,12:33:19,,12:18:00,12:30:00,,,,,,12:28:18,12:26:43,12:25:00,,12:23:00,,12:19:39,
113562913238547602,,13:21:00,,,,,13:31:33,,13:34:00,,,13:33:19,,13:18:00,13:30:00,,,,,,13:28:18,13:26:43,13:25:00,,13:23:00,,13:19:39,
113562914238547602,,11:20:00,,,,,11:30:33,,11:33:00,,,11:32:19,,11:17:00,11:29:00,,,,,,11:27:18,11:25:43,11:24:00,,11:22:00,,11:18:39,
113562915238547602,,10:59:00,,,,,11:08:33,,11:11:00,,,11:10:19,,10:56:00,11:07:00,,,,,,11:05:18,11:03:43,11:02:00,,11:00:00,,10:57:39,
113562916238547602,,11:59:00,,,,,12:09:33,,12:12:00,,,12:11:19,,11:56:00,12:08:00,,,,,,12:06:18,12:04:43,12:03:00,,12:01:00,,11:57:39,
113562917238547602,,12:41:00,,,,,12:51:33,,12:54:00,,,12:53:19,,12:38:00,12:50:00,,,,,,12:48:18,12:46:43,12:45:00,,12:43:00,,12:39:39,
113562918238547602,,12:59:00,,,,,13:09:33,,13:12:00,,,13:11:19,,12:56:00,13:08:00,,,,,,13:06:18,13:04:43,13:03:00,,13:01:00,,12:57:39,
113562919238547602,,14:59:00,,,,,15:09:33,,15:12:00,,,15:11:19,,14:56:00,15:08:00,,,,,,15:06:18,15:04:43,15:03:00,,15:01:00,,14:57:39,
113562920238547602,,16:41:00,,,,,16:50:33,,16:53:00,,,16:52:19,,16:37:00,16:49:00,,,,,,16:47:38,16:46:23,16:45:00,,16:43:00,,16:39:12,
113562921238547602,,14:21:00,,,,,14:31:33,,14:34:00,,,14:33:19,,14:18:00,14:30:00,,,,,,14:28:18,14:26:43,14:25:00,,14:23:00,,14:19:39,
113562922238547602,,13:40:00,,,,,13:50:33,,13:53:00,,,13:52:19,,13:37:00,13:49:00,,,,,,13:47:18,13:45:43,13:44:00,,13:42:00,,13:38:39,
113562923238547602,,16:01:00,,,,,16:11:33,,16:14:00,,,16:13:19,,15:57:00,16:10:00,,,,,,16:08:18,16:06:43,16:05:00,,16:03:00,,15:59:12,
113562924238547602,,13:59:00,,,,,14:09:33,,14:12:00,,,14:11:19,,13:56:00,14:08:00,,,,,,14:06:18,14:04:43,14:03:00,,14:01:00,,13:57:39,
113562925238547602,,20:21:00,,,,,20:30:33,,20:33:00,,,20:32:19,,20:18:00,20:29:00,,,,,,20:27:18,20:25:43,20:24:00,,20:22:00,,20:19:39,
113562926238547602,,17:41:00,,,,,17:50:33,,17:53:00,,,17:52:19,,17:37:00,17:49:00,,,,,,17:47:38,17:46:23,17:45:00,,17:43:00,,17:39:12,
113562928238547602,,15:41:00,,,,,15:51:33,,15:54:00,,,15:53:19,,15:37:00,15:50:00,,,,,,15:48:18,15:46:43,15:45:00,,15:43:00,,15:39:12,
113562929238547602,,18:00:00,,,,,18:09:33,,18:12:00,,,18:11:19,,17:56:00,18:08:00,,,,,,18:06:38,18:05:23,18:04:00,,18:02:00,,17:58:12,
113562930238547602,,14:41:00,,,,,14:51:33,,14:54:00,,,14:53:19,,14:38:00,14:50:00,,,,,,14:48:18,14:46:43,14:45:00,,14:43:00,,14:39:39,
113562931238547602,,15:21:00,,,,,15:31:33,,15:34:00,,,15:33:19,,15:17:00,15:30:00,,,,,,15:28:18,15:26:43,15:25:00,,15:23:00,,15:19:12,
113562932238547602,,16:21:00,,,,,16:31:33,,16:34:00,,,16:33:19,,16:17:00,16:30:00,,,,,,16:28:18,16:26:43,16:25:00,,16:23:00,,16:19:12,
113562933238547602,,17:01:00,,,,,17:10:33,,17:13:00,,,17:12:19,,16:57:00,17:09:00,,,,,,17:07:38,17:06:23,17:05:00,,17:03:00,,16:59:12,
113562934238547602,,19:59:00,,,,,20:08:33,,20:11:00,,,20:10:19,,19:56:00,20:07:00,,,,,,20:05:18,20:03:43,20:02:00,,20:00:00,,19:57:39,
113562935238547602,,19:00:00,,,,,19:09:33,,19:12:00,,,19:11:19,,18:56:00,19:08:00,,,,,,19:06:18,19:04:43,19:03:00,,19:01:00,,18:58:12,
113562936238547602,,18:42:00,,,,,18:52:33,,18:55:00,,,18:54:19,,18:38:00,18:51:00,,,,,,18:49:18,18:47:43,18:46:00,,18:44:00,,18:40:12,
113562937238547602,,18:22:00,,,,,18:31:33,,18:34:00,,,18:33:19,,18:18:00,18:30:00,,,,,,18:28:38,18:27:23,18:26:00,,18:24:00,,18:20:12,
113562938238547602,,19:21:00,,,,,19:30:33,,19:33:00,,,19:32:19,,19:18:00,19:29:00,,,,,,19:27:18,19:25:43,19:24:00,,19:22:00,,19:19:39,
113562939238547602,,17:21:00,,,,,17:30:33,,17:33:00,,,17:32:19,,17:17:00,17:29:00,,,,,,17:27:38,17:26:23,17:25:00,,17:23:00,,17:19:12,
113562940238547602,,19:41:00,,,,,19:50:33,,19:53:00,,,19:52:19,,19:38:00,19:49:00,,,,,,19:47:18,19:45:43,19:44:00,,19:42:00,,19:39:39,
113562941238547602,,20:41:00,,,,,20:50:33,,20:53:00,,,20:52:19,,20:38:00,20:49:00,,,,,,20:47:18,20:45:43,20:44:00,,20:42:00,,20:39:39,
113563417238547602,04:52:00,,,,,,,,,,,,,,,,,04:45:00,04:48:00,04:46:45,,,,04:50:00,,04:45:58,,
113563420238547602,,05:03:00,,04:58:00,,,05:12:33,,05:15:00,,,05:14:19,,05:00:00,05:11:00,,,,,,05:09:18,05:07:43,05:06:00,,05:04:00,,05:01:39,
113563424238547602,24:27:00,,,,24:31:00,24:18:07,,24:15:52,,,24:15:00,,,,,,,24:20:00,24:23:00,24:21:45,,,,24:25:00,,24:20:58,,24:28:39
113563425238547602,24:08:00,,,,24:12:00,23:59:07,,23:56:52,,,23:56:00,,,,,,,24:01:00,24:04:00,24:02:45,,,,24:06:00,,24:01:58,,24:09:39
113563426238547602,23:50:00,,,,23:54:00,23:41:07,,23:38:52,,,23:38:00,,,,,,,23:43:00,23:46:00,23:44:45,,,,23:48:00,,23:43:58,,23:51:39
113563427238547602,,23:40:00,,,,,23:49:33,,23:52:00,,,23:51:19,,23:37:00,23:48:00,,,,,,23:46:18,23:44:43,23:43:00,,23:41:00,,23:38:39,
113563428238547602,23:32:00,,,,23:36:00,23:23:07,,23:20:52,,,23:20:00,,,,,,,23:25:00,23:28:00,23:26:45,,,,23:30:00,,23:25:58,,23:33:39
113563429238547602,,23:20:00,,,,,23:29:33,,23:32:00,,,23:31:19,,23:17:00,23:28:00,,,,,,23:26:18,23:24:43,23:23:00,,23:21:00,,23:18:39,
113563430238547602,23:12:00,,,,23:16:00,23:03:07,,23:00:52,,,23:00:00,,,,,,,23:05:00,23:08:00,23:06:45,,,,23:10:00,,23:05:58,,23:13:39
113563431238547602,,23:00:00,,,,,23:09:33,,23:12:00,,,23:11:19,,22:57:00,23:08:00,,,,,,23:06:18,23:04:43,23:03:00,,23:01:00,,22:58:39,
113563432238547602,22:52:00,,,,22:56:00,22:43:07,,22:40:52,,,22:40:00,,,,,,,22:45:00,22:48:00,22:46:45,,,,22:50:00,,22:45:58,,22:53:39
113563433238547602,,22:41:00,,,,,22:50:33,,22:53:00,,,22:52:19,,22:38:00,22:49:00,,,,,,22:47:18,22:45:43,22:44:00,,22:42:00,,22:39:39,
113563434238547602,,22:21:00,,,,,22:30:33,,22:33:00,,,22:32:19,,22:18:00,22:29:00,,,,,,22:27:18,22:25:43,22:24:00,,22:22:00,,22:19:39,
113563435238547602,22:33:00,,,,22:37:00,22:24:07,,22:21:52,,,22:21:00,,,,,,,22:26:00,22:29:00,22:27:45,,,,22:31:00,,22:26:58,,22:34:39
113563436238547602,,22:01:00,,,,,22:10:33,,22:13:00,,,22:12:19,,21:58:00,22:09:00,,,,,,22:07:18,22:05:43,22:04:00,,22:02:00,,21:59:39,
113563437238547602,22:13:00,,,,22:17:00,22:04:07,,22:01:52,,,22:01:00,,,,,,,22:06:00,22:09:00,22:07:45,,,,22:11:00,,22:06:58,,22:14:39
113563438238547602,,21:41:00,,,,,21:50:33,,21:53:00,,,21:52:19,,21:38:00,21:49:00,,,,,,21:47:18,21:45:43,21:44:00,,21:42:00,,21:39:39,
113563439238547602,21:53:00,,,,21:57:00,21:44:07,,21:41:52,,,21:41:00,,,,,,,21:46:00,21:49:00,21:47:45,,,,21:51:00,,21:46:58,,21:54:39
113563440238547602,21:33:00,,,,21:37:00,21:24:07,,21:21:52,,,21:21:00,,,,,,,21:26:00,21:29:00,21:27:45,,,,21:31:00,,21:26:58,,21:34:39
113563441238547602,,21:21:00,,,,,21:30:33,,21:33:00,,,21:32:19,,21:18:00,21:29:00,,,,,,21:27:18,21:25:43,21:24:00,,21:22:00,,21:19:39,
113563442238547602,21:13:00,,,,21:17:00,21:04:07,,21:01:52,,,21:01:00,,,,,,,21:06:00,21:09:00,21:07:45,,,,21:11:00,,21:06:58,,21:14:39
113563443238547602,,21:01:00,,,,,21:10:33,,21:13:00,,,21:12:19,,20:58:00,21:09:00,,,,,,21:07:18,21:05:43,21:04:00,,21:02:00,,20:59:39,
113563464238547602,,24:35:00,,,,,,,,,,,,24:32:00,,24:43:00,,,,,24:41:32,24:39:51,24:38:00,,24:36:00,,24:33:39,
113563465238547602,,24:16:00,,,,,,,,,,,,24:13:00,,24:24:00,,,,,24:22:32,24:20:51,24:19:00,,24:17:00,,24:14:39,
113563466238547602,,23:58:00,,,,,,,,,,,,23:55:00,,24:06:00,,,,,24:04:32,24:02:51,24:01:00,,23:59:00,,23:56:39,
113567353238562002,,,,,,,,,,,,,,,,10:19:00,,,,,10:17:32,10:15:51,10:14:00,,10:12:00,,,
113567354238562002,,,,,,,,,,,,,,,,19:14:00,,,,,19:12:32,19:10:51,19:09:00,,19:07:00,,,
113567388238562002,,,,,,,,,,,,,,,,19:24:00,,,,,19:22:32,19:20:51,19:19:00,,19:17:00,,,
113567448238562002,,,,,,,,,,,,,,,,19:39:00,,,,,19:37:32,19:35:51,19:34:00,,19:32:00,,,
113567451238562002,,,,,,,,,,,,,,,,20:51:00,,,,,20:49:32,20:47:51,20:46:00,,20:44:00,,,
113567609238562002,,,,,,,,,,,,,,,,24:56:00,,,,,24:54:32,24:52:51,24:51:00,,24:49:00,,,
113568935238565603,,,,,,,,,,,,,,,,24:56:00,,,,,24:54:32,24:52:51,24:51:00,,24:49:00,,,
113574108238581002,20:55:00,,,,20:59:00,20:44:07,,20:41:52,,,20:41:00,,,,,,,20:46:00,20:50:00,20:48:19,,,,20:53:00,,20:47:18,,20:56:39
113574109238581002,,20:46:00,,,,,20:55:33,,20:58:00,,,20:57:19,,20:42:00,20:54:00,,,,,,20:52:18,20:50:43,20:49:00,,20:47:00,,20:44:12,
113574110238581002,18:30:00,,,,18:34:00,18:19:07,,18:16:52,,,18:16:00,,,,,,,18:21:00,18:25:00,18:23:19,,,,18:28:00,,18:22:18,,18:31:39
113574111238581002,,19:29:00,,,,,19:39:33,,19:42:00,,,19:41:19,,19:25:00,19:38:00,,,,,,19:36:18,19:34:43,19:33:00,,19:31:00,,19:27:12,
113574112238581002,,17:49:00,,,,,17:59:33,,18:02:00,,,18:01:19,,17:45:00,17:58:00,,,,,,17:56:18,17:54:43,17:53:00,,17:51:00,,17:47:12,
113574113238581002,20:37:00,,,,20:41:00,20:26:07,,20:23:52,,,20:23:00,,,,,,,20:28:00,20:32:00,20:30:19,,,,20:35:00,,20:29:18,,20:38:39
113574114238581002,14:28:00,,,,14:32:00,14:17:07,,14:14:52,,,14:14:00,,,,,,,14:19:00,14:23:00,14:21:19,,,,14:26:00,,14:20:18,,14:29:39
113574115238581002,15:16:00,,,,15:20:00,15:05:07,,15:02:52,,,15:02:00,,,,,,,15:07:00,15:11:00,15:09:19,,,,15:14:00,,15:08:18,,15:17:39
113574116238581002,10:24:00,,,,10:28:00,10:13:07,,10:10:52,,,10:10:00,,,,,,,10:15:00,10:19:00,10:17:19,,,,10:22:00,,10:16:18,,10:25:39
113574117238581002,,10:20:00,,,,,10:30:57,,10:34:00,,,10:33:09,,10:16:00,10:29:00,,,,,,10:27:18,10:25:43,10:24:00,,10:22:00,,10:18:12,
113574118238581002,,17:25:00,,,,,17:35:33,,17:38:00,,,17:37:19,,17:21:00,17:34:00,,,,,,17:32:18,17:30:43,17:29:00,,17:27:00,,17:23:12,
113574119238581002,,09:54:00,,,,,10:04:57,,10:08:00,,,10:07:09,,09:50:00,10:03:00,,,,,,10:01:18,09:59:43,09:58:00,,09:56:00,,09:52:12,
113574120238581002,,16:49:00,,,,,16:59:33,,17:02:00,,,17:01:19,,16:45:00,16:58:00,,,,,,16:56:18,16:54:43,16:53:00,,16:51:00,,16:47:12,
113574121238581002,,07:35:00,,,,,07:45:57,,07:49:00,,,07:48:09,,07:31:00,07:44:00,,,,,,07:42:18,07:40:43,07:39:00,,07:37:00,,07:33:12,
113574122238581002,12:32:00,,,,12:36:00,12:21:07,,12:18:52,,,12:18:00,,,,,,,12:23:00,12:27:00,12:25:19,,,,12:30:00,,12:24:18,,12:33:39
113574123238581002,,15:37:00,,,,,15:47:33,,15:50:00,,,15:49:19,,15:33:00,15:46:00,,,,,,15:44:18,15:42:43,15:41:00,,15:39:00,,15:35:12,
113574124238581002,,18:52:00,,,,,19:02:33,,19:05:00,,,19:04:19,,18:48:00,19:01:00,,,,,,18:59:18,18:57:43,18:56:00,,18:54:00,,18:50:12,
113574125238581002,16:16:00,,,,16:20:00,16:05:07,,16:02:52,,,16:02:00,,,,,,,16:07:00,16:11:00,16:09:19,,,,16:14:00,,16:08:18,,16:17:39
113574126238581002,06:35:00,,,,06:39:00,06:25:07,,06:22:52,,,06:22:00,,,,,,,06:27:00,06:30:00,06:28:45,,,,06:33:00,,06:27:58,,06:36:39
113574127238581002,18:43:00,,,,18:47:00,18:32:07,,18:29:52,,,18:29:00,,,,,,,18:34:00,18:38:00,18:36:19,,,,18:41:00,,18:35:18,,18:44:39
113574128238581002,14:15:00,,,,14:19:00,14:04:07,,14:01:52,,,14:01:00,,,,,,,14:06:00,14:10:00,14:08:19,,,,14:13:00,,14:07:18,,14:16:39
113574129238581002,16:40:00,,,,16:44:00,16:29:07,,16:26:52,,,16:26:00,,,,,,,16:31:00,16:35:00,16:33:19,,,,16:38:00,,16:32:18,,16:41:39
113574130238581002,08:29:00,,,,08:33:00,08:18:07,,08:15:52,,,08:15:00,,,,,,,08:20:00,08:24:00,08:22:19,,,,08:27:00,,08:21:18,,08:30:39
113574131238581002,12:17:00,,,,12:21:00,12:06:07,,12:03:52,,,12:03:00,,,,,,,12:08:00,12:12:00,12:10:19,,,,12:15:00,,12:09:18,,12:18:39
113574132238581002,08:41:00,,,,08:45:00,08:30:07,,08:27:52,,,08:27:00,,,,,,,08:32:00,08:36:00,08:34:19,,,,08:39:00,,08:33:18,,08:42:39
113574133238581002,,13:26:00,,,,,13:36:33,,13:39:00,,,13:38:19,,13:22:00,13:35:00,,,,,,13:33:18,13:31:43,13:30:00,,13:28:00,,13:24:12,
113574134238581002,16:28:00,,,,16:32:00,16:17:07,,16:14:52,,,16:14:00,,,,,,,16:19:00,16:23:00,16:21:19,,,,16:26:00,,16:20:18,,16:29:39
113574135238581002,,13:41:00,,,,,13:51:33,,13:54:00,,,13:53:19,,13:37:00,13:50:00,,,,,,13:48:18,13:46:43,13:45:00,,13:43:00,,13:39:12,
113574136238581002,,19:54:00,,,,,20:04:33,,20:07:00,,,20:06:19,,19:50:00,20:03:00,,,,,,20:01:18,19:59:43,19:58:00,,19:56:00,,19:52:12,
113574137238581002,,15:49:00,,,,,15:59:33,,16:02:00,,,16:01:19,,15:45:00,15:58:00,,,,,,15:56:18,15:54:43,15:53:00,,15:51:00,,15:47:12,
113574138238581002,,09:41:00,,,,,09:51:57,,09:55:00,,,09:54:09,,09:37:00,09:50:00,,,,,,09:48:18,09:46:43,09:45:00,,09:43:00,,09:39:12,
113574139238581002,14:40:00,,,,14:44:00,14:29:07,,14:26:52,,,14:26:00,,,,,,,14:31:00,14:35:00,14:33:19,,,,14:38:00,,14:32:18,,14:41:39
113574140238581002,,11:26:00,,,,,11:36:57,,11:40:00,,,11:39:09,,11:22:00,11:35:00,,,,,,11:33:18,11:31:43,11:30:00,,11:28:00,,11:24:12,
113574141238581002,,15:25:00,,,,,15:35:33,,15:38:00,,,15:37:19,,15:21:00,15:34:00,,,,,,15:32:18,15:30:43,15:29:00,,15:27:00,,15:23:12,
113574142238581002,18:18:00,,,,18:22:00,18:07:07,,18:04:52,,,18:04:00,,,,,,,18:09:00,18:13:00,18:11:19,,,,18:16:00,,18:10:18,,18:19:39
113574143238581002,10:37:00,,,,10:41:00,10:26:07,,10:23:52,,,10:23:00,,,,,,,10:28:00,10:32:00,10:30:19,,,,10:35:00,,10:29:18,,10:38:39
113574144238581002,,11:41:00,,,,,11:51:57,,11:55:00,,,11:54:09,,11:37:00,11:50:00,,,,,,11:48:18,11:46:43,11:45:00,,11:43:00,,11:39:12,
113574145238581002,,13:56:00,,,,,14:06:33,,14:09:00,,,14:08:19,,13:52:00,14:05:00,,,,,,14:03:18,14:01:43,14:00:00,,13:58:00,,13:54:12,
113574146238581002,,18:01:00,,,,,18:11:33,,18:14:00,,,18:13:19,,17:57:00,18:10:00,,,,,,18:08:18,18:06:43,18:05:00,,18:03:00,,17:59:12,
113574147238581002,08:54:00,,,,08:58:00,08:43:07,,08:40:52,,,08:40:00,,,,,,,08:45:00,08:49:00,08:47:19,,,,08:52:00,,08:46:18,,08:55:39
113574148238581002,16:52:00,,,,16:56:00,16:41:07,,16:38:52,,,16:38:00,,,,,,,16:43:00,16:47:00,16:45:19,,,,16:50:00,,16:44:18,,16:53:39
113574149238581002,,07:23:00,,,,,07:33:57,,07:37:00,,,07:36:09,,07:19:00,07:32:00,,,,,,07:30:18,07:28:43,07:27:00,,07:25:00,,07:21:12,
113574150238581002,,07:47:00,,,,,07:57:57,,08:01:00,,,08:00:09,,07:43:00,07:56:00,,,,,,07:54:18,07:52:43,07:51:00,,07:49:00,,07:45:12,
113574151238581002,,20:28:00,,,,,20:37:33,,20:40:00,,,20:39:19,,20:24:00,20:36:00,,,,,,20:34:18,20:32:43,20:31:00,,20:29:00,,20:26:12,
113574152238581002,,14:24:00,,,,,14:34:33,,14:37:00,,,14:36:19,,14:20:00,14:33:00,,,,,,14:31:18,14:29:43,14:28:00,,14:26:00,,14:22:12,
113574153238581002,06:48:00,,,,06:52:00,06:38:07,,06:35:52,,,06:35:00,,,,,,,06:40:00,06:43:00,06:41:45,,,,06:46:00,,06:40:58,,06:49:39
113574154238581002,,17:37:00,,,,,17:47:33,,17:50:00,,,17:49:19,,17:33:00,17:46:00,,,,,,17:44:18,17:42:43,17:41:00,,17:39:00,,17:35:12,
113574155238581002,07:01:00,,,,07:05:00,06:51:07,,06:48:52,,,06:48:00,,,,,,,06:53:00,06:56:00,06:54:45,,,,06:59:00,,06:53:58,,07:02:39
113574156238581002,,18:27:00,,,,,18:37:33,,18:40:00,,,18:39:19,,18:23:00,18:36:00,,,,,,18:34:18,18:32:43,18:31:00,,18:29:00,,18:25:12,
113574157238581002,12:47:00,,,,12:51:00,12:36:07,,12:33:52,,,12:33:00,,,,,,,12:38:00,12:42:00,12:40:19,,,,12:45:00,,12:39:18,,12:48:39
113574158238581002,09:32:00,,,,09:36:00,09:21:07,,09:18:52,,,09:18:00,,,,,,,09:23:00,09:27:00,09:25:19,,,,09:30:00,,09:24:18,,09:33:39
113574159238581002,11:17:00,,,,11:21:00,11:06:07,,11:03:52,,,11:03:00,,,,,,,11:08:00,11:12:00,11:10:19,,,,11:15:00,,11:09:18,,11:18:39
113574160238581002,18:55:00,,,,18:59:00,18:44:07,,18:41:52,,,18:41:00,,,,,,,18:46:00,18:50:00,18:48:19,,,,18:53:00,,18:47:18,,18:56:39
113574161238581002,09:06:00,,,,09:10:00,08:55:07,,08:52:52,,,08:52:00,,,,,,,08:57:00,09:01:00,08:59:19,,,,09:04:00,,08:58:18,,09:07:39
113574162238581002,,16:01:00,,,,,16:11:33,,16:14:00,,,16:13:19,,15:57:00,16:10:00,,,,,,16:08:18,16:06:43,16:05:00,,16:03:00,,15:59:12,
113574163238581002,13:17:00,,,,13:21:00,13:06:07,,13:03:52,,,13:03:00,,,,,,,13:08:00,13:12:00,13:10:19,,,,13:15:00,,13:09:18,,13:18:39
113574164238581002,10:50:00,,,,10:54:00,10:39:07,,10:36:52,,,10:36:00,,,,,,,10:41:00,10:45:00,10:43:19,,,,10:48:00,,10:42:18,,10:51:39
113574165238581002,14:52:00,,,,14:56:00,14:41:07,,14:38:52,,,14:38:00,,,,,,,14:43:00,14:47:00,14:45:19,,,,14:50:00,,14:44:18,,14:53:39
113574166238581002,07:26:00,,,,07:30:00,07:15:07,,07:12:52,,,07:12:00,,,,,,,07:17:00,07:21:00,07:19:19,,,,07:24:00,,07:18:18,,07:27:39
113574167238581002,15:04:00,,,,15:08:00,14:53:07,,14:50:52,,,14:50:00,,,,,,,14:55:00,14:59:00,14:57:19,,,,15:02:00,,14:56:18,,15:05:39
113574168238581002,,10:07:00,,,,,10:17:57,,10:21:00,,,10:20:09,,10:03:00,10:16:00,,,,,,10:14:18,10:12:43,10:11:00,,10:09:00,,10:05:12,
113574169238581002,19:20:00,,,,19:24:00,19:09:07,,19:06:52,,,19:06:00,,,,,,,19:11:00,19:15:00,19:13:19,,,,19:18:00,,19:12:18,,19:21:39
113574170238581002,07:14:00,,,,07:18:00,07:04:07,,07:01:52,,,07:01:00,,,,,,,07:06:00,07:09:00,07:07:45,,,,07:12:00,,07:06:58,,07:15:39
113574171238581002,15:40:00,,,,15:44:00,15:29:07,,15:26:52,,,15:26:00,,,,,,,15:31:00,15:35:00,15:33:19,,,,15:38:00,,15:32:18,,15:41:39
