trip_id,2241G,2242F,2246F,2793F,3308F,3317,3321,3330F,3334F,3334G,3335F,3337F,3338F,3360F,5039,5040,5041F,5042,5274F,5275F,5277F,5278F,5279F,5308F,5354H,5874F,6204,6258
113574172238581002,,12:41:00,,,,,12:51:33,,12:54:00,,,12:53:19,,12:37:00,12:50:00,,,,,,12:48:18,12:46:43,12:45:00,,12:43:00,,12:39:12,
113574173238581002,,08:00:00,,,,,08:10:57,,08:14:00,,,08:13:09,,07:56:00,08:09:00,,,,,,08:07:18,08:05:43,08:04:00,,08:02:00,,07:58:12,
113574174238581002,,12:26:00,,,,,12:36:33,,12:39:00,,,12:38:19,,12:22:00,12:35:00,,,,,,12:33:18,12:31:43,12:30:00,,12:28:00,,12:24:12,
113574175238581002,,08:25:00,,,,,08:35:57,,08:39:00,,,08:38:09,,08:21:00,08:34:00,,,,,,08:32:18,08:30:43,08:29:00,,08:27:00,,08:23:12,
113574176238581002,,16:25:00,,,,,16:35:33,,16:38:00,,,16:37:19,,16:21:00,16:34:00,,,,,,16:32:18,16:30:43,16:29:00,,16:27:00,,16:23:12,
113574177238581002,17:16:00,,,,17:20:00,17:05:07,,17:02:52,,,17:02:00,,,,,,,17:07:00,17:11:00,17:09:19,,,,17:14:00,,17:08:18,,17:17:39
113574178238581002,,10:46:00,,,,,10:56:57,,11:00:00,,,10:59:09,,10:42:00,10:55:00,,,,,,10:53:18,10:51:43,10:50:00,,10:48:00,,10:44:12,
113574179238581002,,16:13:00,,,,,16:23:33,,16:26:00,,,16:25:19,,16:09:00,16:22:00,,,,,,16:20:18,16:18:43,16:17:00,,16:15:00,,16:11:12,
113574180238581002,15:28:00,,,,15:32:00,15:17:07,,15:14:52,,,15:14:00,,,,,,,15:19:00,15:23:00,15:21:19,,,,15:26:00,,15:20:18,,15:29:39
113574181238581002,,11:56:00,,,,,12:06:57,,12:10:00,,,12:09:09,,11:52:00,12:05:00,,,,,,12:03:18,12:01:43,12:00:00,,11:58:00,,11:54:12,
113574182238581002,,10:33:00,,,,,10:43:57,,10:47:00,,,10:46:09,,10:29:00,10:42:00,,,,,,10:40:18,10:38:43,10:37:00,,10:35:00,,10:31:12,
113574183238581002,11:03:00,,,,11:07:00,10:52:07,,10:49:52,,,10:49:00,,,,,,,10:54:00,10:58:00,10:56:19,,,,11:01:00,,10:55:18,,11:04:39
113574184238581002,11:32:00,,,,11:36:00,11:21:07,,11:18:52,,,11:18:00,,,,,,,11:23:00,11:27:00,11:25:19,,,,11:30:00,,11:24:18,,11:33:39
113574185238581002,,18:39:00,,,,,18:49:33,,18:52:00,,,18:51:19,,18:35:00,18:48:00,,,,,,18:46:18,18:44:43,18:43:00,,18:41:00,,18:37:12,
113574186238581002,,12:11:00,,,,,12:21:57,,12:25:00,,,12:24:09,,12:07:00,12:20:00,,,,,,12:18:18,12:16:43,12:15:00,,12:13:00,,12:09:12,
113574187238581002,07:38:00,,,,07:42:00,07:27:07,,07:24:52,,,07:24:00,,,,,,,07:29:00,07:33:00,07:31:19,,,,07:36:00,,07:30:18,,07:39:39
113574188238581002,,18:14:00,,,,,18:24:33,,18:27:00,,,18:26:19,,18:10:00,18:23:00,,,,,,18:21:18,18:19:43,18:18:00,,18:16:00,,18:12:12,
113574189238581002,,11:12:00,,,,,11:22:57,,11:26:00,,,11:25:09,,11:08:00,11:21:00,,,,,,11:19:18,11:17:43,11:16:00,,11:14:00,,11:10:12,
113574190238581002,,14:49:00,,,,,14:59:33,,15:02:00,,,15:01:19,,14:45:00,14:58:00,,,,,,14:56:18,14:54:43,14:53:00,,14:51:00,,14:47:12,
113574191238581002,09:19:00,,,,09:23:00,09:08:07,,09:05:52,,,09:05:00,,,,,,,09:10:00,09:14:00,09:12:19,,,,09:17:00,,09:11:18,,09:20:39
113574192238581002,10:11:00,,,,10:15:00,10:00:07,,09:57:52,,,09:57:00,,,,,,,10:02:00,10:06:00,10:04:19,,,,10:09:00,,10:03:18,,10:12:39
113574193238581002,17:04:00,,,,17:08:00,16:53:07,,16:50:52,,,16:50:00,,,,,,,16:55:00,16:59:00,16:57:19,,,,17:02:00,,16:56:18,,17:05:39
113574194238581002,,08:13:00,,,,,08:23:57,,08:27:00,,,08:26:09,,08:09:00,08:22:00,,,,,,08:20:18,08:18:43,08:17:00,,08:15:00,,08:11:12,
113574195238581002,,14:11:00,,,,,14:21:33,,14:24:00,,,14:23:19,,14:07:00,14:20:00,,,,,,14:18:18,14:16:43,14:15:00,,14:13:00,,14:09:12,
113574196238581002,,16:37:00,,,,,16:47:33,,16:50:00,,,16:49:19,,16:33:00,16:46:00,,,,,,16:44:18,16:42:43,16:41:00,,16:39:00,,16:35:12,
113574197238581002,,08:38:00,,,,,08:48:57,,08:52:00,,,08:51:09,,08:34:00,08:47:00,,,,,,08:45:18,08:43:43,08:42:00,,08:40:00,,08:36:12,
113574198238581002,13:02:00,,,,13:06:00,12:51:07,,12:48:52,,,12:48:00,,,,,,,12:53:00,12:57:00,12:55:19,,,,13:00:00,,12:54:18,,13:03:39
113574199238581002,17:52:00,,,,17:56:00,17:41:07,,17:38:52,,,17:38:00,,,,,,,17:43:00,17:47:00,17:45:19,,,,17:50:00,,17:44:18,,17:53:39
113574200238581002,17:40:00,,,,17:44:00,17:29:07,,17:26:52,,,17:26:00,,,,,,,17:31:00,17:35:00,17:33:19,,,,17:38:00,,17:32:18,,17:41:39
113574201238581002,08:04:00,,,,08:08:00,07:53:07,,07:50:52,,,07:50:00,,,,,,,07:55:00,07:59:00,07:57:19,,,,08:02:00,,07:56:18,,08:05:39
113574202238581002,12:02:00,,,,12:06:00,11:51:07,,11:48:52,,,11:48:00,,,,,,,11:53:00,11:57:00,11:55:19,,,,12:00:00,,11:54:18,,12:03:39
113574203238581002,17:28:00,,,,17:32:00,17:17:07,,17:14:52,,,17:14:00,,,,,,,17:19:00,17:23:00,17:21:19,,,,17:26:00,,17:20:18,,17:29:39
113574204238581002,13:32:00,,,,13:36:00,13:21:07,,13:18:52,,,13:18:00,,,,,,,13:23:00,13:27:00,13:25:19,,,,13:30:00,,13:24:18,,13:33:39
113574205238581002,,09:03:00,,,,,09:13:57,,09:17:00,,,09:16:09,,08:59:00,09:12:00,,,,,,09:10:18,09:08:43,09:07:00,,09:05:00,,09:01:12,
113574206238581002,09:58:00,,,,10:02:00,09:47:07,,09:44:52,,,09:44:00,,,,,,,09:49:00,09:53:00,09:51:19,,,,09:56:00,,09:50:18,,09:59:39
113574207238581002,,08:50:00,,,,,09:00:57,,09:04:00,,,09:03:09,,08:46:00,08:59:00,,,,,,08:57:18,08:55:43,08:54:00,,08:52:00,,08:48:12,
113574208238581002,15:52:00,,,,15:56:00,15:41:07,,15:38:52,,,15:38:00,,,,,,,15:43:00,15:47:00,15:45:19,,,,15:50:00,,15:44:18,,15:53:39
113574209238581002,,09:15:00,,,,,09:25:57,,09:29:00,,,09:28:09,,09:11:00,09:24:00,,,,,,09:22:18,09:20:43,09:19:00,,09:17:00,,09:13:12,
113574210238581002,14:02:00,,,,14:06:00,13:51:07,,13:48:52,,,13:48:00,,,,,,,13:53:00,13:57:00,13:55:19,,,,14:00:00,,13:54:18,,14:03:39
113574211238581002,,17:13:00,,,,,17:23:33,,17:26:00,,,17:25:19,,17:09:00,17:22:00,,,,,,17:20:18,17:18:43,17:17:00,,17:15:00,,17:11:12,
113574212238581002,19:32:00,,,,19:36:00,19:21:07,,19:18:52,,,19:18:00,,,,,,,19:23:00,19:27:00,19:25:19,,,,19:30:00,,19:24:18,,19:33:39
113574213238581002,05:24:00,,,,05:27:00,,,,,,,,,,,,,05:17:00,05:20:00,05:18:45,,,,05:22:00,,05:17:58,,05:25:14
113574214238581002,18:05:00,,,,18:09:00,17:54:07,,17:51:52,,,17:51:00,,,,,,,17:56:00,18:00:00,17:58:19,,,,18:03:00,,17:57:18,,18:06:39
113574215238581002,,19:16:00,,,,,19:26:33,,19:29:00,,,19:28:19,,19:12:00,19:25:00,,,,,,19:23:18,19:21:43,19:20:00,,19:18:00,,19:14:12,
113574216238581002,,15:13:00,,,,,15:23:33,,15:26:00,,,15:25:19,,15:09:00,15:22:00,,,,,,15:20:18,15:18:43,15:17:00,,15:15:00,,15:11:12,
113574217238581002,,10:59:00,,,,,11:09:57,,11:13:00,,,11:12:09,,10:55:00,11:08:00,,,,,,11:06:18,11:04:43,11:03:00,,11:01:00,,10:57:12,
113574218238581002,06:23:00,,,,06:26:00,06:14:07,,06:11:52,,,06:11:00,,,,,,,06:16:00,06:19:00,06:17:45,,,,06:21:00,,06:16:58,,06:24:14
113574219238581002,,19:41:00,,,,,19:51:33,,19:54:00,,,19:53:19,,19:37:00,19:50:00,,,,,,19:48:18,19:46:43,19:45:00,,19:43:00,,19:39:12,
113574220238581002,13:47:00,,,,13:51:00,13:36:07,,13:33:52,,,13:33:00,,,,,,,13:38:00,13:42:00,13:40:19,,,,13:45:00,,13:39:18,,13:48:39
113574221238581002,,13:11:00,,,,,13:21:33,,13:24:00,,,13:23:19,,13:07:00,13:20:00,,,,,,13:18:18,13:16:43,13:15:00,,13:13:00,,13:09:12,
113574222238581002,08:16:00,,,,08:20:00,08:05:07,,08:02:52,,,08:02:00,,,,,,,08:07:00,08:11:00,08:09:19,,,,08:14:00,,08:08:18,,08:17:39
113574223238581002,11:47:00,,,,11:51:00,11:36:07,,11:33:52,,,11:33:00,,,,,,,11:38:00,11:42:00,11:40:19,,,,11:45:00,,11:39:18,,11:48:39
113574224238581002,07:51:00,,,,07:55:00,07:40:07,,07:37:52,,,07:37:00,,,,,,,07:42:00,07:46:00,07:44:19,,,,07:49:00,,07:43:18,,07:52:39
113574225238581002,,17:01:00,,,,,17:11:33,,17:14:00,,,17:13:19,,16:57:00,17:10:00,,,,,,17:08:18,17:06:43,17:05:00,,17:03:00,,16:59:12,
113574226238581002,16:04:00,,,,16:08:00,15:53:07,,15:50:52,,,15:50:00,,,,,,,15:55:00,15:59:00,15:57:19,,,,16:02:00,,15:56:18,,16:05:39
113574227238581002,,19:04:00,,,,,19:14:33,,19:17:00,,,19:16:19,,19:00:00,19:13:00,,,,,,19:11:18,19:09:43,19:08:00,,19:06:00,,19:02:12,
113574228238581002,,14:37:00,,,,,14:47:33,,14:50:00,,,14:49:19,,14:33:00,14:46:00,,,,,,14:44:18,14:42:43,14:41:00,,14:39:00,,14:35:12,
113574229238581002,,15:01:00,,,,,15:11:33,,15:14:00,,,15:13:19,,14:57:00,15:10:00,,,,,,15:08:18,15:06:43,15:05:00,,15:03:00,,14:59:12,
113574230238581002,20:19:00,,,,20:23:00,20:08:07,,20:05:52,,,20:05:00,,,,,,,20:10:00,20:14:00,20:12:19,,,,20:17:00,,20:11:18,,20:20:39
113574231238581002,,07:10:00,,,,,07:20:57,,07:24:00,,,07:23:09,,07:06:00,07:19:00,,,,,,07:17:18,07:15:43,07:14:00,,07:12:00,,07:08:12,
113574232238581002,19:45:00,,,,19:49:00,19:34:07,,19:31:52,,,19:31:00,,,,,,,19:36:00,19:40:00,19:38:19,,,,19:43:00,,19:37:18,,19:46:39
113574233238581002,,20:10:00,,,,,20:19:33,,20:22:00,,,20:21:19,,20:06:00,20:18:00,,,,,,20:16:18,20:14:43,20:13:00,,20:11:00,,20:08:12,
113574234238581002,,12:56:00,,,,,13:06:33,,13:09:00,,,13:08:19,,12:52:00,13:05:00,,,,,,13:03:18,13:01:43,13:00:00,,12:58:00,,12:54:12,
113574235238581002,20:01:00,,,,20:05:00,19:50:07,,19:47:52,,,19:47:00,,,,,,,19:52:00,19:56:00,19:54:19,,,,19:59:00,,19:53:18,,20:02:39
113574236238581002,,06:57:00,,,,,07:06:57,,07:10:00,,,07:09:09,,06:53:00,07:05:00,,,,,,07:03:18,07:01:43,07:00:00,,06:58:00,,06:55:12,
113574237238581002,05:57:00,,,,06:00:00,,,,,,,,,,,,,05:50:00,05:53:00,05:51:45,,,,05:55:00,,05:50:58,,05:58:14
113574238238581002,19:07:00,,,,19:11:00,18:56:07,,18:53:52,,,18:53:00,,,,,,,18:58:00,19:02:00,19:00:19,,,,19:05:00,,18:59:18,,19:08:39
113574239238581002,09:45:00,,,,09:49:00,09:34:07,,09:31:52,,,09:31:00,,,,,,,09:36:00,09:40:00,09:38:19,,,,09:43:00,,09:37:18,,09:46:39
113574240238581002,,09:28:00,,,,,09:38:57,,09:42:00,,,09:41:09,,09:24:00,09:37:00,,,,,,09:35:18,09:33:43,09:32:00,,09:30:00,,09:26:12,
113574241238581002,06:10:00,,,,06:13:00,06:01:07,,05:58:52,,,05:58:00,,,,,,,06:03:00,06:06:00,06:04:45,,,,06:08:00,,06:03:58,,06:11:14
113574242238581002,,05:31:00,,,,,05:40:33,,05:43:00,,,05:42:19,,05:28:00,05:39:00,,,,,,05:37:18,05:35:43,05:34:00,,05:32:00,,05:29:39,
113574243238581002,,06:04:00,,,,,06:13:33,,06:16:00,,,06:15:19,,06:01:00,06:12:00,,,,,,06:10:18,06:08:43,06:07:00,,06:05:00,,06:02:39,
113574244238581002,,06:17:00,,,,,06:26:33,,06:29:00,,,06:28:19,,06:14:00,06:25:00,,,,,,06:23:18,06:21:43,06:20:00,,06:18:00,,06:15:39,
113574245238581002,,06:30:00,,,,,06:39:33,,06:42:00,,,06:41:19,,06:27:00,06:38:00,,,,,,06:36:18,06:34:43,06:33:00,,06:31:00,,06:28:39,
113574246238581002,05:43:00,,,,05:46:00,,,,,,,,,,,,,05:36:00,05:39:00,05:37:45,,,,05:41:00,,05:36:58,,05:44:14
113574247238581002,,06:44:00,,,,,06:53:33,,06:56:00,,,06:55:19,,06:40:00,06:52:00,,,,,,06:50:18,06:48:43,06:47:00,,06:45:00,,06:42:12,
113574248238581002,,05:50:00,,,,,05:59:33,,06:02:00,,,06:01:19,,05:47:00,05:58:00,,,,,,05:56:18,05:54:43,05:53:00,,05:51:00,,05:48:39,
113575009238581002,,,,,,07:09:17,,,,,07:06:00,,07:06:55,,,,07:11:00,,,,,,,,,,,
113575016238581002,,,,,,06:49:17,,,,,06:46:00,,06:46:55,,,,06:51:00,,,,,,,,,,,
113575017238581002,,,,,,07:24:17,,,,,07:21:00,,07:21:55,,,,07:26:00,,,,,,,,,,,
113575019238581002,,,,,,,06:19:33,,,06:22:00,,06:21:19,,,06:18:00,,,,,,,,,,,,,
113575020238581002,,,,,,,06:49:33,,,06:52:00,,06:51:19,,,06:48:00,,,,,,,,,,,,,
113575022238581002,,,,,,,07:00:57,,,07:04:00,,07:03:09,,,06:59:00,,,,,,,,,,,,,
113575024238581002,,,,,,,07:12:57,,,07:16:00,,07:15:09,,,07:11:00,,,,,,,,,,,,,
113575026238581002,,,,,,,05:46:33,,,05:49:00,,05:48:19,,,05:45:00,,,,,,,,,,,,,
113575037238581002,,,,,,,14:27:33,,,14:30:00,,14:29:19,,,14:26:00,,,,,,,,,,,,,
113575044238581002,,,,,,06:59:17,,,,,06:56:00,,06:56:55,,,,07:01:00,,,,,,,,,,,
113575045238581002,,,,,,,19:41:33,,19:44:00,,,19:43:19,,,19:40:00,,,,,,,,,,,,,
113575049238581002,,,,,,,18:09:33,,18:12:00,,,18:11:19,,,18:08:00,,,,,,,,,,,,,
113575050238581002,,,,,,,18:33:33,,18:36:00,,,18:35:19,,,18:32:00,,,,,,,,,,,,,
113575054238581002,,,,,,,06:37:33,,,06:40:00,,06:39:19,,,06:36:00,,,,,,,,,,,,,
113575057238581002,,,,,,20:06:17,,,,,20:03:00,,20:03:55,,,,20:08:00,,,,,,,,,,,
113575059238581002,,,,,,19:54:17,,,,,19:51:00,,19:51:55,,,,19:56:00,,,,,,,,,,,
113575061238581002,,,,,,19:29:17,,,,,19:26:00,,19:26:55,,,,19:31:00,,,,,,,,,,,
113575063238581002,,,,,,18:39:17,,,,,18:36:00,,18:36:55,,,,18:41:00,,,,,,,,,,,
113575065238581002,,,,,,18:15:17,,,,,18:12:00,,18:12:55,,,,18:17:00,,,,,,,,,,,
113575067238581002,,,,,,10:59:17,,,,,10:56:00,,10:56:55,,,,11:01:00,,,,,,,,,,,
113575086238581002,,24:35:00,,,,,,,,,,,,24:32:00,,24:43:00,,,,,24:41:32,24:39:51,24:38:00,,24:36:00,,24:33:39,
113575087238581002,24:27:00,,,,24:31:00,24:18:07,,24:15:52,,,24:15:00,,,,,,,24:20:00,24:23:00,24:21:45,,,,24:25:00,,24:20:58,,24:28:39
113575088238581002,,24:16:00,,,,,,,,,,,,24:13:00,,24:24:00,,,,,24:22:32,24:20:51,24:19:00,,24:17:00,,24:14:39,
113575089238581002,24:08:00,,,,24:12:00,23:59:07,,23:56:52,,,23:56:00,,,,,,,24:01:00,24:04:00,24:02:45,,,,24:06:00,,24:01:58,,24:09:39
113575090238581002,,23:58:00,,,,,,,,,,,,23:55:00,,24:06:00,,,,,24:04:32,24:02:51,24:01:00,,23:59:00,,23:56:39,
113575091238581002,23:50:00,,,,23:54:00,23:41:07,,23:38:52,,,23:38:00,,,,,,,23:43:00,23:46:00,23:44:45,,,,23:48:00,,23:43:58,,23:51:39
113575092238581002,,23:40:00,,,,,23:49:33,,23:52:00,,,23:51:19,,23:37:00,23:48:00,,,,,,23:46:18,23:44:43,23:43:00,,23:41:00,,23:38:39,
113575093238581002,23:32:00,,,,23:36:00,23:23:07,,23:20:52,,,23:20:00,,,,,,,23:25:00,23:28:00,23:26:45,,,,23:30:00,,23:25:58,,23:33:39
113575094238581002,,23:20:00,,,,,23:29:33,,23:32:00,,,23:31:19,,23:17:00,23:28:00,,,,,,23:26:18,23:24:43,23:23:00,,23:21:00,,23:18:39,
113575095238581002,23:12:00,,,,23:16:00,23:03:07,,23:00:52,,,23:00:00,,,,,,,23:05:00,23:08:00,23:06:45,,,,23:10:00,,23:05:58,,23:13:39
113575096238581002,,23:00:00,,,,,23:09:33,,23:12:00,,,23:11:19,,22:57:00,23:08:00,,,,,,23:06:18,23:04:43,23:03:00,,23:01:00,,22:58:39,
113575097238581002,22:52:00,,,,22:56:00,22:43:07,,22:40:52,,,22:40:00,,,,,,,22:45:00,22:48:00,22:46:45,,,,22:50:00,,22:45:58,,22:53:39
113575098238581002,,22:41:00,,,,,22:50:33,,22:53:00,,,22:52:19,,22:38:00,22:49:00,,,,,,22:47:18,22:45:43,22:44:00,,22:42:00,,22:39:39,
113575099238581002,22:33:00,,,,22:37:00,22:24:07,,22:21:52,,,22:21:00,,,,,,,22:26:00,22:29:00,22:27:45,,,,22:31:00,,22:26:58,,22:34:39
113575100238581002,,22:21:00,,,,,22:30:33,,22:33:00,,,22:32:19,,22:18:00,22:29:00,,,,,,22:27:18,22:25:43,22:24:00,,22:22:00,,22:19:39,
113575101238581002,,22:01:00,,,,,22:10:33,,22:13:00,,,22:12:19,,21:58:00,22:09:00,,,,,,22:07:18,22:05:43,22:04:00,,22:02:00,,21:59:39,
113575102238581002,22:13:00,,,,22:17:00,22:04:07,,22:01:52,,,22:01:00,,,,,,,22:06:00,22:09:00,22:07:45,,,,22:11:00,,22:06:58,,22:14:39
113575103238581002,21:53:00,,,,21:57:00,21:44:07,,21:41:52,,,21:41:00,,,,,,,21:46:00,21:49:00,21:47:45,,,,21:51:00,,21:46:58,,21:54:39
113575104238581002,,21:41:00,,,,,21:50:33,,21:53:00,,,21:52:19,,21:38:00,21:49:00,,,,,,21:47:18,21:45:43,21:44:00,,21:42:00,,21:39:39,
113575105238581002,21:33:00,,,,21:37:00,21:24:07,,21:21:52,,,21:21:00,,,,,,,21:26:00,21:29:00,21:27:45,,,,21:31:00,,21:26:58,,21:34:39
113575106238581002,,21:21:00,,,,,21:30:33,,21:33:00,,,21:32:19,,21:18:00,21:29:00,,,,,,21:27:18,21:25:43,21:24:00,,21:22:00,,21:19:39,
113575107238581002,21:13:00,,,,21:17:00,21:04:07,,21:01:52,,,21:01:00,,,,,,,21:06:00,21:09:00,21:07:45,,,,21:11:00,,21:06:58,,21:14:39
113575108238581002,,21:03:00,,,,,21:12:33,,21:15:00,,,21:14:19,,21:00:00,21:11:00,,,,,,21:09:18,21:07:43,21:06:00,,21:04:00,,21:01:39,
113688903238922002,04:52:00,,,,,,,,,,,,,,,,,04:45:00,04:48:00,04:46:45,,,,04:50:00,,04:45:58,,
113689622238922002,,,,,,,,,,,,,,,,10:46:00,,,,,10:44:32,10:42:51,10:41:00,,10:39:00,,,
113689623238922002,,,,,,,,,,,,,,,,25:30:00,,,,,25:28:32,25:26:51,25:25:00,,25:23:00,,,
113689673238922002,,,06:52:00,,,,,,,,,,,,,,,06:44:00,06:47:00,06:45:45,,,,06:50:00,,06:44:58,,
113689675238922002,05:56:00,,,,,,,,,,,,,,,,,05:49:00,05:52:00,05:50:45,,,,05:54:00,,05:49:58,,
113689682238922002,,08:53:00,,,,,,,,,,,,08:49:00,,09:02:00,,,,,09:00:32,08:58:51,08:57:00,,08:55:00,,08:51:12,
113689696238922002,16:02:00,,,,,,,,,,,,,,,,,15:53:00,15:57:00,15:55:19,,,,16:00:00,,15:54:18,,
113689699238922002,15:18:00,,,,,,,,,,,,,,,,,15:09:00,15:13:00,15:11:19,,,,15:16:00,,15:10:18,,
113689706238922002,,19:09:00,,,,,,,,,,,,19:05:00,,19:18:00,,,,,19:16:32,19:14:51,19:13:00,,19:11:00,,19:07:12,
113689715238922002,,21:25:00,,,,,,,,,,,,21:22:00,,21:33:00,,,,,21:31:32,21:29:51,21:28:00,,21:26:00,,21:23:39,
113707700238971604,,,,,,,,,,,,,,,,24:56:00,,,,,24:54:32,24:52:51,24:51:00,,24:49:00,,,
113708139238972503,,,,,,,,,,,,,,,,,,11:54:00,11:58:00,11:56:19,,,,12:00:00,,11:55:18,,
113708146238972503,,,,,,,,,,,,,,,,20:36:00,,,,,20:34:32,20:32:51,20:31:00,,20:29:00,,,
113708177238972503,,,,,,,,,,,,,,,,21:37:00,,,,,21:35:32,21:33:51,21:32:00,,21:30:00,,,
113708246238972503,,,,,,,,,,,,,,,,24:56:00,,,,,24:54:32,24:52:51,24:51:00,,24:49:00,,,
113708258238972503,,,,,,,,,,,,,,,,21:52:00,,,,,21:50:32,21:48:51,21:47:00,,21:45:00,,,
113709319238975003,,,,,,,,,,,,,,,,10:19:00,,,,,10:17:32,10:15:51,10:14:00,,10:12:00,,,
113709320238975003,,,,,,,,,,,,,,,,19:14:00,,,,,19:12:32,19:10:51,19:09:00,,19:07:00,,,
113709354238975003,,,,,,,,,,,,,,,,19:24:00,,,,,19:22:32,19:20:51,19:19:00,,19:17:00,,,
113709414238975003,,,,,,,,,,,,,,,,19:39:00,,,,,19:37:32,19:35:51,19:34:00,,19:32:00,,,
113709417238975003,,,,,,,,,,,,,,,,20:51:00,,,,,20:49:32,20:47:51,20:46:00,,20:44:00,,,
113709575238975003,,,,,,,,,,,,,,,,24:56:00,,,,,24:54:32,24:52:51,24:51:00,,24:49:00,,,
