trip_id,1043,1320,1321,1339,1402B,1403,1404,1419,1462,1463,1464,1474B,1531,1533,1551,2022,2028,2037,2038,2039,2041,2042,2043,2083,3463,3902,3903,3904,3905,3911,3920,3956,3957,3958,3959,3962,6055,6448,6450,9853
113279749237278601,,11:44:26,,11:36:00,,,,,11:54:11,11:56:38,11:57:54,11:59:00,11:42:57,11:45:00,,,11:42:00,,,,11:37:32,11:38:28,11:39:02,,,11:47:12,11:47:55,11:49:00,11:50:18,11:51:27,11:46:05,,,,,,11:56:00,,11:53:00,11:40:37
113279750237278601,,12:04:26,,11:56:00,,,,,12:14:35,12:17:38,12:18:54,12:20:00,12:02:57,12:05:00,,,12:02:00,,,,11:57:32,11:58:28,11:59:02,,,12:07:12,12:07:55,12:09:00,12:10:18,12:11:27,12:06:05,,,,,,12:17:00,,12:13:00,12:00:37
113279751237278601,,12:24:26,,12:16:00,,,,,12:34:35,12:37:38,12:38:54,12:40:00,12:22:57,12:25:00,,,12:22:00,,,,12:17:32,12:18:28,12:19:02,,,12:27:12,12:27:55,12:29:00,12:30:18,12:31:27,12:26:05,,,,,,12:37:00,,12:33:00,12:20:37
113279752237278601,,12:44:26,,12:36:00,,,,,12:54:35,12:57:38,12:58:54,13:00:00,12:42:57,12:45:00,,,12:42:00,,,,12:37:32,12:38:28,12:39:02,,,12:47:12,12:47:55,12:49:00,12:50:18,12:51:27,12:46:05,,,,,,12:57:00,,12:53:00,12:40:37
113279753237278601,,13:04:26,,12:56:00,,,,,13:14:11,13:16:38,13:17:54,13:19:00,13:02:57,13:05:00,,,13:02:00,,,,12:57:32,12:58:28,12:59:02,,,13:07:12,13:07:55,13:09:00,13:10:18,13:11:27,13:06:05,,,,,,13:16:00,,13:13:00,13:00:37
113279754237278601,,13:24:26,,13:16:00,,,,,13:34:11,13:36:38,13:37:54,13:39:00,13:22:57,13:25:00,,,13:22:00,,,,13:17:32,13:18:28,13:19:02,,,13:27:12,13:27:55,13:29:00,13:30:18,13:31:27,13:26:05,,,,,,13:36:00,,13:33:00,13:20:37
113279755237278601,,13:44:26,,13:36:00,,,,,13:54:11,13:56:38,13:57:54,13:59:00,13:42:57,13:45:00,,,13:42:00,,,,13:37:32,13:38:28,13:39:02,,,13:47:12,13:47:55,13:49:00,13:50:18,13:51:27,13:46:05,,,,,,13:56:00,,13:53:00,13:40:37
113279756237278601,,14:04:26,,13:56:00,,,,,14:14:11,14:16:38,14:17:54,14:19:00,14:02:57,14:05:00,,,14:02:00,,,,13:57:32,13:58:28,13:59:02,,,14:07:12,14:07:55,14:09:00,14:10:18,14:11:27,14:06:05,,,,,,14:16:00,,14:13:00,14:00:37
113279757237278601,,14:24:26,,14:16:00,,,,,14:34:11,14:36:38,14:37:54,14:39:00,14:22:57,14:25:00,,,14:22:00,,,,14:17:32,14:18:28,14:19:02,,,14:27:12,14:27:55,14:29:00,14:30:18,14:31:27,14:26:05,,,,,,14:36:00,,14:33:00,14:20:37
113279758237278601,,14:44:26,,14:36:00,,,,,14:54:11,14:56:38,14:57:54,14:59:00,14:42:57,14:45:00,,,14:42:00,,,,14:37:32,14:38:28,14:39:02,,,14:47:12,14:47:55,14:49:00,14:50:18,14:51:27,14:46:05,,,,,,14:56:00,,14:53:00,14:40:37
113279759237278601,,15:04:26,,14:56:00,,,,,15:14:11,15:16:38,15:17:54,15:19:00,15:02:57,15:05:00,,,15:02:00,,,,14:57:32,14:58:28,14:59:02,,,15:07:12,15:07:55,15:09:00,15:10:18,15:11:27,15:06:05,,,,,,15:16:00,,15:13:00,15:00:37
113279760237278601,,15:24:26,,15:16:00,,,,,15:34:11,15:36:38,15:37:54,15:39:00,15:22:57,15:25:00,,,15:22:00,,,,15:17:32,15:18:28,15:19:02,,,15:27:12,15:27:55,15:29:00,15:30:18,15:31:27,15:26:05,,,,,,15:36:00,,15:33:00,15:20:37
113279761237278601,,15:44:26,,15:36:00,,,,,15:54:11,15:56:38,15:57:54,15:59:00,15:42:57,15:45:00,,,15:42:00,,,,15:37:32,15:38:28,15:39:02,,,15:47:12,15:47:55,15:49:00,15:50:18,15:51:27,15:46:05,,,,,,15:56:00,,15:53:00,15:40:37
113279762237278601,,16:04:26,,15:56:00,,,,,16:14:11,16:16:38,16:17:54,16:19:00,16:02:57,16:05:00,,,16:02:00,,,,15:57:32,15:58:28,15:59:02,,,16:07:12,16:07:55,16:09:00,16:10:18,16:11:27,16:06:05,,,,,,16:16:00,,16:13:00,16:00:37
113279763237278601,,16:24:26,,16:16:00,,,,,16:34:11,16:36:38,16:37:54,16:39:00,16:22:57,16:25:00,,,16:22:00,,,,16:17:32,16:18:28,16:19:02,,,16:27:12,16:27:55,16:29:00,16:30:18,16:31:27,16:26:05,,,,,,16:36:00,,16:33:00,16:20:37
113279764237278601,,16:44:26,,16:36:00,,,,,16:54:11,16:56:38,16:57:54,16:59:00,16:42:57,16:45:00,,,16:42:00,,,,16:37:32,16:38:28,16:39:02,,,16:47:12,16:47:55,16:49:00,16:50:18,16:51:27,16:46:05,,,,,,16:56:00,,16:53:00,16:40:37
113279765237278601,,17:04:26,,16:56:00,,,,,17:14:11,17:16:38,17:17:54,17:19:00,17:02:57,17:05:00,,,17:02:00,,,,16:57:32,16:58:28,16:59:02,,,17:07:12,17:07:55,17:09:00,17:10:18,17:11:27,17:06:05,,,,,,17:16:00,,17:13:00,17:00:37
113279766237278601,,17:24:26,,17:16:00,,,,,17:34:11,17:36:38,17:37:54,17:39:00,17:22:57,17:25:00,,,17:22:00,,,,17:17:32,17:18:28,17:19:02,,,17:27:12,17:27:55,17:29:00,17:30:18,17:31:27,17:26:05,,,,,,17:36:00,,17:33:00,17:20:37
113279767237278601,,17:44:26,,17:36:00,,,,,17:54:11,17:56:38,17:57:54,17:59:00,17:42:57,17:45:00,,,17:42:00,,,,17:37:32,17:38:28,17:39:02,,,17:47:12,17:47:55,17:49:00,17:50:18,17:51:27,17:46:05,,,,,,17:56:00,,17:53:00,17:40:37
113279768237278601,,18:04:26,,17:56:00,,,,,18:14:11,18:16:38,18:17:54,18:19:00,18:02:57,18:05:00,,,18:02:00,,,,17:57:32,17:58:28,17:59:02,,,18:07:12,18:07:55,18:09:00,18:10:18,18:11:27,18:06:05,,,,,,18:16:00,,18:13:00,18:00:37
113279769237278601,,18:24:26,,18:16:00,,,,,18:34:11,18:36:38,18:37:54,18:39:00,18:22:57,18:25:00,,,18:22:00,,,,18:17:32,18:18:28,18:19:02,,,18:27:12,18:27:55,18:29:00,18:30:18,18:31:27,18:26:05,,,,,,18:36:00,,18:33:00,18:20:37
113279770237278601,,18:44:26,,18:36:00,,,,,18:54:11,18:56:38,18:57:54,18:59:00,18:42:57,18:45:00,,,18:42:00,,,,18:37:32,18:38:28,18:39:02,,,18:47:12,18:47:55,18:49:00,18:50:18,18:51:27,18:46:05,,,,,,18:56:00,,18:53:00,18:40:37
113279771237278601,,19:04:26,,18:56:00,,,,,19:14:11,19:16:38,19:17:54,19:19:00,19:02:57,19:05:00,,,19:02:00,,,,18:57:32,18:58:28,18:59:02,,,19:07:12,19:07:55,19:09:00,19:10:18,19:11:27,19:06:05,,,,,,19:16:00,,19:13:00,19:00:37
113279772237278601,,19:24:26,,19:16:00,,,,,19:34:11,19:36:38,19:37:54,19:39:00,19:22:57,19:25:00,,,19:22:00,,,,19:17:32,19:18:28,19:19:02,,,19:27:12,19:27:55,19:29:00,19:30:18,19:31:27,19:26:05,,,,,,19:36:00,,19:33:00,19:20:37
113279773237278601,,19:44:26,,19:36:00,,,,,19:54:11,19:56:38,19:57:54,19:59:00,19:42:57,19:45:00,,,19:42:00,,,,19:37:32,19:38:28,19:39:02,,,19:47:12,19:47:55,19:49:00,19:50:18,19:51:27,19:46:05,,,,,,19:56:00,,19:53:00,19:40:37
113279774237278601,,20:04:26,,19:56:00,,,,,20:14:11,20:16:38,20:17:54,20:19:00,20:02:57,20:05:00,,,20:02:00,,,,19:57:32,19:58:28,19:59:02,,,20:07:12,20:07:55,20:09:00,20:10:18,20:11:27,20:06:05,,,,,,20:16:00,,20:13:00,20:00:37
113279775237278601,,20:24:26,,20:16:00,,,,,20:34:11,20:36:38,20:37:54,20:39:00,20:22:57,20:25:00,,,20:22:00,,,,20:17:32,20:18:28,20:19:02,,,20:27:12,20:27:55,20:29:00,20:30:18,20:31:27,20:26:05,,,,,,20:36:00,,20:33:00,20:20:37
113279776237278601,,20:44:26,,20:36:00,,,,,20:54:11,20:56:38,20:57:54,20:59:00,20:42:57,20:45:00,,,20:42:00,,,,20:37:32,20:38:28,20:39:02,,,20:47:12,20:47:55,20:49:00,20:50:18,20:51:27,20:46:05,,,,,,20:56:00,,20:53:00,20:40:37
113279777237278601,,21:04:26,,20:56:00,,,,,21:14:11,21:16:38,21:17:54,21:19:00,21:02:57,21:05:00,,,21:02:00,,,,20:57:32,20:58:28,20:59:02,,,21:07:12,21:07:55,21:09:00,21:10:18,21:11:27,21:06:05,,,,,,21:16:00,,21:13:00,21:00:37
113279778237278601,,21:24:26,,21:16:00,,,,,21:34:11,21:36:38,21:37:54,21:39:00,21:22:57,21:25:00,,,21:22:00,,,,21:17:32,21:18:28,21:19:02,,,21:27:12,21:27:55,21:29:00,21:30:18,21:31:27,21:26:05,,,,,,21:36:00,,21:33:00,21:20:37
113279779237278601,,21:44:26,,21:36:00,,,,,21:54:11,21:56:38,21:57:54,21:59:00,21:42:57,21:45:00,,,21:42:00,,,,21:37:32,21:38:28,21:39:02,,,21:47:12,21:47:55,21:49:00,21:50:18,21:51:27,21:46:05,,,,,,21:56:00,,21:53:00,21:40:37
113279780237278601,,22:04:26,,21:56:00,,,,,22:14:11,22:16:38,22:17:54,22:19:00,22:02:57,22:05:00,,,22:02:00,,,,21:57:32,21:58:28,21:59:02,,,22:07:12,22:07:55,22:09:00,22:10:18,22:11:27,22:06:05,,,,,,22:16:00,,22:13:00,22:00:37
113282167237288501,,24:59:26,,24:52:00,,,,,,,,,24:57:57,25:00:00,,,24:57:00,,,,24:53:17,24:54:04,24:54:32,,,,,,,,,,,,,,,,,24:55:51
113282168237288501,24:43:41,,24:39:50,24:47:00,24:27:59,24:30:00,24:30:48,24:29:24,,,,24:26:00,,,24:41:41,24:43:00,,24:45:04,24:45:33,24:46:16,,,,24:27:00,24:39:00,,,,,,,24:33:47,24:35:00,24:35:54,24:36:43,24:37:55,,24:32:00,,
113282169237288501,,24:39:26,,24:32:00,,,,,,,,,24:37:57,24:40:00,,,24:37:00,,,,24:33:17,24:34:04,24:34:32,,,,,,,,,,,,,,,,,24:35:51
113282170237288501,24:23:41,,24:19:50,24:27:00,24:07:59,24:10:00,24:10:48,24:09:24,,,,24:06:00,,,24:21:41,24:23:00,,24:25:04,24:25:33,24:26:16,,,,24:07:00,24:19:00,,,,,,,24:13:47,24:15:00,24:15:54,24:16:43,24:17:55,,24:12:00,,
113282171237288501,,24:19:26,,24:12:00,,,,,,,,,24:17:57,24:20:00,,,24:17:00,,,,24:13:17,24:14:04,24:14:32,,,,,,,,,,,,,,,,,24:15:51
113282172237288501,24:03:41,,23:59:50,24:07:00,23:47:59,23:50:00,23:50:48,23:49:24,,,,23:46:00,,,24:01:41,24:03:00,,24:05:04,24:05:33,24:06:16,,,,23:47:00,23:59:00,,,,,,,23:53:47,23:55:00,23:55:54,23:56:43,23:57:55,,23:52:00,,
113282173237288501,,24:04:26,,23:57:00,,,,,24:14:11,24:16:38,24:17:54,24:19:00,24:02:57,24:05:00,,,24:02:00,,,,23:58:17,23:59:04,23:59:32,,,24:07:12,24:07:55,24:09:00,24:10:18,24:11:27,24:06:05,,,,,,24:16:00,,24:13:00,24:00:51
113282174237288501,23:43:41,,23:39:50,23:47:00,23:27:59,23:30:00,23:30:48,23:29:24,,,,23:26:00,,,23:41:41,23:43:00,,23:45:04,23:45:33,23:46:16,,,,23:27:00,23:39:00,,,,,,,23:33:47,23:35:00,23:35:54,23:36:43,23:37:55,,23:32:00,,
113282175237288501,,23:44:26,,23:37:00,,,,,23:54:11,23:56:38,23:57:54,23:59:00,23:42:57,23:45:00,,,23:42:00,,,,23:38:17,23:39:04,23:39:32,,,23:47:12,23:47:55,23:49:00,23:50:18,23:51:27,23:46:05,,,,,,23:56:00,,23:53:00,23:40:51
113282176237288501,23:23:41,,23:19:50,23:27:00,23:07:59,23:10:00,23:10:48,23:09:24,,,,23:06:00,,,23:21:41,23:23:00,,23:25:04,23:25:33,23:26:16,,,,23:07:00,23:19:00,,,,,,,23:13:47,23:15:00,23:15:54,23:16:43,23:17:55,,23:12:00,,
113282177237288501,,23:24:26,,23:17:00,,,,,23:34:11,23:36:38,23:37:54,23:39:00,23:22:57,23:25:00,,,23:22:00,,,,23:18:17,23:19:04,23:19:32,,,23:27:12,23:27:55,23:29:00,23:30:18,23:31:27,23:26:05,,,,,,23:36:00,,23:33:00,23:20:51
113282178237288501,23:04:41,,23:00:50,23:08:00,22:47:59,22:50:00,22:51:11,22:49:24,,,,22:46:00,,,23:02:41,23:04:00,,23:06:04,23:06:33,23:07:16,,,,22:47:00,23:00:00,,,,,,,22:54:47,22:56:00,22:56:54,22:57:43,22:58:55,,22:53:00,,
113282179237288501,,23:04:26,,22:56:00,,,,,23:14:11,23:16:38,23:17:54,23:19:00,23:02:57,23:05:00,,,23:02:00,,,,22:57:32,22:58:28,22:59:02,,,23:07:12,23:07:55,23:09:00,23:10:18,23:11:27,23:06:05,,,,,,23:16:00,,23:13:00,23:00:37
113282180237288501,22:44:41,,22:40:50,22:48:00,22:27:59,22:30:00,22:31:11,22:29:24,,,,22:26:00,,,22:42:41,22:44:00,,22:46:04,22:46:33,22:47:16,,,,22:27:00,22:40:00,,,,,,,22:34:47,22:36:00,22:36:54,22:37:43,22:38:55,,22:33:00,,
113282181237288501,,22:44:26,,22:36:00,,,,,22:54:11,22:56:38,22:57:54,22:59:00,22:42:57,22:45:00,,,22:42:00,,,,22:37:32,22:38:28,22:39:02,,,22:47:12,22:47:55,22:49:00,22:50:18,22:51:27,22:46:05,,,,,,22:56:00,,22:53:00,22:40:37
113282182237288501,22:24:41,,22:20:50,22:28:00,22:07:59,22:10:00,22:11:11,22:09:24,,,,22:06:00,,,22:22:41,22:24:00,,22:26:04,22:26:33,22:27:16,,,,22:07:00,22:20:00,,,,,,,22:14:47,22:16:00,22:16:54,22:17:43,22:18:55,,22:13:00,,
113282183237288501,,22:24:26,,22:16:00,,,,,22:34:11,22:36:38,22:37:54,22:39:00,22:22:57,22:25:00,,,22:22:00,,,,22:17:32,22:18:28,22:19:02,,,22:27:12,22:27:55,22:29:00,22:30:18,22:31:27,22:26:05,,,,,,22:36:00,,22:33:00,22:20:37
113282184237288501,22:04:41,,22:00:50,22:08:00,21:47:59,21:50:00,21:51:11,21:49:24,,,,21:46:00,,,22:02:41,22:04:00,,22:06:04,22:06:33,22:07:16,,,,21:47:00,22:00:00,,,,,,,21:54:47,21:56:00,21:56:54,21:57:43,21:58:55,,21:53:00,,
113282185237288501,,22:04:26,,21:56:00,,,,,22:14:11,22:16:38,22:17:54,22:19:00,22:02:57,22:05:00,,,22:02:00,,,,21:57:32,21:58:28,21:59:02,,,22:07:12,22:07:55,22:09:00,22:10:18,22:11:27,22:06:05,,,,,,22:16:00,,22:13:00,22:00:37
113282186237288501,21:44:41,,21:40:50,21:48:00,21:27:59,21:30:00,21:31:11,21:29:24,,,,21:26:00,,,21:42:41,21:44:00,,21:46:04,21:46:33,21:47:16,,,,21:27:00,21:40:00,,,,,,,21:34:47,21:36:00,21:36:54,21:37:43,21:38:55,,21:33:00,,
113282187237288501,,21:44:26,,21:36:00,,,,,21:54:11,21:56:38,21:57:54,21:59:00,21:42:57,21:45:00,,,21:42:00,,,,21:37:32,21:38:28,21:39:02,,,21:47:12,21:47:55,21:49:00,21:50:18,21:51:27,21:46:05,,,,,,21:56:00,,21:53:00,21:40:37
113282188237288501,21:24:41,,21:20:50,21:28:00,21:07:59,21:10:00,21:11:11,21:09:24,,,,21:06:00,,,21:22:41,21:24:00,,21:26:04,21:26:33,21:27:16,,,,21:07:00,21:20:00,,,,,,,21:14:47,21:16:00,21:16:54,21:17:43,21:18:55,,21:13:00,,
113282189237288501,,21:24:26,,21:16:00,,,,,21:34:11,21:36:38,21:37:54,21:39:00,21:22:57,21:25:00,,,21:22:00,,,,21:17:32,21:18:28,21:19:02,,,21:27:12,21:27:55,21:29:00,21:30:18,21:31:27,21:26:05,,,,,,21:36:00,,21:33:00,21:20:37
113282190237288501,05:30:41,,05:26:50,05:34:00,,,,,,,,,,,05:28:41,05:30:00,,05:32:04,05:32:33,05:33:16,,,,,05:26:00,,,,,,,,,,,,,,,
113282191237288501,,05:47:26,,05:39:00,,,,,05:57:11,05:59:38,06:00:54,06:02:00,05:45:57,05:48:00,,,05:45:00,,,,05:40:32,05:41:28,05:42:02,,,05:50:12,05:50:55,05:52:00,05:53:18,05:54:27,05:49:05,,,,,,05:59:00,,05:56:00,05:43:37
113282192237288501,06:00:41,,05:56:50,06:04:00,,,,,,,,,,,05:58:41,06:00:00,,06:02:04,06:02:33,06:03:16,,,,,05:56:00,,,,,,,,,,,,,,,
113282193237288501,,06:17:26,,06:09:00,,,,,06:27:11,06:29:38,06:30:54,06:32:00,06:15:57,06:18:00,,,06:15:00,,,,06:10:32,06:11:28,06:12:02,,,06:20:12,06:20:55,06:22:00,06:23:18,06:24:27,06:19:05,,,,,,06:29:00,,06:26:00,06:13:37
113282194237288501,06:10:41,,06:06:50,06:14:00,05:53:59,05:56:00,05:57:11,05:55:24,,,,05:52:00,,,06:08:41,06:10:00,,06:12:04,06:12:33,06:13:16,,,,05:53:00,06:06:00,,,,,,,06:00:47,06:02:00,06:02:54,06:03:43,06:04:55,,05:59:00,,
113282205237288501,,21:04:26,,20:56:00,,,,,21:14:11,21:16:38,21:17:54,21:19:00,21:02:57,21:05:00,,,21:02:00,,,,20:57:32,20:58:28,20:59:02,,,21:07:12,21:07:55,21:09:00,21:10:18,21:11:27,21:06:05,,,,,,21:16:00,,21:13:00,21:00:37
113282206237288501,,20:44:26,,20:36:00,,,,,20:55:11,20:57:38,20:58:54,21:00:00,20:42:57,20:45:00,,,20:42:00,,,,20:37:32,20:38:28,20:39:02,,,20:47:12,20:47:55,20:49:00,20:50:37,20:52:04,20:46:05,,,,,,20:57:00,,20:54:00,20:40:37
113282207237288501,,20:24:26,,20:16:00,,,,,20:35:11,20:37:38,20:38:54,20:40:00,20:22:57,20:25:00,,,20:22:00,,,,20:17:32,20:18:28,20:19:02,,,20:27:12,20:27:55,20:29:00,20:30:37,20:32:04,20:26:05,,,,,,20:37:00,,20:34:00,20:20:37
113282208237288501,,20:04:26,,19:56:00,,,,,20:15:11,20:17:38,20:18:54,20:20:00,20:02:57,20:05:00,,,20:02:00,,,,19:57:32,19:58:28,19:59:02,,,20:07:12,20:07:55,20:09:00,20:10:37,20:12:04,20:06:05,,,,,,20:17:00,,20:14:00,20:00:37
113282209237288501,,19:44:26,,19:36:00,,,,,19:55:11,19:57:38,19:58:54,20:00:00,19:42:57,19:45:00,,,19:42:00,,,,19:37:32,19:38:28,19:39:02,,,19:47:12,19:47:55,19:49:00,19:50:37,19:52:04,19:46:05,,,,,,19:57:00,,19:54:00,19:40:37
113282210237288501,,19:24:26,,19:16:00,,,,,19:35:11,19:37:38,19:38:54,19:40:00,19:22:57,19:25:00,,,19:22:00,,,,19:17:32,19:18:28,19:19:02,,,19:27:12,19:27:55,19:29:00,19:30:37,19:32:04,19:26:05,,,,,,19:37:00,,19:34:00,19:20:37
113282211237288501,,19:04:26,,18:56:00,,,,,19:15:11,19:17:38,19:18:54,19:20:00,19:02:57,19:05:00,,,19:02:00,,,,18:57:32,18:58:28,18:59:02,,,19:07:12,19:07:55,19:09:00,19:10:37,19:12:04,19:06:05,,,,,,19:17:00,,19:14:00,19:00:37
113282212237288501,,18:49:26,,18:41:00,,,,,19:00:11,19:02:38,19:03:54,19:05:00,18:47:57,18:50:00,,,18:47:00,,,,18:42:32,18:43:28,18:44:02,,,18:52:12,18:52:55,18:54:00,18:55:37,18:57:04,18:51:05,,,,,,19:02:00,,18:59:00,18:45:37
113282213237288501,,18:34:26,,18:26:00,,,,,18:45:11,18:47:38,18:48:54,18:50:00,18:32:57,18:35:00,,,18:32:00,,,,18:27:32,18:28:28,18:29:02,,,18:37:12,18:37:55,18:39:00,18:40:37,18:42:04,18:36:05,,,,,,18:47:00,,18:44:00,18:30:37
113282214237288501,,18:19:26,,18:11:00,,,,,18:30:11,18:32:38,18:33:54,18:35:00,18:17:57,18:20:00,,,18:17:00,,,,18:12:32,18:13:28,18:14:02,,,18:22:12,18:22:55,18:24:00,18:25:37,18:27:04,18:21:05,,,,,,18:32:00,,18:29:00,18:15:37
113282215237288501,,18:04:26,,17:56:00,,,,,18:15:11,18:17:38,18:18:54,18:20:00,18:02:57,18:05:00,,,18:02:00,,,,17:57:32,17:58:28,17:59:02,,,18:07:12,18:07:55,18:09:00,18:10:37,18:12:04,18:06:05,,,,,,18:17:00,,18:14:00,18:00:37
113282216237288501,,17:49:26,,17:41:00,,,,,18:00:11,18:02:38,18:03:54,18:05:00,17:47:57,17:50:00,,,17:47:00,,,,17:42:32,17:43:28,17:44:02,,,17:52:12,17:52:55,17:54:00,17:55:37,17:57:04,17:51:05,,,,,,18:02:00,,17:59:00,17:45:37
113282217237288501,,17:34:26,,17:26:00,,,,,17:45:11,17:47:38,17:48:54,17:50:00,17:32:57,17:35:00,,,17:32:00,,,,17:27:32,17:28:28,17:29:02,,,17:37:12,17:37:55,17:39:00,17:40:37,17:42:04,17:36:05,,,,,,17:47:00,,17:44:00,17:30:37
113282218237288501,,17:19:26,,17:11:00,,,,,17:30:11,17:32:38,17:33:54,17:35:00,17:17:57,17:20:00,,,17:17:00,,,,17:12:32,17:13:28,17:14:02,,,17:22:12,17:22:55,17:24:00,17:25:37,17:27:04,17:21:05,,,,,,17:32:00,,17:29:00,17:15:37
113282219237288501,,17:04:26,,16:56:00,,,,,17:15:11,17:17:38,17:18:54,17:20:00,17:02:57,17:05:00,,,17:02:00,,,,16:57:32,16:58:28,16:59:02,,,17:07:12,17:07:55,17:09:00,17:10:37,17:12:04,17:06:05,,,,,,17:17:00,,17:14:00,17:00:37
113282220237288501,,16:49:26,,16:41:00,,,,,17:00:11,17:02:38,17:03:54,17:05:00,16:47:57,16:50:00,,,16:47:00,,,,16:42:32,16:43:28,16:44:02,,,16:52:12,16:52:55,16:54:00,16:55:37,16:57:04,16:51:05,,,,,,17:02:00,,16:59:00,16:45:37
113282221237288501,,16:34:26,,16:26:00,,,,,16:45:11,16:47:38,16:48:54,16:50:00,16:32:57,16:35:00,,,16:32:00,,,,16:27:32,16:28:28,16:29:02,,,16:37:12,16:37:55,16:39:00,16:40:37,16:42:04,16:36:05,,,,,,16:47:00,,16:44:00,16:30:37
113282222237288501,,16:19:26,,16:11:00,,,,,16:30:11,16:32:38,16:33:54,16:35:00,16:17:57,16:20:00,,,16:17:00,,,,16:12:32,16:13:28,16:14:02,,,16:22:12,16:22:55,16:24:00,16:25:37,16:27:04,16:21:05,,,,,,16:32:00,,16:29:00,16:15:37
113282223237288501,,16:04:26,,15:56:00,,,,,16:15:11,16:17:38,16:18:54,16:20:00,16:02:57,16:05:00,,,16:02:00,,,,15:57:32,15:58:28,15:59:02,,,16:07:12,16:07:55,16:09:00,16:10:37,16:12:04,16:06:05,,,,,,16:17:00,,16:14:00,16:00:37
113282224237288501,,15:47:26,,15:39:00,,,,,15:58:11,16:00:38,16:01:54,16:03:00,15:45:57,15:48:00,,,15:45:00,,,,15:40:32,15:41:28,15:42:02,,,15:50:12,15:50:55,15:52:00,15:53:37,15:55:04,15:49:05,,,,,,16:00:00,,15:57:00,15:43:37
113282225237288501,,15:32:26,,15:24:00,,,,,15:43:11,15:45:38,15:46:54,15:48:00,15:30:57,15:33:00,,,15:30:00,,,,15:25:32,15:26:28,15:27:02,,,15:35:12,15:35:55,15:37:00,15:38:37,15:40:04,15:34:05,,,,,,15:45:00,,15:42:00,15:28:37
113282226237288501,,15:17:26,,15:09:00,,,,,15:28:11,15:30:38,15:31:54,15:33:00,15:15:57,15:18:00,,,15:15:00,,,,15:10:32,15:11:28,15:12:02,,,15:20:12,15:20:55,15:22:00,15:23:37,15:25:04,15:19:05,,,,,,15:30:00,,15:27:00,15:13:37
113282227237288501,,15:02:26,,14:54:00,,,,,15:13:11,15:15:38,15:16:54,15:18:00,15:00:57,15:03:00,,,15:00:00,,,,14:55:32,14:56:28,14:57:02,,,15:05:12,15:05:55,15:07:00,15:08:37,15:10:04,15:04:05,,,,,,15:15:00,,15:12:00,14:58:37
113282228237288501,,14:47:26,,14:39:00,,,,,14:58:11,15:00:38,15:01:54,15:03:00,14:45:57,14:48:00,,,14:45:00,,,,14:40:32,14:41:28,14:42:02,,,14:50:12,14:50:55,14:52:00,14:53:37,14:55:04,14:49:05,,,,,,15:00:00,,14:57:00,14:43:37
113282229237288501,,14:32:26,,14:24:00,,,,,14:43:11,14:45:38,14:46:54,14:48:00,14:30:57,14:33:00,,,14:30:00,,,,14:25:32,14:26:28,14:27:02,,,14:35:12,14:35:55,14:37:00,14:38:37,14:40:04,14:34:05,,,,,,14:45:00,,14:42:00,14:28:37
113282230237288501,,14:17:26,,14:09:00,,,,,14:28:11,14:30:38,14:31:54,14:33:00,14:15:57,14:18:00,,,14:15:00,,,,14:10:32,14:11:28,14:12:02,,,14:20:12,14:20:55,14:22:00,14:23:37,14:25:04,14:19:05,,,,,,14:30:00,,14:27:00,14:13:37
113282231237288501,,14:01:26,,13:53:00,,,,,14:12:11,14:14:38,14:15:54,14:17:00,13:59:57,14:02:00,,,13:59:00,,,,13:54:32,13:55:28,13:56:02,,,14:04:12,14:04:55,14:06:00,14:07:37,14:09:04,14:03:05,,,,,,14:14:00,,14:11:00,13:57:37
113282232237288501,,13:49:26,,13:41:00,,,,,14:00:11,14:02:38,14:03:54,14:05:00,13:47:57,13:50:00,,,13:47:00,,,,13:42:32,13:43:28,13:44:02,,,13:52:12,13:52:55,13:54:00,13:55:37,13:57:04,13:51:05,,,,,,14:02:00,,13:59:00,13:45:37
113282233237288501,,13:34:26,,13:26:00,,,,,13:45:11,13:47:38,13:48:54,13:50:00,13:32:57,13:35:00,,,13:32:00,,,,13:27:32,13:28:28,13:29:02,,,13:37:12,13:37:55,13:39:00,13:40:37,13:42:04,13:36:05,,,,,,13:47:00,,13:44:00,13:30:37
113282234237288501,,13:19:26,,13:11:00,,,,,13:30:11,13:32:38,13:33:54,13:35:00,13:17:57,13:20:00,,,13:17:00,,,,13:12:32,13:13:28,13:14:02,,,13:22:12,13:22:55,13:24:00,13:25:37,13:27:04,13:21:05,,,,,,13:32:00,,13:29:00,13:15:37
113282235237288501,,13:04:26,,12:56:00,,,,,13:15:11,13:17:38,13:18:54,13:20:00,13:02:57,13:05:00,,,13:02:00,,,,12:57:32,12:58:28,12:59:02,,,13:07:12,13:07:55,13:09:00,13:10:37,13:12:04,13:06:05,,,,,,13:17:00,,13:14:00,13:00:37
113282236237288501,,12:49:26,,12:41:00,,,,,13:00:11,13:02:38,13:03:54,13:05:00,12:47:57,12:50:00,,,12:47:00,,,,12:42:32,12:43:28,12:44:02,,,12:52:12,12:52:55,12:54:00,12:55:37,12:57:04,12:51:05,,,,,,13:02:00,,12:59:00,12:45:37
113282237237288501,,12:34:26,,12:26:00,,,,,12:45:11,12:47:38,12:48:54,12:50:00,12:32:57,12:35:00,,,12:32:00,,,,12:27:32,12:28:28,12:29:02,,,12:37:12,12:37:55,12:39:00,12:40:37,12:42:04,12:36:05,,,,,,12:47:00,,12:44:00,12:30:37
