trip_id,1453,1455,1472,4287,4288,4289,4290,4292,4293,4294,4295,4296,4297,4298,4299,4310,4311,4313,4314,4315,4318,4319,4340,4341,4342,4344,4345,4347,4348,4349,4351,4355,4357,4358,9059
113306236237420000,,13:29:57,,13:22:58,,,,13:23:42,13:33:59,13:34:41,13:36:01,13:37:15,13:39:00,,,,,,,,,,,13:24:59,,,,,13:27:35,,13:26:00,13:29:00,13:31:03,13:33:00,13:22:00
113306237237420000,,13:44:57,,13:37:58,,,,13:38:42,13:48:59,13:49:41,13:51:01,13:52:15,13:54:00,,,,,,,,,,,13:39:59,,,,,13:42:35,,13:41:00,13:44:00,13:46:03,13:48:00,13:37:00
113306238237420000,,13:59:57,,13:52:58,,,,13:53:42,14:03:59,14:04:41,14:06:01,14:07:15,14:09:00,,,,,,,,,,,13:54:59,,,,,13:57:35,,13:56:00,13:59:00,14:01:03,14:03:00,13:52:00
113306239237420000,,14:14:57,,14:07:58,,,,14:08:42,14:18:59,14:19:41,14:21:01,14:22:15,14:24:00,,,,,,,,,,,14:09:59,,,,,14:12:35,,14:11:00,14:14:00,14:16:03,14:18:00,14:07:00
113306240237420000,,14:30:57,,14:23:58,,,,14:24:42,14:34:59,14:35:41,14:37:01,14:38:15,14:40:00,,,,,,,,,,,14:25:59,,,,,14:28:35,,14:27:00,14:30:00,14:32:03,14:34:00,14:23:00
113306241237420000,,14:45:57,,14:38:58,,,,14:39:42,14:49:59,14:50:41,14:52:01,14:53:15,14:55:00,,,,,,,,,,,14:40:59,,,,,14:43:35,,14:42:00,14:45:00,14:47:03,14:49:00,14:38:00
113306242237420000,,15:00:57,,14:53:58,,,,14:54:42,15:04:59,15:05:41,15:07:01,15:08:15,15:10:00,,,,,,,,,,,14:55:59,,,,,14:58:35,,14:57:00,15:00:00,15:02:03,15:04:00,14:53:00
113306243237420000,,15:13:57,,15:06:12,,,,15:07:08,15:17:59,15:18:41,15:20:01,15:21:15,15:23:00,,,,,,,,,,,15:08:44,,,,,15:11:35,,15:10:00,15:13:00,15:15:03,15:17:00,15:05:00
113306244237420000,,15:25:57,,15:18:12,,,,15:19:08,15:29:59,15:30:41,15:32:01,15:33:15,15:35:00,,,,,,,,,,,15:20:44,,,,,15:23:35,,15:22:00,15:25:00,15:27:03,15:29:00,15:17:00
113306245237420000,,15:37:57,,15:30:12,,,,15:31:08,15:41:59,15:42:41,15:44:01,15:45:15,15:47:00,,,,,,,,,,,15:32:44,,,,,15:35:35,,15:34:00,15:37:00,15:39:03,15:41:00,15:29:00
113306246237420000,,15:49:57,,15:42:12,,,,15:43:08,15:53:59,15:54:41,15:56:01,15:57:15,15:59:00,,,,,,,,,,,15:44:44,,,,,15:47:35,,15:46:00,15:49:00,15:51:03,15:53:00,15:41:00
113306247237420000,,16:01:57,,15:54:12,,,,15:55:08,16:05:59,16:06:41,16:08:01,16:09:15,16:11:00,,,,,,,,,,,15:56:44,,,,,15:59:35,,15:58:00,16:01:00,16:03:03,16:05:00,15:53:00
113306248237420000,,16:13:57,,16:06:12,,,,16:07:08,16:17:59,16:18:41,16:20:01,16:21:15,16:23:00,,,,,,,,,,,16:08:44,,,,,16:11:35,,16:10:00,16:13:00,16:15:03,16:17:00,16:05:00
113306249237420000,,16:25:57,,16:18:12,,,,16:19:08,16:29:59,16:30:41,16:32:01,16:33:15,16:35:00,,,,,,,,,,,16:20:44,,,,,16:23:35,,16:22:00,16:25:00,16:27:03,16:29:00,16:17:00
113306250237420000,,16:37:57,,16:30:12,,,,16:31:08,16:41:59,16:42:41,16:44:01,16:45:15,16:47:00,,,,,,,,,,,16:32:44,,,,,16:35:35,,16:34:00,16:37:00,16:39:03,16:41:00,16:29:00
113306251237420000,,16:49:57,,16:42:12,,,,16:43:08,16:53:59,16:54:41,16:56:01,16:57:15,16:59:00,,,,,,,,,,,16:44:44,,,,,16:47:35,,16:46:00,16:49:00,16:51:03,16:53:00,16:41:00
113306252237420000,,17:02:57,,16:55:12,,,,16:56:08,17:06:49,17:07:24,17:08:31,17:09:32,17:11:00,,,,,,,,,,,16:57:44,,,,,17:00:35,,16:59:00,17:02:00,17:04:03,17:06:00,16:54:00
113306253237420000,,17:14:57,,17:06:26,,,,17:07:33,17:18:49,17:19:24,17:20:31,17:21:32,17:23:00,,,,,,,,,,,17:09:28,,,,,17:12:35,,17:11:00,17:14:00,17:16:03,17:18:00,17:05:00
113306254237420000,,17:26:57,,17:18:26,,,,17:19:33,17:30:49,17:31:24,17:32:31,17:33:32,17:35:00,,,,,,,,,,,17:21:28,,,,,17:24:35,,17:23:00,17:26:00,17:28:03,17:30:00,17:17:00
113306255237420000,,17:38:57,,17:30:26,,,,17:31:33,17:42:49,17:43:24,17:44:31,17:45:32,17:47:00,,,,,,,,,,,17:33:28,,,,,17:36:35,,17:35:00,17:38:00,17:40:03,17:42:00,17:29:00
113306256237420000,,17:50:57,,17:42:26,,,,17:43:33,17:54:49,17:55:24,17:56:31,17:57:32,17:59:00,,,,,,,,,,,17:45:28,,,,,17:48:35,,17:47:00,17:50:00,17:52:03,17:54:00,17:41:00
113306257237420000,,18:01:57,,17:53:26,,,,17:54:33,18:05:59,18:06:41,18:08:01,18:09:15,18:11:00,,,,,,,,,,,17:56:28,,,,,17:59:35,,17:58:00,18:01:00,18:03:03,18:05:00,17:52:00
113306258237420000,,18:13:57,,18:06:12,,,,18:07:08,18:17:59,18:18:41,18:20:01,18:21:15,18:23:00,,,,,,,,,,,18:08:44,,,,,18:11:35,,18:10:00,18:13:00,18:15:03,18:17:00,18:05:00
113306259237420000,,18:25:57,,18:18:12,,,,18:19:08,18:29:59,18:30:41,18:32:01,18:33:15,18:35:00,,,,,,,,,,,18:20:44,,,,,18:23:35,,18:22:00,18:25:00,18:27:03,18:29:00,18:17:00
113306260237420000,,18:38:42,,18:31:12,,,,18:32:08,18:41:59,18:42:41,18:44:01,18:45:15,18:47:00,,,,,,,,,,,18:33:44,,,,,18:36:35,,18:35:00,18:38:00,18:39:32,18:41:00,18:30:00
113306261237420000,,18:50:42,,18:43:12,,,,18:44:08,18:53:59,18:54:41,18:56:01,18:57:15,18:59:00,,,,,,,,,,,18:45:44,,,,,18:48:35,,18:47:00,18:50:00,18:51:32,18:53:00,18:42:00
113306262237420000,,19:02:42,,18:55:12,,,,18:56:08,19:05:59,19:06:41,19:08:01,19:09:15,19:11:00,,,,,,,,,,,18:57:44,,,,,19:00:35,,18:59:00,19:02:00,19:03:32,19:05:00,18:54:00
113306263237420000,,19:14:42,,19:07:58,,,,19:08:42,19:17:59,19:18:41,19:20:01,19:21:15,19:23:00,,,,,,,,,,,19:09:59,,,,,19:12:35,,19:11:00,19:14:00,19:15:32,19:17:00,19:07:00
113306264237420000,,19:33:42,,19:26:58,,,,19:27:42,19:36:59,19:37:41,19:39:01,19:40:15,19:42:00,,,,,,,,,,,19:28:59,,,,,19:31:35,,19:30:00,19:33:00,19:34:32,19:36:00,19:26:00
113306265237420000,,19:53:42,,19:46:58,,,,19:47:42,19:56:59,19:57:41,19:59:01,20:00:15,20:02:00,,,,,,,,,,,19:48:59,,,,,19:51:35,,19:50:00,19:53:00,19:54:32,19:56:00,19:46:00
113306266237420000,,20:14:42,,20:07:58,,,,20:08:42,20:17:49,20:18:24,20:19:31,20:20:32,20:22:00,,,,,,,,,,,20:09:59,,,,,20:12:35,,20:11:00,20:14:00,20:15:32,20:17:00,20:07:00
113306267237420000,,20:34:42,,20:27:58,,,,20:28:42,20:37:49,20:38:24,20:39:31,20:40:32,20:42:00,,,,,,,,,,,20:29:59,,,,,20:32:35,,20:31:00,20:34:00,20:35:32,20:37:00,20:27:00
113306268237420000,,20:54:42,,20:47:58,,,,20:48:42,20:57:49,20:58:24,20:59:31,21:00:32,21:02:00,,,,,,,,,,,20:49:59,,,,,20:52:35,,20:51:00,20:54:00,20:55:32,20:57:00,20:47:00
113306269237420000,,21:14:42,,21:08:43,,,,21:09:17,21:17:49,21:18:24,21:19:31,21:20:32,21:22:00,,,,,,,,,,,21:10:14,,,,,21:12:35,,21:11:00,21:14:00,21:15:32,21:17:00,21:08:00
113306270237420000,,21:34:42,,21:28:43,,,,21:29:17,21:37:49,21:38:24,21:39:31,21:40:32,21:42:00,,,,,,,,,,,21:30:14,,,,,21:32:35,,21:31:00,21:34:00,21:35:32,21:37:00,21:28:00
113306271237420000,,21:54:42,,21:48:43,,,,21:49:17,21:57:49,21:58:24,21:59:31,22:00:32,22:02:00,,,,,,,,,,,21:50:14,,,,,21:52:35,,21:51:00,21:54:00,21:55:32,21:57:00,21:48:00
113306272237420000,,22:14:42,,22:08:43,,,,22:09:17,22:17:49,22:18:24,22:19:31,22:20:32,22:22:00,,,,,,,,,,,22:10:14,,,,,22:12:35,,22:11:00,22:14:00,22:15:32,22:17:00,22:08:00
113306273237420000,,22:34:42,,22:28:43,,,,22:29:17,22:37:49,22:38:24,22:39:31,22:40:32,22:42:00,,,,,,,,,,,22:30:14,,,,,22:32:35,,22:31:00,22:34:00,22:35:32,22:37:00,22:28:00
113306274237420000,,22:44:42,,22:38:43,,,,22:39:17,22:47:49,22:48:24,22:49:31,22:50:32,22:52:00,,,,,,,,,,,22:40:14,,,,,22:42:35,,22:41:00,22:44:00,22:45:32,22:47:00,22:38:00
113306275237420000,,22:54:42,,22:48:43,,,,22:49:17,22:57:49,22:58:24,22:59:31,23:00:32,23:02:00,,,,,,,,,,,22:50:14,,,,,22:52:35,,22:51:00,22:54:00,22:55:32,22:57:00,22:48:00
113306276237420000,,23:14:42,,23:08:43,,,,23:09:17,23:17:49,23:18:24,23:19:31,23:20:32,23:22:00,,,,,,,,,,,23:10:14,,,,,23:12:35,,23:11:00,23:14:00,23:15:32,23:17:00,23:08:00
113306277237420000,,23:34:42,,23:28:43,,,,23:29:17,23:37:49,23:38:24,23:39:31,23:40:32,23:42:00,,,,,,,,,,,23:30:14,,,,,23:32:35,,23:31:00,23:34:00,23:35:32,23:37:00,23:28:00
113306278237420000,,23:54:42,,23:48:43,,,,23:49:17,23:57:49,23:58:24,23:59:31,24:00:32,24:02:00,,,,,,,,,,,23:50:14,,,,,23:52:35,,23:51:00,23:54:00,23:55:32,23:57:00,23:48:00
113306279237420000,,24:14:42,,24:08:43,,,,24:09:17,24:17:49,24:18:24,24:19:31,24:20:32,24:22:00,,,,,,,,,,,24:10:14,,,,,24:12:35,,24:11:00,24:14:00,24:15:32,24:17:00,24:08:00
113306280237420000,,24:35:42,,24:29:43,,,,24:30:17,24:38:49,24:39:24,24:40:31,24:41:32,24:43:00,,,,,,,,,,,24:31:14,,,,,24:33:35,,24:32:00,24:35:00,24:36:32,24:38:00,24:29:00
113306281237420000,,24:55:42,,24:49:43,,,,24:50:17,24:58:49,24:59:24,25:00:31,25:01:32,25:03:00,,,,,,,,,,,24:51:14,,,,,24:53:35,,24:52:00,24:55:00,24:56:32,24:58:00,24:49:00
113306282237420000,,10:30:57,,10:23:58,,,,10:24:42,10:34:59,10:35:41,10:37:01,10:38:15,10:40:00,,,,,,,,,,,10:25:59,,,,,10:28:35,,10:27:00,10:30:00,10:32:03,10:34:00,10:23:00
113306283237420000,14:48:17,,14:57:17,,14:53:38,14:52:48,14:54:17,,,,,,14:41:00,14:42:35,14:43:53,14:45:00,14:46:59,14:49:00,,,,14:58:00,,,14:51:56,,,14:49:56,,14:51:00,,,,,14:59:00
113306372237422500,07:05:28,,07:13:30,,07:10:18,07:09:35,07:10:52,,,,,,07:00:00,07:01:11,07:02:10,07:03:00,07:04:29,07:06:00,,,,07:14:08,,,07:08:49,,,07:06:56,,07:08:00,,,,,07:15:00
113306373237422500,07:26:28,,07:34:30,,07:31:18,07:30:35,07:31:52,,,,,,07:21:00,07:22:11,07:23:10,07:24:00,07:25:29,07:27:00,,,,07:35:08,,,07:29:49,,,07:27:56,,07:29:00,,,,,07:36:00
113306374237422500,08:05:28,,08:13:30,,08:10:18,08:09:35,08:10:52,,,,,,08:00:00,08:01:11,08:02:10,08:03:00,08:04:29,08:06:00,,,,08:14:08,,,08:08:49,,,08:06:56,,08:08:00,,,,,08:15:00
113306375237422500,08:25:28,,08:33:30,,08:30:18,08:29:35,08:30:52,,,,,,08:20:00,08:21:11,08:22:10,08:23:00,08:24:29,08:26:00,,,,08:34:08,,,08:28:49,,,08:26:56,,08:28:00,,,,,08:35:00
113306376237422500,08:45:28,,08:53:30,,08:50:18,08:49:35,08:50:52,,,,,,08:40:00,08:41:11,08:42:10,08:43:00,08:44:29,08:46:00,,,,08:54:08,,,08:48:49,,,08:46:56,,08:48:00,,,,,08:55:00
113306377237422500,09:06:17,,09:14:30,,09:11:18,09:10:35,09:11:52,,,,,,09:00:00,09:01:11,09:02:10,09:03:00,09:04:59,09:07:00,,,,09:15:08,,,09:09:49,,,09:07:56,,09:09:00,,,,,09:16:00
113306378237422500,09:26:17,,09:34:30,,09:31:18,09:30:35,09:31:52,,,,,,09:20:00,09:21:11,09:22:10,09:23:00,09:24:59,09:27:00,,,,09:35:08,,,09:29:49,,,09:27:56,,09:29:00,,,,,09:36:00
113306379237422500,09:46:17,,09:54:30,,09:51:18,09:50:35,09:51:52,,,,,,09:40:00,09:41:11,09:42:10,09:43:00,09:44:59,09:47:00,,,,09:55:08,,,09:49:49,,,09:47:56,,09:49:00,,,,,09:56:00
113306380237422500,10:06:17,,10:15:17,,10:11:38,10:10:48,10:12:17,,,,,,10:00:00,10:01:11,10:02:10,10:03:00,10:04:59,10:07:00,,,,10:16:00,,,10:09:56,,,10:07:56,,10:09:00,,,,,10:17:00
113306381237422500,10:26:17,,10:35:17,,10:31:38,10:30:48,10:32:17,,,,,,10:20:00,10:21:11,10:22:10,10:23:00,10:24:59,10:27:00,,,,10:36:00,,,10:29:56,,,10:27:56,,10:29:00,,,,,10:37:00
113306382237422500,10:46:17,,10:55:17,,10:51:38,10:50:48,10:52:17,,,,,,10:40:00,10:41:11,10:42:10,10:43:00,10:44:59,10:47:00,,,,10:56:00,,,10:49:56,,,10:47:56,,10:49:00,,,,,10:57:00
113306383237422500,11:06:17,,11:15:17,,11:11:38,11:10:48,11:12:17,,,,,,11:00:00,11:01:11,11:02:10,11:03:00,11:04:59,11:07:00,,,,11:16:00,,,11:09:56,,,11:07:56,,11:09:00,,,,,11:17:00
113306384237422500,11:27:17,,11:36:17,,11:32:38,11:31:48,11:33:17,,,,,,11:21:00,11:22:11,11:23:10,11:24:00,11:25:59,11:28:00,,,,11:37:00,,,11:30:56,,,11:28:56,,11:30:00,,,,,11:38:00
113306385237422500,11:47:17,,11:56:17,,11:52:38,11:51:48,11:53:17,,,,,,11:41:00,11:42:11,11:43:10,11:44:00,11:45:59,11:48:00,,,,11:57:00,,,11:50:56,,,11:48:56,,11:50:00,,,,,11:58:00
113306386237422500,12:07:17,,12:16:17,,12:12:38,12:11:48,12:13:17,,,,,,12:01:00,12:02:11,12:03:10,12:04:00,12:05:59,12:08:00,,,,12:17:00,,,12:10:56,,,12:08:56,,12:10:00,,,,,12:18:00
113306387237422500,12:26:17,,12:35:17,,12:31:38,12:30:48,12:32:17,,,,,,12:20:00,12:21:11,12:22:10,12:23:00,12:24:59,12:27:00,,,,12:36:00,,,12:29:56,,,12:27:56,,12:29:00,,,,,12:37:00
113306388237422500,13:06:17,,13:15:17,,13:11:38,13:10:48,13:12:17,,,,,,13:00:00,13:01:11,13:02:10,13:03:00,13:04:59,13:07:00,,,,13:16:00,,,13:09:56,,,13:07:56,,13:09:00,,,,,13:17:00
113306389237422500,13:23:17,,13:32:17,,13:28:38,13:27:48,13:29:17,,,,,,13:17:00,13:18:11,13:19:10,13:20:00,13:21:59,13:24:00,,,,13:33:00,,,13:26:56,,,13:24:56,,13:26:00,,,,,13:34:00
113306390237422500,13:38:17,,13:47:17,,13:43:38,13:42:48,13:44:17,,,,,,13:32:00,13:33:11,13:34:10,13:35:00,13:36:59,13:39:00,,,,13:48:00,,,13:41:56,,,13:39:56,,13:41:00,,,,,13:49:00
113306391237422500,13:53:17,,14:02:17,,13:58:38,13:57:48,13:59:17,,,,,,13:47:00,13:48:11,13:49:10,13:50:00,13:51:59,13:54:00,,,,14:03:00,,,13:56:56,,,13:54:56,,13:56:00,,,,,14:04:00
113306392237422500,14:08:17,,14:17:17,,14:13:38,14:12:48,14:14:17,,,,,,14:02:00,14:03:11,14:04:10,14:05:00,14:06:59,14:09:00,,,,14:18:00,,,14:11:56,,,14:09:56,,14:11:00,,,,,14:19:00
113306393237422500,14:23:17,,14:32:17,,14:28:38,14:27:48,14:29:17,,,,,,14:17:00,14:18:11,14:19:10,14:20:00,14:21:59,14:24:00,,,,14:33:00,,,14:26:56,,,14:24:56,,14:26:00,,,,,14:34:00
113306394237422500,14:38:17,,14:47:17,,14:43:38,14:42:48,14:44:17,,,,,,14:32:00,14:33:11,14:34:10,14:35:00,14:36:59,14:39:00,,,,14:48:00,,,14:41:56,,,14:39:56,,14:41:00,,,,,14:49:00
113306395237422500,14:53:17,,15:02:17,,14:58:38,14:57:48,14:59:17,,,,,,14:47:00,14:48:11,14:49:10,14:50:00,14:51:59,14:54:00,,,,15:03:00,,,14:56:56,,,14:54:56,,14:56:00,,,,,15:04:00
113306396237422500,15:08:17,,15:17:17,,15:13:38,15:12:48,15:14:17,,,,,,15:02:00,15:03:11,15:04:10,15:05:00,15:06:59,15:09:00,,,,15:18:00,,,15:11:56,,,15:09:56,,15:11:00,,,,,15:19:00
113306397237422500,15:23:17,,15:32:17,,15:28:38,15:27:48,15:29:17,,,,,,15:17:00,15:18:11,15:19:10,15:20:00,15:21:59,15:24:00,,,,15:33:00,,,15:26:56,,,15:24:56,,15:26:00,,,,,15:34:00
113306398237422500,15:38:17,,15:47:17,,15:43:38,15:42:48,15:44:17,,,,,,15:32:00,15:33:11,15:34:10,15:35:00,15:36:59,15:39:00,,,,15:48:00,,,15:41:56,,,15:39:56,,15:41:00,,,,,15:49:00
113306399237422500,15:53:17,,16:02:17,,15:58:38,15:57:48,15:59:17,,,,,,15:47:00,15:48:11,15:49:10,15:50:00,15:51:59,15:54:00,,,,16:03:00,,,15:56:56,,,15:54:56,,15:56:00,,,,,16:04:00
113306400237422500,16:08:17,,16:17:17,,16:13:38,16:12:48,16:14:17,,,,,,16:02:00,16:03:11,16:04:10,16:05:00,16:06:59,16:09:00,,,,16:18:00,,,16:11:56,,,16:09:56,,16:11:00,,,,,16:19:00
113306401237422500,16:23:17,,16:32:17,,16:28:38,16:27:48,16:29:17,,,,,,16:17:00,16:18:11,16:19:10,16:20:00,16:21:59,16:24:00,,,,16:33:00,,,16:26:56,,,16:24:56,,16:26:00,,,,,16:34:00
113306402237422500,16:38:17,,16:47:17,,16:43:38,16:42:48,16:44:17,,,,,,16:32:00,16:33:11,16:34:10,16:35:00,16:36:59,16:39:00,,,,16:48:00,,,16:41:56,,,16:39:56,,16:41:00,,,,,16:49:00
113306403237422500,16:53:17,,17:02:17,,16:58:38,16:57:48,16:59:17,,,,,,16:47:00,16:48:11,16:49:10,16:50:00,16:51:59,16:54:00,,,,17:03:00,,,16:56:56,,,16:54:56,,16:56:00,,,,,17:04:00
113306404237422500,17:08:17,,17:17:17,,17:13:38,17:12:48,17:14:17,,,,,,17:02:00,17:03:11,17:04:10,17:05:00,17:06:59,17:09:00,,,,17:18:00,,,17:11:56,,,17:09:56,,17:11:00,,,,,17:19:00
113306405237422500,17:23:17,,17:32:17,,17:28:38,17:27:48,17:29:17,,,,,,17:17:00,17:18:11,17:19:10,17:20:00,17:21:59,17:24:00,,,,17:33:00,,,17:26:56,,,17:24:56,,17:26:00,,,,,17:34:00
113306406237422500,12:46:17,,12:55:17,,12:51:38,12:50:48,12:52:17,,,,,,12:40:00,12:41:11,12:42:10,12:43:00,12:44:59,12:47:00,,,,12:56:00,,,12:49:56,,,12:47:56,,12:49:00,,,,,12:57:00
113306407237422500,17:38:17,,17:47:17,,17:43:38,17:42:48,17:44:17,,,,,,17:32:00,17:33:11,17:34:10,17:35:00,17:36:59,17:39:00,,,,17:48:00,,,17:41:56,,,17:39:56,,17:41:00,,,,,17:49:00
113306408237422500,17:54:17,,18:03:17,,17:59:38,17:58:48,18:00:17,,,,,,17:48:00,17:49:11,17:50:10,17:51:00,17:52:59,17:55:00,,,,18:04:00,,,17:57:56,,,17:55:56,,17:57:00,,,,,18:05:00
113306409237422500,18:14:17,,18:23:17,,18:19:38,18:18:48,18:20:17,,,,,,18:08:00,18:09:11,18:10:10,18:11:00,18:12:59,18:15:00,,,,18:24:00,,,18:17:56,,,18:15:56,,18:17:00,,,,,18:25:00
113306410237422500,18:34:17,,18:43:17,,18:39:38,18:38:48,18:40:17,,,,,,18:28:00,18:29:11,18:30:10,18:31:00,18:32:59,18:35:00,,,,18:44:00,,,18:37:56,,,18:35:56,,18:37:00,,,,,18:45:00
113306411237422500,18:54:17,,19:03:17,,18:59:38,18:58:48,19:00:17,,,,,,18:48:00,18:49:11,18:50:10,18:51:00,18:52:59,18:55:00,,,,19:04:00,,,18:57:56,,,18:55:56,,18:57:00,,,,,19:05:00
113306412237422500,19:14:17,,19:22:30,,19:19:18,19:18:35,19:19:52,,,,,,19:08:00,19:09:11,19:10:10,19:11:00,19:12:59,19:15:00,,,,19:23:08,,,19:17:49,,,19:15:56,,19:17:00,,,,,19:24:00
113306413237422500,19:34:17,,19:42:30,,19:39:18,19:38:35,19:39:52,,,,,,19:28:00,19:29:11,19:30:10,19:31:00,19:32:59,19:35:00,,,,19:43:08,,,19:37:49,,,19:35:56,,19:37:00,,,,,19:44:00
113306414237422500,19:54:17,,20:02:30,,19:59:18,19:58:35,19:59:52,,,,,,19:48:00,19:49:11,19:50:10,19:51:00,19:52:59,19:55:00,,,,20:03:08,,,19:57:49,,,19:55:56,,19:57:00,,,,,20:04:00
113306415237422500,20:13:28,,20:21:30,,20:18:18,20:17:35,20:18:52,,,,,,20:08:00,20:09:11,20:10:10,20:11:00,20:12:29,20:14:00,,,,20:22:08,,,20:16:49,,,20:14:56,,20:16:00,,,,,20:23:00
113306416237422500,20:33:28,,20:41:30,,20:38:18,20:37:35,20:38:52,,,,,,20:28:00,20:29:11,20:30:10,20:31:00,20:32:29,20:34:00,,,,20:42:08,,,20:36:49,,,20:34:56,,20:36:00,,,,,20:43:00
113306417237422500,20:53:28,,21:01:30,,20:58:18,20:57:35,20:58:52,,,,,,20:48:00,20:49:11,20:50:10,20:51:00,20:52:29,20:54:00,,,,21:02:08,,,20:56:49,,,20:54:56,,20:56:00,,,,,21:03:00
113306418237422500,,24:35:42,,24:29:43,,,,24:30:17,24:38:49,24:39:24,24:40:31,24:41:32,24:43:00,,,,,,,,,,,24:31:14,,,,,24:33:35,,24:32:00,24:35:00,24:36:32,24:38:00,24:29:00
113306419237422500,24:33:28,,24:40:43,,24:37:58,24:37:21,24:38:28,,,,,,24:28:00,24:29:11,24:30:10,24:31:00,24:32:29,24:34:00,,,,24:41:15,,,24:36:42,,,24:34:56,,24:36:00,,,,,24:42:00
113306420237422500,,24:55:42,,24:49:43,,,,24:50:17,24:58:49,24:59:24,25:00:31,25:01:32,25:03:00,,,,,,,,,,,24:51:14,,,,,24:53:35,,24:52:00,24:55:00,24:56:32,24:58:00,24:49:00
113306421237422500,,24:14:42,,24:08:43,,,,24:09:17,24:17:49,24:18:24,24:19:31,24:20:32,24:22:00,,,,,,,,,,,24:10:14,,,,,24:12:35,,24:11:00,24:14:00,24:15:32,24:17:00,24:08:00
113306422237422500,21:13:28,,21:20:43,,21:17:58,21:17:21,21:18:28,,,,,,21:08:00,21:09:11,21:10:10,21:11:00,21:12:29,21:14:00,,,,21:21:15,,,21:16:42,,,21:14:56,,21:16:00,,,,,21:22:00
113306423237422500,21:33:28,,21:40:43,,21:37:58,21:37:21,21:38:28,,,,,,21:28:00,21:29:11,21:30:10,21:31:00,21:32:29,21:34:00,,,,21:41:15,,,21:36:42,,,21:34:56,,21:36:00,,,,,21:42:00
113306424237422500,21:53:28,,22:00:43,,21:57:58,21:57:21,21:58:28,,,,,,21:48:00,21:49:11,21:50:10,21:51:00,21:52:29,21:54:00,,,,22:01:15,,,21:56:42,,,21:54:56,,21:56:00,,,,,22:02:00
113306425237422500,22:13:28,,22:20:43,,22:17:58,22:17:21,22:18:28,,,,,,22:08:00,22:09:11,22:10:10,22:11:00,22:12:29,22:14:00,,,,22:21:15,,,22:16:42,,,22:14:56,,22:16:00,,,,,22:22:00
113306426237422500,22:32:28,,22:39:43,,22:36:58,22:36:21,22:37:28,,,,,,22:27:00,22:28:11,22:29:10,22:30:00,22:31:29,22:33:00,,,,22:40:15,,,22:35:42,,,22:33:56,,22:35:00,,,,,22:41:00
113306427237422500,22:52:28,,22:59:43,,22:56:58,22:56:21,22:57:28,,,,,,22:47:00,22:48:11,22:49:10,22:50:00,22:51:29,22:53:00,,,,23:00:15,,,22:55:42,,,22:53:56,,22:55:00,,,,,23:01:00
113306428237422500,23:12:28,,23:19:43,,23:16:58,23:16:21,23:17:28,,,,,,23:07:00,23:08:11,23:09:10,23:10:00,23:11:29,23:13:00,,,,23:20:15,,,23:15:42,,,23:13:56,,23:15:00,,,,,23:21:00
113306429237422500,23:32:28,,23:39:43,,23:36:58,23:36:21,23:37:28,,,,,,23:27:00,23:28:11,23:29:10,23:30:00,23:31:29,23:33:00,,,,23:40:15,,,23:35:42,,,23:33:56,,23:35:00,,,,,23:41:00
113306430237422500,23:52:28,,23:59:43,,23:56:58,23:56:21,23:57:28,,,,,,23:47:00,23:48:11,23:49:10,23:50:00,23:51:29,23:53:00,,,,24:00:15,,,23:55:42,,,23:53:56,,23:55:00,,,,,24:01:00
113306431237422500,24:12:28,,24:19:43,,24:16:58,24:16:21,24:17:28,,,,,,24:07:00,24:08:11,24:09:10,24:10:00,24:11:29,24:13:00,,,,24:20:15,,,24:15:42,,,24:13:56,,24:15:00,,,,,24:21:00
113306432237422500,,07:07:57,,07:00:58,,,,07:01:42,07:11:49,07:12:24,07:13:31,07:14:32,07:16:00,,,,,,,,,,,07:02:59,,,,,07:05:35,,07:04:00,07:07:00,07:09:03,07:11:00,07:00:00
113306433237422500,,07:37:57,,07:30:58,,,,07:31:42,07:41:49,07:42:24,07:43:31,07:44:32,07:46:00,,,,,,,,,,,07:32:59,,,,,07:35:35,,07:34:00,07:37:00,07:39:03,07:41:00,07:30:00
113306434237422500,,08:00:57,,07:53:58,,,,07:54:42,08:04:49,08:05:24,08:06:31,08:07:32,08:09:00,,,,,,,,,,,07:55:59,,,,,07:58:35,,07:57:00,08:00:00,08:02:03,08:04:00,07:53:00
113306435237422500,,08:20:57,,08:13:58,,,,08:14:42,08:24:49,08:25:24,08:26:31,08:27:32,08:29:00,,,,,,,,,,,08:15:59,,,,,08:18:35,,08:17:00,08:20:00,08:22:03,08:24:00,08:13:00
113306436237422500,,08:40:57,,08:33:58,,,,08:34:42,08:44:49,08:45:24,08:46:31,08:47:32,08:49:00,,,,,,,,,,,08:35:59,,,,,08:38:35,,08:37:00,08:40:00,08:42:03,08:44:00,08:33:00
113306437237422500,,09:00:57,,08:53:58,,,,08:54:42,09:04:49,09:05:24,09:06:31,09:07:32,09:09:00,,,,,,,,,,,08:55:59,,,,,08:58:35,,08:57:00,09:00:00,09:02:03,09:04:00,08:53:00
113306438237422500,,09:20:57,,09:13:58,,,,09:14:42,09:24:49,09:25:24,09:26:31,09:27:32,09:29:00,,,,,,,,,,,09:15:59,,,,,09:18:35,,09:17:00,09:20:00,09:22:03,09:24:00,09:13:00
113306439237422500,,09:40:57,,09:33:58,,,,09:34:42,09:44:49,09:45:24,09:46:31,09:47:32,09:49:00,,,,,,,,,,,09:35:59,,,,,09:38:35,,09:37:00,09:40:00,09:42:03,09:44:00,09:33:00
