trip_id,1018,1204,1260,1478,1479,1480,1482,1483,1484,1486B,1487,1489,1490,1492,1493,1495,1498,1541B,2319,2375,2382,2383,2648,5296B,5297B,6856B
113349707237570001,,07:16:39,,,,,,,,07:12:00,07:13:16,07:18:02,07:21:09,07:23:56,07:26:04,,,07:27:00,,07:19:00,07:29:00,,07:16:04,07:23:00,,
113349708237570001,08:06:00,,08:01:37,07:49:47,07:51:28,07:54:00,08:00:00,08:03:01,08:04:37,08:07:00,,,,,,07:56:39,07:52:24,,07:59:00,,,07:48:00,,,07:55:00,07:57:32
113349709237570001,,08:13:19,,,,,,,,08:08:00,08:09:27,08:14:53,08:18:41,08:22:10,08:24:50,,,08:26:00,,08:16:00,08:28:00,,08:12:39,08:21:00,,
113349711237570001,19:08:00,,19:03:00,18:51:32,18:52:58,18:55:09,19:01:08,19:04:35,19:06:26,19:09:00,,,,,,18:57:39,18:53:46,,19:00:00,,,18:50:00,,,18:56:00,18:58:32
113349712237570001,,18:51:39,,,,,,,,18:47:00,18:48:16,18:53:02,18:56:09,18:58:56,19:01:04,,,19:02:00,,18:54:00,19:04:00,,18:51:04,18:58:00,,
113349714237570001,,13:30:39,,,,,,,,13:26:00,13:27:16,13:32:02,13:35:41,13:38:56,13:41:04,,,13:42:00,,13:33:00,13:44:00,,13:30:04,13:38:00,,
113349715237570001,,,,19:53:32,19:54:58,19:57:09,,,,,,,,,,,19:55:46,,,,,19:52:00,,,19:58:00,
113349716237570001,07:33:00,,,,,,,07:30:00,07:31:37,07:34:00,,,,,,,,,,,,,,,,
113349718237570001,15:12:00,,,,,,,15:09:00,15:10:37,15:13:00,,,,,,,,,,,,,,,,
113349719237570001,,,,10:51:47,10:53:28,10:56:00,,,,,,,,,,,10:54:24,,,,,10:50:00,,,10:57:00,
113349720237570001,,,,,,,,,,23:44:00,23:45:15,,,,,,,,,,,,23:48:00,,,
113349721237570001,,,,,,,,,,21:26:00,21:27:15,,,,,,,,,,,,21:30:00,,,
113349722237570001,,,,,,,,,,19:32:00,19:33:15,,,,,,,,,,,,19:36:00,,,
113352625237570001,19:23:00,,19:18:00,19:06:32,19:07:58,19:10:09,19:16:08,19:19:35,19:21:26,19:24:00,,,,,,19:12:39,19:08:46,,19:15:00,,,19:05:00,,,19:11:00,19:13:32
113352627237570001,,19:17:39,,,,,,,,19:13:00,19:14:16,19:19:02,19:22:09,19:24:56,19:27:04,,,19:28:00,,19:20:00,19:30:00,,19:17:04,19:24:00,,
113352754237580031,08:57:00,,08:52:37,08:39:47,08:41:28,08:44:00,08:51:00,08:54:01,08:55:37,08:58:00,,,,,,08:47:04,08:42:24,,08:50:00,,,08:38:00,,,08:45:00,08:48:10
113352755237580031,,09:01:39,,,,,,,,08:57:00,08:58:16,09:03:02,09:06:41,09:09:56,09:12:04,,,09:13:00,,09:04:00,09:15:00,,09:01:04,09:09:00,,
113352762237580031,15:01:00,,14:56:00,14:42:47,14:44:28,14:47:00,14:54:08,14:57:35,14:59:26,15:02:00,,,,,,14:50:04,14:45:24,,14:53:00,,,14:41:00,,,14:48:00,14:51:10
113352763237580031,,15:11:39,,,,,,,,15:07:00,15:08:16,15:13:02,15:16:41,15:20:10,15:22:50,,,15:24:00,,15:14:00,15:26:00,,15:11:04,15:19:00,,
113352766237580031,,17:40:39,,,,,,,,17:36:00,17:37:16,17:42:02,17:45:09,17:48:10,17:50:50,,,17:52:00,,17:43:00,17:54:00,,17:40:04,17:47:00,,
113352767237580031,,16:04:39,,,,,,,,16:00:00,16:01:16,16:06:02,16:09:41,16:13:10,16:15:50,,,16:17:00,,16:07:00,16:19:00,,16:04:04,16:12:00,,
113352770237580031,15:56:00,,15:51:00,15:37:47,15:39:28,15:42:00,15:49:08,15:52:35,15:54:26,15:57:00,,,,,,15:45:04,15:40:24,,15:48:00,,,15:36:00,,,15:43:00,15:46:10
113352771237580031,,16:52:39,,,,,,,,16:48:00,16:49:16,16:54:02,16:57:41,17:01:10,17:03:50,,,17:05:00,,16:55:00,17:07:00,,16:52:04,17:00:00,,
113352776237580031,16:47:00,,16:42:00,16:28:03,16:29:57,16:32:51,16:40:08,16:43:35,16:45:26,16:48:00,,,,,,16:36:04,16:31:02,,16:39:00,,,16:26:00,,,16:34:00,16:37:10
113352777237580031,17:36:00,,17:31:00,17:17:03,17:18:57,17:21:51,17:29:08,17:32:35,17:34:26,17:37:00,,,,,,17:25:04,17:20:02,,17:28:00,,,17:15:00,,,17:23:00,17:26:10
113352778237580031,18:20:00,,18:15:00,18:03:32,18:04:58,18:07:09,18:13:08,18:16:35,18:18:26,18:21:00,,,,,,18:09:39,18:05:46,,18:12:00,,,18:02:00,,,18:08:00,18:10:32
113352779237580031,,18:28:39,,,,,,,,18:24:00,18:25:16,18:30:02,18:33:09,18:35:56,18:38:04,,,18:39:00,,18:31:00,18:41:00,,18:28:04,18:35:00,,
113352780237580031,20:06:00,,20:02:15,19:51:32,19:52:58,19:55:09,20:00:51,20:03:26,20:04:49,20:07:00,,,,,,19:57:39,19:53:46,,20:00:00,,,19:50:00,,,19:56:00,19:58:32
113352781237580031,22:58:00,,22:54:15,22:45:17,22:46:28,22:48:17,22:52:51,22:55:26,22:56:49,22:59:00,,,,,,22:50:14,22:47:08,,22:52:00,,,22:44:00,,,22:49:00,22:50:54
113352782237580031,20:58:00,,20:54:15,20:44:17,20:45:28,20:47:17,20:52:51,20:55:26,20:56:49,20:59:00,,,,,,20:49:39,20:46:08,,20:52:00,,,20:43:00,,,20:48:00,20:50:32
113352783237580031,21:39:00,,21:35:15,21:26:17,21:27:28,21:29:17,21:33:51,21:36:26,21:37:49,21:40:00,,,,,,21:31:14,21:28:08,,21:33:00,,,21:25:00,,,21:30:00,21:31:54
113352784237580031,,21:48:59,,,,,,,,21:45:00,21:46:05,21:50:10,21:52:37,21:54:42,21:56:18,,,21:57:00,,21:51:00,21:59:00,,21:48:29,21:54:00,,
113352785237580031,,22:27:59,,,,,,,,22:24:00,22:25:05,22:29:10,22:31:37,22:33:42,22:35:18,,,22:36:00,,22:30:00,22:38:00,,22:27:29,22:33:00,,
113352786237580031,,21:08:59,,,,,,,,21:05:00,21:06:05,21:10:10,21:12:37,21:14:42,21:16:18,,,21:17:00,,21:11:00,21:19:00,,21:08:29,21:14:00,,
113352787237580031,,19:32:39,,,,,,,,19:28:00,19:29:16,19:34:02,19:37:09,19:39:56,19:42:04,,,19:43:00,,19:35:00,19:45:00,,19:32:04,19:39:00,,
113352788237580031,,20:25:39,,,,,,,,20:21:00,20:22:16,20:27:02,20:29:37,20:31:42,20:33:18,,,20:34:00,,20:28:00,20:36:00,,20:25:04,20:31:00,,
113352789237580031,22:18:00,,22:14:15,22:05:17,22:06:28,22:08:17,22:12:51,22:15:26,22:16:49,22:19:00,,,,,,22:10:14,22:07:08,,22:12:00,,,22:04:00,,,22:09:00,22:10:54
113352790237580031,08:20:00,,08:15:37,08:02:47,08:04:28,08:07:00,08:14:00,08:17:01,08:18:37,08:21:00,,,,,,08:10:04,08:05:24,,08:13:00,,,08:01:00,,,08:08:00,08:11:10
113352791237580031,18:55:00,,18:50:00,18:38:32,18:39:58,18:42:09,18:48:08,18:51:35,18:53:26,18:56:00,,,,,,18:44:39,18:40:46,,18:47:00,,,18:37:00,,,18:43:00,18:45:32
113352792237580031,,08:25:19,,,,,,,,08:20:00,08:21:27,08:26:53,08:30:41,08:34:10,08:36:50,,,08:38:00,,08:28:00,08:40:00,,08:24:39,08:33:00,,
113352794237580031,23:38:00,,23:34:15,23:25:17,23:26:28,23:28:17,23:32:51,23:35:26,23:36:49,23:39:00,,,,,,23:30:14,23:27:08,,23:32:00,,,23:24:00,,,23:29:00,23:30:54
113352795237580031,,15:25:39,,,,,,,,15:21:00,15:22:16,15:27:02,15:30:41,15:34:10,15:36:50,,,15:38:00,,15:28:00,15:40:00,,15:25:04,15:33:00,,
113352796237580031,,07:30:39,,,,,,,,07:26:00,07:27:16,07:32:02,07:35:41,07:38:56,07:41:04,,,07:42:00,,07:33:00,07:44:00,,07:30:04,07:38:00,,
113352800237580031,09:09:00,,09:04:37,08:51:47,08:53:28,08:56:00,09:03:00,09:06:01,09:07:37,09:10:00,,,,,,08:59:04,08:54:24,,09:02:00,,,08:50:00,,,08:57:00,09:00:10
113352801237580031,,23:08:19,,,,,,,,23:05:00,23:05:55,23:09:18,23:11:37,23:13:42,23:15:18,,,23:16:00,,23:10:00,23:18:00,,23:07:54,23:13:00,,
113352802237580031,,06:45:59,,,,,,,,06:42:00,06:43:05,06:47:10,06:50:09,06:52:56,06:55:04,,,06:56:00,,06:48:00,06:58:00,,06:45:29,06:52:00,,
113352803237580031,06:28:00,,06:24:15,06:15:17,06:16:28,06:18:17,06:22:51,06:25:26,06:26:49,06:29:00,,,,,,06:20:14,06:17:08,,06:22:00,,,06:14:00,,,06:19:00,06:20:54
113352804237580031,07:17:00,,07:12:37,07:01:32,07:02:58,07:05:09,07:11:00,07:14:01,07:15:37,07:18:00,,,,,,07:07:39,07:03:46,,07:10:00,,,07:00:00,,,07:06:00,07:08:32
113352805237580031,,09:14:39,,,,,,,,09:10:00,09:11:16,09:16:02,09:19:41,09:22:56,09:25:04,,,09:26:00,,09:17:00,09:28:00,,09:14:04,09:22:00,,
113352810237580031,15:17:00,,15:12:00,14:58:47,15:00:28,15:03:00,15:10:08,15:13:35,15:15:26,15:18:00,,,,,,15:06:04,15:01:24,,15:09:00,,,14:57:00,,,15:04:00,15:07:10
113352811237580031,19:37:00,,19:32:37,19:21:32,19:22:58,19:25:09,19:31:00,19:34:01,19:35:37,19:38:00,,,,,,19:27:39,19:23:46,,19:30:00,,,19:20:00,,,19:26:00,19:28:32
113352812237580031,16:59:00,,16:54:00,16:40:03,16:41:57,16:44:51,16:52:08,16:55:35,16:57:26,17:00:00,,,,,,16:48:04,16:43:02,,16:51:00,,,16:38:00,,,16:46:00,16:49:10
113352813237580031,17:47:00,,17:42:00,17:28:03,17:29:57,17:32:51,17:40:08,17:43:35,17:45:26,17:48:00,,,,,,17:36:04,17:31:02,,17:39:00,,,17:26:00,,,17:34:00,17:37:10
113352814237580031,,16:16:39,,,,,,,,16:12:00,16:13:16,16:18:02,16:21:41,16:25:10,16:27:50,,,16:29:00,,16:19:00,16:31:00,,16:16:04,16:24:00,,
113352815237580031,,17:03:39,,,,,,,,16:59:00,17:00:16,17:05:02,17:08:41,17:12:10,17:14:50,,,17:16:00,,17:06:00,17:18:00,,17:03:04,17:11:00,,
113352817237580031,,17:53:39,,,,,,,,17:49:00,17:50:16,17:55:02,17:58:09,18:00:56,18:03:04,,,18:04:00,,17:56:00,18:06:00,,17:53:04,18:00:00,,
113352818237580031,18:32:00,,18:27:00,18:15:32,18:16:58,18:19:09,18:25:08,18:28:35,18:30:26,18:33:00,,,,,,18:21:39,18:17:46,,18:24:00,,,18:14:00,,,18:20:00,18:22:32
113352819237580031,20:21:00,,20:17:15,20:07:17,20:08:28,20:10:17,20:15:51,20:18:26,20:19:49,20:22:00,,,,,,20:12:39,20:09:08,,20:15:00,,,20:06:00,,,20:11:00,20:13:32
113352820237580031,,19:47:39,,,,,,,,19:43:00,19:44:16,19:49:02,19:52:09,19:54:56,19:57:04,,,19:58:00,,19:50:00,20:00:00,,19:47:04,19:54:00,,
113352822237580031,16:08:00,,16:03:00,15:49:47,15:51:28,15:54:00,16:01:08,16:04:35,16:06:26,16:09:00,,,,,,15:57:04,15:52:24,,16:00:00,,,15:48:00,,,15:55:00,15:58:10
113352823237580031,,18:40:39,,,,,,,,18:36:00,18:37:16,18:42:02,18:45:09,18:47:56,18:50:04,,,18:51:00,,18:43:00,18:53:00,,18:40:04,18:47:00,,
113352826237580031,13:46:00,,13:41:37,13:28:47,13:30:28,13:33:00,13:40:00,13:43:01,13:44:37,13:47:00,,,,,,13:36:04,13:31:24,,13:39:00,,,13:27:00,,,13:34:00,13:37:10
113352828237580031,,14:54:39,,,,,,,,14:50:00,14:51:16,14:56:02,14:59:41,15:03:10,15:05:50,,,15:07:00,,14:57:00,15:09:00,,14:54:04,15:02:00,,
113352830237580031,11:31:00,,11:26:37,11:13:47,11:15:28,11:18:00,11:25:00,11:28:01,11:29:37,11:32:00,,,,,,11:21:04,11:16:24,,11:24:00,,,11:12:00,,,11:19:00,11:22:10
113352832237580031,,13:56:39,,,,,,,,13:52:00,13:53:16,13:58:02,14:01:41,14:04:56,14:07:04,,,14:08:00,,13:59:00,14:10:00,,13:56:04,14:04:00,,
113352834237580031,13:06:00,,13:01:37,12:48:47,12:50:28,12:53:00,13:00:00,13:03:01,13:04:37,13:07:00,,,,,,12:56:04,12:51:24,,12:59:00,,,12:47:00,,,12:54:00,12:57:10
113352836237580031,10:44:00,,10:39:37,10:26:47,10:28:28,10:31:00,10:38:00,10:41:01,10:42:37,10:45:00,,,,,,10:34:04,10:29:24,,10:37:00,,,10:25:00,,,10:32:00,10:35:10
113352837237580031,,11:34:39,,,,,,,,11:30:00,11:31:16,11:36:02,11:39:41,11:42:56,11:45:04,,,11:46:00,,11:37:00,11:48:00,,11:34:04,11:42:00,,
113352838237580031,,10:51:39,,,,,,,,10:47:00,10:48:16,10:53:02,10:56:41,10:59:56,11:02:04,,,11:03:00,,10:54:00,11:05:00,,10:51:04,10:59:00,,
113352839237580031,12:15:00,,12:10:37,11:57:47,11:59:28,12:02:00,12:09:00,12:12:01,12:13:37,12:16:00,,,,,,12:05:04,12:00:24,,12:08:00,,,11:56:00,,,12:03:00,12:06:10
113352840237580031,,12:12:39,,,,,,,,12:08:00,12:09:16,12:14:02,12:17:41,12:20:56,12:23:04,,,12:24:00,,12:15:00,12:26:00,,12:12:04,12:20:00,,
113352841237580031,,13:05:39,,,,,,,,13:01:00,13:02:16,13:07:02,13:10:41,13:13:56,13:16:04,,,13:17:00,,13:08:00,13:19:00,,13:05:04,13:13:00,,
113352842237580031,14:44:00,,14:39:00,14:25:47,14:27:28,14:30:00,14:37:08,14:40:35,14:42:26,14:45:00,,,,,,14:33:04,14:28:24,,14:36:00,,,14:24:00,,,14:31:00,14:34:10
113352843237580031,12:01:00,,11:56:37,11:43:47,11:45:28,11:48:00,11:55:00,11:58:01,11:59:37,12:02:00,,,,,,11:51:04,11:46:24,,11:54:00,,,11:42:00,,,11:49:00,11:52:10
113352847237580031,09:48:00,,09:43:37,09:30:47,09:32:28,09:35:00,09:42:00,09:45:01,09:46:37,09:49:00,,,,,,09:38:04,09:33:24,,09:41:00,,,09:29:00,,,09:36:00,09:39:10
113352849237580031,,09:54:39,,,,,,,,09:50:00,09:51:16,09:56:02,09:59:41,10:02:56,10:05:04,,,10:06:00,,09:57:00,10:08:00,,09:54:04,10:02:00,,
113352850237580031,11:17:00,,11:12:37,10:59:47,11:01:28,11:04:00,11:11:00,11:14:01,11:15:37,11:18:00,,,,,,11:07:04,11:02:24,,11:10:00,,,10:58:00,,,11:05:00,11:08:10
113352851237580031,,11:20:39,,,,,,,,11:16:00,11:17:16,11:22:02,11:25:41,11:28:56,11:31:04,,,11:32:00,,11:23:00,11:34:00,,11:20:04,11:28:00,,
113352853237580031,10:29:00,,10:24:37,10:11:47,10:13:28,10:16:00,10:23:00,10:26:01,10:27:37,10:30:00,,,,,,10:19:04,10:14:24,,10:22:00,,,10:10:00,,,10:17:00,10:20:10
113352856237580031,,10:36:39,,,,,,,,10:32:00,10:33:16,10:38:02,10:41:41,10:44:56,10:47:04,,,10:48:00,,10:39:00,10:50:00,,10:36:04,10:44:00,,
113352860237580031,,12:00:39,,,,,,,,11:56:00,11:57:16,12:02:02,12:05:41,12:08:56,12:11:04,,,12:12:00,,12:03:00,12:14:00,,12:00:04,12:08:00,,
113352862237580031,13:31:00,,13:26:37,13:13:47,13:15:28,13:18:00,13:25:00,13:28:01,13:29:37,13:32:00,,,,,,13:21:04,13:16:24,,13:24:00,,,13:12:00,,,13:19:00,13:22:10
113352865237580031,,13:41:39,,,,,,,,13:37:00,13:38:16,13:43:02,13:46:41,13:49:56,13:52:04,,,13:53:00,,13:44:00,13:55:00,,13:41:04,13:49:00,,
113352868237580031,12:55:00,,12:50:37,12:37:47,12:39:28,12:42:00,12:49:00,12:52:01,12:53:37,12:56:00,,,,,,12:45:04,12:40:24,,12:48:00,,,12:36:00,,,12:43:00,12:46:10
113352870237580031,14:15:00,,14:10:00,13:56:47,13:58:28,14:01:00,14:08:08,14:11:35,14:13:26,14:16:00,,,,,,14:04:04,13:59:24,,14:07:00,,,13:55:00,,,14:02:00,14:05:10
113352871237580031,,14:25:39,,,,,,,,14:21:00,14:22:16,14:27:02,14:30:41,14:33:56,14:36:04,,,14:37:00,,14:28:00,14:39:00,,14:25:04,14:33:00,,
113352873237580031,,12:51:39,,,,,,,,12:47:00,12:48:16,12:53:02,12:56:41,12:59:56,13:02:04,,,13:03:00,,12:54:00,13:05:00,,12:51:04,12:59:00,,
113352880237580031,12:41:00,,12:36:37,12:23:47,12:25:28,12:28:00,12:35:00,12:38:01,12:39:37,12:42:00,,,,,,12:31:04,12:26:24,,12:34:00,,,12:22:00,,,12:29:00,12:32:10
113352883237580031,11:01:00,,10:56:37,10:43:47,10:45:28,10:48:00,10:55:00,10:58:01,10:59:37,11:02:00,,,,,,10:51:04,10:46:24,,10:54:00,,,10:42:00,,,10:49:00,10:52:10
113352884237580031,14:00:00,,13:55:37,13:42:47,13:44:28,13:47:00,13:54:00,13:57:01,13:58:37,14:01:00,,,,,,13:50:04,13:45:24,,13:53:00,,,13:41:00,,,13:48:00,13:51:10
113352886237580031,10:14:00,,10:09:37,09:56:47,09:58:28,10:01:00,10:08:00,10:11:01,10:12:37,10:15:00,,,,,,10:04:04,09:59:24,,10:07:00,,,09:55:00,,,10:02:00,10:05:10
113352887237580031,11:46:00,,11:41:37,11:28:47,11:30:28,11:33:00,11:40:00,11:43:01,11:44:37,11:47:00,,,,,,11:36:04,11:31:24,,11:39:00,,,11:27:00,,,11:34:00,11:37:10
113352888237580031,,11:48:39,,,,,,,,11:44:00,11:45:16,11:50:02,11:53:41,11:56:56,11:59:04,,,12:00:00,,11:51:00,12:02:00,,11:48:04,11:56:00,,
113352889237580031,13:18:00,,13:13:37,13:00:47,13:02:28,13:05:00,13:12:00,13:15:01,13:16:37,13:19:00,,,,,,13:08:04,13:03:24,,13:11:00,,,12:59:00,,,13:06:00,13:09:10
113352891237580031,,13:16:39,,,,,,,,13:12:00,13:13:16,13:18:02,13:21:41,13:24:56,13:27:04,,,13:28:00,,13:19:00,13:30:00,,13:16:04,13:24:00,,
113352892237580031,,12:38:39,,,,,,,,12:34:00,12:35:16,12:40:02,12:43:41,12:46:56,12:49:04,,,12:50:00,,12:41:00,12:52:00,,12:38:04,12:46:00,,
113352893237580031,,10:21:39,,,,,,,,10:17:00,10:18:16,10:23:02,10:26:41,10:29:56,10:32:04,,,10:33:00,,10:24:00,10:35:00,,10:21:04,10:29:00,,
113352894237580031,,11:06:39,,,,,,,,11:02:00,11:03:16,11:08:02,11:11:41,11:14:56,11:17:04,,,11:18:00,,11:09:00,11:20:00,,11:06:04,11:14:00,,
113352895237580031,,14:10:39,,,,,,,,14:06:00,14:07:16,14:12:02,14:15:41,14:18:56,14:21:04,,,14:22:00,,14:13:00,14:24:00,,14:10:04,14:18:00,,
113352903237580031,,08:37:19,,,,,,,,08:32:00,08:33:27,08:38:53,08:42:41,08:46:10,08:48:50,,,08:50:00,,08:40:00,08:52:00,,08:36:39,08:45:00,,
113352904237580031,07:37:00,,07:32:37,07:21:32,07:22:58,07:25:09,07:31:00,07:34:01,07:35:37,07:38:00,,,,,,07:27:39,07:23:46,,07:30:00,,,07:20:00,,,07:26:00,07:28:32
113352906237580031,,07:46:39,,,,,,,,07:42:00,07:43:16,07:48:02,07:51:41,07:54:56,07:57:04,,,07:58:00,,07:49:00,08:00:00,,07:46:04,07:54:00,,
113352907237580031,09:22:00,,09:17:37,09:04:47,09:06:28,09:09:00,09:16:00,09:19:01,09:20:37,09:23:00,,,,,,09:12:04,09:07:24,,09:15:00,,,09:03:00,,,09:10:00,09:13:10
113352908237580031,,09:28:39,,,,,,,,09:24:00,09:25:16,09:30:02,09:33:41,09:36:56,09:39:04,,,09:40:00,,09:31:00,09:42:00,,09:28:04,09:36:00,,
113352911237580031,08:32:00,,08:27:37,08:14:47,08:16:28,08:19:00,08:26:00,08:29:01,08:30:37,08:33:00,,,,,,08:22:04,08:17:24,,08:25:00,,,08:13:00,,,08:20:00,08:23:10
113352915237580031,,16:40:39,,,,,,,,16:36:00,16:37:16,16:42:02,16:45:41,16:49:10,16:51:50,,,16:53:00,,16:43:00,16:55:00,,16:40:04,16:48:00,,
113352917237580031,,15:51:39,,,,,,,,15:47:00,15:48:16,15:53:02,15:56:41,16:00:10,16:02:50,,,16:04:00,,15:54:00,16:06:00,,15:51:04,15:59:00,,
113352918237580031,21:58:00,,21:54:15,21:45:17,21:46:28,21:48:17,21:52:51,21:55:26,21:56:49,21:59:00,,,,,,21:50:14,21:47:08,,21:52:00,,,21:44:00,,,21:49:00,21:50:54
113352919237580031,,17:28:39,,,,,,,,17:24:00,17:25:16,17:30:02,17:33:09,17:36:10,17:38:50,,,17:40:00,,17:31:00,17:42:00,,17:28:04,17:35:00,,
113352920237580031,21:18:00,,21:14:15,21:05:17,21:06:28,21:08:17,21:12:51,21:15:26,21:16:49,21:19:00,,,,,,21:10:14,21:07:08,,21:12:00,,,21:04:00,,,21:09:00,21:10:54
113352921237580031,15:43:00,,15:38:00,15:24:47,15:26:28,15:29:00,15:36:08,15:39:35,15:41:26,15:44:00,,,,,,15:32:04,15:27:24,,15:35:00,,,15:23:00,,,15:30:00,15:33:10
113352922237580031,16:34:00,,16:29:00,16:15:03,16:16:57,16:19:51,16:27:08,16:30:35,16:32:26,16:35:00,,,,,,16:23:04,16:18:02,,16:26:00,,,16:13:00,,,16:21:00,16:24:10
113352923237580031,18:10:00,,18:05:00,17:51:47,17:53:28,17:56:00,18:03:08,18:06:35,18:08:26,18:11:00,,,,,,17:59:04,17:54:24,,18:02:00,,,17:50:00,,,17:57:00,18:00:10
113352925237580031,17:24:00,,17:19:00,17:05:03,17:06:57,17:09:51,17:17:08,17:20:35,17:22:26,17:25:00,,,,,,17:13:04,17:08:02,,17:16:00,,,17:03:00,,,17:11:00,17:14:10
113352926237580031,,18:17:39,,,,,,,,18:13:00,18:14:16,18:19:02,18:22:09,18:24:56,18:27:04,,,18:28:00,,18:20:00,18:30:00,,18:17:04,18:24:00,,
113352927237580031,,20:04:39,,,,,,,,20:00:00,20:01:16,20:06:02,20:08:37,20:10:42,20:12:18,,,20:13:00,,20:07:00,20:15:00,,20:04:04,20:10:00,,
113352928237580031,19:52:00,,19:47:37,19:36:32,19:37:58,19:40:09,19:46:00,19:49:01,19:50:37,19:53:00,,,,,,19:42:39,19:38:46,,19:45:00,,,19:35:00,,,19:41:00,19:43:32
113352929237580031,,20:51:39,,,,,,,,20:47:00,20:48:16,20:53:02,20:55:37,20:57:42,20:59:18,,,21:00:00,,20:54:00,21:02:00,,20:51:04,20:57:00,,
113352930237580031,,21:27:59,,,,,,,,21:24:00,21:25:05,21:29:10,21:31:37,21:33:42,21:35:18,,,21:36:00,,21:30:00,21:38:00,,21:27:29,21:33:00,,
113352931237580031,18:43:00,,18:38:00,18:26:32,18:27:58,18:30:09,18:36:08,18:39:35,18:41:26,18:44:00,,,,,,18:32:39,18:28:46,,18:35:00,,,18:25:00,,,18:31:00,18:33:32
113352932237580031,,19:02:39,,,,,,,,18:58:00,18:59:16,19:04:02,19:07:09,19:09:56,19:12:04,,,19:13:00,,19:05:00,19:15:00,,19:02:04,19:09:00,,
113352933237580031,20:39:00,,20:35:15,20:25:17,20:26:28,20:28:17,20:33:51,20:36:26,20:37:49,20:40:00,,,,,,20:30:39,20:27:08,,20:33:00,,,20:24:00,,,20:29:00,20:31:32
113352934237580031,,15:38:39,,,,,,,,15:34:00,15:35:16,15:40:02,15:43:41,15:47:10,15:49:50,,,15:51:00,,15:41:00,15:53:00,,15:38:04,15:46:00,,
113352936237580031,14:29:00,,14:24:00,14:10:47,14:12:28,14:15:00,14:22:08,14:25:35,14:27:26,14:30:00,,,,,,14:18:04,14:13:24,,14:21:00,,,14:09:00,,,14:16:00,14:19:10
113352937237580031,,23:28:19,,,,,,,,23:25:00,23:25:55,23:29:18,23:31:37,23:33:42,23:35:18,,,23:36:00,,23:30:00,23:38:00,,23:27:54,23:33:00,,
113352938237580031,,18:05:39,,,,,,,,18:01:00,18:02:16,18:07:02,18:10:09,18:12:56,18:15:04,,,18:16:00,,18:08:00,18:18:00,,18:05:04,18:12:00,,
113352939237580031,,22:47:59,,,,,,,,22:44:00,22:45:05,22:49:10,22:51:37,22:53:42,22:55:18,,,22:56:00,,22:50:00,22:58:00,,22:47:29,22:53:00,,
113352940237580031,,14:39:39,,,,,,,,14:35:00,14:36:16,14:41:02,14:44:41,14:47:56,14:50:04,,,14:51:00,,14:42:00,14:53:00,,14:39:04,14:47:00,,
113352941237580031,22:38:00,,22:34:15,22:25:17,22:26:28,22:28:17,22:32:51,22:35:26,22:36:49,22:39:00,,,,,,22:30:14,22:27:08,,22:32:00,,,22:24:00,,,22:29:00,22:30:54
113352942237580031,,16:28:39,,,,,,,,16:24:00,16:25:16,16:30:02,16:33:41,16:37:10,16:39:50,,,16:41:00,,16:31:00,16:43:00,,16:28:04,16:36:00,,
113352943237580031,17:11:00,,17:06:00,16:52:03,16:53:57,16:56:51,17:04:08,17:07:35,17:09:26,17:12:00,,,,,,17:00:04,16:55:02,,17:03:00,,,16:50:00,,,16:58:00,17:01:10
113352944237580031,,17:15:39,,,,,,,,17:11:00,17:12:16,17:17:02,17:20:41,17:24:10,17:26:50,,,17:28:00,,17:18:00,17:30:00,,17:15:04,17:23:00,,
113352945237580031,,22:07:59,,,,,,,,22:04:00,22:05:05,22:09:10,22:11:37,22:13:42,22:15:18,,,22:16:00,,22:10:00,22:18:00,,22:07:29,22:13:00,,
113352946237580031,15:30:00,,15:25:00,15:11:47,15:13:28,15:16:00,15:23:08,15:26:35,15:28:26,15:31:00,,,,,,15:19:04,15:14:24,,15:22:00,,,15:10:00,,,15:17:00,15:20:10
113352947237580031,17:58:00,,17:53:00,17:39:47,17:41:28,17:44:00,17:51:08,17:54:35,17:56:26,17:59:00,,,,,,17:47:04,17:42:24,,17:50:00,,,17:38:00,,,17:45:00,17:48:10
113352948237580031,23:18:00,,23:14:15,23:05:17,23:06:28,23:08:17,23:12:51,23:15:26,23:16:49,23:19:00,,,,,,23:10:14,23:07:08,,23:12:00,,,23:04:00,,,23:09:00,23:10:54
113352949237580031,16:21:00,,16:16:00,16:02:03,16:03:57,16:06:51,16:14:08,16:17:35,16:19:26,16:22:00,,,,,,16:10:04,16:05:02,,16:13:00,,,16:00:00,,,16:08:00,16:11:10
113352950237580031,,06:19:19,,,,,,,,06:16:00,06:16:55,06:20:18,06:22:37,06:24:56,06:27:04,,,06:28:00,,06:21:00,06:30:00,,06:18:54,06:24:00,,
113352951237580031,07:54:00,,07:49:37,07:37:47,07:39:28,07:42:00,07:48:00,07:51:01,07:52:37,07:55:00,,,,,,07:44:39,07:40:24,,07:47:00,,,07:36:00,,,07:43:00,07:45:32
113352952237580031,,08:00:19,,,,,,,,07:55:00,07:56:27,08:01:53,08:05:41,08:09:10,08:11:50,,,08:13:00,,08:03:00,08:15:00,,07:59:39,08:08:00,,
113352953237580031,08:45:00,,08:40:37,08:27:47,08:29:28,08:32:00,08:39:00,08:42:01,08:43:37,08:46:00,,,,,,08:35:04,08:30:24,,08:38:00,,,08:26:00,,,08:33:00,08:36:10
113352954237580031,06:10:00,,,,,,,06:07:00,06:08:37,06:11:00,,,,,,,,,,,,,,,,
