trip_id,1535,2100,2101,2102,2173,2174,2345,2346,2792,2795,2796,2839,3062,3072,3210B,3272,3273,3274,3284,3285,3286B,3288,3353,3354,3355,3402,3403,3408,3409,3410,3411,3417,3419,3448B,3449,3450,3459,3460,3470,3661,5735,6303B,6308,6359,6364B,6410,6411,6435,6438,6442,6445,9060
113309558237430501,21:48:00,,21:59:18,,21:55:13,,,,22:02:09,22:03:57,,,22:11:00,,21:46:58,,,,21:44:00,,,,,,,21:48:35,21:50:00,21:56:14,21:57:00,21:58:00,21:53:44,21:51:13,21:52:54,,,,,,,21:46:00,22:06:09,22:00:52,22:09:01,,,,22:05:00,,22:07:18,22:12:00,,
113309562237430501,,21:54:11,,21:55:00,,21:58:46,21:57:00,21:57:46,,,21:49:46,21:51:37,,21:42:00,,22:07:00,22:07:41,22:09:00,,22:10:00,22:11:20,22:12:00,21:42:45,21:44:00,21:45:00,,,,,,,,,22:01:50,22:00:12,22:02:48,22:05:00,22:06:01,22:00:58,,,,,21:48:01,21:52:53,21:49:00,,21:47:00,,,21:40:00,21:46:00
113309563237430501,,21:39:11,,21:40:00,,21:43:46,21:42:00,21:42:46,,,21:34:46,21:36:37,,21:27:00,,21:52:00,21:52:41,21:54:00,,21:55:00,21:56:20,21:57:00,21:27:45,21:29:00,21:30:00,,,,,,,,,21:46:50,21:45:12,21:47:48,21:50:00,21:51:01,21:45:58,,,,,21:33:01,21:37:53,21:34:00,,21:32:00,,,21:25:00,21:31:00
113309564237430501,,21:24:11,,21:25:00,,21:28:46,21:27:00,21:27:46,,,21:19:46,21:21:37,,21:12:00,,21:37:00,21:37:41,21:39:00,,21:40:00,21:41:20,21:42:00,21:12:45,21:14:00,21:15:00,,,,,,,,,21:31:50,21:30:12,21:32:48,21:35:00,21:36:01,21:30:58,,,,,21:18:01,21:22:53,21:19:00,,21:17:00,,,21:10:00,21:16:00
113309565237430501,,21:09:11,,21:10:00,,21:13:46,21:12:00,21:12:46,,,21:04:46,21:06:37,,20:56:00,,21:22:00,21:22:41,21:24:00,,21:25:00,21:26:20,21:27:00,20:57:07,20:59:00,21:00:00,,,,,,,,,21:16:50,21:15:12,21:17:48,21:20:00,21:21:01,21:15:58,,,,,21:03:01,21:07:53,21:04:00,,21:02:00,,,20:54:00,21:01:00
113309566237430501,,20:55:02,,20:56:00,,20:59:46,20:58:00,20:58:46,,,20:49:53,20:52:03,,20:41:00,,21:08:00,21:08:41,21:10:00,,21:11:00,21:12:20,21:13:00,20:42:07,20:44:00,20:45:00,,,,,,,,,21:02:50,21:01:12,21:03:48,21:06:00,21:07:01,21:01:58,,,,,20:48:01,20:53:31,20:49:00,,20:47:00,,,20:39:00,20:46:00
113309567237430501,,20:40:02,,20:41:00,,20:44:46,20:43:00,20:43:46,,,20:34:53,20:37:03,,20:26:00,,20:53:00,20:53:41,20:55:00,,20:56:00,20:57:20,20:58:00,20:27:07,20:29:00,20:30:00,,,,,,,,,20:47:50,20:46:12,20:48:48,20:51:00,20:52:01,20:46:58,,,,,20:33:01,20:38:31,20:34:00,,20:32:00,,,20:24:00,20:31:00
113309568237430501,,20:26:54,,20:28:00,,20:31:46,20:30:00,20:30:46,,,20:21:01,20:23:30,,20:11:00,,20:40:00,20:40:41,20:42:00,,20:43:00,20:44:20,20:45:00,20:12:07,20:14:00,20:15:00,,,,,,,,,20:34:50,20:33:12,20:35:48,20:38:00,20:39:01,20:33:58,,,,,20:19:01,20:25:10,20:20:00,,20:18:00,,,20:09:00,20:16:30
113309569237430501,,20:12:54,,20:14:00,,20:17:46,20:16:00,20:16:46,,,20:07:01,20:09:30,,19:57:00,,20:27:00,20:27:41,20:29:00,,20:30:00,20:31:20,20:32:00,19:58:07,20:00:00,20:01:00,,,,,,,,,20:20:50,20:19:12,20:21:48,20:24:00,20:25:32,20:19:58,,,,,20:05:01,20:11:10,20:06:00,,20:04:00,,,19:54:00,20:02:30
113309570237430501,,19:58:46,,20:00:00,,20:03:46,20:02:00,20:02:46,,,19:52:09,19:54:56,,19:41:00,,20:13:00,20:13:41,20:15:00,,20:16:00,20:17:20,20:18:00,19:42:07,19:44:00,19:45:00,,,,,,,,,20:06:50,20:05:12,20:07:48,20:10:00,20:11:32,20:05:58,,,,,19:50:01,19:56:49,19:51:00,,19:49:00,,,19:38:00,19:47:01
113309571237430501,,19:42:46,,19:44:00,,19:47:46,19:46:00,19:46:46,,,19:36:09,19:38:56,,19:25:00,,19:57:00,19:57:41,19:59:00,,20:00:00,20:01:20,20:02:00,19:26:07,19:28:00,19:29:00,,,,,,,,,19:50:50,19:49:12,19:51:48,19:54:00,19:55:32,19:49:58,,,,,19:34:01,19:40:49,19:35:00,,19:33:00,,,19:22:00,19:31:01
113309572237430501,,19:27:46,,19:29:00,,19:32:46,19:31:00,19:31:46,,,19:21:09,19:23:56,,19:10:00,,19:42:00,19:42:41,19:44:00,,19:45:00,19:46:20,19:47:00,19:11:07,19:13:00,19:14:00,,,,,,,,,19:35:50,19:34:12,19:36:48,19:39:00,19:40:32,19:34:58,,,,,19:19:01,19:25:49,19:20:00,,19:18:00,,,19:07:00,19:16:01
113309573237430501,,19:14:46,,19:16:00,,19:19:46,19:18:00,19:18:46,,,19:08:09,19:10:56,,18:57:00,,19:29:00,19:29:41,19:31:00,,19:32:00,19:33:20,19:34:00,18:58:07,19:00:00,19:01:00,,,,,,,,,19:22:50,19:21:12,19:23:48,19:26:00,19:27:32,19:21:58,,,,,19:06:01,19:12:49,19:07:00,,19:05:00,,,18:54:00,19:03:01
113309574237430501,,19:03:38,,19:05:00,,19:08:46,19:07:00,19:07:46,,,18:56:16,18:59:22,,18:44:00,,19:18:00,19:18:41,19:20:00,,19:21:00,19:22:20,19:23:00,18:45:07,18:47:00,18:48:00,,,,,,,,,19:11:50,19:10:12,19:12:48,19:15:00,19:16:32,19:10:58,,,,,18:54:01,19:01:27,18:55:00,,18:53:00,,,18:41:00,18:50:31
113309575237430501,,18:51:38,,18:53:00,,18:56:46,18:55:00,18:55:46,,,18:44:16,18:47:22,,18:32:00,,19:06:00,19:06:41,19:08:00,,19:09:00,19:10:20,19:11:00,18:33:07,18:35:00,18:36:00,,,,,,,,,18:59:50,18:58:12,19:00:48,19:03:00,19:04:32,18:58:58,,,,,18:42:01,18:49:27,18:43:00,,18:41:00,,,18:29:00,18:38:31
113309576237430501,,18:39:38,,18:41:00,,18:44:46,18:43:00,18:43:46,,,18:32:16,18:35:22,,18:20:00,,18:54:00,18:54:41,18:56:00,,18:57:00,18:58:20,18:59:00,18:21:07,18:23:00,18:24:00,,,,,,,,,18:47:50,18:46:12,18:48:48,18:51:00,18:52:32,18:46:58,,,,,18:30:01,18:37:27,18:31:00,,18:29:00,,,18:17:00,18:26:31
113309577237430501,,18:28:29,,18:30:00,,18:33:46,18:32:00,18:32:46,,,18:20:24,18:23:48,,18:08:00,,18:43:00,18:43:41,18:45:00,,18:46:00,18:47:20,18:48:00,18:09:07,18:11:00,18:12:00,,,,,,,,,18:36:50,18:35:12,18:37:48,18:40:00,18:41:32,18:35:58,,,,,18:18:01,18:26:06,18:19:00,,18:17:00,,,18:05:00,18:14:31
113309578237430501,,18:16:29,,18:18:00,,18:21:46,18:20:00,18:20:46,,,18:08:24,18:11:48,,17:56:00,,18:31:00,18:31:41,18:33:00,,18:34:00,18:35:20,18:36:00,17:57:07,17:59:00,18:00:00,,,,,,,,,18:24:50,18:23:12,18:25:48,18:28:00,18:29:32,18:23:58,,,,,18:06:01,18:14:06,18:07:00,,18:05:00,,,17:53:00,18:02:31
113309579237430501,,18:04:29,,18:06:00,,18:09:46,18:08:00,18:08:46,,,17:56:24,17:59:48,,17:44:00,,18:19:00,18:19:41,18:21:00,,18:22:00,18:23:20,18:24:00,17:45:07,17:47:00,17:48:00,,,,,,,,,18:12:50,18:11:12,18:13:48,18:16:00,18:17:32,18:11:58,,,,,17:54:01,18:02:06,17:55:00,,17:53:00,,,17:41:00,17:50:31
113309580237430501,,17:52:29,,17:54:00,,17:57:59,17:56:00,17:56:52,,,17:44:24,17:47:48,,17:32:00,,18:08:00,18:08:41,18:10:00,,18:11:00,18:12:20,18:13:00,17:33:07,17:35:00,17:36:00,,,,,,,,,18:01:26,17:59:36,18:02:32,18:05:00,18:06:32,18:00:27,,,,,17:42:01,17:50:06,17:43:00,,17:41:00,,,17:29:00,17:38:31
113309581237430501,,17:40:29,,17:42:00,,17:45:59,17:44:00,17:44:52,,,17:32:24,17:35:48,,17:20:00,,17:56:00,17:57:02,17:59:00,,18:00:00,18:01:20,18:02:00,17:21:07,17:23:00,17:24:00,,,,,,,,,17:49:26,17:47:36,17:50:32,17:53:00,17:54:32,17:48:27,,,,,17:30:01,17:38:06,17:31:00,,17:29:00,,,17:17:00,17:26:31
113309582237430501,,17:28:29,,17:30:00,,17:33:59,17:32:00,17:32:52,,,17:20:24,17:23:48,,17:08:00,,17:44:00,17:45:02,17:47:00,,17:48:00,17:49:20,17:50:00,17:09:07,17:11:00,17:12:00,,,,,,,,,17:37:26,17:35:36,17:38:32,17:41:00,17:42:32,17:36:27,,,,,17:18:01,17:26:06,17:19:00,,17:17:00,,,17:05:00,17:14:31
113309583237430501,,17:16:29,,17:18:00,,17:21:59,17:20:00,17:20:52,,,17:08:24,17:11:48,,16:56:00,,17:32:00,17:33:02,17:35:00,,17:36:00,17:37:20,17:38:00,16:57:07,16:59:00,17:00:00,,,,,,,,,17:25:26,17:23:36,17:26:32,17:29:00,17:30:32,17:24:27,,,,,17:06:01,17:14:06,17:07:00,,17:05:00,,,16:53:00,17:02:31
113309584237430501,,17:04:29,,17:06:00,,17:09:59,17:08:00,17:08:52,,,16:56:24,16:59:48,,16:44:00,,17:20:00,17:21:02,17:23:00,,17:24:00,17:25:20,17:26:00,16:45:07,16:47:00,16:48:00,,,,,,,,,17:13:26,17:11:36,17:14:32,17:17:00,17:18:32,17:12:27,,,,,16:54:01,17:02:06,16:55:00,,16:53:00,,,16:41:00,16:50:31
113309585237430501,,16:52:29,,16:54:00,,16:57:59,16:56:00,16:56:52,,,16:44:24,16:47:48,,16:32:00,,17:08:00,17:09:02,17:11:00,,17:12:00,17:13:20,17:14:00,16:33:07,16:35:00,16:36:00,,,,,,,,,17:01:26,16:59:36,17:02:32,17:05:00,17:06:32,17:00:27,,,,,16:42:01,16:50:06,16:43:00,,16:41:00,,,16:29:00,16:38:31
113309586237430501,,16:41:29,,16:43:00,,16:46:59,16:45:00,16:45:52,,,16:33:24,16:36:48,,16:21:00,,16:57:00,16:58:02,17:00:00,,17:01:00,17:02:20,17:03:00,16:22:07,16:24:00,16:25:00,,,,,,,,,16:50:26,16:48:36,16:51:32,16:54:00,16:55:32,16:49:27,,,,,16:31:01,16:39:06,16:32:00,,16:30:00,,,16:18:00,16:27:31
113309587237430501,,16:28:29,,16:30:00,,16:33:59,16:32:00,16:32:52,,,16:20:24,16:23:48,,16:08:00,,16:44:00,16:45:02,16:47:00,,16:48:00,16:49:20,16:50:00,16:09:07,16:11:00,16:12:00,,,,,,,,,16:37:26,16:35:36,16:38:32,16:41:00,16:42:32,16:36:27,,,,,16:18:01,16:26:06,16:19:00,,16:17:00,,,16:05:00,16:14:31
113309588237430501,,16:15:38,,16:17:00,,16:20:59,16:19:00,16:19:52,,,16:08:16,16:11:22,,15:56:00,,16:31:00,16:32:02,16:34:00,,16:35:00,16:36:20,16:37:00,15:57:07,15:59:00,16:00:00,,,,,,,,,16:24:26,16:22:36,16:25:32,16:28:00,16:29:32,16:23:27,,,,,16:06:01,16:13:27,16:07:00,,16:05:00,,,15:53:00,16:02:31
113309589237430501,,16:02:38,,16:04:00,,16:07:59,16:06:00,16:06:52,,,15:55:16,15:58:22,,15:44:00,,16:18:00,16:19:02,16:21:00,,16:22:00,16:23:20,16:24:00,15:45:07,15:47:00,15:48:00,,,,,,,,,16:11:26,16:09:36,16:12:32,16:15:00,16:16:32,16:10:27,,,,,15:53:01,16:00:27,15:54:00,,15:52:00,,,15:41:00,15:50:01
113309590237430501,,15:50:38,,15:52:00,,15:55:59,15:54:00,15:54:52,,,15:43:16,15:46:22,,15:32:00,,16:06:00,16:07:02,16:09:00,,16:10:00,16:11:20,16:12:00,15:33:07,15:35:00,15:36:00,,,,,,,,,15:59:26,15:57:36,16:00:32,16:03:00,16:04:32,15:58:27,,,,,15:41:01,15:48:27,15:42:00,,15:40:00,,,15:29:00,15:38:01
113309591237430501,,15:38:38,,15:40:00,,15:43:59,15:42:00,15:42:52,,,15:31:16,15:34:22,,15:20:00,,15:54:00,15:55:02,15:57:00,,15:58:00,15:59:20,16:00:00,15:21:07,15:23:00,15:24:00,,,,,,,,,15:47:26,15:45:36,15:48:32,15:51:00,15:52:32,15:46:27,,,,,15:29:01,15:36:27,15:30:00,,15:28:00,,,15:17:00,15:26:01
113309592237430501,,15:26:38,,15:28:00,,15:31:59,15:30:00,15:30:52,,,15:19:16,15:22:22,,15:08:00,,15:42:00,15:43:02,15:45:00,,15:46:00,15:47:20,15:48:00,15:09:07,15:11:00,15:12:00,,,,,,,,,15:35:26,15:33:36,15:36:32,15:39:00,15:40:32,15:34:27,,,,,15:17:01,15:24:27,15:18:00,,15:16:00,,,15:05:00,15:14:01
113309593237430501,,15:14:38,,15:16:00,,15:19:59,15:18:00,15:18:52,,,15:07:16,15:10:22,,14:57:00,,15:30:00,15:31:02,15:33:00,,15:34:00,15:35:20,15:36:00,14:57:45,14:59:00,15:00:00,,,,,,,,,15:23:26,15:21:36,15:24:32,15:27:00,15:28:32,15:22:27,,,,,15:05:01,15:12:27,15:06:00,,15:04:00,,,14:54:00,15:02:01
113309594237430501,,15:01:46,,15:03:00,,15:06:59,15:05:00,15:05:52,,,14:55:09,14:57:56,,14:45:00,,15:17:00,15:18:02,15:20:00,,15:21:00,15:22:20,15:23:00,14:45:45,14:47:00,14:48:00,,,,,,,,,15:10:26,15:08:36,15:11:32,15:14:00,15:15:32,15:09:27,,,,,14:53:01,14:59:49,14:54:00,,14:52:00,,,14:42:00,14:50:01
113309595237430501,,14:49:46,,14:51:00,,14:54:46,14:53:00,14:53:46,,,14:43:09,14:45:56,,14:33:00,,15:04:00,15:05:02,15:07:00,,15:08:00,15:09:20,15:10:00,14:33:45,14:35:00,14:36:00,,,,,,,,,14:57:50,14:56:12,14:58:48,15:01:00,15:02:32,14:56:58,,,,,14:41:01,14:47:49,14:42:00,,14:40:00,,,14:30:00,14:38:01
113309596237430501,,14:37:46,,14:39:00,,14:42:46,14:41:00,14:41:46,,,14:31:09,14:33:56,,14:21:00,,14:52:00,14:53:02,14:55:00,,14:56:00,14:57:20,14:58:00,14:21:45,14:23:00,14:24:00,,,,,,,,,14:45:50,14:44:12,14:46:48,14:49:00,14:50:32,14:44:58,,,,,14:29:01,14:35:49,14:30:00,,14:28:00,,,14:18:00,14:26:01
113309597237430501,,14:25:46,,14:27:00,,14:30:46,14:29:00,14:29:46,,,14:19:09,14:21:56,,14:09:00,,14:40:00,14:41:02,14:43:00,,14:44:00,14:45:20,14:46:00,14:09:45,14:11:00,14:12:00,,,,,,,,,14:33:50,14:32:12,14:34:48,14:37:00,14:38:32,14:32:58,,,,,14:17:01,14:23:49,14:18:00,,14:16:00,,,14:06:00,14:14:01
113309598237430501,,14:13:46,,14:15:00,,14:18:46,14:17:00,14:17:46,,,14:07:09,14:09:56,,13:57:00,,14:28:00,14:29:02,14:31:00,,14:32:00,14:33:20,14:34:00,13:57:45,13:59:00,14:00:00,,,,,,,,,14:21:50,14:20:12,14:22:48,14:25:00,14:26:32,14:20:58,,,,,14:05:01,14:11:49,14:06:00,,14:04:00,,,13:54:00,14:02:01
113309599237430501,,14:01:46,,14:03:00,,14:06:46,14:05:00,14:05:46,,,13:55:09,13:57:56,,13:45:00,,14:16:00,14:17:02,14:19:00,,14:20:00,14:21:20,14:22:00,13:45:45,13:47:00,13:48:00,,,,,,,,,14:09:50,14:08:12,14:10:48,14:13:00,14:14:32,14:08:58,,,,,13:53:01,13:59:49,13:54:00,,13:52:00,,,13:42:00,13:50:01
113309600237430501,,13:49:46,,13:51:00,,13:54:46,13:53:00,13:53:46,,,13:43:09,13:45:56,,13:33:00,,14:04:00,14:05:02,14:07:00,,14:08:00,14:09:20,14:10:00,13:33:45,13:35:00,13:36:00,,,,,,,,,13:57:50,13:56:12,13:58:48,14:01:00,14:02:32,13:56:58,,,,,13:41:01,13:47:49,13:42:00,,13:40:00,,,13:30:00,13:38:01
113309601237430501,,13:37:46,,13:39:00,,13:42:46,13:41:00,13:41:46,,,13:31:09,13:33:56,,13:21:00,,13:52:00,13:53:02,13:55:00,,13:56:00,13:57:20,13:58:00,13:21:45,13:23:00,13:24:00,,,,,,,,,13:45:50,13:44:12,13:46:48,13:49:00,13:50:32,13:44:58,,,,,13:29:01,13:35:49,13:30:00,,13:28:00,,,13:18:00,13:26:01
113309602237430501,,13:25:46,,13:27:00,,13:30:46,13:29:00,13:29:46,,,13:19:09,13:21:56,,13:09:00,,13:40:00,13:41:02,13:43:00,,13:44:00,13:45:20,13:46:00,13:09:45,13:11:00,13:12:00,,,,,,,,,13:33:50,13:32:12,13:34:48,13:37:00,13:38:32,13:32:58,,,,,13:17:01,13:23:49,13:18:00,,13:16:00,,,13:06:00,13:14:01
113309603237430501,,13:13:46,,13:15:00,,13:18:46,13:17:00,13:17:46,,,13:07:09,13:09:56,,12:57:00,,13:28:00,13:29:02,13:31:00,,13:32:00,13:33:20,13:34:00,12:57:45,12:59:00,13:00:00,,,,,,,,,13:21:50,13:20:12,13:22:48,13:25:00,13:26:32,13:20:58,,,,,13:05:01,13:11:49,13:06:00,,13:04:00,,,12:54:00,13:02:01
113309604237430501,,13:01:46,,13:03:00,,13:06:46,13:05:00,13:05:46,,,12:55:09,12:57:56,,12:45:00,,13:16:00,13:17:02,13:19:00,,13:20:00,13:21:20,13:22:00,12:45:45,12:47:00,12:48:00,,,,,,,,,13:09:50,13:08:12,13:10:48,13:13:00,13:14:32,13:08:58,,,,,12:53:01,12:59:49,12:54:00,,12:52:00,,,12:42:00,12:50:01
113309605237430501,,12:49:46,,12:51:00,,12:54:59,12:53:00,12:53:52,,,12:43:09,12:45:56,,12:33:00,,13:05:00,13:06:02,13:08:00,,13:09:00,13:10:20,13:11:00,12:33:45,12:35:00,12:36:00,,,,,,,,,12:58:26,12:56:36,12:59:32,13:02:00,13:03:32,12:57:27,,,,,12:41:01,12:47:49,12:42:00,,12:40:00,,,12:30:00,12:38:01
113309606237430501,,12:37:46,,12:39:00,,12:42:59,12:41:00,12:41:52,,,12:31:09,12:33:56,,12:21:00,,12:53:00,12:54:02,12:56:00,,12:57:00,12:58:20,12:59:00,12:21:45,12:23:00,12:24:00,,,,,,,,,12:46:26,12:44:36,12:47:32,12:50:00,12:51:32,12:45:27,,,,,12:29:01,12:35:49,12:30:00,,12:28:00,,,12:18:00,12:26:01
113309607237430501,,12:25:46,,12:27:00,,12:30:59,12:29:00,12:29:52,,,12:19:09,12:21:56,,12:09:00,,12:41:00,12:42:02,12:44:00,,12:45:00,12:46:20,12:47:00,12:09:45,12:11:00,12:12:00,,,,,,,,,12:34:26,12:32:36,12:35:32,12:38:00,12:39:32,12:33:27,,,,,12:17:01,12:23:49,12:18:00,,12:16:00,,,12:06:00,12:14:01
113309608237430501,,12:13:46,,12:15:00,,12:18:59,12:17:00,12:17:52,,,12:07:09,12:09:56,,11:57:00,,12:29:00,12:30:02,12:32:00,,12:33:00,12:34:20,12:35:00,11:57:45,11:59:00,12:00:00,,,,,,,,,12:22:26,12:20:36,12:23:32,12:26:00,12:27:32,12:21:27,,,,,12:05:01,12:11:49,12:06:00,,12:04:00,,,11:54:00,12:02:01
113309609237430501,,12:01:46,,12:03:00,,12:06:59,12:05:00,12:05:52,,,11:55:09,11:57:56,,11:45:00,,12:17:00,12:18:02,12:20:00,,12:21:00,12:22:20,12:23:00,11:45:45,11:47:00,11:48:00,,,,,,,,,12:10:26,12:08:36,12:11:32,12:14:00,12:15:32,12:09:27,,,,,11:53:01,11:59:49,11:54:00,,11:52:00,,,11:42:00,11:50:01
113309610237430501,,11:49:46,,11:51:00,,11:54:59,11:53:00,11:53:52,,,11:43:09,11:45:56,,11:33:00,,12:05:00,12:06:02,12:08:00,,12:09:00,12:10:20,12:11:00,11:33:45,11:35:00,11:36:00,,,,,,,,,11:58:26,11:56:36,11:59:32,12:02:00,12:03:32,11:57:27,,,,,11:41:01,11:47:49,11:42:00,,11:40:00,,,11:30:00,11:38:01
113309611237430501,,11:37:46,,11:39:00,,11:42:59,11:41:00,11:41:52,,,11:31:09,11:33:56,,11:21:00,,11:53:00,11:54:02,11:56:00,,11:57:00,11:58:20,11:59:00,11:21:45,11:23:00,11:24:00,,,,,,,,,11:46:26,11:44:36,11:47:32,11:50:00,11:51:32,11:45:27,,,,,11:29:01,11:35:49,11:30:00,,11:28:00,,,11:18:00,11:26:01
113309612237430501,,11:22:46,,11:24:00,,11:27:46,11:26:00,11:26:46,,,11:16:09,11:18:56,,11:06:00,,11:37:00,11:38:02,11:40:00,,11:41:00,11:42:20,11:43:00,11:06:45,11:08:00,11:09:00,,,,,,,,,11:30:50,11:29:12,11:31:48,11:34:00,11:35:32,11:29:58,,,,,11:14:01,11:20:49,11:15:00,,11:13:00,,,11:03:00,11:11:01
113309613237430501,,11:07:46,,11:09:00,,11:12:46,11:11:00,11:11:46,,,11:01:09,11:03:56,,10:51:00,,11:22:00,11:23:02,11:25:00,,11:26:00,11:27:20,11:28:00,10:51:45,10:53:00,10:54:00,,,,,,,,,11:15:50,11:14:12,11:16:48,11:19:00,11:20:32,11:14:58,,,,,10:59:01,11:05:49,11:00:00,,10:58:00,,,10:48:00,10:56:01
113309614237430501,,10:52:46,,10:54:00,,10:57:46,10:56:00,10:56:46,,,10:46:09,10:48:56,,10:36:00,,11:07:00,11:08:02,11:10:00,,11:11:00,11:12:20,11:13:00,10:36:45,10:38:00,10:39:00,,,,,,,,,11:00:50,10:59:12,11:01:48,11:04:00,11:05:32,10:59:58,,,,,10:44:01,10:50:49,10:45:00,,10:43:00,,,10:33:00,10:41:01
113309615237430501,,06:55:02,,06:56:00,,06:59:32,06:58:00,06:58:40,,,06:49:53,06:52:03,,06:42:00,,07:07:00,07:07:41,07:09:00,,07:10:00,07:11:20,07:12:00,06:42:45,06:44:00,06:45:00,,,,,,,,,07:02:14,07:00:48,07:03:05,07:05:00,07:06:01,07:01:28,,,,,06:48:01,06:53:31,06:49:00,,06:47:00,,,06:40:00,06:46:00
113309616237430501,,07:20:54,,07:22:00,,07:25:46,07:24:00,07:24:46,,,07:15:01,07:17:30,,07:06:00,,07:34:00,07:34:41,07:36:00,,07:37:00,07:38:20,07:39:00,07:06:45,07:08:00,07:09:00,,,,,,,,,07:28:50,07:27:12,07:29:48,07:32:00,07:33:01,07:27:58,,,,,07:13:01,07:19:10,07:14:00,,07:12:00,,,07:04:00,07:10:30
113309617237430501,,07:40:54,,07:42:00,,07:45:46,07:44:00,07:44:46,,,07:35:01,07:37:30,,07:26:00,,07:54:00,07:54:41,07:56:00,,07:57:00,07:58:20,07:59:00,07:26:45,07:28:00,07:29:00,,,,,,,,,07:48:50,07:47:12,07:49:48,07:52:00,07:53:01,07:47:58,,,,,07:33:01,07:39:10,07:34:00,,07:32:00,,,07:24:00,07:30:30
113309618237430501,,08:01:46,,08:03:00,,08:06:46,08:05:00,08:05:46,,,07:55:09,07:57:56,,07:46:00,,08:15:00,08:15:41,08:17:00,,08:18:00,08:19:20,08:20:00,07:46:45,07:48:00,07:49:00,,,,,,,,,08:09:50,08:08:12,08:10:48,08:13:00,08:14:01,08:08:58,,,,,07:53:01,07:59:49,07:54:00,,07:52:00,,,07:44:00,07:50:30
113309619237430501,,08:21:46,,08:23:00,,08:26:46,08:25:00,08:25:46,,,08:15:09,08:17:56,,08:06:00,,08:35:00,08:35:41,08:37:00,,08:38:00,08:39:20,08:40:00,08:06:45,08:08:00,08:09:00,,,,,,,,,08:29:50,08:28:12,08:30:48,08:33:00,08:34:01,08:28:58,,,,,08:13:01,08:19:49,08:14:00,,08:12:00,,,08:03:00,08:10:30
113309620237430501,,08:41:46,,08:43:00,,08:46:46,08:45:00,08:45:46,,,08:35:09,08:37:56,,08:26:00,,08:55:00,08:55:41,08:57:00,,08:58:00,08:59:20,09:00:00,08:26:45,08:28:00,08:29:00,,,,,,,,,08:49:50,08:48:12,08:50:48,08:53:00,08:54:01,08:48:58,,,,,08:33:01,08:39:49,08:34:00,,08:32:00,,,08:23:00,08:30:30
113309621237430501,,09:02:46,,09:04:00,,09:07:46,09:06:00,09:06:46,,,08:56:09,08:58:56,,08:46:00,,09:17:00,09:17:41,09:19:00,,09:20:00,09:21:20,09:22:00,08:46:45,08:48:00,08:49:00,,,,,,,,,09:10:50,09:09:12,09:11:48,09:14:00,09:15:32,09:09:58,,,,,08:54:01,09:00:49,08:55:00,,08:53:00,,,08:43:00,08:51:01
113309622237430501,,09:22:46,,09:24:00,,09:27:46,09:26:00,09:26:46,,,09:16:09,09:18:56,,09:06:00,,09:37:00,09:37:41,09:39:00,,09:40:00,09:41:20,09:42:00,09:06:45,09:08:00,09:09:00,,,,,,,,,09:30:50,09:29:12,09:31:48,09:34:00,09:35:32,09:29:58,,,,,09:14:01,09:20:49,09:15:00,,09:13:00,,,09:03:00,09:11:01
113309623237430501,,09:37:46,,09:39:00,,09:42:46,09:41:00,09:41:46,,,09:31:09,09:33:56,,09:21:00,,09:52:00,09:52:41,09:54:00,,09:55:00,09:56:20,09:57:00,09:21:45,09:23:00,09:24:00,,,,,,,,,09:45:50,09:44:12,09:46:48,09:49:00,09:50:32,09:44:58,,,,,09:29:01,09:35:49,09:30:00,,09:28:00,,,09:18:00,09:26:01
113309624237430501,,09:52:46,,09:54:00,,09:57:46,09:56:00,09:56:46,,,09:46:09,09:48:56,,09:36:00,,10:07:00,10:07:41,10:09:00,,10:10:00,10:11:20,10:12:00,09:36:45,09:38:00,09:39:00,,,,,,,,,10:00:50,09:59:12,10:01:48,10:04:00,10:05:32,09:59:58,,,,,09:44:01,09:50:49,09:45:00,,09:43:00,,,09:33:00,09:41:01
113309625237430501,,10:07:46,,10:09:00,,10:12:46,10:11:00,10:11:46,,,10:01:09,10:03:56,,09:51:00,,10:22:00,10:22:41,10:24:00,,10:25:00,10:26:20,10:27:00,09:51:45,09:53:00,09:54:00,,,,,,,,,10:15:50,10:14:12,10:16:48,10:19:00,10:20:32,10:14:58,,,,,09:59:01,10:05:49,10:00:00,,09:58:00,,,09:48:00,09:56:01
113309626237430501,,10:22:46,,10:24:00,,10:27:46,10:26:00,10:26:46,,,10:16:09,10:18:56,,10:06:00,,10:37:00,10:37:41,10:39:00,,10:40:00,10:41:20,10:42:00,10:06:45,10:08:00,10:09:00,,,,,,,,,10:30:50,10:29:12,10:31:48,10:34:00,10:35:32,10:29:58,,,,,10:14:01,10:20:49,10:15:00,,10:13:00,,,10:03:00,10:11:01
113309627237430501,,10:37:46,,10:39:00,,10:42:46,10:41:00,10:41:46,,,10:31:09,10:33:56,,10:21:00,,10:52:00,10:52:41,10:54:00,,10:55:00,10:56:20,10:57:00,10:21:45,10:23:00,10:24:00,,,,,,,,,10:45:50,10:44:12,10:46:48,10:49:00,10:50:32,10:44:58,,,,,10:29:01,10:35:49,10:30:00,,10:28:00,,,10:18:00,10:26:01
113309628237430501,21:33:00,,21:44:18,,21:40:13,,,,21:47:09,21:48:57,,,21:56:00,,21:31:58,,,,21:29:00,,,,,,,21:33:35,21:35:00,21:41:14,21:42:00,21:43:00,21:38:44,21:36:13,21:37:54,,,,,,,21:31:00,21:51:09,21:45:52,21:54:01,,,,21:50:00,,21:52:18,21:57:00,,
