trip_id,0089,1042,5272F,5273F,5281G,5501,5502,5503,5504,5507,5508,5509,5510,5512,5515,5516,5517,5518,5519,5520F,5521,5522,5523,5524,5525,5528F,5529,5530,5531,5532,5533,5551,5553,5554,5555,5556,5559,5560,5561F,5562,6474F,6475F
112960459236299000,06:00:00,,,05:53:00,,,,,,,,,,,,,,,,,05:38:44,05:40:06,05:41:00,05:41:35,05:42:18,05:38:00,,05:43:17,05:59:00,,05:43:04,05:46:00,05:47:14,05:48:31,05:50:00,05:51:08,05:54:43,05:56:37,05:58:00,,,05:44:00
112960460236299000,05:47:00,,,,05:54:00,05:48:02,05:49:00,05:50:41,05:52:11,05:56:00,05:57:00,05:58:50,06:00:15,06:02:07,06:05:16,06:06:13,06:07:00,06:07:54,06:09:16,06:10:00,,,,,,,06:03:57,,,06:04:15,,,,,,,,,,,06:03:00,
112960462236299000,06:16:00,,,06:09:00,,,,,,,,,,,,,,,,,05:54:44,05:56:06,05:57:00,05:57:35,05:58:18,05:54:00,,05:59:17,06:15:00,,05:59:04,06:02:00,06:03:14,06:04:31,06:06:00,06:07:08,06:10:43,06:12:37,06:14:00,,,06:00:00
112960465236299000,06:04:00,,,,06:11:00,06:05:02,06:06:00,06:07:41,06:09:11,06:13:00,06:14:00,06:15:50,06:17:15,06:19:07,06:22:16,06:23:13,06:24:00,06:24:54,06:26:16,06:27:00,,,,,,,06:20:57,,,06:21:15,,,,,,,,,,,06:20:00,
112960466236299000,06:32:00,,,06:25:00,,,,,,,,,,,,,,,,,06:10:44,06:12:06,06:13:00,06:13:35,06:14:18,06:10:00,,06:15:17,,,06:15:04,06:18:00,06:19:14,06:20:31,06:22:00,06:23:08,06:26:43,06:28:37,06:30:00,06:31:09,,06:16:00
112960469236299000,06:41:00,,,06:34:00,,,,,,,,,,,,,,,,,06:19:44,06:21:06,06:22:00,06:22:35,06:23:18,06:19:00,,06:24:17,,,06:24:04,06:27:00,06:28:14,06:29:31,06:31:00,06:32:08,06:35:43,06:37:37,06:39:00,06:40:09,,06:25:00
112960470236299000,06:20:00,,,,06:27:00,06:21:02,06:22:00,06:23:41,06:25:11,06:29:00,06:30:00,06:31:50,06:33:15,06:35:07,06:38:16,06:39:13,06:40:00,06:40:54,06:42:16,06:43:00,,,,,,,06:36:57,,,06:37:15,,,,,,,,,,,06:36:00,
112960473236299000,06:53:00,,,06:46:00,,,,,,,,,,,,,,,,,06:30:44,06:32:06,06:33:00,06:33:35,06:34:18,06:30:00,,06:35:17,,,06:35:04,06:38:00,06:39:33,06:41:09,06:43:00,06:44:08,06:47:43,06:49:37,06:51:00,06:52:09,,06:36:00
112960474236299000,06:36:00,,,,06:43:00,06:37:02,06:38:00,06:39:41,06:41:11,06:45:00,06:46:00,06:47:50,06:49:15,06:51:07,06:54:16,06:55:13,06:56:00,06:56:54,06:58:16,06:59:00,,,,,,,06:52:57,,,06:53:15,,,,,,,,,,,06:52:00,
112960477236299000,07:05:00,,,06:58:00,,,,,,,,,,,,,,,,,06:41:44,06:43:06,06:44:00,06:44:46,06:45:44,06:41:00,,06:47:03,,,06:46:45,06:50:00,06:51:33,06:53:09,06:55:00,06:56:08,06:59:43,07:01:37,07:03:00,07:04:09,,06:48:00
112960478236299000,06:45:00,,,,06:52:00,06:46:02,06:47:00,06:48:41,06:50:11,06:54:00,06:55:00,06:56:50,06:58:15,07:00:07,07:03:16,07:04:13,07:05:00,07:05:54,07:07:16,07:08:00,,,,,,,07:01:57,,,07:02:15,,,,,,,,,,,07:01:00,
112960481236299000,07:14:00,,,07:07:00,,,,,,,,,,,,,,,,,06:50:44,06:52:06,06:53:00,06:53:46,06:54:44,06:50:00,,06:56:03,,,06:55:45,06:59:00,07:00:33,07:02:09,07:04:00,07:05:08,07:08:43,07:10:37,07:12:00,07:13:09,,06:57:00
112960483236299000,07:23:00,,,07:15:00,,,,,,,,,,,,,,,,,06:58:44,07:00:06,07:01:00,07:01:46,07:02:44,06:58:00,,07:04:03,,,07:03:45,07:07:00,07:08:33,07:10:09,07:12:00,07:13:08,07:17:04,07:19:21,07:21:00,07:22:09,,07:05:00
112960484236299000,07:00:00,,,,07:07:00,07:01:02,07:02:00,07:03:41,07:05:11,07:10:00,07:11:00,07:12:50,07:14:15,07:16:07,07:19:16,07:20:13,07:21:00,07:21:54,07:23:16,07:24:00,,,,,,,07:17:57,,,07:18:15,,,,,,,,,,,07:17:00,
112960486236299000,07:29:00,,,07:21:00,,,,,,,,,,,,,,,,,07:04:44,07:06:06,07:07:00,07:07:46,07:08:44,07:04:00,,07:10:03,,,07:09:45,07:13:00,07:14:33,07:16:09,07:18:00,07:19:08,07:23:04,07:25:21,07:27:00,07:28:09,,07:11:00
112960489236299000,07:06:00,,,,07:13:00,07:07:02,07:08:00,07:09:41,07:11:11,07:16:00,07:17:00,07:19:08,07:20:48,07:22:58,07:26:16,07:27:13,07:28:00,07:28:54,07:30:16,07:31:00,,,,,,,07:24:57,,,07:25:15,,,,,,,,,,,07:24:00,
112960490236299000,07:35:00,,,07:27:00,,,,,,,,,,,,,,,,,07:10:44,07:12:06,07:13:00,07:13:46,07:14:44,07:10:00,,07:16:03,,,07:15:45,07:19:00,07:20:33,07:22:09,07:24:00,07:25:08,07:29:04,07:31:21,07:33:00,07:34:09,,07:17:00
112960493236299000,07:41:00,,,07:33:00,,,,,,,,,,,,,,,,,07:14:44,07:16:06,07:17:00,07:17:58,07:19:10,07:14:00,,07:20:49,,,07:20:26,07:24:00,07:25:33,07:27:09,07:29:00,07:30:30,07:35:04,07:37:21,07:39:00,07:40:09,,07:22:00
112960494236299000,07:11:00,,,,07:18:00,07:12:02,07:13:00,07:14:41,07:16:11,07:21:00,07:22:00,07:24:08,07:25:48,07:27:58,07:31:16,07:32:13,07:33:00,07:33:54,07:35:16,07:36:00,,,,,,,07:29:57,,,07:30:15,,,,,,,,,,,07:29:00,
112960497236299000,07:47:00,,,07:39:00,,,,,,,,,,,,,,,,,07:19:44,07:21:06,07:22:00,07:22:58,07:24:10,07:19:00,,07:25:49,,,07:25:26,07:29:00,07:30:51,07:32:47,07:35:00,07:36:30,07:41:04,07:43:21,07:45:00,07:46:09,,07:27:00
112960498236299000,07:18:00,,,,07:25:00,07:19:02,07:20:00,07:21:41,07:23:11,07:28:00,07:29:00,07:31:08,07:32:48,07:34:58,07:38:16,07:39:13,07:40:00,07:40:54,07:42:16,07:43:00,,,,,,,07:36:57,,,07:37:15,,,,,,,,,,,07:36:00,
112960502236299000,07:30:00,,,,07:38:00,07:31:02,07:32:00,07:34:02,07:35:50,07:41:00,07:42:00,07:44:08,07:45:48,07:47:58,07:51:16,07:52:13,07:53:00,07:53:54,07:55:16,07:56:00,,,,,,,07:49:57,,,07:50:15,,,,,,,,,,,07:49:00,
112960503236299000,07:24:00,,,,07:31:00,07:25:02,07:26:00,07:27:41,07:29:11,07:34:00,07:35:00,07:37:08,07:38:48,07:40:58,07:44:16,07:45:13,07:46:00,07:46:54,07:48:16,07:49:00,,,,,,,07:42:57,,,07:43:15,,,,,,,,,,,07:42:00,
112960505236299000,07:53:00,,,07:45:00,,,,,,,,,,,,,,,,,07:25:44,07:27:06,07:28:00,07:28:58,07:30:10,07:25:00,,07:31:49,,,07:31:26,07:35:00,07:36:51,07:38:47,07:41:00,07:42:30,07:47:04,07:49:21,07:51:00,07:52:09,,07:33:00
112960506236299000,07:42:00,,,,07:50:00,07:43:02,07:44:00,07:46:02,07:47:50,07:53:00,07:54:00,07:56:08,07:57:48,07:59:58,08:03:16,08:04:13,08:05:00,08:05:54,08:07:16,08:08:00,,,,,,,08:01:57,,,08:02:15,,,,,,,,,,,08:01:00,
112960507236299000,07:36:00,,,,07:44:00,07:37:02,07:38:00,07:40:02,07:41:50,07:47:00,07:48:00,07:50:08,07:51:48,07:53:58,07:57:16,07:58:13,07:59:00,07:59:54,08:01:16,08:02:00,,,,,,,07:55:57,,,07:56:15,,,,,,,,,,,07:55:00,
112960513236299000,07:59:00,,,07:51:00,,,,,,,,,,,,,,,,,07:31:44,07:33:06,07:34:00,07:34:58,07:36:10,07:31:00,,07:37:49,,,07:37:26,07:41:00,07:42:51,07:44:47,07:47:00,07:48:30,07:53:04,07:55:21,07:57:00,07:58:09,,07:39:00
112960514236299000,08:11:00,,,08:03:00,,,,,,,,,,,,,,,,,07:43:44,07:45:06,07:46:00,07:46:58,07:48:10,07:43:00,,07:49:49,,,07:49:26,07:53:00,07:54:51,07:56:47,07:59:00,08:00:30,08:05:04,08:07:21,08:09:00,08:10:09,,07:51:00
112960515236299000,08:05:00,,,07:57:00,,,,,,,,,,,,,,,,,07:37:44,07:39:06,07:40:00,07:40:58,07:42:10,07:37:00,,07:43:49,,,07:43:26,07:47:00,07:48:51,07:50:47,07:53:00,07:54:30,07:59:04,08:01:21,08:03:00,08:04:09,,07:45:00
112960516236299000,08:06:00,,,,08:14:00,08:07:02,08:08:00,08:10:02,08:11:50,08:17:00,08:18:00,08:20:08,08:21:48,08:23:58,08:27:16,08:28:13,08:29:00,08:29:54,08:31:16,08:32:00,,,,,,,08:25:57,,,08:26:15,,,,,,,,,,,08:25:00,
112960517236299000,08:00:00,,,,08:08:00,08:01:02,08:02:00,08:04:02,08:05:50,08:11:00,08:12:00,08:14:08,08:15:48,08:17:58,08:21:16,08:22:13,08:23:00,08:23:54,08:25:16,08:26:00,,,,,,,08:19:57,,,08:20:15,,,,,,,,,,,08:19:00,
112960518236299000,07:54:00,,,,08:02:00,07:55:02,07:56:00,07:58:02,07:59:50,08:05:00,08:06:00,08:08:08,08:09:48,08:11:58,08:15:16,08:16:13,08:17:00,08:17:54,08:19:16,08:20:00,,,,,,,08:13:57,,,08:14:15,,,,,,,,,,,08:13:00,
112960519236299000,07:48:00,,,,07:56:00,07:49:02,07:50:00,07:52:02,07:53:50,07:59:00,08:00:00,08:02:08,08:03:48,08:05:58,08:09:16,08:10:13,08:11:00,08:11:54,08:13:16,08:14:00,,,,,,,08:07:57,,,08:08:15,,,,,,,,,,,08:07:00,
112960528236299000,08:23:00,,,08:15:00,,,,,,,,,,,,,,,,,07:55:44,07:57:06,07:58:00,07:58:58,08:00:10,07:55:00,,08:01:49,,,08:01:26,08:05:00,08:06:51,08:08:47,08:11:00,08:12:30,08:17:04,08:19:21,08:21:00,08:22:09,,08:03:00
112960529236299000,08:35:00,,,08:27:00,,,,,,,,,,,,,,,,,08:07:44,08:09:06,08:10:00,08:10:58,08:12:10,08:07:00,,08:13:49,,,08:13:26,08:17:00,08:18:51,08:20:47,08:23:00,08:24:30,08:29:04,08:31:21,08:33:00,08:34:09,,08:15:00
112960530236299000,08:17:00,,,08:09:00,,,,,,,,,,,,,,,,,07:49:44,07:51:06,07:52:00,07:52:58,07:54:10,07:49:00,,07:55:49,,,07:55:26,07:59:00,08:00:51,08:02:47,08:05:00,08:06:30,08:11:04,08:13:21,08:15:00,08:16:09,,07:57:00
112960531236299000,08:29:00,,,08:21:00,,,,,,,,,,,,,,,,,08:01:44,08:03:06,08:04:00,08:04:58,08:06:10,08:01:00,,08:07:49,,,08:07:26,08:11:00,08:12:51,08:14:47,08:17:00,08:18:30,08:23:04,08:25:21,08:27:00,08:28:09,,08:09:00
112960532236299000,08:53:00,,,08:45:00,,,,,,,,,,,,,,,,,08:25:44,08:27:06,08:28:00,08:28:58,08:30:10,08:25:00,,08:31:49,,,08:31:26,08:35:00,08:36:51,08:38:47,08:41:00,08:42:30,08:47:04,08:49:21,08:51:00,08:52:09,,08:33:00
112960536236299000,08:36:00,,,,08:44:00,08:37:02,08:38:00,08:40:02,08:41:50,08:47:00,08:48:00,08:50:08,08:51:48,08:53:58,08:57:16,08:58:13,08:59:00,08:59:54,09:01:16,09:02:00,,,,,,,08:55:57,,,08:56:15,,,,,,,,,,,08:55:00,
112960537236299000,08:30:00,,,,08:38:00,08:31:02,08:32:00,08:34:02,08:35:50,08:41:00,08:42:00,08:44:08,08:45:48,08:47:58,08:51:16,08:52:13,08:53:00,08:53:54,08:55:16,08:56:00,,,,,,,08:49:57,,,08:50:15,,,,,,,,,,,08:49:00,
112960538236299000,08:24:00,,,,08:32:00,08:25:02,08:26:00,08:28:02,08:29:50,08:35:00,08:36:00,08:38:08,08:39:48,08:41:58,08:45:16,08:46:13,08:47:00,08:47:54,08:49:16,08:50:00,,,,,,,08:43:57,,,08:44:15,,,,,,,,,,,08:43:00,
112960539236299000,08:18:00,,,,08:26:00,08:19:02,08:20:00,08:22:02,08:23:50,08:29:00,08:30:00,08:32:08,08:33:48,08:35:58,08:39:16,08:40:13,08:41:00,08:41:54,08:43:16,08:44:00,,,,,,,08:37:57,,,08:38:15,,,,,,,,,,,08:37:00,
112960540236299000,08:12:00,,,,08:20:00,08:13:02,08:14:00,08:16:02,08:17:50,08:23:00,08:24:00,08:26:08,08:27:48,08:29:58,08:33:16,08:34:13,08:35:00,08:35:54,08:37:16,08:38:00,,,,,,,08:31:57,,,08:32:15,,,,,,,,,,,08:31:00,
112960548236299000,08:47:00,,,08:39:00,,,,,,,,,,,,,,,,,08:19:44,08:21:06,08:22:00,08:22:58,08:24:10,08:19:00,,08:25:49,,,08:25:26,08:29:00,08:30:51,08:32:47,08:35:00,08:36:30,08:41:04,08:43:21,08:45:00,08:46:09,,08:27:00
112960549236299000,08:59:00,,,08:51:00,,,,,,,,,,,,,,,,,08:31:44,08:33:06,08:34:00,08:34:58,08:36:10,08:31:00,,08:37:49,,,08:37:26,08:41:00,08:42:51,08:44:47,08:47:00,08:48:30,08:53:04,08:55:21,08:57:00,08:58:09,,08:39:00
112960550236299000,08:41:00,,,08:33:00,,,,,,,,,,,,,,,,,08:13:44,08:15:06,08:16:00,08:16:58,08:18:10,08:13:00,,08:19:49,,,08:19:26,08:23:00,08:24:51,08:26:47,08:29:00,08:30:30,08:35:04,08:37:21,08:39:00,08:40:09,,08:21:00
112960551236299000,09:36:00,,,09:29:00,,,,,,,,,,,,,,,,,09:10:44,09:12:06,09:13:00,09:13:58,09:15:10,09:10:00,,09:16:49,,,09:16:26,09:20:00,09:21:33,09:23:09,09:25:00,09:26:30,09:30:43,09:32:37,09:34:00,09:35:09,,09:18:00
112960552236299000,09:22:00,,,09:15:00,,,,,,,,,,,,,,,,,08:56:44,08:58:06,08:59:00,08:59:58,09:01:10,08:56:00,,09:02:49,,,09:02:26,09:06:00,09:07:33,09:09:09,09:11:00,09:12:30,09:16:43,09:18:37,09:20:00,09:21:09,,09:04:00
112960556236299000,09:00:00,,,,09:08:00,09:01:02,09:02:00,09:04:02,09:05:50,09:11:00,09:12:00,09:14:08,09:15:48,09:17:58,09:21:16,09:22:13,09:23:00,09:23:54,09:25:16,09:26:00,,,,,,,09:19:57,,,09:20:15,,,,,,,,,,,09:19:00,
112960557236299000,08:54:00,,,,09:02:00,08:55:02,08:56:00,08:58:02,08:59:50,09:05:00,09:06:00,09:08:08,09:09:48,09:11:58,09:15:16,09:16:13,09:17:00,09:17:54,09:19:16,09:20:00,,,,,,,09:13:57,,,09:14:15,,,,,,,,,,,09:13:00,
112960558236299000,08:48:00,,,,08:56:00,08:49:02,08:50:00,08:52:02,08:53:50,08:59:00,09:00:00,09:02:08,09:03:48,09:05:58,09:09:16,09:10:13,09:11:00,09:11:54,09:13:16,09:14:00,,,,,,,09:07:57,,,09:08:15,,,,,,,,,,,09:07:00,
112960559236299000,08:42:00,,,,08:50:00,08:43:02,08:44:00,08:46:02,08:47:50,08:53:00,08:54:00,08:56:08,08:57:48,08:59:58,09:03:16,09:04:13,09:05:00,09:05:54,09:07:16,09:08:00,,,,,,,09:01:57,,,09:02:15,,,,,,,,,,,09:01:00,
112960564236299000,09:46:00,,,09:39:00,,,,,,,,,,,,,,,,,09:21:44,09:23:06,09:24:00,09:24:46,09:25:44,09:21:00,,09:27:03,,,09:26:45,09:30:00,09:31:33,09:33:09,09:35:00,09:36:30,09:40:43,09:42:37,09:44:00,09:45:09,,09:28:00
112960565236299000,10:05:00,,,09:58:00,,,,,,,,,,,,,,,,,09:40:44,09:42:06,09:43:00,09:43:46,09:44:44,09:40:00,,09:46:03,,,09:45:45,09:49:00,09:50:33,09:52:09,09:54:00,09:55:30,09:59:43,10:01:37,10:03:00,10:04:09,,09:47:00
112960566236299000,09:55:00,,,09:48:00,,,,,,,,,,,,,,,,,09:30:44,09:32:06,09:33:00,09:33:46,09:34:44,09:30:00,,09:36:03,,,09:35:45,09:39:00,09:40:33,09:42:09,09:44:00,09:45:30,09:49:43,09:51:37,09:53:00,09:54:09,,09:37:00
112960570236299000,10:15:00,,,10:08:00,,,,,,,,,,,,,,,,,09:50:44,09:52:06,09:53:00,09:53:46,09:54:44,09:50:00,,09:56:03,,,09:55:45,09:59:00,10:00:33,10:02:09,10:04:00,10:05:30,10:09:43,10:11:37,10:13:00,10:14:09,,09:57:00
112960571236299000,10:25:00,,,10:18:00,,,,,,,,,,,,,,,,,10:00:44,10:02:06,10:03:00,10:03:46,10:04:44,10:00:00,,10:06:03,,,10:05:45,10:09:00,10:10:33,10:12:09,10:14:00,10:15:30,10:19:43,10:21:37,10:23:00,10:24:09,,10:07:00
112960572236299000,10:35:00,,,10:28:00,,,,,,,,,,,,,,,,,10:10:44,10:12:06,10:13:00,10:13:46,10:14:44,10:10:00,,10:16:03,,,10:15:45,10:19:00,10:20:33,10:22:09,10:24:00,10:25:30,10:29:43,10:31:37,10:33:00,10:34:09,,10:17:00
112960573236299000,10:09:00,,,,10:16:00,10:10:02,10:11:00,10:12:41,10:14:11,10:19:00,10:20:00,10:22:08,10:23:48,10:25:58,10:29:16,10:30:13,10:31:00,10:31:54,10:33:16,10:34:00,,,,,,,10:27:57,,,10:28:15,,,,,,,,,,,10:27:00,
112960574236299000,09:59:00,,,,10:06:00,10:00:02,10:01:00,10:02:41,10:04:11,10:09:00,10:10:00,10:12:08,10:13:48,10:15:58,10:19:16,10:20:13,10:21:00,10:21:54,10:23:16,10:24:00,,,,,,,10:17:57,,,10:18:15,,,,,,,,,,,10:17:00,
112960575236299000,09:50:00,,,,09:57:00,09:51:02,09:52:00,09:53:41,09:55:11,10:00:00,10:01:00,10:03:08,10:04:48,10:06:58,10:10:16,10:11:13,10:12:00,10:12:54,10:14:16,10:15:00,,,,,,,10:08:57,,,10:09:15,,,,,,,,,,,10:08:00,
112960581236299000,11:05:00,,,10:58:00,,,,,,,,,,,,,,,,,10:40:44,10:42:06,10:43:00,10:43:46,10:44:44,10:40:00,,10:46:03,,,10:45:45,10:49:00,10:50:33,10:52:09,10:54:00,10:55:30,10:59:43,11:01:37,11:03:00,11:04:09,,10:47:00
112960582236299000,10:45:00,,,10:38:00,,,,,,,,,,,,,,,,,10:20:44,10:22:06,10:23:00,10:23:46,10:24:44,10:20:00,,10:26:03,,,10:25:45,10:29:00,10:30:33,10:32:09,10:34:00,10:35:30,10:39:43,10:41:37,10:43:00,10:44:09,,10:27:00
112960583236299000,10:55:00,,,10:48:00,,,,,,,,,,,,,,,,,10:30:44,10:32:06,10:33:00,10:33:46,10:34:44,10:30:00,,10:36:03,,,10:35:45,10:39:00,10:40:33,10:42:09,10:44:00,10:45:30,10:49:43,10:51:37,10:53:00,10:54:09,,10:37:00
112960584236299000,10:39:00,,,,10:46:00,10:40:02,10:41:00,10:42:41,10:44:11,10:49:00,10:50:00,10:52:08,10:53:48,10:55:58,10:59:16,11:00:13,11:01:00,11:01:54,11:03:16,11:04:00,,,,,,,10:57:57,,,10:58:15,,,,,,,,,,,10:57:00,
112960585236299000,10:29:00,,,,10:36:00,10:30:02,10:31:00,10:32:41,10:34:11,10:39:00,10:40:00,10:42:08,10:43:48,10:45:58,10:49:16,10:50:13,10:51:00,10:51:54,10:53:16,10:54:00,,,,,,,10:47:57,,,10:48:15,,,,,,,,,,,10:47:00,
112960586236299000,10:19:00,,,,10:26:00,10:20:02,10:21:00,10:22:41,10:24:11,10:29:00,10:30:00,10:32:08,10:33:48,10:35:58,10:39:16,10:40:13,10:41:00,10:41:54,10:43:16,10:44:00,,,,,,,10:37:57,,,10:38:15,,,,,,,,,,,10:37:00,
112960595236299000,11:35:00,,,11:28:00,,,,,,,,,,,,,,,,,11:10:44,11:12:06,11:13:00,11:13:46,11:14:44,11:10:00,,11:16:03,,,11:15:45,11:19:00,11:20:33,11:22:09,11:24:00,11:25:30,11:29:43,11:31:37,11:33:00,11:34:09,,11:17:00
112960596236299000,11:15:00,,,11:08:00,,,,,,,,,,,,,,,,,10:50:44,10:52:06,10:53:00,10:53:46,10:54:44,10:50:00,,10:56:03,,,10:55:45,10:59:00,11:00:33,11:02:09,11:04:00,11:05:30,11:09:43,11:11:37,11:13:00,11:14:09,,10:57:00
112960597236299000,11:26:00,,,11:19:00,,,,,,,,,,,,,,,,,11:01:44,11:03:06,11:04:00,11:04:46,11:05:44,11:01:00,,11:07:03,,,11:06:45,11:10:00,11:11:33,11:13:09,11:15:00,11:16:30,11:20:43,11:22:37,11:24:00,11:25:09,,11:08:00
112960598236299000,11:09:00,,,,11:16:00,11:10:02,11:11:00,11:12:41,11:14:11,11:19:00,11:20:00,11:22:08,11:23:48,11:25:58,11:29:16,11:30:13,11:31:00,11:31:54,11:33:16,11:34:00,,,,,,,11:27:57,,,11:28:15,,,,,,,,,,,11:27:00,
112960599236299000,10:59:00,,,,11:06:00,11:00:02,11:01:00,11:02:41,11:04:11,11:09:00,11:10:00,11:12:08,11:13:48,11:15:58,11:19:16,11:20:13,11:21:00,11:21:54,11:23:16,11:24:00,,,,,,,11:17:57,,,11:18:15,,,,,,,,,,,11:17:00,
112960600236299000,10:49:00,,,,10:56:00,10:50:02,10:51:00,10:52:41,10:54:11,10:59:00,11:00:00,11:02:08,11:03:48,11:05:58,11:09:16,11:10:13,11:11:00,11:11:54,11:13:16,11:14:00,,,,,,,11:07:57,,,11:08:15,,,,,,,,,,,11:07:00,
112960607236299000,11:43:00,,,11:36:00,,,,,,,,,,,,,,,,,11:18:44,11:20:06,11:21:00,11:21:46,11:22:44,11:18:00,,11:24:03,,,11:23:45,11:27:00,11:28:33,11:30:09,11:32:00,11:33:30,11:37:43,11:39:37,11:41:00,11:42:09,,11:25:00
112960608236299000,11:59:00,,,11:52:00,,,,,,,,,,,,,,,,,11:34:44,11:36:06,11:37:00,11:37:46,11:38:44,11:34:00,,11:40:03,,,11:39:45,11:43:00,11:44:33,11:46:09,11:48:00,11:49:30,11:53:43,11:55:37,11:57:00,11:58:09,,11:41:00
112960609236299000,11:51:00,,,11:44:00,,,,,,,,,,,,,,,,,11:26:44,11:28:06,11:29:00,11:29:46,11:30:44,11:26:00,,11:32:03,,,11:31:45,11:35:00,11:36:33,11:38:09,11:40:00,11:41:30,11:45:43,11:47:37,11:49:00,11:50:09,,11:33:00
112960610236299000,12:14:00,,,12:07:00,,,,,,,,,,,,,,,,,11:49:44,11:51:06,11:52:00,11:52:46,11:53:44,11:49:00,,11:55:03,,,11:54:45,11:58:00,11:59:33,12:01:09,12:03:00,12:04:30,12:08:43,12:10:37,12:12:00,12:13:09,,11:56:00
112960611236299000,12:06:00,,,11:59:00,,,,,,,,,,,,,,,,,11:41:44,11:43:06,11:44:00,11:44:46,11:45:44,11:41:00,,11:47:03,,,11:46:45,11:50:00,11:51:33,11:53:09,11:55:00,11:56:30,12:00:43,12:02:37,12:04:00,12:05:09,,11:48:00
112960612236299000,11:43:00,,,,11:50:00,11:44:02,11:45:00,11:46:41,11:48:11,11:53:00,11:54:00,11:56:08,11:57:48,11:59:58,12:03:16,12:04:13,12:05:00,12:05:54,12:07:16,12:08:00,,,,,,,12:01:57,,,12:02:15,,,,,,,,,,,12:01:00,
112960613236299000,11:35:00,,,,11:42:00,11:36:02,11:37:00,11:38:41,11:40:11,11:45:00,11:46:00,11:48:08,11:49:48,11:51:58,11:55:16,11:56:13,11:57:00,11:57:54,11:59:16,12:00:00,,,,,,,11:53:57,,,11:54:15,,,,,,,,,,,11:53:00,
112960614236299000,11:27:00,,,,11:34:00,11:28:02,11:29:00,11:30:41,11:32:11,11:37:00,11:38:00,11:40:08,11:41:48,11:43:58,11:47:16,11:48:13,11:49:00,11:49:54,11:51:16,11:52:00,,,,,,,11:45:57,,,11:46:15,,,,,,,,,,,11:45:00,
112960615236299000,11:19:00,,,,11:26:00,11:20:02,11:21:00,11:22:41,11:24:11,11:29:00,11:30:00,11:32:08,11:33:48,11:35:58,11:39:16,11:40:13,11:41:00,11:41:54,11:43:16,11:44:00,,,,,,,11:37:57,,,11:38:15,,,,,,,,,,,11:37:00,
112960624236299000,12:44:00,,,12:37:00,,,,,,,,,,,,,,,,,12:19:44,12:21:06,12:22:00,12:22:46,12:23:44,12:19:00,,12:25:03,,,12:24:45,12:28:00,12:29:33,12:31:09,12:33:00,12:34:30,12:38:43,12:40:37,12:42:00,12:43:09,,12:26:00
112960625236299000,12:36:00,,,12:29:00,,,,,,,,,,,,,,,,,12:11:44,12:13:06,12:14:00,12:14:46,12:15:44,12:11:00,,12:17:03,,,12:16:45,12:20:00,12:21:33,12:23:09,12:25:00,12:26:30,12:30:43,12:32:37,12:34:00,12:35:09,,12:18:00
112960626236299000,12:29:00,,,12:22:00,,,,,,,,,,,,,,,,,12:04:44,12:06:06,12:07:00,12:07:46,12:08:44,12:04:00,,12:10:03,,,12:09:45,12:13:00,12:14:33,12:16:09,12:18:00,12:19:30,12:23:43,12:25:37,12:27:00,12:28:09,,12:11:00
112960627236299000,12:21:00,,,12:14:00,,,,,,,,,,,,,,,,,11:56:44,11:58:06,11:59:00,11:59:46,12:00:44,11:56:00,,12:02:03,,,12:01:45,12:05:00,12:06:33,12:08:09,12:10:00,12:11:30,12:15:43,12:17:37,12:19:00,12:20:09,,12:03:00
112960628236299000,12:14:00,,,,12:21:00,12:15:02,12:16:00,12:17:41,12:19:11,12:24:00,12:25:00,12:27:08,12:28:48,12:30:58,12:34:16,12:35:13,12:36:00,12:36:54,12:38:16,12:39:00,,,,,,,12:32:57,,,12:33:15,,,,,,,,,,,12:32:00,
112960629236299000,12:06:00,,,,12:13:00,12:07:02,12:08:00,12:09:41,12:11:11,12:16:00,12:17:00,12:19:08,12:20:48,12:22:58,12:26:16,12:27:13,12:28:00,12:28:54,12:30:16,12:31:00,,,,,,,12:24:57,,,12:25:15,,,,,,,,,,,12:24:00,
112960630236299000,11:59:00,,,,12:06:00,12:00:02,12:01:00,12:02:41,12:04:11,12:09:00,12:10:00,12:12:08,12:13:48,12:15:58,12:19:16,12:20:13,12:21:00,12:21:54,12:23:16,12:24:00,,,,,,,12:17:57,,,12:18:15,,,,,,,,,,,12:17:00,
112960631236299000,11:51:00,,,,11:58:00,11:52:02,11:53:00,11:54:41,11:56:11,12:01:00,12:02:00,12:04:08,12:05:48,12:07:58,12:11:16,12:12:13,12:13:00,12:13:54,12:15:16,12:16:00,,,,,,,12:09:57,,,12:10:15,,,,,,,,,,,12:09:00,
112960640236299000,12:52:00,,,12:45:00,,,,,,,,,,,,,,,,,12:27:44,12:29:06,12:30:00,12:30:46,12:31:44,12:27:00,,12:33:03,,,12:32:45,12:36:00,12:37:33,12:39:09,12:41:00,12:42:30,12:46:43,12:48:37,12:50:00,12:51:09,,12:34:00
112960641236299000,13:15:00,,,13:08:00,,,,,,,,,,,,,,,,,12:50:44,12:52:06,12:53:00,12:53:46,12:54:44,12:50:00,,12:56:03,,,12:55:45,12:59:00,13:00:33,13:02:09,13:04:00,13:05:30,13:09:43,13:11:37,13:13:00,13:14:09,,12:57:00
112960642236299000,13:08:00,,,13:01:00,,,,,,,,,,,,,,,,,12:43:44,12:45:06,12:46:00,12:46:46,12:47:44,12:43:00,,12:49:03,,,12:48:45,12:52:00,12:53:33,12:55:09,12:57:00,12:58:30,13:02:43,13:04:37,13:06:00,13:07:09,,12:50:00
