trip_id,1662,1664,1665,1666,2528,2541,3800,3802,3804B,3805,3808,3810,3812,3814,3815,3850,3851,3852,3853,3856,3858,3859,3860
113552897238506503,17:00:00,,16:52:00,,16:55:39,16:57:09,,,,,,,,,16:46:34,16:46:00,16:47:27,16:54:29,,16:51:00,16:53:00,16:49:31,16:48:23
113552898238506503,17:30:00,,17:22:00,,17:25:39,17:27:09,,,,,,,,,17:16:34,17:16:00,17:17:27,17:24:29,,17:21:00,17:23:00,17:19:31,17:18:23
113552899238506503,17:45:00,,17:37:00,,17:40:39,17:42:09,,,,,,,,,17:31:34,17:31:00,17:32:27,17:39:29,,17:36:00,17:38:00,17:34:31,17:33:23
113552900238506503,18:16:00,,18:08:00,,18:11:39,18:13:09,,,,,,,,,18:02:27,18:02:00,18:03:10,18:10:29,,18:06:00,18:09:00,18:04:49,18:03:54
113552901238506503,18:00:00,,17:52:00,,17:55:39,17:57:09,,,,,,,,,17:46:34,17:46:00,17:47:27,17:54:29,,17:51:00,17:53:00,17:49:31,17:48:23
113552902238506503,,17:52:00,,17:58:00,,,17:53:47,17:54:53,17:55:39,17:57:00,18:00:00,18:03:00,18:00:54,18:04:06,,18:05:00,,,18:02:03,,,,
113552903238506503,,18:07:00,,18:13:00,,,18:08:47,18:09:53,18:10:39,18:12:00,18:15:00,18:18:00,18:15:54,18:19:06,,18:20:00,,,18:17:03,,,,
113552904238506503,,17:07:00,,17:13:00,,,17:08:47,17:09:53,17:10:39,17:12:00,17:15:00,17:18:00,17:15:54,17:19:06,,17:20:00,,,17:17:03,,,,
113552905238506503,,16:52:00,,16:58:00,,,16:53:47,16:54:53,16:55:39,16:57:00,17:00:00,17:03:00,17:00:54,17:04:06,,17:05:00,,,17:02:03,,,,
113552906238506503,18:31:00,,18:23:00,,18:26:39,18:28:09,,,,,,,,,18:17:27,18:17:00,18:18:10,18:25:29,,18:21:00,18:24:00,18:19:49,18:18:54
113552907238506503,,18:23:00,,18:29:00,,,18:24:47,18:25:53,18:26:39,18:28:00,18:31:00,18:34:00,18:31:54,18:35:06,,18:36:00,,,18:33:03,,,,
113552908238506503,19:01:00,,18:53:00,,18:56:39,18:58:09,,,,,,,,,18:47:27,18:47:00,18:48:10,18:55:29,,18:51:00,18:54:00,18:49:49,18:48:54
113552909238506503,,21:04:00,,21:09:00,,,21:05:25,21:06:19,21:06:55,21:08:00,21:10:00,21:12:24,21:10:43,21:13:17,,21:14:00,,,21:11:39,,,,
113552910238506503,,21:44:00,,21:49:00,,,21:45:25,21:46:19,21:46:55,21:48:00,21:50:00,21:52:24,21:50:43,21:53:17,,21:54:00,,,21:51:39,,,,
113552911238506503,,24:04:00,,24:09:00,,,24:05:25,24:06:19,24:06:55,24:08:00,24:10:00,24:12:24,24:10:43,24:13:17,,24:14:00,,,24:11:39,,,,
113552912238506503,23:30:00,,23:24:00,,23:26:53,23:27:58,,,,,,,,,23:20:20,23:20:00,23:20:52,23:26:04,,23:23:00,23:25:00,23:22:07,23:21:26
113552913238506503,,23:38:00,,23:43:00,,,23:39:25,23:40:19,23:40:55,23:42:00,,,,,,,,,,,,,
113552914238506503,,22:04:00,,22:09:00,,,22:05:25,22:06:19,22:06:55,22:08:00,22:10:00,22:12:24,22:10:43,22:13:17,,22:14:00,,,22:11:39,,,,
113552915238506503,,23:30:00,,23:35:00,,,23:31:25,23:32:19,23:32:55,23:34:00,23:36:00,23:38:24,23:36:43,23:39:17,,23:40:00,,,23:37:39,,,,
113552916238506503,21:50:00,,21:44:00,,21:46:53,21:47:58,,,,,,,,,21:39:27,21:39:00,21:40:10,21:46:04,,21:43:00,21:45:00,21:41:49,21:40:54
113552917238506503,23:55:00,,23:49:00,,23:51:53,23:52:58,,,,,,,,,23:45:20,23:45:00,23:45:52,23:51:04,,23:48:00,23:50:00,23:47:07,23:46:26
113552918238506503,21:10:00,,21:04:00,,21:06:53,21:07:58,,,,,,,,,20:59:27,20:59:00,21:00:10,21:06:04,,21:03:00,21:05:00,21:01:49,21:00:54
113552919238506503,,23:04:00,,23:09:00,,,23:05:25,23:06:19,23:06:55,23:08:00,23:10:00,23:12:24,23:10:43,23:13:17,,23:14:00,,,23:11:39,,,,
113552920238506503,,21:24:00,,21:29:00,,,21:25:25,21:26:19,21:26:55,21:28:00,21:30:00,21:32:24,21:30:43,21:33:17,,21:34:00,,,21:31:39,,,,
113552921238506503,23:10:00,,23:04:00,,23:06:53,23:07:58,,,,,,,,,23:00:20,23:00:00,23:00:52,23:06:04,,23:03:00,23:05:00,23:02:07,23:01:26
113552922238506503,21:30:00,,21:24:00,,21:26:53,21:27:58,,,,,,,,,21:19:27,21:19:00,21:20:10,21:26:04,,21:23:00,21:25:00,21:21:49,21:20:54
113552923238506503,,22:44:00,,22:49:00,,,22:45:25,22:46:19,22:46:55,22:48:00,22:50:00,22:52:24,22:50:43,22:53:17,,22:54:00,,,22:51:39,,,,
113552924238506503,22:50:00,,22:44:00,,22:46:53,22:47:58,,,,,,,,,22:39:27,22:39:00,22:40:10,22:46:04,,22:43:00,22:45:00,22:41:49,22:40:54
113552925238506503,,22:24:00,,22:29:00,,,22:25:25,22:26:19,22:26:55,22:28:00,22:30:00,22:32:24,22:30:43,22:33:17,,22:34:00,,,22:31:39,,,,
113552926238506503,24:29:00,,24:23:00,,24:25:53,24:26:58,,,,,,,,,24:19:20,24:19:00,24:19:52,24:25:04,,24:22:00,24:24:00,24:21:07,24:20:26
113552994238506503,,,22:45:00,,,,,,,,,,,,22:40:27,22:40:00,22:41:10,,,22:44:00,,22:42:49,22:41:54
113553124238506503,,08:08:00,,08:14:00,,,08:09:47,08:10:53,08:11:39,08:13:00,08:15:00,08:18:00,08:15:54,08:19:06,,08:20:00,,,08:17:03,,,,
113553125238506503,,10:52:00,,10:58:00,,,10:53:47,10:54:53,10:55:39,10:57:00,11:00:00,11:03:00,11:00:54,11:04:06,,11:05:00,,,11:02:03,,,,
113553126238506503,10:44:00,,10:37:00,,10:40:16,10:41:34,,,,,,,,,10:32:27,10:32:00,10:33:10,10:39:16,,10:36:00,10:38:00,10:34:49,10:33:54
113553127238506503,,10:37:00,,10:43:00,,,10:38:47,10:39:53,10:40:39,10:42:00,10:45:00,10:48:00,10:45:54,10:49:06,,10:50:00,,,10:47:03,,,,
113553128238506503,,10:22:00,,10:28:00,,,10:23:47,10:24:53,10:25:39,10:27:00,10:30:00,10:33:00,10:30:54,10:34:06,,10:35:00,,,10:32:03,,,,
113553129238506503,,10:07:00,,10:13:00,,,10:08:47,10:09:53,10:10:39,10:12:00,10:15:00,10:18:00,10:15:54,10:19:06,,10:20:00,,,10:17:03,,,,
113553130238506503,,09:52:00,,09:58:00,,,09:53:47,09:54:53,09:55:39,09:57:00,10:00:00,10:03:00,10:00:54,10:04:06,,10:05:00,,,10:02:03,,,,
113553131238506503,,09:37:00,,09:43:00,,,09:38:47,09:39:53,09:40:39,09:42:00,09:45:00,09:48:00,09:45:54,09:49:06,,09:50:00,,,09:47:03,,,,
113553132238506503,,09:22:00,,09:28:00,,,09:23:47,09:24:53,09:25:39,09:27:00,09:30:00,09:33:00,09:30:54,09:34:06,,09:35:00,,,09:32:03,,,,
113553134238506503,,11:07:00,,11:13:00,,,11:08:47,11:09:53,11:10:39,11:12:00,11:15:00,11:18:00,11:15:54,11:19:06,,11:20:00,,,11:17:03,,,,
113553135238506503,10:59:00,,10:52:00,,10:55:16,10:56:34,,,,,,,,,10:47:27,10:47:00,10:48:10,10:54:16,,10:51:00,10:53:00,10:49:49,10:48:54
113553136238506503,,08:38:00,,08:44:00,,,08:39:47,08:40:53,08:41:39,08:43:00,08:45:00,08:48:00,08:45:54,08:49:06,,08:50:00,,,08:47:03,,,,
113553137238506503,,08:53:00,,08:59:00,,,08:54:47,08:55:53,08:56:39,08:58:00,09:00:00,09:03:00,09:00:54,09:04:06,,09:05:00,,,09:02:03,,,,
113553138238506503,,09:07:00,,09:13:00,,,09:08:47,09:09:53,09:10:39,09:12:00,09:15:00,09:18:00,09:15:54,09:19:06,,09:20:00,,,09:17:03,,,,
113553139238506503,08:28:00,,08:22:00,,08:24:53,08:25:58,,,,,,,,,08:17:27,08:17:00,08:18:10,08:24:04,,08:21:00,08:23:00,08:19:49,08:18:54
113553140238506503,08:43:00,,08:37:00,,08:39:53,08:40:58,,,,,,,,,08:32:27,08:32:00,08:33:10,08:39:04,,08:36:00,08:38:00,08:34:49,08:33:54
113553141238506503,08:58:00,,08:52:00,,08:54:53,08:55:58,,,,,,,,,08:47:27,08:47:00,08:48:10,08:54:04,,08:51:00,08:53:00,08:49:49,08:48:54
113553142238506503,09:13:00,,09:07:00,,09:09:53,09:10:58,,,,,,,,,09:02:27,09:02:00,09:03:10,09:09:04,,09:06:00,09:08:00,09:04:49,09:03:54
113553143238506503,09:28:00,,09:22:00,,09:24:53,09:25:58,,,,,,,,,09:17:27,09:17:00,09:18:10,09:24:04,,09:21:00,09:23:00,09:19:49,09:18:54
113553144238506503,09:43:00,,09:37:00,,09:39:53,09:40:58,,,,,,,,,09:32:27,09:32:00,09:33:10,09:39:04,,09:36:00,09:38:00,09:34:49,09:33:54
113553145238506503,09:58:00,,09:52:00,,09:54:53,09:55:58,,,,,,,,,09:47:27,09:47:00,09:48:10,09:54:04,,09:51:00,09:53:00,09:49:49,09:48:54
113553146238506503,10:14:00,,10:07:00,,10:10:16,10:11:34,,,,,,,,,10:02:27,10:02:00,10:03:10,10:09:16,,10:06:00,10:08:00,10:04:49,10:03:54
113553147238506503,10:29:00,,10:22:00,,10:25:16,10:26:34,,,,,,,,,10:17:27,10:17:00,10:18:10,10:24:16,,10:21:00,10:23:00,10:19:49,10:18:54
113553163238506503,07:23:00,,07:17:00,,07:19:53,07:20:58,,,,,,,,,,,,07:19:04,,,07:18:00,,
113553169238508602,,22:24:00,,22:29:00,,,22:25:25,22:26:19,22:26:55,22:28:00,22:30:00,22:32:24,22:30:43,22:33:17,,22:34:00,,,22:31:39,,,,
113553170238508602,,23:38:00,,23:43:00,,,23:39:25,23:40:19,23:40:55,23:42:00,,,,,,,,,,,,,
113553171238508602,,24:37:00,,24:42:00,,,24:38:25,24:39:19,24:39:55,24:41:00,,,,,,,,,,,,,
113553172238508602,,22:04:00,,22:09:00,,,22:05:25,22:06:19,22:06:55,22:08:00,22:10:00,22:12:24,22:10:43,22:13:17,,22:14:00,,,22:11:39,,,,
113553173238508602,,23:04:00,,23:09:00,,,23:05:25,23:06:19,23:06:55,23:08:00,23:10:00,23:12:24,23:10:43,23:13:17,,23:14:00,,,23:11:39,,,,
113553174238508602,,22:44:00,,22:49:00,,,22:45:25,22:46:19,22:46:55,22:48:00,22:50:00,22:52:24,22:50:43,22:53:17,,22:54:00,,,22:51:39,,,,
113553175238508602,,24:04:00,,24:09:00,,,24:05:25,24:06:19,24:06:55,24:08:00,24:10:00,24:12:24,24:10:43,24:13:17,,24:14:00,,,24:11:39,,,,
113553176238508602,,23:30:00,,23:35:00,,,23:31:25,23:32:19,23:32:55,23:34:00,23:36:00,23:38:24,23:36:43,23:39:17,,23:40:00,,,23:37:39,,,,
113553177238508602,,06:43:00,,06:48:00,,,06:44:25,06:45:19,06:45:55,06:47:00,06:49:00,06:52:00,06:49:54,06:53:06,,06:54:00,,,06:51:03,,,,
113553178238508602,,21:04:00,,21:09:00,,,21:05:25,21:06:19,21:06:55,21:08:00,21:10:00,21:12:24,21:10:43,21:13:17,,21:14:00,,,21:11:39,,,,
113553179238508602,,06:23:00,,06:28:00,,,06:24:25,06:25:19,06:25:55,06:27:00,06:29:00,06:32:00,06:29:54,06:33:06,,06:34:00,,,06:31:03,,,,
113553180238508602,,21:24:00,,21:29:00,,,21:25:25,21:26:19,21:26:55,21:28:00,21:30:00,21:32:24,21:30:43,21:33:17,,21:34:00,,,21:31:39,,,,
113553181238508602,,05:43:00,,05:48:00,,,05:44:25,05:45:19,05:45:55,05:47:00,05:49:00,05:52:00,05:49:54,05:53:06,,05:54:00,,,05:51:03,,,,
113553182238508602,,06:03:00,,06:08:00,,,06:04:25,06:05:19,06:05:55,06:07:00,06:09:00,06:12:00,06:09:54,06:13:06,,06:14:00,,,06:11:03,,,,
113553183238508602,,21:44:00,,21:49:00,,,21:45:25,21:46:19,21:46:55,21:48:00,21:50:00,21:52:24,21:50:43,21:53:17,,21:54:00,,,21:51:39,,,,
113553184238508602,,09:53:00,,09:59:00,,,09:54:47,09:55:53,09:56:39,09:58:00,10:00:00,10:03:00,10:00:54,10:04:06,,10:05:00,,,10:02:03,,,,
113553185238508602,,07:22:00,,07:28:00,,,07:23:47,07:24:53,07:25:39,07:27:00,07:29:00,07:32:00,07:29:54,07:33:06,,07:34:00,,,07:31:03,,,,
113553186238508602,,10:08:00,,10:14:00,,,10:09:47,10:10:53,10:11:39,10:13:00,10:15:00,10:18:00,10:15:54,10:19:06,,10:20:00,,,10:17:03,,,,
113553187238508602,,11:23:00,,11:29:00,,,11:24:47,11:25:53,11:26:39,11:28:00,11:30:00,11:33:00,11:30:54,11:34:06,,11:35:00,,,11:32:03,,,,
113553189238508602,,12:38:00,,12:44:00,,,12:39:47,12:40:53,12:41:39,12:43:00,12:45:00,12:48:00,12:45:54,12:49:06,,12:50:00,,,12:47:03,,,,
113553190238508602,,07:02:00,,07:08:00,,,07:03:47,07:04:53,07:05:39,07:07:00,07:09:00,07:12:00,07:09:54,07:13:06,,07:14:00,,,07:11:03,,,,
113553191238508602,,10:38:00,,10:44:00,,,10:39:47,10:40:53,10:41:39,10:43:00,10:45:00,10:48:00,10:45:54,10:49:06,,10:50:00,,,10:47:03,,,,
113553192238508602,,08:02:00,,08:08:00,,,08:03:47,08:04:53,08:05:39,08:07:00,08:09:00,08:12:00,08:09:54,08:13:06,,08:14:00,,,08:11:03,,,,
113553193238508602,,10:53:00,,10:59:00,,,10:54:47,10:55:53,10:56:39,10:58:00,11:00:00,11:03:00,11:00:54,11:04:06,,11:05:00,,,11:02:03,,,,
113553194238508602,,11:38:00,,11:44:00,,,11:39:47,11:40:53,11:41:39,11:43:00,11:45:00,11:48:00,11:45:54,11:49:06,,11:50:00,,,11:47:03,,,,
113553196238508602,,07:42:00,,07:48:00,,,07:43:47,07:44:53,07:45:39,07:47:00,07:49:00,07:52:00,07:49:54,07:53:06,,07:54:00,,,07:51:03,,,,
113553200238508602,,11:08:00,,11:14:00,,,11:09:47,11:10:53,11:11:39,11:13:00,11:15:00,11:18:00,11:15:54,11:19:06,,11:20:00,,,11:17:03,,,,
113553201238508602,,10:23:00,,10:29:00,,,10:24:47,10:25:53,10:26:39,10:28:00,10:30:00,10:33:00,10:30:54,10:34:06,,10:35:00,,,10:32:03,,,,
113553202238508602,,11:53:00,,11:59:00,,,11:54:47,11:55:53,11:56:39,11:58:00,12:00:00,12:03:00,12:00:54,12:04:06,,12:05:00,,,12:02:03,,,,
113553203238508602,,12:23:00,,12:29:00,,,12:24:47,12:25:53,12:26:39,12:28:00,12:30:00,12:33:00,12:30:54,12:34:06,,12:35:00,,,12:32:03,,,,
113553204238508602,,12:08:00,,12:14:00,,,12:09:47,12:10:53,12:11:39,12:13:00,12:15:00,12:18:00,12:15:54,12:19:06,,12:20:00,,,12:17:03,,,,
113553205238508602,,13:08:00,,13:14:00,,,13:09:47,13:10:53,13:11:39,13:13:00,13:15:00,13:17:24,13:15:43,13:18:17,,13:19:00,,,13:16:39,,,,
113553206238508602,,13:23:00,,13:29:00,,,13:24:47,13:25:53,13:26:39,13:28:00,13:30:00,13:32:24,13:30:43,13:33:17,,13:34:00,,,13:31:39,,,,
113553207238508602,,14:08:00,,14:14:00,,,14:09:47,14:10:53,14:11:39,14:13:00,14:15:00,14:17:24,14:15:43,14:18:17,,14:19:00,,,14:16:39,,,,
113553208238508602,,14:23:00,,14:29:00,,,14:24:47,14:25:53,14:26:39,14:28:00,14:30:00,14:32:24,14:30:43,14:33:17,,14:34:00,,,14:31:39,,,,
113553209238508602,,14:38:00,,14:44:00,,,14:39:47,14:40:53,14:41:39,14:43:00,14:45:00,14:47:24,14:45:43,14:48:17,,14:49:00,,,14:46:39,,,,
113553210238508602,,13:38:00,,13:44:00,,,13:39:47,13:40:53,13:41:39,13:43:00,13:45:00,13:47:24,13:45:43,13:48:17,,13:49:00,,,13:46:39,,,,
113553211238508602,,12:53:00,,12:59:00,,,12:54:47,12:55:53,12:56:39,12:58:00,13:00:00,13:02:24,13:00:43,13:03:17,,13:04:00,,,13:01:39,,,,
113553212238508602,,13:53:00,,13:59:00,,,13:54:47,13:55:53,13:56:39,13:58:00,14:00:00,14:02:24,14:00:43,14:03:17,,14:04:00,,,14:01:39,,,,
113553213238508602,,14:53:00,,14:59:00,,,14:54:47,14:55:53,14:56:39,14:58:00,15:00:00,15:02:24,15:00:43,15:03:17,,15:04:00,,,15:01:39,,,,
113553214238508602,,15:08:00,,15:14:00,,,15:09:47,15:10:53,15:11:39,15:13:00,15:15:00,15:17:24,15:15:43,15:18:17,,15:19:00,,,15:16:39,,,,
113553216238508602,,16:08:00,,16:14:00,,,16:09:47,16:10:53,16:11:39,16:13:00,16:15:00,16:17:24,16:15:43,16:18:17,,16:19:00,,,16:16:39,,,,
113553217238508602,,15:53:00,,15:59:00,,,15:54:47,15:55:53,15:56:39,15:58:00,16:00:00,16:02:24,16:00:43,16:03:17,,16:04:00,,,16:01:39,,,,
113553218238508602,,16:53:00,,16:59:00,,,16:54:47,16:55:53,16:56:39,16:58:00,17:00:00,17:02:24,17:00:43,17:03:17,,17:04:00,,,17:01:39,,,,
113553221238508602,,15:23:00,,15:29:00,,,15:24:47,15:25:53,15:26:39,15:28:00,15:30:00,15:32:24,15:30:43,15:33:17,,15:34:00,,,15:31:39,,,,
113553222238508602,,16:23:00,,16:29:00,,,16:24:47,16:25:53,16:26:39,16:28:00,16:30:00,16:32:24,16:30:43,16:33:17,,16:34:00,,,16:31:39,,,,
113553224238508602,,15:38:00,,15:44:00,,,15:39:47,15:40:53,15:41:39,15:43:00,15:45:00,15:47:24,15:45:43,15:48:17,,15:49:00,,,15:46:39,,,,
113553226238508602,,16:38:00,,16:44:00,,,16:39:47,16:40:53,16:41:39,16:43:00,16:45:00,16:47:24,16:45:43,16:48:17,,16:49:00,,,16:46:39,,,,
113553231238508602,,20:09:00,,20:14:00,,,20:10:25,20:11:19,20:11:55,20:13:00,20:15:00,20:17:24,20:15:43,20:18:17,,20:19:00,,,20:16:39,,,,
113553232238508602,,20:44:00,,20:49:00,,,20:45:25,20:46:19,20:46:55,20:48:00,20:50:00,20:52:24,20:50:43,20:53:17,,20:54:00,,,20:51:39,,,,
113553234238508602,11:27:00,,11:19:00,,11:22:39,11:24:09,,,,,,,,,11:14:27,11:14:00,11:15:10,11:21:29,,11:18:00,11:20:00,11:16:49,11:15:54
113553235238508602,16:40:00,,16:34:00,,16:36:53,16:37:58,,,,,,,,,16:29:27,16:29:00,16:30:10,16:36:04,,16:33:00,16:35:00,16:31:49,16:30:54
113553236238508602,12:42:00,,12:34:00,,12:37:39,12:39:09,,,,,,,,,12:29:27,12:29:00,12:30:10,12:36:29,,12:33:00,12:35:00,12:31:49,12:30:54
113553237238508602,12:27:00,,12:19:00,,12:22:39,12:24:09,,,,,,,,,12:14:27,12:14:00,12:15:10,12:21:29,,12:18:00,12:20:00,12:16:49,12:15:54
113553238238508602,12:12:00,,12:04:00,,12:07:39,12:09:09,,,,,,,,,11:59:27,11:59:00,12:00:10,12:06:29,,12:03:00,12:05:00,12:01:49,12:00:54
113553239238508602,11:42:00,,11:34:00,,11:37:39,11:39:09,,,,,,,,,11:29:27,11:29:00,11:30:10,11:36:29,,11:33:00,11:35:00,11:31:49,11:30:54
113553240238508602,05:35:00,,05:29:00,,05:31:53,05:32:58,,,,,,,,,,,,05:31:04,,,05:30:00,,
113553241238508602,10:27:00,,10:19:00,,10:22:39,10:24:09,,,,,,,,,10:14:27,10:14:00,10:15:10,10:21:29,,10:18:00,10:20:00,10:16:49,10:15:54
113553242238508602,11:57:00,,11:49:00,,11:52:39,11:54:09,,,,,,,,,11:44:27,11:44:00,11:45:10,11:51:29,,11:48:00,11:50:00,11:46:49,11:45:54
113553243238508602,10:57:00,,10:49:00,,10:52:39,10:54:09,,,,,,,,,10:44:27,10:44:00,10:45:10,10:51:29,,10:48:00,10:50:00,10:46:49,10:45:54
113553244238508602,11:12:00,,11:04:00,,11:07:39,11:09:09,,,,,,,,,10:59:27,10:59:00,11:00:10,11:06:29,,11:03:00,11:05:00,11:01:49,11:00:54
113553246238508602,08:11:00,,08:04:00,,08:07:16,08:08:34,,,,,,,,,07:59:27,07:59:00,08:00:10,08:06:16,,08:03:00,08:05:00,08:01:49,08:00:54
113553247238508602,21:50:00,,21:44:00,,21:46:53,21:47:58,,,,,,,,,21:39:27,21:39:00,21:40:10,21:46:04,,21:43:00,21:45:00,21:41:49,21:40:54
113553248238508602,07:50:00,,07:44:00,,07:46:53,07:47:58,,,,,,,,,07:39:27,07:39:00,07:40:10,07:46:04,,07:43:00,07:45:00,07:41:49,07:40:54
113553250238508602,06:10:00,,06:04:00,,06:06:53,06:07:58,,,,,,,,,05:59:27,05:59:00,06:00:10,06:06:04,,06:03:00,06:05:00,06:01:49,06:00:54
113553252238508602,21:30:00,,21:24:00,,21:26:53,21:27:58,,,,,,,,,21:19:27,21:19:00,21:20:10,21:26:04,,21:23:00,21:25:00,21:21:49,21:20:54
113553253238508602,21:10:00,,21:04:00,,21:06:53,21:07:58,,,,,,,,,20:59:27,20:59:00,21:00:10,21:06:04,,21:03:00,21:05:00,21:01:49,21:00:54
113553255238508602,10:42:00,,10:34:00,,10:37:39,10:39:09,,,,,,,,,10:29:27,10:29:00,10:30:10,10:36:29,,10:33:00,10:35:00,10:31:49,10:30:54
113553256238508602,20:50:00,,20:44:00,,20:46:53,20:47:58,,,,,,,,,20:39:27,20:39:00,20:40:10,20:46:04,,20:43:00,20:45:00,20:41:49,20:40:54
113553257238508602,10:12:00,,10:04:00,,10:07:39,10:09:09,,,,,,,,,09:59:27,09:59:00,10:00:10,10:06:29,,10:03:00,10:05:00,10:01:49,10:00:54
113553258238508602,06:52:00,,06:46:00,,06:48:53,06:49:58,,,,,,,,,06:41:27,06:41:00,06:42:10,06:48:04,,06:45:00,06:47:00,06:43:49,06:42:54
113553259238508602,06:31:00,,06:25:00,,06:27:53,06:28:58,,,,,,,,,06:20:27,06:20:00,06:21:10,06:27:04,,06:24:00,06:26:00,06:22:49,06:21:54
113553260238508602,07:10:00,,07:04:00,,07:06:53,07:07:58,,,,,,,,,06:59:27,06:59:00,07:00:10,07:06:04,,07:03:00,07:05:00,07:01:49,07:00:54
113553268238508602,07:30:00,,07:24:00,,07:26:53,07:27:58,,,,,,,,,07:19:27,07:19:00,07:20:10,07:26:04,,07:23:00,07:25:00,07:21:49,07:20:54
113553269238508602,13:26:00,,13:19:00,,13:22:16,13:23:34,,,,,,,,,13:14:27,13:14:00,13:15:10,13:21:16,,13:18:00,13:20:00,13:16:49,13:15:54
113553270238508602,13:41:00,,13:34:00,,13:37:16,13:38:34,,,,,,,,,13:29:27,13:29:00,13:30:10,13:36:16,,13:33:00,13:35:00,13:31:49,13:30:54
113553271238508602,14:11:00,,14:04:00,,14:07:16,14:08:34,,,,,,,,,13:59:27,13:59:00,14:00:10,14:06:16,,14:03:00,14:05:00,14:01:49,14:00:54
113553273238508602,16:55:00,,16:49:00,,16:51:53,16:52:58,,,,,,,,,16:44:27,16:44:00,16:45:10,16:51:04,,16:48:00,16:50:00,16:46:49,16:45:54
113553274238508602,17:10:00,,17:04:00,,17:06:53,17:07:58,,,,,,,,,16:59:27,16:59:00,17:00:10,17:06:04,,17:03:00,17:05:00,17:01:49,17:00:54
113553276238508602,15:25:00,,15:19:00,,15:21:53,15:22:58,,,,,,,,,15:14:27,15:14:00,15:15:10,15:21:04,,15:18:00,15:20:00,15:16:49,15:15:54
113553277238508602,16:25:00,,16:19:00,,16:21:53,16:22:58,,,,,,,,,16:14:27,16:14:00,16:15:10,16:21:04,,16:18:00,16:20:00,16:16:49,16:15:54
113553278238508602,14:56:00,,14:49:00,,14:52:16,14:53:34,,,,,,,,,14:44:27,14:44:00,14:45:10,14:51:16,,14:48:00,14:50:00,14:46:49,14:45:54
113553279238508602,16:10:00,,16:04:00,,16:06:53,16:07:58,,,,,,,,,15:59:27,15:59:00,16:00:10,16:06:04,,16:03:00,16:05:00,16:01:49,16:00:54
113553280238508602,15:40:00,,15:34:00,,15:36:53,15:37:58,,,,,,,,,15:29:27,15:29:00,15:30:10,15:36:04,,15:33:00,15:35:00,15:31:49,15:30:54
113553281238508602,15:55:00,,15:49:00,,15:51:53,15:52:58,,,,,,,,,15:44:27,15:44:00,15:45:10,15:51:04,,15:48:00,15:50:00,15:46:49,15:45:54
113553282238508602,15:10:00,,15:04:00,,15:06:53,15:07:58,,,,,,,,,14:59:27,14:59:00,15:00:10,15:06:04,,15:03:00,15:05:00,15:01:49,15:00:54
113553284238508602,13:56:00,,13:49:00,,13:52:16,13:53:34,,,,,,,,,13:44:27,13:44:00,13:45:10,13:51:16,,13:48:00,13:50:00,13:46:49,13:45:54
113553285238508602,12:57:00,,12:49:00,,12:52:39,12:54:09,,,,,,,,,12:44:27,12:44:00,12:45:10,12:51:29,,12:48:00,12:50:00,12:46:49,12:45:54
113553286238508602,13:11:00,,13:04:00,,13:07:16,13:08:34,,,,,,,,,12:59:27,12:59:00,13:00:10,13:06:16,,13:03:00,13:05:00,13:01:49,13:00:54
113553287238508602,14:26:00,,14:19:00,,14:22:16,14:23:34,,,,,,,,,14:14:27,14:14:00,14:15:10,14:21:16,,14:18:00,14:20:00,14:16:49,14:15:54
113553288238508602,22:10:00,,22:04:00,,22:06:53,22:07:58,,,,,,,,,21:59:27,21:59:00,22:00:10,22:06:04,,22:03:00,22:05:00,22:01:49,22:00:54
113553289238508602,23:10:00,,23:04:00,,23:06:53,23:07:58,,,,,,,,,23:00:20,23:00:00,23:00:52,23:06:04,,23:03:00,23:05:00,23:02:07,23:01:26
113553290238508602,14:41:00,,14:34:00,,14:37:16,14:38:34,,,,,,,,,14:29:27,14:29:00,14:30:10,14:36:16,,14:33:00,14:35:00,14:31:49,14:30:54
113553291238508602,22:50:00,,22:44:00,,22:46:53,22:47:58,,,,,,,,,22:39:27,22:39:00,22:40:10,22:46:04,,22:43:00,22:45:00,22:41:49,22:40:54
113553292238508602,22:30:00,,22:24:00,,22:26:53,22:27:58,,,,,,,,,22:19:27,22:19:00,22:20:10,22:26:04,,22:23:00,22:25:00,22:21:49,22:20:54
113553293238508602,23:55:00,,23:49:00,,23:51:53,23:52:58,,,,,,,,,23:45:20,23:45:00,23:45:52,23:51:04,,23:48:00,23:50:00,23:47:07,23:46:26
113553294238508602,24:29:00,,24:23:00,,24:25:53,24:26:58,,,,,,,,,24:19:20,24:19:00,24:19:52,24:25:04,,24:22:00,24:24:00,24:21:07,24:20:26
113553295238508602,23:30:00,,23:24:00,,23:26:53,23:27:58,,,,,,,,,23:20:20,23:20:00,23:20:52,23:26:04,,23:23:00,23:25:00,23:22:07,23:21:26
113553360238508602,,,21:46:00,,,,,,,,,,,,21:41:27,21:41:00,21:42:10,,,21:45:00,,21:43:49,21:42:54
113553365238508602,05:56:00,,05:50:00,,05:52:53,05:53:58,,,,,,,,,,,,05:52:04,,,05:51:00,,
113553722238508602,18:10:00,,18:04:00,,18:06:53,18:07:58,,,,,,,,,17:59:27,17:59:00,18:00:10,18:06:04,,18:03:00,18:05:00,18:01:49,18:00:54
113553723238508602,19:25:00,,19:19:00,,19:21:53,19:22:58,,,,,,,,,19:14:27,19:14:00,19:15:10,19:21:04,,19:18:00,19:20:00,19:16:49,19:15:54
