trip_id,1145,1242,1348,1350,1351,1356,1894,2305,2370,2558,3225,3230,3231,3232,3233,3234,3238,3252,3253,3257,3259B,3260,3261,3263B,3281,3282,4074B,4127,4213,4214,4217,4252,4253,4258,4266,4267,4271,4594,4595,6648,6702,6706,6754,6755
113357915237593601,,,09:09:00,09:10:07,,,,,09:07:29,09:01:00,09:21:51,09:23:00,09:24:43,09:25:45,09:26:33,09:28:00,,,,,,,,,,,09:16:20,,09:14:00,09:15:28,09:05:49,,,,,09:02:38,09:04:00,09:21:00,,,09:17:38,09:19:09,,
113357916237593601,,,09:29:00,09:30:07,,,,,09:27:29,09:21:00,09:41:51,09:43:00,09:44:43,09:45:45,09:46:33,09:48:00,,,,,,,,,,,09:36:20,,09:34:00,09:35:28,09:25:49,,,,,09:22:38,09:24:00,09:41:00,,,09:37:38,09:39:09,,
113357917237593601,,,09:42:00,09:43:07,,,,,09:40:29,09:34:00,09:54:51,09:56:00,09:57:43,09:58:45,09:59:33,10:01:00,,,,,,,,,,,09:49:20,,09:47:00,09:48:28,09:38:49,,,,,09:35:38,09:37:00,09:54:00,,,09:50:38,09:52:09,,
113357918237593601,,,09:56:00,09:57:07,,,,,09:54:29,09:48:00,10:09:51,10:11:00,10:12:43,10:13:45,10:14:33,10:16:00,,,,,,,,,,,10:03:40,,10:01:00,10:02:40,09:52:49,,,,,09:49:38,09:51:00,10:09:00,,,10:05:09,10:06:53,,
113357919237593601,,,10:09:00,10:10:07,,,,,10:07:29,10:01:00,10:22:51,10:24:00,10:25:43,10:26:45,10:27:33,10:29:00,,,,,,,,,,,10:16:40,,10:14:00,10:15:40,10:05:49,,,,,10:02:38,10:04:00,10:22:00,,,10:18:09,10:19:53,,
113357920237593601,,,10:33:00,10:34:07,,,,,10:31:29,10:25:00,10:46:51,10:48:00,10:49:43,10:50:45,10:51:33,10:53:00,,,,,,,,,,,10:40:40,,10:38:00,10:39:40,10:29:49,,,,,10:26:38,10:28:00,10:46:00,,,10:42:09,10:43:53,,
113357921237593601,,,10:45:00,10:46:07,,,,,10:43:29,10:37:00,10:58:51,11:00:00,11:01:43,11:02:45,11:03:33,11:05:00,,,,,,,,,,,10:52:40,,10:50:00,10:51:40,10:41:49,,,,,10:38:38,10:40:00,10:58:00,,,10:54:09,10:55:53,,
113357922237593601,,,10:57:00,10:58:07,,,,,10:55:29,10:49:00,11:10:51,11:12:00,11:13:43,11:14:45,11:15:33,11:17:00,,,,,,,,,,,11:04:40,,11:02:00,11:03:40,10:53:49,,,,,10:50:38,10:52:00,11:10:00,,,11:06:09,11:07:53,,
113357923237593601,,,11:09:00,11:10:07,,,,,11:07:29,11:01:00,11:22:51,11:24:00,11:25:43,11:26:45,11:27:33,11:29:00,,,,,,,,,,,11:16:40,,11:14:00,11:15:40,11:05:49,,,,,11:02:38,11:04:00,11:22:00,,,11:18:09,11:19:53,,
113357924237593601,,,11:34:00,11:35:07,,,,,11:32:29,11:26:00,11:48:51,11:50:00,11:51:43,11:52:45,11:53:33,11:55:00,,,,,,,,,,,11:42:00,,11:39:00,11:40:53,11:30:49,,,,,11:27:38,11:29:00,11:48:00,,,11:43:41,11:45:38,,
113357925237593601,,,11:46:00,11:47:07,,,,,11:44:29,11:38:00,12:00:51,12:02:00,12:03:43,12:04:45,12:05:33,12:07:00,,,,,,,,,,,11:54:00,,11:51:00,11:52:53,11:42:49,,,,,11:39:38,11:41:00,12:00:00,,,11:55:41,11:57:38,,
113357926237593601,,,11:58:00,11:59:07,,,,,11:56:29,11:50:00,12:12:51,12:14:00,12:15:43,12:16:45,12:17:33,12:19:00,,,,,,,,,,,12:06:00,,12:03:00,12:04:53,11:54:49,,,,,11:51:38,11:53:00,12:12:00,,,12:07:41,12:09:38,,
113357927237593601,,,12:10:00,12:11:07,,,,,12:08:29,12:02:00,12:24:51,12:26:00,12:27:43,12:28:45,12:29:33,12:31:00,,,,,,,,,,,12:18:00,,12:15:00,12:16:53,12:06:49,,,,,12:03:38,12:05:00,12:24:00,,,12:19:41,12:21:38,,
113357928237593601,,,12:22:00,12:23:07,,,,,12:20:29,12:14:00,12:36:51,12:38:00,12:39:43,12:40:45,12:41:33,12:43:00,,,,,,,,,,,12:30:00,,12:27:00,12:28:53,12:18:49,,,,,12:15:38,12:17:00,12:36:00,,,12:31:41,12:33:38,,
113357929237593601,,,12:35:00,12:36:07,,,,,12:33:29,12:27:00,12:49:51,12:51:00,12:52:43,12:53:45,12:54:33,12:56:00,,,,,,,,,,,12:43:00,,12:40:00,12:41:53,12:31:49,,,,,12:28:38,12:30:00,12:49:00,,,12:44:41,12:46:38,,
113357930237593601,,,12:47:00,12:48:07,,,,,12:45:29,12:39:00,13:01:51,13:03:00,13:04:43,13:05:45,13:06:33,13:08:00,,,,,,,,,,,12:55:00,,12:52:00,12:53:53,12:43:49,,,,,12:40:38,12:42:00,13:01:00,,,12:56:41,12:58:38,,
113357931237593601,,,12:59:00,13:00:07,,,,,12:57:29,12:51:00,13:13:51,13:15:00,13:16:43,13:17:45,13:18:33,13:20:00,,,,,,,,,,,13:07:00,,13:04:00,13:05:53,12:55:49,,,,,12:52:38,12:54:00,13:13:00,,,13:08:41,13:10:38,,
113357932237593601,,,13:10:00,13:11:07,,,,,13:08:17,13:01:00,13:24:51,13:26:00,13:27:43,13:28:45,13:29:33,13:31:00,,,,,,,,,,,13:18:00,,13:15:00,13:16:53,13:06:25,,,,,13:02:50,13:04:23,13:24:00,,,13:19:41,13:21:38,,
113357933237593601,,,13:20:00,13:21:07,,,,,13:18:17,13:11:00,13:34:51,13:36:00,13:37:43,13:38:45,13:39:33,13:41:00,,,,,,,,,,,13:28:00,,13:25:00,13:26:53,13:16:25,,,,,13:12:50,13:14:23,13:34:00,,,13:29:41,13:31:38,,
113357934237593601,,,13:30:00,13:31:07,,,,,13:28:17,13:21:00,13:44:51,13:46:00,13:47:43,13:48:45,13:49:33,13:51:00,,,,,,,,,,,13:38:00,,13:35:00,13:36:53,13:26:25,,,,,13:22:50,13:24:23,13:44:00,,,13:39:41,13:41:38,,
113357935237593601,,,13:40:00,13:41:07,,,,,13:38:17,13:31:00,13:54:51,13:56:00,13:57:43,13:58:45,13:59:33,14:01:00,,,,,,,,,,,13:48:00,,13:45:00,13:46:53,13:36:25,,,,,13:32:50,13:34:23,13:54:00,,,13:49:41,13:51:38,,
113357936237593601,,,13:50:00,13:51:07,,,,,13:48:17,13:41:00,14:04:51,14:06:00,14:07:43,14:08:45,14:09:33,14:11:00,,,,,,,,,,,13:58:00,,13:55:00,13:56:53,13:46:25,,,,,13:42:50,13:44:23,14:04:00,,,13:59:41,14:01:38,,
113357937237593601,,,14:00:00,14:01:07,,,,,13:58:17,13:51:00,14:14:51,14:16:00,14:17:43,14:18:45,14:19:33,14:21:00,,,,,,,,,,,14:08:00,,14:05:00,14:06:53,13:56:25,,,,,13:52:50,13:54:23,14:14:00,,,14:09:41,14:11:38,,
113357938237593601,,,14:10:00,14:11:07,,,,,14:08:17,14:01:00,14:24:51,14:26:00,14:27:43,14:28:45,14:29:33,14:31:00,,,,,,,,,,,14:18:00,,14:15:00,14:16:53,14:06:25,,,,,14:02:50,14:04:23,14:24:00,,,14:19:41,14:21:38,,
113357939237593601,,,14:20:00,14:21:07,,,,,14:18:17,14:11:00,14:35:16,14:37:00,14:38:43,14:39:45,14:40:33,14:42:00,,,,,,,,,,,14:28:00,,14:25:00,14:26:53,14:16:25,,,,,14:12:50,14:14:23,14:34:00,,,14:29:41,14:31:38,,
113357940237593601,,,14:30:00,14:31:07,,,,,14:28:17,14:21:00,14:46:16,14:48:00,14:49:43,14:50:45,14:51:33,14:53:00,,,,,,,,,,,14:38:20,,14:35:00,14:37:05,14:26:25,,,,,14:22:50,14:24:23,14:45:00,,,14:40:12,14:42:22,,
113357941237593601,,,14:40:00,14:41:07,,,,,14:38:17,14:31:00,14:56:16,14:58:00,14:59:43,15:00:45,15:01:33,15:03:00,,,,,,,,,,,14:48:20,,14:45:00,14:47:05,14:36:25,,,,,14:32:50,14:34:23,14:55:00,,,14:50:12,14:52:22,,
113357942237593601,,,14:50:00,14:51:07,,,,,14:48:17,14:41:00,15:06:16,15:08:00,15:09:43,15:10:45,15:11:33,15:13:00,,,,,,,,,,,14:58:20,,14:55:00,14:57:05,14:46:25,,,,,14:42:50,14:44:23,15:05:00,,,15:00:12,15:02:22,,
113357943237593601,,,15:00:00,15:01:07,,,,,14:58:17,14:51:00,15:17:16,15:19:00,15:20:43,15:21:45,15:22:33,15:24:00,,,,,,,,,,,15:08:40,,15:05:00,15:07:18,14:56:25,,,,,14:52:50,14:54:23,15:16:00,,,15:10:43,15:13:06,,
113357944237593601,,,15:10:00,15:11:07,,,,,15:08:17,15:01:00,15:27:16,15:29:00,15:30:43,15:31:45,15:32:33,15:34:00,,,,,,,,,,,15:18:40,,15:15:00,15:17:18,15:06:25,,,,,15:02:50,15:04:23,15:26:00,,,15:20:43,15:23:06,,
113357945237593601,,,15:20:00,15:21:07,,,,,15:18:17,15:11:00,15:37:16,15:39:00,15:40:43,15:41:45,15:42:33,15:44:00,,,,,,,,,,,15:28:40,,15:25:00,15:27:18,15:16:25,,,,,15:12:50,15:14:23,15:36:00,,,15:30:43,15:33:06,,
113357946237593601,,,15:30:00,15:31:07,,,,,15:28:17,15:21:00,15:47:16,15:49:00,15:50:43,15:51:45,15:52:33,15:54:00,,,,,,,,,,,15:38:40,,15:35:00,15:37:18,15:26:25,,,,,15:22:50,15:24:23,15:46:00,,,15:40:43,15:43:06,,
113357947237593601,,,15:40:00,15:41:07,,,,,15:38:17,15:31:00,15:57:16,15:59:00,16:00:43,16:01:45,16:02:33,16:04:00,,,,,,,,,,,15:48:40,,15:45:00,15:47:18,15:36:25,,,,,15:32:50,15:34:23,15:56:00,,,15:50:43,15:53:06,,
113357948237593601,,,15:50:00,15:51:07,,,,,15:48:17,15:41:00,16:07:16,16:09:00,16:10:43,16:11:45,16:12:33,16:14:00,,,,,,,,,,,15:58:40,,15:55:00,15:57:18,15:46:25,,,,,15:42:50,15:44:23,16:06:00,,,16:00:43,16:03:06,,
113357949237593601,,,15:59:00,16:00:21,,,,,15:57:17,15:50:00,16:17:16,16:19:00,16:20:43,16:21:45,16:22:33,16:24:00,,,,,,,,,,,16:08:40,,16:05:00,16:07:18,15:55:25,,,,,15:51:50,15:53:23,16:16:00,,,16:10:43,16:13:06,,
113357950237593601,,,16:10:00,16:11:21,,,,,16:08:17,16:01:00,16:28:16,16:30:00,16:31:43,16:32:45,16:33:33,16:35:00,,,,,,,,,,,16:19:40,,16:16:00,16:18:18,16:06:25,,,,,16:02:50,16:04:23,16:27:00,,,16:21:43,16:24:06,,
113357951237593601,,,16:20:00,16:21:21,,,,,16:18:17,16:11:00,16:38:16,16:40:00,16:41:43,16:42:45,16:43:33,16:45:00,,,,,,,,,,,16:29:40,,16:26:00,16:28:18,16:16:25,,,,,16:12:50,16:14:23,16:37:00,,,16:31:43,16:34:06,,
113357952237593601,,,16:30:00,16:31:21,,,,,16:28:17,16:21:00,16:48:16,16:50:00,16:51:43,16:52:45,16:53:33,16:55:00,,,,,,,,,,,16:39:40,,16:36:00,16:38:18,16:26:25,,,,,16:22:50,16:24:23,16:47:00,,,16:41:43,16:44:06,,
113357953237593601,,,16:40:00,16:41:21,,,,,16:38:17,16:31:00,16:58:16,17:00:00,17:01:43,17:02:45,17:03:33,17:05:00,,,,,,,,,,,16:49:40,,16:46:00,16:48:18,16:36:25,,,,,16:32:50,16:34:23,16:57:00,,,16:51:43,16:54:06,,
113357954237593601,,,16:51:00,16:52:21,,,,,16:49:17,16:42:00,17:09:16,17:11:00,17:12:43,17:13:45,17:14:33,17:16:00,,,,,,,,,,,17:00:40,,16:57:00,16:59:18,16:47:25,,,,,16:43:50,16:45:23,17:08:00,,,17:02:43,17:05:06,,
113357955237593601,,,17:07:00,17:08:21,,,,,17:05:17,16:58:00,17:24:16,17:26:00,17:27:43,17:28:45,17:29:33,17:31:00,,,,,,,,,,,17:16:20,,17:13:00,17:15:05,17:03:25,,,,,16:59:50,17:01:23,17:23:00,,,17:18:12,17:20:22,,
113357956237593601,,,17:22:00,17:23:21,,,,,17:20:17,17:13:00,17:39:16,17:41:00,17:42:43,17:43:45,17:44:33,17:46:00,,,,,,,,,,,17:31:20,,17:28:00,17:30:05,17:18:25,,,,,17:14:50,17:16:23,17:38:00,,,17:33:12,17:35:22,,
113357957237593601,,,17:37:00,17:38:21,,,,,17:35:17,17:28:00,17:54:16,17:56:00,17:57:43,17:58:45,17:59:33,18:01:00,,,,,,,,,,,17:46:20,,17:43:00,17:45:05,17:33:25,,,,,17:29:50,17:31:23,17:53:00,,,17:48:12,17:50:22,,
113357958237593601,,,17:52:00,17:53:21,,,,,17:50:17,17:43:00,18:09:16,18:11:00,18:12:43,18:13:45,18:14:33,18:16:00,,,,,,,,,,,18:01:20,,17:58:00,18:00:05,17:48:25,,,,,17:44:50,17:46:23,18:08:00,,,18:03:12,18:05:22,,
113357959237593601,,,18:07:00,18:08:21,,,,,18:05:17,17:58:00,18:24:16,18:26:00,18:27:43,18:28:45,18:29:33,18:31:00,,,,,,,,,,,18:16:20,,18:13:00,18:15:05,18:03:25,,,,,17:59:50,18:01:23,18:23:00,,,18:18:12,18:20:22,,
113357960237593601,,,18:24:00,18:25:21,,,,,18:22:17,18:15:00,18:39:51,18:41:00,18:42:43,18:43:45,18:44:33,18:46:00,,,,,,,,,,,18:33:00,,18:30:00,18:31:53,18:20:25,,,,,18:16:50,18:18:23,18:39:00,,,18:34:41,18:36:38,,
113357961237593601,,,18:39:00,18:40:21,,,,,18:37:17,18:30:00,18:54:51,18:56:00,18:57:43,18:58:45,18:59:33,19:01:00,,,,,,,,,,,18:48:00,,18:45:00,18:46:53,18:35:25,,,,,18:31:50,18:33:23,18:54:00,,,18:49:41,18:51:38,,
113357962237593601,,,18:55:00,18:56:21,,,,,18:53:17,18:46:00,19:09:51,19:11:00,19:12:43,19:13:45,19:14:33,19:16:00,,,,,,,,,,,19:03:40,,19:01:00,19:02:40,18:51:25,,,,,18:47:50,18:49:23,19:09:00,,,19:05:09,19:06:53,,
113357963237593601,,,19:11:00,19:12:07,,,,,19:09:29,19:03:00,19:24:51,19:26:00,19:27:43,19:28:45,19:29:33,19:31:00,,,,,,,,,,,19:18:40,,19:16:00,19:17:40,19:07:49,,,,,19:04:38,19:06:00,19:24:00,,,19:20:09,19:21:53,,
113357964237593601,,,19:27:00,19:28:07,,,,,19:25:29,19:19:00,19:40:51,19:42:00,19:43:43,19:44:45,19:45:33,19:47:00,,,,,,,,,,,19:34:40,,19:32:00,19:33:40,19:23:49,,,,,19:20:38,19:22:00,19:40:00,,,19:36:09,19:37:53,,
113357965237593601,,,19:45:00,19:46:07,,,,,19:43:29,19:37:00,19:58:51,20:00:00,20:01:43,20:02:45,20:03:33,20:05:00,,,,,,,,,,,19:52:40,,19:50:00,19:51:40,19:41:49,,,,,19:38:38,19:40:00,19:58:00,,,19:54:09,19:55:53,,
113357966237593601,,,20:06:00,20:06:54,,,,,20:04:29,19:58:00,20:18:51,20:20:00,20:21:43,20:22:45,20:23:33,20:25:00,,,,,,,,,,,20:12:40,,20:10:00,20:11:40,20:02:49,,,,,19:59:38,20:01:00,20:18:00,,,20:14:09,20:15:53,,
113357967237593601,,,20:27:00,20:27:54,,,,,20:25:29,20:19:00,20:38:51,20:40:00,20:41:43,20:42:45,20:43:33,20:45:00,,,,,,,,,,,20:33:20,,20:31:00,20:32:28,20:23:49,,,,,20:20:38,20:22:00,20:38:00,,,20:34:38,20:36:09,,
113357968237593601,,,20:47:00,20:47:54,,,,,20:45:29,20:39:00,20:58:51,21:00:00,21:01:43,21:02:45,21:03:33,21:05:00,,,,,,,,,,,20:53:20,,20:51:00,20:52:28,20:43:49,,,,,20:40:38,20:42:00,20:58:00,,,20:54:38,20:56:09,,
113357969237593601,,,21:07:00,21:07:54,,,,,21:05:29,20:59:00,21:18:51,21:20:00,21:21:43,21:22:45,21:23:33,21:25:00,,,,,,,,,,,21:13:20,,21:11:00,21:12:28,21:03:49,,,,,21:00:38,21:02:00,21:18:00,,,21:14:38,21:16:09,,
113357970237593601,,,21:27:00,21:27:54,,,,,21:25:29,21:19:00,21:38:51,21:40:00,21:41:43,21:42:45,21:43:33,21:45:00,,,,,,,,,,,21:33:20,,21:31:00,21:32:28,21:23:49,,,,,21:20:38,21:22:00,21:38:00,,,21:34:38,21:36:09,,
113357971237593601,,,21:47:00,21:47:54,,,,,21:45:29,21:39:00,21:58:51,22:00:00,22:01:43,22:02:45,22:03:33,22:05:00,,,,,,,,,,,21:53:20,,21:51:00,21:52:28,21:43:49,,,,,21:40:38,21:42:00,21:58:00,,,21:54:38,21:56:09,,
113357972237593601,,,22:07:00,22:07:54,,,,,22:05:29,21:59:00,22:18:51,22:20:00,22:21:43,22:22:45,22:23:33,22:25:00,,,,,,,,,,,22:13:20,,22:11:00,22:12:28,22:03:49,,,,,22:00:38,22:02:00,22:18:00,,,22:14:38,22:16:09,,
113357973237593601,,,22:27:00,22:27:54,,,,,22:25:29,22:19:00,22:38:51,22:40:00,22:41:43,22:42:45,22:43:33,22:45:00,,,,,,,,,,,22:33:20,,22:31:00,22:32:28,22:23:49,,,,,22:20:38,22:22:00,22:38:00,,,22:34:38,22:36:09,,
113357974237593601,,,22:47:00,22:47:54,,,,,22:45:29,22:39:00,22:58:51,23:00:00,23:01:43,23:02:45,23:03:33,23:05:00,,,,,,,,,,,22:53:20,,22:51:00,22:52:28,22:43:49,,,,,22:40:38,22:42:00,22:58:00,,,22:54:38,22:56:09,,
113357975237593601,,,23:09:00,23:09:41,,,,,23:07:40,23:02:00,23:18:51,23:20:00,23:21:43,23:22:45,23:23:33,23:25:00,,,,,,,,,,,23:14:00,,23:12:00,23:13:15,23:06:13,,,,,23:03:25,23:04:38,23:18:00,,,23:15:07,23:16:25,,
113357976237593601,,,23:29:00,23:29:41,,,,,23:27:40,23:22:00,23:38:51,23:40:00,23:41:43,23:42:45,23:43:33,23:45:00,,,,,,,,,,,23:34:00,,23:32:00,23:33:15,23:26:13,,,,,23:23:25,23:24:38,23:38:00,,,23:35:07,23:36:25,,
113357977237593601,,,23:49:00,23:49:41,,,,,23:47:40,23:42:00,23:58:51,24:00:00,24:01:43,24:02:45,24:03:33,24:05:00,,,,,,,,,,,23:54:00,,23:52:00,23:53:15,23:46:13,,,,,23:43:25,23:44:38,23:58:00,,,23:55:07,23:56:25,,
113357978237593601,,,24:09:00,24:09:41,,,,,24:07:40,24:02:00,24:18:51,24:20:00,24:21:43,24:22:45,24:23:33,24:25:00,,,,,,,,,,,24:14:00,,24:12:00,24:13:15,24:06:13,,,,,24:03:25,24:04:38,24:18:00,,,24:15:07,24:16:25,,
113357979237593601,,,10:21:00,10:22:07,,,,,10:19:29,10:13:00,10:34:51,10:36:00,10:37:43,10:38:45,10:39:33,10:41:00,,,,,,,,,,,10:28:40,,10:26:00,10:27:40,10:17:49,,,,,10:14:38,10:16:00,10:34:00,,,10:30:09,10:31:53,,
113357980237593601,,,11:22:00,11:23:07,,,,,11:20:29,11:14:00,11:35:51,11:37:00,11:38:43,11:39:45,11:40:33,11:42:00,,,,,,,,,,,11:29:40,,11:27:00,11:28:40,11:18:49,,,,,11:15:38,11:17:00,11:35:00,,,11:31:09,11:32:53,,
113358177237593601,,,,,,,,,,,,05:06:00,05:07:22,05:08:12,05:08:51,05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113358178237593601,,,,,,,,,,,,06:19:00,06:20:22,06:21:12,06:21:51,06:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113358179237593601,,,,,,,,,,,,07:38:00,07:39:22,07:40:12,07:40:51,07:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113358181237593601,,,,,,,,,,,,09:21:00,09:22:43,09:23:45,09:24:33,09:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113358182237593601,,,,,,,,,,,,11:54:00,11:55:43,11:56:45,11:57:33,11:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113358183237593601,,,,,,,,,,,,13:06:00,13:07:43,13:08:45,13:09:33,13:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113358184237593601,,,,,,,,,,,,,,,,24:30:00,24:31:41,24:32:16,24:36:00,,,,,,24:33:03,24:34:00,,,,,,,,,,,,,,,,,,
113358185237593601,,,,,,,,,,,,,,,,24:10:00,24:11:41,24:12:16,24:16:00,,,,,,24:13:03,24:14:00,,,,,,,,,,,,,,,,,,
113358186237593601,,,,,,,,,,,,,,,,17:10:00,17:11:41,17:12:16,17:16:00,,,,,,17:13:03,17:14:00,,,,,,,,,,,,,,,,,,
113358187237593601,,,,,,,,,,,,,,,,16:40:00,16:41:41,16:42:16,16:46:00,,,,,,16:43:03,16:44:00,,,,,,,,,,,,,,,,,,
113358291237593601,,,07:49:00,07:49:54,,,,,07:47:29,07:41:00,07:59:51,08:01:00,08:02:22,08:03:12,08:03:51,08:05:00,,,,,,,,,,,07:55:00,,07:53:00,07:54:15,07:45:49,,,,,07:42:38,07:44:00,07:59:00,,,07:56:07,07:57:25,,
113358292237593601,,10:02:53,,,10:11:01,10:12:00,,10:13:09,,10:20:00,,,,,,,,,,10:00:00,,,,,,,,10:19:00,,,,10:14:51,10:08:00,10:16:54,10:18:20,,,,10:01:00,,,,10:04:16,10:05:36
113358293237593601,,,24:35:00,24:35:41,,,,,24:33:40,24:28:00,24:45:00,,,,,,,,,,,,,,,,24:40:00,,24:38:00,24:39:15,24:32:13,,,,,24:29:25,24:30:38,24:44:00,,,24:41:07,24:42:25,,
113358294237593601,,,24:15:00,24:15:41,,,,,24:13:40,24:08:00,24:25:00,,,,,,,,,,,,,,,,24:20:00,,24:18:00,24:19:15,24:12:13,,,,,24:09:25,24:10:38,24:24:00,,,24:21:07,24:22:25,,
113358295237593601,,,21:58:00,21:58:54,,,,,21:56:29,21:50:00,22:10:00,,,,,,,,,,,,,,,,22:04:20,,22:02:00,22:03:28,21:54:49,,,,,21:51:38,21:53:00,22:09:00,,,22:05:38,22:07:09,,
113358296237593601,,,19:55:00,19:56:07,,,,,19:53:29,19:47:00,20:09:00,,,,,,,,,,,,,,,,20:02:40,,20:00:00,20:01:40,19:51:49,,,,,19:48:38,19:50:00,20:08:00,,,20:04:09,20:05:53,,
113358297237593601,,,17:14:00,17:15:21,,,,,17:12:17,17:05:00,17:31:00,,,,,,,,,,,,,,,,17:23:20,,17:20:00,17:22:05,17:10:25,,,,,17:06:50,17:08:23,17:30:00,,,17:25:12,17:27:22,,
113358298237593601,,,07:29:00,07:29:54,,,,,07:27:29,07:21:00,07:39:51,07:41:00,07:42:22,07:43:12,07:43:51,07:45:00,,,,,,,,,,,07:35:00,,07:33:00,07:34:15,07:25:49,,,,,07:22:38,07:24:00,07:39:00,,,07:36:07,07:37:25,,
113358299237593601,,05:17:53,,,05:26:01,05:27:00,,05:27:59,,05:34:00,,,,,,,,,,05:15:00,,,,,,,,05:33:00,,,,05:29:26,05:23:00,05:31:12,05:32:26,,,,05:16:00,,,,05:19:16,05:20:36
113358378237600501,,23:47:36,,,23:55:01,23:56:00,,23:56:59,,24:03:00,,,,,,23:38:00,23:39:41,23:40:16,23:44:00,23:44:56,,,,,23:41:03,23:42:00,,24:02:00,,,,23:58:26,23:52:00,24:00:12,24:01:26,,,,23:46:00,,,,23:48:48,23:49:56
113358379237600501,,20:47:53,,,20:56:46,20:58:00,,20:59:19,,21:07:00,,,,,,20:37:00,20:39:06,20:39:50,20:44:00,20:44:56,,,,,20:40:49,20:42:00,,21:06:00,,,,21:01:15,20:53:00,21:03:35,21:05:14,,,,20:46:00,,,,20:49:16,20:50:36
113358380237600501,,21:27:53,,,21:36:01,21:37:00,,21:38:09,,21:45:00,,,,,,21:18:00,21:19:41,21:20:16,21:24:00,21:24:56,,,,,21:21:03,21:22:00,,21:44:00,,,,21:39:51,21:33:00,21:41:54,21:43:20,,,,21:26:00,,,,21:29:16,21:30:36
113358381237600501,,20:28:09,,,20:37:46,20:39:00,,20:40:19,,20:48:00,,,,,,20:17:00,20:19:06,20:19:50,20:24:00,20:24:56,,,,,20:20:49,20:22:00,,20:47:00,,,,20:42:15,20:34:00,20:44:35,20:46:14,,,,20:26:00,,,,20:29:44,20:31:15
113358382237600501,,22:07:53,,,22:16:01,22:17:00,,22:18:09,,22:25:00,,,,,,21:58:00,21:59:41,22:00:16,22:04:00,22:04:56,,,,,22:01:03,22:02:00,,22:24:00,,,,22:19:51,22:13:00,22:21:54,22:23:20,,,,22:06:00,,,,22:09:16,22:10:36
113358383237600501,,22:47:53,,,22:56:01,22:57:00,,22:58:09,,23:05:00,,,,,,22:38:00,22:39:41,22:40:16,22:44:00,22:44:56,,,,,22:41:03,22:42:00,,23:04:00,,,,22:59:51,22:53:00,23:01:54,23:03:20,,,,22:46:00,,,,22:49:16,22:50:36
113358384237600501,,23:07:36,,,23:15:01,23:16:00,,23:16:59,,23:23:00,,,,,,22:58:00,22:59:41,23:00:16,23:04:00,23:04:56,,,,,23:01:03,23:02:00,,23:22:00,,,,23:18:26,23:12:00,23:20:12,23:21:26,,,,23:06:00,,,,23:08:48,23:09:56
113358385237600501,,21:47:53,,,21:56:01,21:57:00,,21:58:09,,22:05:00,,,,,,21:38:00,21:39:41,21:40:16,21:44:00,21:44:56,,,,,21:41:03,21:42:00,,22:04:00,,,,21:59:51,21:53:00,22:01:54,22:03:20,,,,21:46:00,,,,21:49:16,21:50:36
113358386237600501,,22:27:53,,,22:36:01,22:37:00,,22:38:09,,22:45:00,,,,,,22:18:00,22:19:41,22:20:16,22:24:00,22:24:56,,,,,22:21:03,22:22:00,,22:44:00,,,,22:39:51,22:33:00,22:41:54,22:43:20,,,,22:26:00,,,,22:29:16,22:30:36
113358387237600501,,23:27:36,,,23:35:01,23:36:00,,23:36:59,,23:43:00,,,,,,23:18:00,23:19:41,23:20:16,23:24:00,23:24:56,,,,,23:21:03,23:22:00,,23:42:00,,,,23:38:26,23:32:00,23:40:12,23:41:26,,,,23:26:00,,,,23:28:48,23:29:56
113358388237600501,,21:07:53,,,21:16:01,21:17:00,,21:18:09,,21:25:00,,,,,,20:57:00,20:59:06,20:59:50,21:04:00,21:04:56,,,,,21:00:49,21:02:00,,21:24:00,,,,21:19:51,21:13:00,21:21:54,21:23:20,,,,21:06:00,,,,21:09:16,21:10:36
113358389237600501,,24:07:36,,,24:15:01,24:16:00,,24:16:59,,24:23:00,,,,,,23:58:00,23:59:41,24:00:16,24:04:00,24:04:56,,,,,24:01:03,24:02:00,,24:22:00,,,,24:18:26,24:12:00,24:20:12,24:21:26,,,,24:06:00,,,,24:08:48,24:09:56
113358390237600501,,,20:26:00,20:26:54,,,,,20:24:29,20:18:00,20:38:51,20:40:00,20:42:03,20:43:18,20:44:16,20:46:00,,,,,,,,,,,20:32:40,,20:30:00,20:31:40,20:22:49,,,,,20:19:38,20:21:00,20:38:00,,,20:34:09,20:35:53,,
113358391237600501,,,22:07:00,22:07:54,,,,,22:05:29,21:59:00,22:18:51,22:20:00,22:21:43,22:22:45,22:23:33,22:25:00,,,,,,,,,,,22:13:20,,22:11:00,22:12:28,22:03:49,,,,,22:00:38,22:02:00,22:18:00,,,22:14:38,22:16:09,,
113358392237600501,,,22:47:00,22:47:54,,,,,22:45:29,22:39:00,22:58:51,23:00:00,23:01:43,23:02:45,23:03:33,23:05:00,,,,,,,,,,,22:53:20,,22:51:00,22:52:28,22:43:49,,,,,22:40:38,22:42:00,22:58:00,,,22:54:38,22:56:09,,
