gid,code_ligne,variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,geom
1,012b,1,1,9600B,BRUSSELS AIRPORT,BRUSSELS AIRPORT,Brussels Airport,Brussels Airport,157950.000000,176429.000000,B,12,BRUSSELS CITY,010100000000000000F04703410000000068890541
2,012b,1,2,3017,BOURGET,BOURGET,Bourget,Bourget,154334.000000,174200.000000,B,12,BRUSSELS CITY,010100000000000000F0D6024100000000C0430541
3,012b,1,3,5048,DA VINCI,DA VINCI,Da Vinci,Da Vinci,152934.000000,173976.000000,B,12,BRUSSELS CITY,01010000000000000030AB024100000000C03C0541
4,012b,1,4,2695,GENEVE,GENEVE,Genève,Genève,152428.000000,172606.000000,B,12,BRUSSELS CITY,010100000000000000609B024100000000F0110541
5,012b,1,5,2250,MEISER,MEISER,Meiser,Meiser,152045.000000,171508.000000,B,12,BRUSSELS CITY,010100000000000000688F024100000000A0EF0441
6,012b,1,6,1270B,SCHUMAN,SCHUMAN,Schuman,Schuman,151061.100000,170304.700000,B,12,BRUSSELS CITY,0101000000CDCCCCCCA87002419A99999905CA0441
7,012b,1,7,1162C,LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150326.000000,169891.000000,B,12,BRUSSELS CITY,010100000000000000B05902410000000018BD0441
8,012b,1,8,6432,TRONE,TROON,Trône,Troon,149829.000000,170014.000000,B,12,BRUSSELS CITY,010100000000000000284A024100000000F0C00441
9,012b,1,9,1780,TRONE,TROON,Trône,Troon,149724.600000,170159.900000,B,12,BRUSSELS CITY,0101000000CDCCCCCCE4460241333333337FC50441
10,012b,2,1,1780,TRONE,TROON,Trône,Troon,149724.600000,170159.900000,B,12,BRUSSELS AIRPORT,0101000000CDCCCCCCE4460241333333337FC50441
11,012b,2,2,6433,TRONE,TROON,Trône,Troon,149885.000000,169988.000000,B,12,BRUSSELS AIRPORT,010100000000000000E84B02410000000020C00441
12,012b,2,3,1131B,LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150347.000000,169926.000000,B,12,BRUSSELS AIRPORT,010100000000000000585A02410000000030BE0441
13,012b,2,4,1418B,SCHUMAN,SCHUMAN,Schuman,Schuman,151072.300000,170340.400000,B,12,BRUSSELS AIRPORT,010100000066666666027102413333333323CB0441
14,012b,2,5,2247,MEISER,MEISER,Meiser,Meiser,152051.600000,171509.400000,B,12,BRUSSELS AIRPORT,0101000000CDCCCCCC9C8F024133333333ABEF0441
15,012b,2,6,4556,GENEVE,GENEVE,Genève,Genève,152431.000000,172646.000000,B,12,BRUSSELS AIRPORT,010100000000000000789B02410000000030130541
16,012b,2,7,5044,DA VINCI,DA VINCI,Da Vinci,Da Vinci,153235.500000,174050.200000,B,12,BRUSSELS AIRPORT,0101000000000000009CB402419A999999113F0541
17,012b,2,8,3018,BOURGET,BOURGET,Bourget,Bourget,154386.000000,174239.000000,B,12,BRUSSELS AIRPORT,01010000000000000090D8024100000000F8440541
18,012b,2,9,9600B,BRUSSELS AIRPORT,BRUSSELS AIRPORT,Brussels Airport,Brussels Airport,157950.000000,176429.000000,B,12,BRUSSELS AIRPORT,010100000000000000F04703410000000068890541
19,013b,1,1,4111,ETANGS NOIRS,ZWARTE VIJVERS,Étangs Noirs,Zwarte Vijvers,147426.000000,171854.000000,B,13,UZ-VUB,01010000000000000010FF01410000000070FA0441
20,013b,1,2,1179,AUTRIQUE,AUTRIQUE,Autrique,Autrique,147286.000000,172053.000000,B,13,UZ-VUB,010100000000000000B0FA014100000000A8000541
21,013b,1,3,1180,VANHUFFEL,VANHUFFEL,Vanhuffel,Vanhuffel,147400.000000,172233.000000,B,13,UZ-VUB,01010000000000000040FE01410000000048060541
22,013b,1,4,1183,SIMONIS,SIMONIS,Simonis,Simonis,147319.000000,172553.000000,B,13,UZ-VUB,010100000000000000B8FB01410000000048100541
23,013b,1,5,4152,PARC ELISABETH,ELISABETHPARK,Parc Élisabeth,Elisabethpark,147094.000000,172791.000000,B,13,UZ-VUB,010100000000000000B0F4014100000000B8170541
24,013b,1,6,1303,RIETHUISEN,RIETHUISEN,Riethuisen,Riethuisen,146648.000000,172961.000000,B,13,UZ-VUB,010100000000000000C0E6014100000000081D0541
25,013b,1,7,2422,DELHOVE,DELHOVE,Delhove,Delhove,146287.600000,173191.600000,B,13,UZ-VUB,0101000000CDCCCCCC7CDB0141CDCCCCCC3C240541
26,013b,1,8,4158,NEREUS,NEREUS,Nereus,Nereus,146083.000000,173584.000000,B,13,UZ-VUB,01010000000000000018D501410000000080300541
27,013b,1,9,4163,LOWET,LOWET,Lowet,Lowet,145878.000000,173765.000000,B,13,UZ-VUB,010100000000000000B0CE01410000000028360541
28,013b,1,10,1710,CPAS GANSHOREN,OCMW GANSHOREN,CPAS Ganshoren,OCMW Ganshoren,146115.400000,173853.000000,B,13,UZ-VUB,0101000000333333331BD6014100000000E8380541
29,013b,1,11,9103,SQ. DU CENTENAIRE,EEUWFEESTSQUARE,Square du Centenaire,Eeuwfeestsquare,146419.000000,173987.000000,B,13,UZ-VUB,01010000000000000098DF014100000000183D0541
30,013b,1,12,1065,LE ROUX,LE ROUX,Le Roux,Le Roux,146695.000000,174311.000000,B,13,UZ-VUB,01010000000000000038E801410000000038470541
31,013b,1,13,1066,EUGENE TOUSSAINT,EUGENE TOUSSAINT,Eugène Toussaint,Eugène Toussaint,146699.000000,174537.000000,B,13,UZ-VUB,01010000000000000058E8014100000000484E0541
32,013b,1,14,1067,RENIERS,RENIERS,Reniers,Reniers,146717.000000,174718.000000,B,13,UZ-VUB,010100000000000000E8E8014100000000F0530541
33,013b,1,15,1711,BONAVENTURE,BONAVENTURE,Bonaventure,Bonaventure,146736.700000,175023.800000,B,13,UZ-VUB,01010000009A99999985E90141666666667E5D0541
34,013b,1,16,1599,DIELEGHEM,DIELEGEM,Dieleghem,Dielegem,146523.000000,175301.000000,B,13,UZ-VUB,010100000000000000D8E201410000000028660541
35,013b,1,17,2850,AUDREY HEPBURN,AUDREY HEPBURN,Audrey Hepburn,Audrey Hepburn,146272.000000,175504.000000,B,13,UZ-VUB,01010000000000000000DB014100000000806C0541
36,013b,1,18,1328,ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146058.500000,175835.000000,B,13,UZ-VUB,01010000000000000054D4014100000000D8760541
37,013b,1,19,1721,UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145809.700000,175505.800000,B,13,UZ-VUB,01010000009A9999998DCC0141666666668E6C0541
38,013b,1,20,1722,UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145942.000000,175117.000000,B,13,UZ-VUB,010100000000000000B0D001410000000068600541
39,013b,1,21,1727,UZ-VUB,UZ-VUB,UZ-VUB,UZ-VUB,145769.000000,175067.000000,B,13,UZ-VUB,01010000000000000048CB014100000000D85E0541
40,013b,2,1,1732,UZ-VUB,UZ-VUB,UZ-VUB,UZ-VUB,145792.000000,175041.000000,B,13,ETANGS NOIRS,01010000000000000000CC014100000000085E0541
41,013b,2,2,1743,UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145968.000000,175154.000000,B,13,ETANGS NOIRS,01010000000000000080D101410000000090610541
42,013b,2,3,1744,UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145824.100000,175484.200000,B,13,ETANGS NOIRS,0101000000CDCCCCCC00CD01419A999999E16B0541
43,013b,2,4,1334,ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146148.500000,175809.400000,B,13,ETANGS NOIRS,01010000000000000024D70141333333330B760541
44,013b,2,5,2849,AUDREY HEPBURN,AUDREY HEPBURN,Audrey Hepburn,Audrey Hepburn,146342.300000,175481.800000,B,13,ETANGS NOIRS,01010000006666666632DD014166666666CE6B0541
45,013b,2,6,1606,DIELEGHEM,DIELEGEM,Dieleghem,Dielegem,146502.100000,175311.400000,B,13,ETANGS NOIRS,0101000000CDCCCCCC30E20141333333337B660541
46,013b,2,7,1746,BONAVENTURE,BONAVENTURE,Bonaventure,Bonaventure,146725.000000,174922.000000,B,13,ETANGS NOIRS,01010000000000000028E9014100000000505A0541
47,013b,2,8,1008,RENIERS,RENIERS,Reniers,Reniers,146710.000000,174701.000000,B,13,ETANGS NOIRS,010100000000000000B0E801410000000068530541
48,013b,2,9,1009,EUGENE TOUSSAINT,EUGENE TOUSSAINT,Eugène Toussaint,Eugène Toussaint,146695.000000,174521.000000,B,13,ETANGS NOIRS,01010000000000000038E8014100000000C84D0541
49,013b,2,10,1010,LE ROUX,LE ROUX,Le Roux,Le Roux,146668.000000,174212.000000,B,13,ETANGS NOIRS,01010000000000000060E701410000000020440541
50,013b,2,11,1747,SQ. DU CENTENAIRE,EEUWFEESTSQUARE,Square du Centenaire,Eeuwfeestsquare,146465.800000,173923.200000,B,13,ETANGS NOIRS,0101000000666666660EE101419A999999193B0541
51,013b,2,12,1748,CPAS GANSHOREN,OCMW GANSHOREN,CPAS Ganshoren,OCMW Ganshoren,146077.000000,173860.000000,B,13,ETANGS NOIRS,010100000000000000E8D401410000000020390541
52,013b,2,13,4112,LOWET,LOWET,Lowet,Lowet,145887.000000,173739.000000,B,13,ETANGS NOIRS,010100000000000000F8CE01410000000058350541
53,013b,2,14,4105,NEREUS,NEREUS,Nereus,Nereus,146084.000000,173563.200000,B,13,ETANGS NOIRS,01010000000000000020D501419A999999D92F0541
54,013b,2,15,2423,DELHOVE,DELHOVE,Delhove,Delhove,146267.300000,173188.600000,B,13,ETANGS NOIRS,010100000066666666DADA0141CDCCCCCC24240541
55,013b,2,16,2519,RIETHUISEN,RIETHUISEN,Riethuisen,Riethuisen,146573.000000,172989.000000,B,13,ETANGS NOIRS,01010000000000000068E4014100000000E81D0541
56,013b,2,17,4116,PARC ELISABETH,ELISABETHPARK,Parc Élisabeth,Elisabethpark,147155.000000,172744.000000,B,13,ETANGS NOIRS,01010000000000000098F601410000000040160541
57,013b,2,18,1112,SIMONIS,SIMONIS,Simonis,Simonis,147325.000000,172509.000000,B,13,ETANGS NOIRS,010100000000000000E8FB014100000000E80E0541
58,013b,2,19,1114B,VANHUFFEL,VANHUFFEL,Vanhuffel,Vanhuffel,147387.000000,172228.000000,B,13,ETANGS NOIRS,010100000000000000D8FD01410000000020060541
59,013b,2,20,1115,AUTRIQUE,AUTRIQUE,Autrique,Autrique,147277.000000,172043.000000,B,13,ETANGS NOIRS,01010000000000000068FA01410000000058000541
60,013b,2,21,4111,ETANGS NOIRS,ZWARTE VIJVERS,Étangs Noirs,Zwarte Vijvers,147426.000000,171854.000000,B,13,ETANGS NOIRS,01010000000000000010FF01410000000070FA0441
61,014b,1,1,4264B,HEYSEL,HEIZEL,Heysel,Heizel,147732.000000,176276.000000,B,14,GARE DU NORD,010100000000000000A008024100000000A0840541
62,014b,1,2,6481,ROI BAUDOUIN,KONING BOUDEWIJN,Roi Baudouin,Koning Boudewijn,147253.000000,176278.000000,B,14,GARE DU NORD,010100000000000000A8F9014100000000B0840541
63,014b,1,3,4228,AMETHYSTE,AMETHIST,Améthyste,Amethist,147064.000000,176172.000000,B,14,GARE DU NORD,010100000000000000C0F301410000000060810541
64,014b,1,4,4205B,PALFIJN,PALFIJN,Palfijn,Palfijn,146936.800000,175965.700000,B,14,GARE DU NORD,010100000066666666C6EF01419A999999ED7A0541
65,014b,1,5,4223,DE HEYN,DE HEYN,De Heyn,De Heyn,146531.000000,175910.000000,B,14,GARE DU NORD,01010000000000000018E301410000000030790541
66,014b,1,6,1328,ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146058.500000,175835.000000,B,14,GARE DU NORD,01010000000000000054D4014100000000D8760541
67,014b,1,7,1721,UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145809.700000,175505.800000,B,14,GARE DU NORD,01010000009A9999998DCC0141666666668E6C0541
68,014b,1,8,1722,UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145942.000000,175117.000000,B,14,GARE DU NORD,010100000000000000B0D001410000000068600541
69,014b,1,9,1368,ANCIENNE BARRIERE,OUDE AFSPANNING,Ancienne Barrière,Oude Afspanning,146475.000000,174971.000000,B,14,GARE DU NORD,01010000000000000058E1014100000000D85B0541
70,014b,1,10,1768,BONAVENTURE,BONAVENTURE,Bonaventure,Bonaventure,146761.300000,174954.800000,B,14,GARE DU NORD,0101000000666666664AEA014166666666565B0541
71,014b,1,11,2801,CROCQ,CROCQ,Crocq,Crocq,147244.000000,174951.000000,B,14,GARE DU NORD,01010000000000000060F9014100000000385B0541
72,014b,1,12,2803,LORGE,LORGE,Lorge,Lorge,147335.000000,174722.000000,B,14,GARE DU NORD,01010000000000000038FC01410000000010540541
73,014b,1,13,6800,GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147279.000000,174430.000000,B,14,GARE DU NORD,01010000000000000078FA014100000000F04A0541
74,014b,1,14,2584,DEMINEURS,ONTMIJNERS,Démineurs,Ontmijners,147451.300000,174255.300000,B,14,GARE DU NORD,010100000066666666DAFF0141666666667A450541
75,014b,1,15,2586,VERBEYST,VERBEYST,Verbeyst,Verbeyst,147310.000000,174008.000000,B,14,GARE DU NORD,01010000000000000070FB014100000000C03D0541
76,014b,1,16,1775,LEOPOLD I,LEOPOLD I,Léopold I,Leopold I,147164.600000,173633.600000,B,14,GARE DU NORD,0101000000CDCCCCCCE4F60141CDCCCCCC0C320541
77,014b,1,17,1782,FIRMIN LECHARLIER,FIRMIN LECHARLIER,Firmin Lecharlier,Firmin Lecharlier,147284.500000,173401.000000,B,14,GARE DU NORD,010100000000000000A4FA014100000000C82A0541
78,014b,1,18,5009,BELGICA,BELGICA,Belgica,Belgica,147699.000000,173011.000000,B,14,GARE DU NORD,0101000000000000009807024100000000981E0541
79,014b,1,19,5011,VANDERSTICHELEN,VANDERSTICHELEN,Vanderstichelen,Vanderstichelen,147893.000000,172841.000000,B,14,GARE DU NORD,010100000000000000A80D02410000000048190541
80,014b,1,20,1019,PICARD,PICARD,Picard,Picard,148266.000000,172631.000000,B,14,GARE DU NORD,0101000000000000005019024100000000B8120541
81,014b,1,21,1351,AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148620.400000,172547.000000,B,14,GARE DU NORD,010100000033333333632402410000000018100541
82,014b,1,22,1349,TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148758.000000,172745.000000,B,14,GARE DU NORD,010100000000000000B02802410000000048160541
83,014b,1,23,1016,WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148947.000000,172547.000000,B,14,GARE DU NORD,010100000000000000982E02410000000018100541
84,014b,1,24,1024,WTC,WTC,WTC,WTC,149057.000000,172310.000000,B,14,GARE DU NORD,0101000000000000000832024100000000B0080541
85,014b,1,25,1083,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149306.000000,172222.000000,B,14,GARE DU NORD,010100000000000000D039024100000000F0050541
86,014b,2,1,1082,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149268.000000,172281.000000,B,14,HEYSEL,010100000000000000A038024100000000C8070541
87,014b,2,2,1052,WTC,WTC,WTC,WTC,149071.000000,172349.000000,B,14,HEYSEL,0101000000000000007832024100000000E8090541
88,014b,2,3,1051,WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148964.000000,172548.000000,B,14,HEYSEL,010100000000000000202F02410000000020100541
89,014b,2,4,1348,TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148696.700000,172731.900000,B,14,HEYSEL,01010000009A999999C526024133333333DF150541
90,014b,2,5,1350,AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148590.000000,172515.000000,B,14,HEYSEL,0101000000000000007023024100000000180F0541
91,014b,2,6,1056,PICARD,PICARD,Picard,Picard,148198.700000,172675.100000,B,14,HEYSEL,01010000009A99999935170241CDCCCCCC18140541
92,014b,2,7,5074,VANDERSTICHELEN,VANDERSTICHELEN,Vanderstichelen,Vanderstichelen,147864.000000,172869.000000,B,14,HEYSEL,010100000000000000C00C024100000000281A0541
93,014b,2,8,5076,BELGICA,BELGICA,Belgica,Belgica,147667.000000,173042.000000,B,14,HEYSEL,0101000000000000009806024100000000901F0541
94,014b,2,9,1766,FIRMIN LECHARLIER,FIRMIN LECHARLIER,Firmin Lecharlier,Firmin Lecharlier,147284.300000,173413.000000,B,14,HEYSEL,010100000066666666A2FA014100000000282B0541
95,014b,2,10,1767,LEOPOLD I,LEOPOLD I,Léopold I,Leopold I,147181.000000,173604.000000,B,14,HEYSEL,01010000000000000068F701410000000020310541
96,014b,2,11,2515B,VERBEYST,VERBEYST,Verbeyst,Verbeyst,147388.500000,174078.800000,B,14,HEYSEL,010100000000000000E4FD014166666666F63F0541
97,014b,2,12,2498,DEMINEURS,ONTMIJNERS,Démineurs,Ontmijners,147460.000000,174304.000000,B,14,HEYSEL,010100000000000000200002410000000000470541
98,014b,2,13,6869,GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147305.900000,174418.900000,B,14,HEYSEL,0101000000333333334FFB014133333333974A0541
99,014b,2,14,2871,LORGE,LORGE,Lorge,Lorge,147354.000000,174670.000000,B,14,HEYSEL,010100000000000000D0FC01410000000070520541
100,014b,2,15,2873,CROCQ,CROCQ,Crocq,Crocq,147288.100000,174930.400000,B,14,HEYSEL,0101000000CDCCCCCCC0FA014133333333935A0541
101,014b,2,16,1755,BONAVENTURE,BONAVENTURE,Bonaventure,Bonaventure,146692.000000,174966.000000,B,14,HEYSEL,01010000000000000020E8014100000000B05B0541
102,014b,2,17,1103,ANCIENNE BARRIERE,OUDE AFSPANNING,Ancienne Barrière,Oude Afspanning,146307.000000,175022.000000,B,14,HEYSEL,01010000000000000018DC014100000000705D0541
103,014b,2,18,1743,UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145968.000000,175154.000000,B,14,HEYSEL,01010000000000000080D101410000000090610541
104,014b,2,19,1744,UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145824.100000,175484.200000,B,14,HEYSEL,0101000000CDCCCCCC00CD01419A999999E16B0541
105,014b,2,20,4071,ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146113.000000,175858.800000,B,14,HEYSEL,01010000000000000008D601416666666696770541
106,014b,2,21,4072B,DE HEYN,DE HEYN,De Heyn,De Heyn,146583.200000,175921.600000,B,14,HEYSEL,01010000009A999999B9E40141CDCCCCCC8C790541
107,014b,2,22,4261,PALFIJN,PALFIJN,Palfijn,Palfijn,147004.000000,175947.000000,B,14,HEYSEL,010100000000000000E0F1014100000000587A0541
108,014b,2,23,4268,AMETHYSTE,AMETHIST,Améthyste,Amethist,147070.000000,176187.000000,B,14,HEYSEL,010100000000000000F0F3014100000000D8810541
109,014b,2,24,6482,ROI BAUDOUIN,KONING BOUDEWIJN,Roi Baudouin,Koning Boudewijn,147265.000000,176275.000000,B,14,HEYSEL,01010000000000000008FA01410000000098840541
110,014b,2,25,4265,HEYSEL,HEIZEL,Heysel,Heizel,147685.800000,176232.000000,B,14,HEYSEL,0101000000666666662E0702410000000040830541
111,017b,1,1,4297,BEAULIEU,BEAULIEU,Beaulieu,Beaulieu,152781.000000,167220.000000,B,17,HEILIGENBORRE,01010000000000000068A6024100000000A0690441
112,017b,1,2,4298,MICHIELS,MICHIELS,Michiels,Michiels,152428.000000,167149.000000,B,17,HEILIGENBORRE,010100000000000000609B02410000000068670441
113,017b,1,3,4299,BRILLANT,BRILJANT,Brillant,Briljant,152276.000000,166815.000000,B,17,HEILIGENBORRE,010100000000000000A096024100000000F85C0441
114,017b,1,4,4310,KEYM,KEYM,Keym,Keym,152445.000000,166575.000000,B,17,HEILIGENBORRE,010100000000000000E89B02410000000078550441
115,017b,1,5,4311,VANDER ELST,VANDER ELST,Vander Elst,Vander Elst,152675.000000,166084.000000,B,17,HEILIGENBORRE,01010000000000000018A302410000000020460441
116,017b,1,6,1453,CALYPSO 2000,CALYPSO 2000,Calypso 2000,Calypso 2000,152892.000000,165840.000000,B,17,HEILIGENBORRE,010100000000000000E0A9024100000000803E0441
117,017b,1,7,4313,LES 3 TILLEULS,DRIE LINDEN,Les Trois Tilleuls,Drie Linden,153084.000000,165793.000000,B,17,HEILIGENBORRE,010100000000000000E0AF024100000000083D0441
118,017b,1,8,4347,MIRAVAL,MIRAVAL,Miraval,Miraval,153221.000000,165483.000000,B,17,HEILIGENBORRE,01010000000000000028B402410000000058330441
119,017b,1,9,4349,WIENER,WIENER,Wiener,Wiener,153547.000000,165343.000000,B,17,HEILIGENBORRE,01010000000000000058BE024100000000F82E0441
120,017b,1,10,4342,DIABOLO,DIABOLO,Diabolo,Diabolo,153449.000000,165098.000000,B,17,HEILIGENBORRE,01010000000000000048BB02410000000050270441
121,017b,1,11,4289,ETANGS BOITSFORT,VIJVERS BOSVOORDE,Étangs de Boitsfort,Vijvers van Bosvoorde,153507.000000,164850.000000,B,17,HEILIGENBORRE,01010000000000000018BD024100000000901F0441
122,017b,1,12,4288,INTERNAT. SCHOOL,INTERNAT. SCHOOL,International School,International School,153569.000000,164636.000000,B,17,HEILIGENBORRE,01010000000000000008BF024100000000E0180441
123,017b,1,13,4290,KATTENBERG,KATTENBERG,Kattenberg,Kattenberg,153618.300000,164451.000000,B,17,HEILIGENBORRE,01010000006666666692C002410000000018130441
124,017b,1,14,1472,FORESTERIE,VORSTERIE,Foresterie,Vorsterie,153955.200000,163965.300000,B,17,HEILIGENBORRE,01010000009A99999919CB024166666666EA030441
125,017b,1,15,4319,EQUIPAGES,JACHTSTOET,Équipages,Jachtstoet,153796.900000,164104.700000,B,17,HEILIGENBORRE,01010000003333333327C602419A99999945080441
126,017b,1,16,9059,HEILIGENBORRE,HEILIGENBORRE,Heiligenborre,Heiligenborre,153644.000000,164347.000000,B,17,HEILIGENBORRE,01010000000000000060C1024100000000D80F0441
127,017b,2,1,9059,HEILIGENBORRE,HEILIGENBORRE,Heiligenborre,Heiligenborre,153644.000000,164347.000000,B,17,BEAULIEU,01010000000000000060C1024100000000D80F0441
128,017b,2,2,4287,INTERNAT. SCHOOL,INTERNAT. SCHOOL,International School,International School,153586.000000,164638.000000,B,17,BEAULIEU,01010000000000000090BF024100000000F0180441
129,017b,2,3,4292,ETANGS BOITSFORT,VIJVERS BOSVOORDE,Étangs de Boitsfort,Vijvers van Bosvoorde,153468.000000,164834.000000,B,17,BEAULIEU,010100000000000000E0BB024100000000101F0441
130,017b,2,4,4341,DIABOLO,DIABOLO,Diabolo,Diabolo,153449.000000,165129.000000,B,17,BEAULIEU,01010000000000000048BB02410000000048280441
131,017b,2,5,4351,WIENER,WIENER,Wiener,Wiener,153554.000000,165360.000000,B,17,BEAULIEU,01010000000000000090BE024100000000802F0441
132,017b,2,6,4348,MIRAVAL,MIRAVAL,Miraval,Miraval,153191.000000,165531.000000,B,17,BEAULIEU,01010000000000000038B3024100000000D8340441
133,017b,2,7,4355,LES 3 TILLEULS,DRIE LINDEN,Les Trois Tilleuls,Drie Linden,153110.000000,165811.000000,B,17,BEAULIEU,010100000000000000B0B0024100000000983D0441
134,017b,2,8,1455,CALYPSO 2000,CALYPSO 2000,Calypso 2000,Calypso 2000,152837.000000,165853.000000,B,17,BEAULIEU,01010000000000000028A8024100000000E83E0441
135,017b,2,9,4357,VANDER ELST,VANDER ELST,Vander Elst,Vander Elst,152680.000000,166105.000000,B,17,BEAULIEU,01010000000000000040A3024100000000C8460441
136,017b,2,10,4358,KEYM,KEYM,Keym,Keym,152426.000000,166621.000000,B,17,BEAULIEU,010100000000000000509B024100000000E8560441
137,017b,2,11,4293,BRILLANT,BRILJANT,Brillant,Briljant,152333.000000,166830.000000,B,17,BEAULIEU,0101000000000000006898024100000000705D0441
138,017b,2,12,4294,TERCOIGNE,TERCOIGNE,Tercoigne,Tercoigne,152537.000000,166875.000000,B,17,BEAULIEU,010100000000000000C89E024100000000D85E0441
139,017b,2,13,4295,GARDON,VOORN,Gardon,Voorn,152943.000000,166923.000000,B,17,BEAULIEU,01010000000000000078AB02410000000058600441
140,017b,2,14,4296,BERENSHEIDE,BERENSHEIDE,Berensheide,Berensheide,153251.000000,167028.000000,B,17,BEAULIEU,01010000000000000018B5024100000000A0630441
141,017b,2,15,4297,BEAULIEU,BEAULIEU,Beaulieu,Beaulieu,152781.000000,167220.000000,B,17,BEAULIEU,01010000000000000068A6024100000000A0690441
142,020b,1,1,1142,HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143858.000000,172988.000000,B,20,GARE DU NORD,010100000000000000908F014100000000E01D0541
143,020b,1,2,1102,SEPT ETOILES,ZEVEN STERREN,Sept Étoiles,Zeven Sterren,144137.000000,172703.000000,B,20,GARE DU NORD,0101000000000000004898014100000000F8140541
144,020b,1,3,4598,BROEK,BROEK,Broek,Broek,144285.000000,172497.000000,B,20,GARE DU NORD,010100000000000000E89C014100000000880E0541
145,020b,1,4,1095,PLACE DE L'EGLISE,KERKPLEIN,Place de l'Église,Kerkplein,144664.000000,172319.000000,B,20,GARE DU NORD,010100000000000000C0A8014100000000F8080541
146,020b,1,5,1105,COMHAIRE,COMHAIRE,Comhaire,Comhaire,144906.000000,172178.000000,B,20,GARE DU NORD,01010000000000000050B001410000000090040541
147,020b,1,6,1306,SCHWEITZER,SCHWEITZER,Schweitzer,Schweitzer,144955.000000,172673.000000,B,20,GARE DU NORD,010100000000000000D8B101410000000008140541
148,020b,1,7,1118B,GENOT,GENOT,Genot,Genot,145247.500000,172467.700000,B,20,GARE DU NORD,010100000000000000FCBA01419A9999999D0D0541
149,020b,1,8,1119,WINTEROY,WINTEROY,Winteroy,Winteroy,145625.900000,172678.900000,B,20,GARE DU NORD,010100000033333333CFC601413333333337140541
150,020b,1,9,1096,BENES,BENES,Bénès,Bénès,146024.000000,172638.000000,B,20,GARE DU NORD,01010000000000000040D3014100000000F0120541
151,020b,1,10,1097,BASTOGNE,BASTENAKEN,Bastogne,Bastenaken,146278.000000,172322.000000,B,20,GARE DU NORD,01010000000000000030DB01410000000010090541
152,020b,1,11,2073,KARREVELD,KARREVELD,Karreveld,Karreveld,146535.700000,171914.900000,B,20,GARE DU NORD,01010000009A9999993DE301413333333357FC0441
153,020b,1,12,2081,OSSEGHEM,OSSEGEM,Osseghem,Ossegem,146941.800000,171838.100000,B,20,GARE DU NORD,010100000066666666EEEF0141CDCCCCCCF0F90441
154,020b,1,13,4111,ETANGS NOIRS,ZWARTE VIJVERS,Étangs Noirs,Zwarte Vijvers,147426.000000,171854.000000,B,20,GARE DU NORD,01010000000000000010FF01410000000070FA0441
155,020b,1,14,1792,MERCHTEM,MERCHTEM,Merchtem,Merchtem,147727.000000,171986.900000,B,20,GARE DU NORD,010100000000000000780802413333333397FE0441
156,020b,1,15,5013B,RIBAUCOURT,RIBAUCOURT,Ribaucourt,Ribaucourt,148037.700000,172204.000000,B,20,GARE DU NORD,01010000009A9999992D1202410000000060050541
157,020b,1,16,1351,AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148620.400000,172547.000000,B,20,GARE DU NORD,010100000033333333632402410000000018100541
158,020b,1,17,1349,TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148758.000000,172745.000000,B,20,GARE DU NORD,010100000000000000B02802410000000048160541
159,020b,1,18,1016,WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148947.000000,172547.000000,B,20,GARE DU NORD,010100000000000000982E02410000000018100541
