gid,code_ligne,variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,geom
878,048b,1,17,2411B,DUDEN,DUDEN,Duden,Duden,147457.000000,167143.000000,B,48,DECROLY,010100000000000000080002410000000038670441
879,048b,1,18,2937B,MYSTERE,MYSTERIE,Mystère,Mysterie,147310.200000,167034.000000,B,48,DECROLY,01010000009A99999971FB014100000000D0630441
880,048b,1,19,2412,DOMAINE,DOMEIN,Domaine,Domein,147201.000000,166693.000000,B,48,DECROLY,01010000000000000008F801410000000028590441
881,048b,1,20,2633,GATTI DE GAMOND,GATTI DE GAMOND,Gatti de Gamond,Gatti de Gamond,147160.000000,166287.000000,B,48,DECROLY,010100000000000000C0F6014100000000784C0441
882,048b,1,21,2414,DECROLY,DECROLY,Decroly,Decroly,147119.000000,165986.000000,B,48,DECROLY,01010000000000000078F501410000000010430441
883,048b,1,22,2415,AULNE,ELZEBOOM,Aulne,Elzeboom,147303.000000,165833.000000,B,48,DECROLY,01010000000000000038FB014100000000483E0441
884,048b,1,23,2452,VICTOR ALLARD,VICTOR ALLARD,Victor Allard,Victor Allard,147080.000000,165587.000000,B,48,DECROLY,01010000000000000040F401410000000098360441
885,048b,1,24,2306,DECROLY,DECROLY,Decroly,Decroly,147081.000000,166112.000000,B,48,DECROLY,01010000000000000048F401410000000000470441
886,048b,2,1,2306,DECROLY,DECROLY,Decroly,Decroly,147081.000000,166112.000000,B,48,ANNEESSENS,01010000000000000048F401410000000000470441
887,048b,2,2,2634,GATTI DE GAMOND,GATTI DE GAMOND,Gatti de Gamond,Gatti de Gamond,147150.000000,166357.000000,B,48,ANNEESSENS,01010000000000000070F6014100000000A84E0441
888,048b,2,3,2455,DOMAINE,DOMEIN,Domaine,Domein,147210.000000,166719.200000,B,48,ANNEESSENS,01010000000000000050F801419A999999F9590441
889,048b,2,4,2954B,MYSTERE,MYSTERIE,Mystère,Mysterie,147328.100000,167037.200000,B,48,ANNEESSENS,0101000000CDCCCCCC00FC01419A999999E9630441
890,048b,2,5,2456,DUDEN,DUDEN,Duden,Duden,147474.000000,167147.000000,B,48,ANNEESSENS,010100000000000000900002410000000058670441
891,048b,2,6,2457,ALTITUDE CENT,HOOGTE HONDERD,Altitude Cent,Hoogte Honderd,147704.000000,167316.000000,B,48,ANNEESSENS,010100000000000000C007024100000000A06C0441
892,048b,2,7,5858,MOLIERE-LONGCHAMP,MOLIERE-LONGCHAMP,Molière-Longchamp,Molière-Longchamp,147984.000000,167330.000000,B,48,ANNEESSENS,0101000000000000008010024100000000106D0441
893,048b,2,8,5859,TIMMERMANS,TIMMERMANS,Timmermans,Timmermans,148061.000000,167615.000000,B,48,ANNEESSENS,010100000000000000E812024100000000F8750441
894,048b,2,9,2934,ALBERT,ALBERT,Albert,Albert,148088.000000,167915.000000,B,48,ANNEESSENS,010100000000000000C013024100000000587F0441
895,048b,2,10,2459,MONT KEMMEL,KEMMELBERG,Mont Kemmel,Kemmelberg,147819.000000,167854.000000,B,48,ANNEESSENS,010100000000000000580B024100000000707D0441
896,048b,2,11,2460,LAINE,LAINE,Laîné,Laîné,147597.000000,167848.000000,B,48,ANNEESSENS,0101000000000000006804024100000000407D0441
897,048b,2,12,2767,ROCHEFORT,ROCHEFORT,Rochefort,Rochefort,147620.900000,168247.900000,B,48,ANNEESSENS,0101000000333333332705024133333333BF890441
898,048b,2,13,2773,SERBIE,SERVIE,Serbie,Servie,147563.700000,168657.100000,B,48,ANNEESSENS,01010000009A9999995D030241CDCCCCCC88960441
899,048b,2,14,2775,AVENUE DU ROI,KONINGSLAAN,Avenue du Roi,Koningslaan,147511.300000,169029.800000,B,48,ANNEESSENS,010100000066666666BA010241666666662EA20441
900,048b,2,15,2671,SUEDE,ZWEDEN,Suède,Zweden,147700.000000,169311.000000,B,48,ANNEESSENS,010100000000000000A007024100000000F8AA0441
901,048b,2,16,2778,GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147844.600000,169528.900000,B,48,ANNEESSENS,0101000000CDCCCCCC240C024133333333C7B10441
902,048b,2,17,2467,PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148277.600000,169128.200000,B,48,ANNEESSENS,0101000000CDCCCCCCAC1902419A99999941A50441
903,048b,2,18,1125,HOP. SAINT-PIERRE,SINT-PIETERS-ZKH.,Hôpital Saint-Pierre,Sint-Pieters-ziekenhuis,148408.000000,169365.000000,B,48,ANNEESSENS,010100000000000000C01D024100000000A8AC0441
904,048b,2,19,1126,JEU DE BALLE,VOSSENPLEIN,Jeu de Balle,Vossenplein,148611.000000,169668.000000,B,48,ANNEESSENS,010100000000000000182402410000000020B60441
905,048b,2,20,1127,CHAPELLE,KAPELLEKERK,Chapelle,Kapellekerk,148807.000000,170093.000000,B,48,ANNEESSENS,010100000000000000382A02410000000068C30441
906,048b,2,21,3630,GRAND SABLON,GROTE ZAVEL,Grand Sablon,Grote Zavel,148971.400000,170197.900000,B,48,ANNEESSENS,0101000000333333335B2F024133333333AFC60441
907,048b,2,22,1781,GRAND-PLACE,GROTE MARKT,Grand-Place,Grote Markt,148801.000000,170511.000000,B,48,ANNEESSENS,010100000000000000082A02410000000078D00441
908,048b,2,23,2744,MANNEKEN-PIS,MANNEKEN-PIS,Manneken-Pis,Manneken-Pis,148630.000000,170594.000000,B,48,ANNEESSENS,010100000000000000B02402410000000010D30441
909,048b,2,24,2737,ROUPPE,ROUPPE,Rouppe,Rouppe,148334.000000,170309.000000,B,48,ANNEESSENS,010100000000000000701B02410000000028CA0441
910,048b,2,25,2733,ANNEESSENS,ANNEESSENS,Anneessens,Anneessens,148394.000000,170476.000000,B,48,ANNEESSENS,010100000000000000501D02410000000060CF0441
911,049b,1,1,2531,GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147822.000000,169547.000000,B,49,SIMONIS,010100000000000000700B02410000000058B20441
912,049b,1,2,2539,SUEDE,ZWEDEN,Suède,Zweden,147680.000000,169298.000000,B,49,SIMONIS,010100000000000000000702410000000090AA0441
913,049b,1,3,2544,AVENUE DU ROI,KONINGSLAAN,Avenue du Roi,Koningslaan,147427.000000,168997.000000,B,49,SIMONIS,01010000000000000018FF01410000000028A10441
914,049b,1,4,2548,IMPRIMERIE,DRUKKERIJ,Imprimerie,Drukkerij,147212.000000,168726.000000,B,49,SIMONIS,01010000000000000060F8014100000000B0980441
915,049b,1,5,2553,ORBAN,ORBAN,Orban,Orban,147071.000000,168524.000000,B,49,SIMONIS,010100000000000000F8F301410000000060920441
916,049b,1,6,2546,WIELS,WIELS,Wiels,Wiels,146945.000000,168193.000000,B,49,SIMONIS,01010000000000000008F001410000000008880441
917,049b,1,7,2551,CHARROI,GERIJ,Charroi,Gerij,146687.000000,167972.000000,B,49,SIMONIS,010100000000000000F8E701410000000020810441
918,049b,1,8,2556,ILE SAINTE-HELENE,EILAND ST-HELENA,Île Sainte-Hélène,Eiland Sint-Helena,146291.000000,168119.800000,B,49,SIMONIS,01010000000000000098DB014166666666BE850441
919,049b,1,9,3681,DIGUE DU CANAL,VAARTDIJK,Digue du Canal,Vaartdijk,145913.000000,168173.000000,B,49,SIMONIS,010100000000000000C8CF01410000000068870441
920,049b,1,10,2550,VAN KALKEN,VAN KALKEN,van Kalken,van Kalken,145509.000000,168515.000000,B,49,SIMONIS,01010000000000000028C301410000000018920441
921,049b,1,11,2252,ARISTIDE BRIAND,ARISTIDE BRIAND,Aristide Briand,Aristide Briand,145346.000000,168727.000000,B,49,SIMONIS,01010000000000000010BE014100000000B8980441
922,049b,1,12,6483B,VEEWEYDE,VEEWEIDE,Veeweyde,Veeweide,145234.700000,168881.500000,B,49,SIMONIS,01010000009A99999995BA0141000000008C9D0441
923,049b,1,13,2254,MEIR,MEIR,Meir,Meir,145300.000000,169086.000000,B,49,SIMONIS,010100000000000000A0BC014100000000F0A30441
924,049b,1,14,2256B,SAINT-GUIDON,SINT-GUIDO,Saint-Guidon,Sint-Guido,145627.000000,169379.000000,B,49,SIMONIS,010100000000000000D8C601410000000018AD0441
925,049b,1,15,2562B,MAISON D'ERASME,ERASMUSHUIS,Maison d'Erasme,Erasmushuis,145680.000000,169651.000000,B,49,SIMONIS,01010000000000000080C801410000000098B50441
926,049b,1,16,2560,BEAUTE,SCHOONHEID,Beauté,Schoonheid,145642.000000,169871.000000,B,49,SIMONIS,01010000000000000050C701410000000078BC0441
927,049b,1,17,2561,JAKOB SMITS,JAKOB SMITS,Jakob Smits,Jakob Smits,145386.000000,170168.000000,B,49,SIMONIS,01010000000000000050BF014100000000C0C50441
928,049b,1,18,1257,PAULSEN,PAULSEN,Paulsen,Paulsen,145160.000000,170374.000000,B,49,SIMONIS,01010000000000000040B801410000000030CC0441
929,049b,1,19,2579,PETERBOS,PETERBOS,Peterbos,Peterbos,144903.000000,170432.000000,B,49,SIMONIS,01010000000000000038B001410000000000CE0441
930,049b,1,20,2564,PRINCE DE LIEGE,PRINS VAN LUIK,Prince de Liège,Prins van Luik,145095.000000,170780.000000,B,49,SIMONIS,01010000000000000038B6014100000000E0D80441
931,049b,1,21,2565,MACHTENS,MACHTENS,Machtens,Machtens,145208.000000,171253.000000,B,49,SIMONIS,010100000000000000C0B9014100000000A8E70441
932,049b,1,22,2566B,CANDRIES,CANDRIES,Candries,Candries,145676.400000,171687.100000,B,49,SIMONIS,01010000003333333363C80141CDCCCCCC38F50441
933,049b,1,23,2567,LEROY,LEROY,Leroy,Leroy,145821.000000,171836.000000,B,49,SIMONIS,010100000000000000E8CC014100000000E0F90441
934,049b,1,24,2568,CIM. DE MOLENBEEK,BEGR. MOLENBEEK,Cimetière de Molenbeek,Begraafplaats van Molenbeek,145989.000000,172034.000000,B,49,SIMONIS,01010000000000000028D201410000000010000541
935,049b,1,25,1097,BASTOGNE,BASTENAKEN,Bastogne,Bastenaken,146278.000000,172322.000000,B,49,SIMONIS,01010000000000000030DB01410000000010090541
936,049b,1,26,1098,SIPPELBERG,SIPPELBERG,Sippelberg,Sippelberg,146722.000000,172385.000000,B,49,SIMONIS,01010000000000000010E9014100000000080B0541
937,049b,1,27,1172,LIBERTE,VRIJHEID,Liberté,Vrijheid,147007.000000,172479.000000,B,49,SIMONIS,010100000000000000F8F1014100000000F80D0541
938,049b,1,28,1286,SIMONIS,SIMONIS,Simonis,Simonis,147327.300000,172514.000000,B,49,SIMONIS,010100000066666666FAFB014100000000100F0541
939,049b,1,29,1288,SIMONIS,SIMONIS,Simonis,Simonis,147315.000000,172547.000000,B,49,SIMONIS,01010000000000000098FB01410000000018100541
940,049b,2,1,1288,SIMONIS,SIMONIS,Simonis,Simonis,147315.000000,172547.000000,B,49,GARE DU MIDI,01010000000000000098FB01410000000018100541
941,049b,2,2,1184,LIBERTE,VRIJHEID,Liberté,Vrijheid,146968.800000,172486.100000,B,49,GARE DU MIDI,010100000066666666C6F00141CDCCCCCC300E0541
942,049b,2,3,1182,SIPPELBERG,SIPPELBERG,Sippelberg,Sippelberg,146704.000000,172399.000000,B,49,GARE DU MIDI,01010000000000000080E8014100000000780B0541
943,049b,2,4,1197,BASTOGNE,BASTENAKEN,Bastogne,Bastenaken,146297.000000,172331.000000,B,49,GARE DU MIDI,010100000000000000C8DB01410000000058090541
944,049b,2,5,2511,CIM. DE MOLENBEEK,BEGR. MOLENBEEK,Cimetière de Molenbeek,Begraafplaats van Molenbeek,145951.000000,172028.000000,B,49,GARE DU MIDI,010100000000000000F8D0014100000000E0FF0441
945,049b,2,6,2512,LEROY,LEROY,Leroy,Leroy,145787.000000,171842.000000,B,49,GARE DU MIDI,010100000000000000D8CB01410000000010FA0441
946,049b,2,7,2513,CANDRIES,CANDRIES,Candries,Candries,145586.000000,171624.000000,B,49,GARE DU MIDI,01010000000000000090C501410000000040F30441
947,049b,2,8,2514,MACHTENS,MACHTENS,Machtens,Machtens,145191.000000,171264.000000,B,49,GARE DU MIDI,01010000000000000038B901410000000000E80441
948,049b,2,9,2522,PRINCE DE LIEGE,PRINS VAN LUIK,Prince de Liège,Prins van Luik,145043.000000,170655.000000,B,49,GARE DU MIDI,01010000000000000098B4014100000000F8D40441
949,049b,2,10,2536,PETERBOS,PETERBOS,Peterbos,Peterbos,144861.000000,170337.000000,B,49,GARE DU MIDI,010100000000000000E8AE01410000000008CB0441
950,049b,2,11,1207,PAULSEN,PAULSEN,Paulsen,Paulsen,145192.000000,170343.000000,B,49,GARE DU MIDI,01010000000000000040B901410000000038CB0441
951,049b,2,12,2532,JAKOB SMITS,JAKOB SMITS,Jakob Smits,Jakob Smits,145401.000000,170118.000000,B,49,GARE DU MIDI,010100000000000000C8BF01410000000030C40441
952,049b,2,13,2533,BEAUTE,SCHOONHEID,Beauté,Schoonheid,145587.000000,169911.000000,B,49,GARE DU MIDI,01010000000000000098C5014100000000B8BD0441
953,049b,2,14,2534,BROEREN,BROEREN,Broeren,Broeren,145852.000000,169833.000000,B,49,GARE DU MIDI,010100000000000000E0CD01410000000048BB0441
954,049b,2,15,3709,RESISTANCE,VERZET,Résistance,Verzet,145966.000000,169542.000000,B,49,GARE DU MIDI,01010000000000000070D101410000000030B20441
955,049b,2,16,2535B,SAINT-GUIDON,SINT-GUIDO,Saint-Guidon,Sint-Guido,145527.000000,169357.000000,B,49,GARE DU MIDI,010100000000000000B8C301410000000068AC0441
956,049b,2,17,2323,MEIR,MEIR,Meir,Meir,145355.000000,169181.000000,B,49,GARE DU MIDI,01010000000000000058BE014100000000E8A60441
957,049b,2,18,6484B,VEEWEYDE,VEEWEIDE,Veeweyde,Veeweide,145205.100000,168815.700000,B,49,GARE DU MIDI,0101000000CDCCCCCCA8B901419A9999997D9B0441
958,049b,2,19,2225,ARISTIDE BRIAND,ARISTIDE BRIAND,Aristide Briand,Aristide Briand,145392.000000,168711.000000,B,49,GARE DU MIDI,01010000000000000080BF01410000000038980441
959,049b,2,20,2226,VAN KALKEN,VAN KALKEN,van Kalken,van Kalken,145499.600000,168464.000000,B,49,GARE DU MIDI,0101000000CDCCCCCCDCC201410000000080900441
960,049b,2,21,3682,DIGUE DU CANAL,VAARTDIJK,Digue du Canal,Vaartdijk,145893.000000,168154.000000,B,49,GARE DU MIDI,01010000000000000028CF014100000000D0860441
961,049b,2,22,2523,ILE SAINTE-HELENE,EILAND ST-HELENA,Île Sainte-Hélène,Eiland Sint-Helena,146324.000000,168095.000000,B,49,GARE DU MIDI,010100000000000000A0DC014100000000F8840441
962,049b,2,23,2524,CHARROI,GERIJ,Charroi,Gerij,146751.000000,167987.000000,B,49,GARE DU MIDI,010100000000000000F8E901410000000098810441
963,049b,2,24,5159,WIELS,WIELS,Wiels,Wiels,147011.000000,168273.000000,B,49,GARE DU MIDI,01010000000000000018F2014100000000888A0441
964,049b,2,25,5757,ORBAN,ORBAN,Orban,Orban,147093.000000,168539.000000,B,49,GARE DU MIDI,010100000000000000A8F4014100000000D8920441
965,049b,2,26,2672,IMPRIMERIE,DRUKKERIJ,Imprimerie,Drukkerij,147321.000000,168843.000000,B,49,GARE DU MIDI,010100000000000000C8FB014100000000589C0441
966,049b,2,27,2670,AVENUE DU ROI,KONINGSLAAN,Avenue du Roi,Koningslaan,147471.000000,169030.000000,B,49,GARE DU MIDI,010100000000000000780002410000000030A20441
967,049b,2,28,2671,SUEDE,ZWEDEN,Suède,Zweden,147700.000000,169311.000000,B,49,GARE DU MIDI,010100000000000000A007024100000000F8AA0441
968,049b,2,29,2500,GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147775.000000,169607.000000,B,49,GARE DU MIDI,010100000000000000F80902410000000038B40441
969,050b,1,1,2531,GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147822.000000,169547.000000,B,50,LOT STATION,010100000000000000700B02410000000058B20441
970,050b,1,2,2539,SUEDE,ZWEDEN,Suède,Zweden,147680.000000,169298.000000,B,50,LOT STATION,010100000000000000000702410000000090AA0441
971,050b,1,3,2544,AVENUE DU ROI,KONINGSLAAN,Avenue du Roi,Koningslaan,147427.000000,168997.000000,B,50,LOT STATION,01010000000000000018FF01410000000028A10441
972,050b,1,4,2548,IMPRIMERIE,DRUKKERIJ,Imprimerie,Drukkerij,147212.000000,168726.000000,B,50,LOT STATION,01010000000000000060F8014100000000B0980441
973,050b,1,5,2553,ORBAN,ORBAN,Orban,Orban,147071.000000,168524.000000,B,50,LOT STATION,010100000000000000F8F301410000000060920441
974,050b,1,6,2546,WIELS,WIELS,Wiels,Wiels,146945.000000,168193.000000,B,50,LOT STATION,01010000000000000008F001410000000008880441
975,050b,1,7,2555,CHARROI,GERIJ,Charroi,Gerij,146703.600000,167916.000000,B,50,LOT STATION,0101000000CDCCCCCC7CE8014100000000607F0441
976,050b,1,8,1015,BERVOETS,BERVOETS,Bervoets,Bervoets,146555.500000,167357.700000,B,50,LOT STATION,010100000000000000DCE301419A999999ED6D0441
977,050b,1,9,5915,FOREST CENTRE,VORST CENTRUM,Forest Centre,Vorst Centrum,146482.000000,166852.000000,B,50,LOT STATION,01010000000000000090E1014100000000205E0441
978,050b,1,10,5719,SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146391.100000,166607.300000,B,50,LOT STATION,0101000000CDCCCCCCB8DE0141666666667A560441
979,050b,1,11,5720,MAX WALLER,MAX WALLER,Max Waller,Max Waller,146147.300000,166217.800000,B,50,LOT STATION,0101000000666666661AD70141666666664E4A0441
980,050b,1,12,2608,BEMPT,BEMPT,Bempt,Bempt,146302.000000,165748.000000,B,50,LOT STATION,010100000000000000F0DB014100000000A03B0441
981,050b,1,13,5721,NEERSTALLE,NEERSTALLE,Neerstalle,Neerstalle,146388.000000,165598.000000,B,50,LOT STATION,010100000000000000A0DE014100000000F0360441
982,050b,1,14,2664,UCCLE SPORT,UKKEL SPORT,Uccle Sport,Ukkel Sport,146045.300000,165331.800000,B,50,LOT STATION,010100000066666666EAD30141666666669E2E0441
983,050b,1,15,2609,RUE LONGUE,LANGESTRAAT,Rue Longue,Langestraat,145818.000000,165128.000000,B,50,LOT STATION,010100000000000000D0CC01410000000040280441
984,050b,1,16,2611,GILSON,GILSON,Gilson,Gilson,145621.000000,164927.000000,B,50,LOT STATION,010100000000000000A8C6014100000000F8210441
985,050b,1,17,9651,KERK RUISBROEK,KERK RUISBROEK,Kerk Ruisbroek,Kerk Ruisbroek,145043.000000,164384.000000,B,50,LOT STATION,01010000000000000098B401410000000000110441
986,050b,1,18,9652,RUISBROEK CENTRUM,RUISBROEK CENTRUM,Ruisbroek Centrum,Ruisbroek Centrum,144917.000000,164050.000000,B,50,LOT STATION,010100000000000000A8B001410000000090060441
987,050b,1,19,9660,SPORTCENTRUM,SPORTCENTRUM,Sportcentrum,Sportcentrum,144619.000000,163723.000000,B,50,LOT STATION,01010000000000000058A701410000000058FC0341
988,050b,1,20,9654,KAPEL RUISBROEK,KAPEL RUISBROEK,Kapel Ruisbroek,Kapel Ruisbroek,144384.000000,163448.000000,B,50,LOT STATION,01010000000000000000A0014100000000C0F30341
989,050b,1,21,9655,VOETBALCLUB,VOETBALCLUB,Voetbalclub,Voetbalclub,144167.000000,163220.000000,B,50,LOT STATION,0101000000000000003899014100000000A0EC0341
990,050b,1,22,9656,BEKA,BEKA,Beka,Beka,143838.000000,162630.000000,B,50,LOT STATION,010100000000000000F08E01410000000030DA0341
991,050b,1,23,9657,WATERBURY,WATERBURY,Waterbury,Waterbury,143634.000000,162247.000000,B,50,LOT STATION,010100000000000000908801410000000038CE0341
992,050b,1,24,9658,LOT STATION,LOT STATION,Lot Station,Lot Station,143295.000000,161711.000000,B,50,LOT STATION,010100000000000000F87D01410000000078BD0341
993,050b,2,1,9658,LOT STATION,LOT STATION,Lot Station,Lot Station,143295.000000,161711.000000,B,50,GARE DU MIDI,010100000000000000F87D01410000000078BD0341
994,050b,2,2,9659,STATION LOT,STATION LOT,Station Lot,Station Lot,143383.000000,161840.000000,B,50,GARE DU MIDI,010100000000000000B88001410000000080C10341
995,050b,2,3,9677,WATERBURY,WATERBURY,Waterbury,Waterbury,143675.000000,162318.000000,B,50,GARE DU MIDI,010100000000000000D88901410000000070D00341
996,050b,2,4,9678,BEKA,BEKA,Beka,Beka,143834.000000,162617.000000,B,50,GARE DU MIDI,010100000000000000D08E014100000000C8D90341
997,050b,2,5,9679,VOETBALCLUB,VOETBALCLUB,Voetbalclub,Voetbalclub,144186.000000,163236.000000,B,50,GARE DU MIDI,010100000000000000D09901410000000020ED0341
998,050b,2,6,9680,KAPEL RUISBROEK,KAPEL RUISBROEK,Kapel Ruisbroek,Kapel Ruisbroek,144377.000000,163437.000000,B,50,GARE DU MIDI,010100000000000000C89F01410000000068F30341
999,050b,2,7,9685,SPORTCENTRUM,SPORTCENTRUM,Sportcentrum,Sportcentrum,144666.000000,163753.000000,B,50,GARE DU MIDI,010100000000000000D0A801410000000048FD0341
1000,050b,2,8,9682,RUISBROEK CENTRUM,RUISBROEK CENTRUM,Ruisbroek Centrum,Ruisbroek Centrum,144879.000000,163999.000000,B,50,GARE DU MIDI,01010000000000000078AF014100000000F8040441
1001,050b,2,9,9683,KERK RUISBROEK,KERK RUISBROEK,Kerk Ruisbroek,Kerk Ruisbroek,145119.000000,164432.000000,B,50,GARE DU MIDI,010100000000000000F8B601410000000080120441
1002,050b,2,10,2659,GILSON,GILSON,Gilson,Gilson,145620.000000,164922.000000,B,50,GARE DU MIDI,010100000000000000A0C6014100000000D0210441
1003,050b,2,11,2661,RUE LONGUE,LANGESTRAAT,Rue Longue,Langestraat,145851.000000,165153.000000,B,50,GARE DU MIDI,010100000000000000D8CD01410000000008290441
1004,050b,2,12,2662B,UCCLE SPORT,UKKEL SPORT,Uccle Sport,Ukkel Sport,146077.000000,165341.000000,B,50,GARE DU MIDI,010100000000000000E8D4014100000000E82E0441
1005,050b,2,13,2663,NEERSTALLE,NEERSTALLE,Neerstalle,Neerstalle,146374.000000,165650.000000,B,50,GARE DU MIDI,01010000000000000030DE01410000000090380441
1006,050b,2,14,2669,BEMPT,BEMPT,Bempt,Bempt,146260.000000,165796.000000,B,50,GARE DU MIDI,010100000000000000A0DA014100000000203D0441
1007,050b,2,15,2665,MAX WALLER,MAX WALLER,Max Waller,Max Waller,146172.000000,166241.000000,B,50,GARE DU MIDI,010100000000000000E0D7014100000000084B0441
1008,050b,2,16,5152,SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146421.000000,166678.000000,B,50,GARE DU MIDI,010100000000000000A8DF014100000000B0580441
1009,050b,2,17,5161,FOREST CENTRE,VORST CENTRUM,Forest Centre,Vorst Centrum,146476.000000,166789.000000,B,50,GARE DU MIDI,01010000000000000060E1014100000000285C0441
1010,050b,2,18,1085,BERVOETS,BERVOETS,Bervoets,Bervoets,146598.500000,167448.500000,B,50,GARE DU MIDI,01010000000000000034E5014100000000C4700441
1011,050b,2,19,2524,CHARROI,GERIJ,Charroi,Gerij,146751.000000,167987.000000,B,50,GARE DU MIDI,010100000000000000F8E901410000000098810441
1012,050b,2,20,5159,WIELS,WIELS,Wiels,Wiels,147011.000000,168273.000000,B,50,GARE DU MIDI,01010000000000000018F2014100000000888A0441
1013,050b,2,21,5757,ORBAN,ORBAN,Orban,Orban,147093.000000,168539.000000,B,50,GARE DU MIDI,010100000000000000A8F4014100000000D8920441
1014,050b,2,22,2672,IMPRIMERIE,DRUKKERIJ,Imprimerie,Drukkerij,147321.000000,168843.000000,B,50,GARE DU MIDI,010100000000000000C8FB014100000000589C0441
1015,050b,2,23,2670,AVENUE DU ROI,KONINGSLAAN,Avenue du Roi,Koningslaan,147471.000000,169030.000000,B,50,GARE DU MIDI,010100000000000000780002410000000030A20441
1016,050b,2,24,2671,SUEDE,ZWEDEN,Suède,Zweden,147700.000000,169311.000000,B,50,GARE DU MIDI,010100000000000000A007024100000000F8AA0441
1017,050b,2,25,2500,GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147775.000000,169607.000000,B,50,GARE DU MIDI,010100000000000000F80902410000000038B40441
1018,052b,1,1,2788,GARE CENTRALE,CENTRAAL STATION,Gare Centrale,Centraal Station,149210.200000,170562.200000,B,52,FOREST NATIONAL,01010000009A999999D13602419A99999911D20441
1019,052b,1,2,2739,MADELEINE,MAGDALENA,Madeleine,Magdalena,149043.000000,170392.000000,B,52,FOREST NATIONAL,0101000000000000009831024100000000C0CC0441
1020,052b,1,3,1167,CHAPELLE,KAPELLEKERK,Chapelle,Kapellekerk,148719.000000,170055.000000,B,52,FOREST NATIONAL,010100000000000000782702410000000038C20441
1021,052b,1,4,1168,JEU DE BALLE,VOSSENPLEIN,Jeu de Balle,Vossenplein,148459.000000,169668.000000,B,52,FOREST NATIONAL,010100000000000000581F02410000000020B60441
1022,052b,1,5,1169,PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148201.000000,169332.000000,B,52,FOREST NATIONAL,0101000000000000004817024100000000A0AB0441
1023,052b,1,6,1801,PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148162.200000,169191.800000,B,52,FOREST NATIONAL,01010000009A99999911160241666666663EA70441
1024,052b,1,7,2402,PARVIS ST-GILLES,ST-GILLISVOORPL.,Parvis Saint-Gilles,Sint-Gillisvoorplein,148271.000000,168912.000000,B,52,FOREST NATIONAL,0101000000000000007819024100000000809E0441
1025,052b,1,8,2334B,BARRIERE,BAREEL,Barrière,Bareel,148224.000000,168482.000000,B,52,FOREST NATIONAL,010100000000000000001802410000000010910441
1026,052b,1,9,2404,COMBAZ,COMBAZ,Combaz,Combaz,147878.000000,168322.000000,B,52,FOREST NATIONAL,010100000000000000300D024100000000108C0441
1027,052b,1,10,5115,ROCHEFORT,ROCHEFORT,Rochefort,Rochefort,147657.000000,168215.000000,B,52,FOREST NATIONAL,0101000000000000004806024100000000B8880441
1028,052b,1,11,2738,PIERRE DECOSTER,PIERRE DECOSTER,Pierre Decoster,Pierre Decoster,147267.800000,167952.200000,B,52,FOREST NATIONAL,0101000000666666661EFA01419A99999981800441
1029,052b,1,12,2734,UNION,UNION,Union,Union,146910.800000,167727.900000,B,52,FOREST NATIONAL,010100000066666666F6EE0141333333337F790441
1030,052b,1,13,1015,BERVOETS,BERVOETS,Bervoets,Bervoets,146555.500000,167357.700000,B,52,FOREST NATIONAL,010100000000000000DCE301419A999999ED6D0441
1031,052b,1,14,5915,FOREST CENTRE,VORST CENTRUM,Forest Centre,Vorst Centrum,146482.000000,166852.000000,B,52,FOREST NATIONAL,01010000000000000090E1014100000000205E0441
1032,052b,1,15,5719,SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146391.100000,166607.300000,B,52,FOREST NATIONAL,0101000000CDCCCCCCB8DE0141666666667A560441
1033,052b,1,16,2952B,GARE FOREST-EST,STAT. VORST-OOST,Gare de Forest-Est,Station Vorst-Oost,146622.000000,166521.000000,B,52,FOREST NATIONAL,010100000000000000F0E5014100000000C8530441
1034,052b,1,17,2732,FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146874.500000,166601.800000,B,52,FOREST NATIONAL,010100000000000000D4ED0141666666664E560441
1035,052b,2,1,2732,FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146874.500000,166601.800000,B,52,GARE CENTRALE,010100000000000000D4ED0141666666664E560441
1036,052b,2,2,2616B,FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146809.100000,166585.500000,B,52,GARE CENTRALE,0101000000CDCCCCCCC8EB014100000000CC550441
1037,052b,2,3,2939B,GARE FOREST-EST,STAT. VORST-OOST,Gare de Forest-Est,Station Vorst-Oost,146589.300000,166541.000000,B,52,GARE CENTRALE,010100000066666666EAE401410000000068540441
